idiom,meaning,instance,label,maxVote,gold_0,gold_1,AssignmentId,WorkerId,TimeMe
in the blink of an eye,in an instant,the magician made the coin vanished in the blink of an eye with his sleight of hand,literal,figurative,figurative,figurative,"['3R6P78PK70REGJL2MJLPQ0SN09YGTZ', '3ZY8KE4ISZJK60J5UAQGLWKA3HNQVK']","['A2LMQ4497NMK3S', 'AX8NXTT8QMGHC']","[152.613, 42.789]"
in the blink of an eye,in an instant,the opportunity vanished in the blink of an eye when someone else took the job,figurative,tie,literal,figurative,"['3PW9OPU9P60NS51MLLGQIQFRY7312T', '3E7TUJ2EGS2SKK2XMNF0TFOETAFD9M']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[81.149, 157.287]"
in the cross hairs,in a position where one might receive severe criticism,"as the whistleblower, he found himself caught in the cross hairs of the company's retaliation",figurative,figurative,figurative,figurative,"['3L0KT67Y8UWDNATNRP25NV353MAYSQ', '38YMOXR4MAF4B70Q5BHE1TMXAPE6WE']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[30.89, 79.284]"
in the dark,"uninformed, a state of ignorance.",the employees were kept in the dark about the company's financial situation,figurative,figurative,figurative,figurative,"['3DIP6YHAPS8XYLXNDQK6Z1BO9GY8EL', '36NEMU28XVT60ALISROVQPJJ0PSWMD']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[89.512, 33.428]"
in the doghouse,someone who is in disgrace and very unpopular at the moment,"after forgetting their anniversary, he was in the doghouse with her for a week",figurative,figurative,figurative,figurative,"['3AMW0RGHOTIMYJ9HS6P0BA0NCIZNP9', '3NQL1CS157OTF2ARLK7AYINC2Q4VYS']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[48.634, 32.856]"
in the doghouse,someone who is in disgrace and very unpopular at the moment,he crawled in the doghouse with her to retrieve the lost toy,literal,literal,literal,literal,"['3R6BYFZZPNSFJ0YRG9G4XIDHCQMFXI', '3S3AMIZX3ALUII90Y7PRV5PMZVIDC3']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[113.826, 54.856]"
in the good books,be in somebody's favour or good opinion,"by completing the project on time, he was in the good books of the boss",figurative,figurative,figurative,figurative,"['3X87C8JFVMR4E8210FLBA9034DTSQH', '3EKVH9QMEEKHK0HY1E0LJSG0N45D2U']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[117.609, 42.362]"
in the good books,be in somebody's favour or good opinion,"the employee's name was written in the good books of the boss, which was a list of top performers",literal,tie,figurative,literal,"['386CSBG1OF2ZRA44T2I8944BMOWQ6T', '3L4PIM1GQ9W1MVTAC020XLY9HKRYR2']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[40.452, 44.53]"
in the heat of the moment,saying or doing something without thinking due go anger or excitement,he made a rash decision in the heat of the moment during the argument,figurative,figurative,figurative,figurative,"['3JWH6J9I98TKUP87917ZGQVYVEKBNC', '3NG53N1RLBZ1VCMDM40HTDASNN08P6']","['A290OV59Q76QC8', 'A2TBXASXZIRNNW']","[49.059, 37.718]"
in the loop,to be aware of the information,"as a team member, I want to be kept in the loop about project updates",figurative,figurative,figurative,figurative,"['339ANSOTRLIT9R1AIY70ALI7W9ZIKN', '3IGI0VL64N04DJXGD6CLMAVX2D3ONT']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[26.273, 37.648]"
in the red,more money going out than coming in,"due to poor financial decisions, the company is in the red",figurative,figurative,figurative,figurative,"['3LQ8PUHQF1827102CD43XT2F4SVIHJ', '3TR2532VI5AI5N0RYCYZC3SP8T56JJ']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[58.914, 61.83]"
it's a small world,meeting someone not expected to be at a certain place,"running into my childhood friend in a foreign country, I thought it's a small world after all",figurative,figurative,figurative,figurative,"['3P59JYT7610O1PDVN400OWYMQQTT2T', '3LUY3GC63FGXVYHUCZ8BFDEXC3UP70']","['APGX2WZ59OWDN', 'APRZ7BR8C0ZMQ']","[83.361, 58.14]"
jobs for the boys,work that someone in an important position gives to their friends or relations,the company was criticized for giving jobs for the boys instead of hiring based on merit,figurative,figurative,figurative,figurative,"['3GDTJDAPVARVA9P0UO8PC9GXIIP8MA', '3JV9LGBJW9UY3RGUQ2ZQWQM011HOGL']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[38.187, 76.935]"
joined the club,"said in answer to something that someone has said, meaning that you are in the same bad situation as they are","after experiencing the same misfortune, they joined the club together",figurative,tie,ambiguous,literal,"['3FPRZHYEPENSZZD3WZEK8ORZTPA3VV', '3VAR3R6G15HJACAC74N24D52DI48OP']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[98.008, 40.558]"
joined the club,"said in answer to something that someone has said, meaning that you are in the same bad situation as they are",they filled out the membership forms and joined the club together,literal,tie,literal,figurative,"['3JMSRU9HQYAV9XT0LJVGRFVWKEZVED', '3HOSI13XHF44NAFEY3K2FB74KVUDD3']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[146.977, 37.327]"
jump on the bandwagon,to start doing something because it is fashionable or profitable,"during the parade, he jumped on the bandwagon to join the musicians",literal,literal,literal,literal,"['337RC3OW0LI9F33S25IK4ALGTB0LVQ', '3X4MXAO0BW4XXQYAXZKCCODT6CRWR1']","['A2LMQ4497NMK3S', 'AX8NXTT8QMGHC']","[151.871, 56.632]"
jury's out,when there is no general agreement or consensus on something,"during the court recess, the jury's out on that decision, discussing the case in a separate room",literal,literal,literal,literal,"['3L2IS5HSFQYZQOHD9SOULGNMKZRNU5', '3OB0CAO74X5OX1F7GVQ6JHW3UBTYH5']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[148.242, 32.95]"
jury's out,when there is no general agreement or consensus on something,"regarding the new policy, the jury's out on that decision, as people are still debating its effectiveness",figurative,figurative,figurative,figurative,"['382M9COHEXVVWI40GTLBVTTD67REU8', '3EFE17QCRSLR1F3YHPYH1V82DQXSHL']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[149.752, 49.224]"
just what the doctor ordered,exactly what was wanted or needed,the prescribed medication was just what the doctor ordered for her condition,literal,literal,literal,literal,"['3X87C8JFVMR4E8210FLBA9034DTSQH', '3EKVH9QMEEKHK0HY1E0LJSG0N45D2U']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[117.609, 42.362]"
keep an eye on,keep a watch on something or someone closely,"as a supervisor, it's my responsibility to keep an eye on the situation and ensure everything runs smoothly",figurative,figurative,figurative,figurative,"['3OVR4I9US5ZLCN0QAEPTC6KXQXQQ48', '345LHZDEDD8SMKO3R94FC2PGFI13U6']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[58.378, 104.75]"
keep at arm's length,keep distance from something or somebody,"despite his attempts to get closer, she kept him at arm's length due to her cautious nature",figurative,figurative,figurative,figurative,"['3TEM0PF1QLDAOQEKMRW704NLQ6LD0A', '3Q5C1WP232HFR2K934IOGXI3IHU15U']","['A1HKYY6XI2OHO1', 'A2A6FH0F7LD9ND']","[98.12, 35.374]"
keep card close to chest,"be secretive or cautious, give nothing away","during the negotiations, they kept their cards close to their chest and didn't reveal their true intentions",figurative,figurative,figurative,figurative,"['3JWH6J9I98TKUP87917ZGQVYVEKBNC', '3NG53N1RLBZ1VCMDM40HTDASNN08P6']","['A290OV59Q76QC8', 'A2TBXASXZIRNNW']","[49.059, 37.718]"
keep the wolf from the door,to have sufficient money to prevent starvation or hunger,"working two jobs, she kept the wolf from the door and provided for her family",figurative,figurative,figurative,figurative,"['3GS6S824S6DCIS6I4S3V348J5F2WND', '3DEL4X4ELM1LJRFMLZ8SM3KXI1CYXY']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[122.602, 30.971]"
keep your hair on,to request someone to stay calm and not get annoyed,"as the wind blew fiercely, I told him to keep his hair on by wearing a hat",literal,tie,figurative,literal,"['3GNA64GUZUK3864QOJ83HYQBQTLQ5D', '3YJ6NA41JRWQFTIWD8X8I3J63YUJP1']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[47.881, 48.822]"
keep your hair on,to request someone to stay calm and not get annoyed,"when he started to panic, I told him to keep his hair on and stay calm",figurative,figurative,figurative,figurative,"['3HL8HNGX4LHPI4GTDTAQHFRZ5NW9FU', '39PAAFCOD2GXYGBXBEKBQ1VXNOMVT3']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[62.328, 68.86]"
keep your nose clean,to stay out of trouble by not doing anything wrong,"during allergy season, keeping your nose clean is essential for comfort",literal,literal,literal,literal,"['3D4CH1LGEQ9VW4COODG8Z0RB62VG9Z', '333U7HK6IPVHQWF68Z6DI92HPFRJDN']","['A290OV59Q76QC8', 'APGX2WZ59OWDN']","[92.342, 55.866]"
keep your nose clean,to stay out of trouble by not doing anything wrong,"to avoid getting into trouble, focus on keeping your nose clean at work",figurative,figurative,figurative,figurative,"['3GLB5JMZFDB7ZUP50TLALWA1XNADGD', '3WOKGM4L7HW1SN59C0ANBYZKUKSO0I']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[147.315, 42.689]"
kick the bucket,to die,"the old couple, inseparable in life, kicked the bucket together in their sleep",figurative,figurative,figurative,figurative,"['308XBLVESYK59N0Z28OGPA08WB9BR0', '3DUZQ9U6S24WJGYIMEFLGWZBL58SVB']","['A1LI3JQS2VBOXC', 'A290OV59Q76QC8']","[45.27, 55.47]"
kick the bucket,to die,"while cleaning the barn, they accidentally kicked the bucket together and spilled water everywhere",literal,literal,literal,literal,"['37Z929RLGPOH6OUTHJF6FEBQOKSSTV', '3SB5N7Y3OJKD0AOBOHXF6PQI3Y1G0N']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[110.352, 45.737]"
kick yourself,to be angry with yourself for something you have or have not done,they kicked themselves for not investing in the stock earlier,figurative,figurative,figurative,figurative,"['36AHBNMV17S7LLA5UZ7GSWH52J0DYB', '33NF62TLXZIP42LG0GS0MMX79OOJK0']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[48.95, 48.352]"
kill two birds with one stone,accomplish two different things at the same time,"with a well-aimed throw, he killed two birds with one stone in the field",literal,literal,literal,literal,"['33UKMF931P0ILO786JKWPJ7CQ36TTL', '3FIUS151DBIABEZW2JMIRHDYAFQGGQ']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[148.821, 24.456]"
kiss and make up,to become friendly again after an argument,"after the argument, he decided to kiss and make up with her to resolve their differences",figurative,figurative,figurative,figurative,"['3DIP6YHAPS8XYLXNDQK6Z1BO9GY8EL', '36NEMU28XVT60ALISROVQPJJ0PSWMD']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[89.512, 33.428]"
knee jerk reaction,an automatic response to something,"the doctor tapped his patient's leg, causing a knee jerk reaction to the news of the reflex hammer",literal,literal,literal,literal,"['3QAVNHZ3E2KPNF0URARO8N7381ZLAP', '3C6FJU71T69T2NLRGUX52WLTOJVYU6']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[96.746, 106.758]"
knight in shining armour,used to describe someone who saves you from a difficult situation,"at the medieval festival, there was a knight in shining armour on horseback",literal,literal,literal,literal,"['3QAVNHZ3E2KPNF0URARO8N7381ZLAP', '3C6FJU71T69T2NLRGUX52WLTOJVYU6']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[96.746, 106.758]"
knight in shining armour,used to describe someone who saves you from a difficult situation,he came to her rescue like a knight in shining armour when she needed help,figurative,tie,literal,figurative,"['3SNLUL3WOK392OESXF8F8OJXF4RULA', '3FDJT1UU7KOHX36VBEO6LCE2RNTK5F']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[74.656, 47.882]"
knock on wood,tap knuckle on wood in order to avoid bad luck,"hoping for good luck, she knocked on wood before the big presentation",figurative,tie,figurative,literal,"['3JWH6J9I98TKUP87917ZGQVYVEKBNC', '3NG53N1RLBZ1VCMDM40HTDASNN08P6']","['A290OV59Q76QC8', 'A2TBXASXZIRNNW']","[49.059, 37.718]"
know which side one's bread is buttered,to be cognizant of where one's interests lie in a given situation.,"he always supports the boss's decisions, showing that he knows which side his bread is buttered",figurative,figurative,figurative,figurative,"['3KB8R4ZV1UNEKXRLMXU4Q6M1U2YGB9', '3R2PKQ87NCOOZF1D3AKGPYABLEUIMS']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[31.604, 75.791]"
lead astray,make someone act or think in a wrong or foolish manner.,the broken compass led them astray in the dense forest,literal,literal,literal,literal,"['3A1COHJ8NZB9IVOP3RSCK4811WQ8H1', '358UUM7WRFJI7BX9PRC0K8ECDLIR7U']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[55.154, 144.789]"
lean towards,to be interested in something,"after considering the pros and cons, she was leaning towards that option",figurative,figurative,figurative,figurative,"['37FMASSAYS7SGOXGCLU7BIZH9FQBIW', '35BLDD71IMDTKSKWH69TCPWE8K8VZJ']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[47.212, 156.678]"
leaps and bounds,progress very quickly,"after attending the workshop, her skills made progress in leaps and bounds",figurative,figurative,figurative,figurative,"['3J4Q2Z4UTEJXLPJAKKVC7Y3OAQPQWU', '33CKWXB73Z0G3KJQ2HGCD75M61P11C']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[29.084, 39.803]"
learn to walk before you run,to take smaller steps initially,you should learn to walk before you run when it comes to mastering a new skill,figurative,figurative,figurative,figurative,"['3R6BYFZZPNSFJ0YRG9G4XIDHCQMFXI', '3S3AMIZX3ALUII90Y7PRV5PMZVIDC3']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[113.826, 54.856]"
leave at the altar,decide not to marry someone at the very last moment,he left her at the altar when he decided not to show up for their wedding,figurative,tie,literal,figurative,"['3WYP994K1N780CVQKCZ2MQ7DLXE6YD', '33C7UALJV1EYEK3B12PRSHSUK7V18W']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[81.097, 55.715]"
leave no stone unturned,do everything that is possible in order to achieve something,"during the archaeological dig, they left no stone unturned to uncover hidden artifacts",literal,tie,literal,ambiguous,"['3PW9OPU9P60NS51MLLGQIQFRY7312T', '3E7TUJ2EGS2SKK2XMNF0TFOETAFD9M']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[81.149, 157.287]"
leg up,give or receive assistance to achieve a goal,he gave her a leg up to help her climb over the fence,literal,literal,literal,literal,"['3P529IW9KE1KJ6H22QDGMOIU5HCLF2', '374TNBHA8RB1AUEAZLD0SVO4LYPYQ1']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[38.987, 145.493]"
leg up,give or receive assistance to achieve a goal,the scholarship gave her a leg up in her pursuit of higher education,figurative,figurative,figurative,figurative,"['33M4IA01QWHCMQ3074GYE7R0FEXRXP', '39OWYR0EP074J5O1L526GWKQEWGYF7']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[50.764, 44.89]"
lick his wounds,"to try to recover your confidence or spirit after a defeat, failure or disappointment",he licked his wounds after the fight by taking some time to recover from the emotional blow,figurative,figurative,figurative,figurative,"['3QEMNNSB2DFO61E47QHGFJX8YKRD7A', '3IAEQB9FMU03WGF5FYPS7ZWPRB0DWC']","['A290OV59Q76QC8', 'APGX2WZ59OWDN']","[45.757, 99.104]"
lick your lips,to show that you're excited about something and are eager for it to happen,"after eating the ice cream, they licked their lips to clean off the remaining traces",literal,literal,literal,literal,"['3YDGXNSEOFAF6J0UOK8TQFZXWR548C', '3LWJHTCVCS2VA3XFUVLC3AHOFNZQFW']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[70.601, 146.717]"
lights are on but nobody is home,used to describe a stupid person.,I walked past the house and noticed that the lights are on but nobody is home,literal,literal,literal,literal,"['339ANSOTRLIT9R1AIY70ALI7W9ZIKN', '3IGI0VL64N04DJXGD6CLMAVX2D3ONT']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[26.273, 37.648]"
line in the sand,a boundary beyond which one cannot proceed without consequences,he decided to draw a line in the sand and confront his coworker about the issue,figurative,figurative,figurative,figurative,"['3PM8NZGV8EWCAPO0UPRY9HHVJSVQXN', '35USIKEBN7WEODRCDAQR5A96HDA6NN']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[29.643, 45.743]"
loaves and fishes,done for material benefits,"at the picnic, they shared loaves and fishes among the attendees",literal,literal,literal,literal,"['3X3OR7WPZFGB4R7FUC7ACW18IDZ8L8', '3137ONMDKWLCR035WOWURESMXZBGE9']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[64.597, 34.92]"
long in the tooth,To get too old for something.,"the horse was getting long in the tooth as it aged, making it easier to determine its age",literal,literal,literal,literal,"['3LO69W1SUJTQX6DXDAJY49I66WCLG1', '3OVHNO1VEMH7QBKAQL9Z63Q78D4DZ2']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[117.981, 58.027]"
looked through colored glasses,to look the things not as they are; having a heavily biased worldview,"during the art class, we looked through colored glasses to observe the effects on the painting",literal,literal,literal,literal,"['3Y5140Z9DDWUKIYQVQC86246QJ5PIV', '3K2755HG58J1LUTAP9FS3BAPW8ADFE']","['A2A6FH0F7LD9ND', 'A2TBXASXZIRNNW']","[56.018, 35.237]"
looked through colored glasses,to look the things not as they are; having a heavily biased worldview,she always looked through colored glasses when it came to her children's achievements,figurative,figurative,figurative,figurative,"['339ANSOTRLIT9R1AIY70ALI7W9ZIKN', '3IGI0VL64N04DJXGD6CLMAVX2D3ONT']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[26.273, 37.648]"
loose cannon,somebody whose activities are uncommon and out of control,"after losing his job, he became a loose cannon and started causing problems",figurative,figurative,figurative,figurative,"['3BQU611VF50GHUPGA7AY7J5O2P1992', '326O153BMYE9FGTEUYVMLTPPK7VDEW']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[57.594, 51.402]"
loose cannon,somebody whose activities are uncommon and out of control,"during the battle reenactment, the replica became a loose cannon when it broke free from its mount",literal,literal,literal,literal,"['36W0OB37HCUO2RPCCHSPXO5505XZHX', '34J10VATJVEFKUZ5V3RX67UGVFRIQF']","['A2A6FH0F7LD9ND', 'A2TBXASXZIRNNW']","[52.524, 47.956]"
lower the bar,to lower standards or expectations,the company lowered the bar for everyone by reducing the performance expectations,figurative,figurative,figurative,figurative,"['3P59JYT7610O1PDVN400OWYMQQTT2T', '3LUY3GC63FGXVYHUCZ8BFDEXC3UP70']","['APGX2WZ59OWDN', 'APRZ7BR8C0ZMQ']","[83.361, 58.14]"
lower the bar,to lower standards or expectations,the gym instructor lowered the bar for everyone during the limbo competition,literal,literal,literal,literal,"['3JMSRU9HQYAV9XT0LJVGRFVWKEZVED', '3HOSI13XHF44NAFEY3K2FB74KVUDD3']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[146.977, 37.327]"
lump in my throat,to have a tight feeling in your throat because of a strong emotion such as sadness or gratitude,"after swallowing a large piece of food, I had a lump in my throat and needed water",literal,literal,literal,literal,"['3X0H8UUITH49Y5YNCOKH2YIPSEASWL', '3QILPRALQLB1SRA06PNPPO5XN8Z8NA']","['A2LMQ4497NMK3S', 'A2TBXASXZIRNNW']","[87.361, 37.845]"
lump in my throat,to have a tight feeling in your throat because of a strong emotion such as sadness or gratitude,"when I heard the sad news, I had a lump in my throat and couldn't speak",figurative,tie,literal,figurative,"['358010RM5U94FXKHGOL8F4G30KAVXM', '34PGFRQON4RGZ2FXPUB3AXR2WVXWJ9']","['A2TBXASXZIRNNW', 'APRZ7BR8C0ZMQ']","[40.505, 91.223]"
made it,used to indicated the completion of a task,"after years of hard work, she finally made it in the music industry",figurative,figurative,figurative,figurative,"['3SNLUL3WOK392OESXF8F8OJXF4RULA', '3FDJT1UU7KOHX36VBEO6LCE2RNTK5F']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[74.656, 47.882]"
make it big,become very successful or famous,the baker made it big in the industry by creating giant-sized cakes,literal,tie,literal,figurative,"['34Q075JO1DTGWVY86YCCZ2MC19J109', '37TRT2X2467OBZHMU3F7NJEHMUFJBG']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[88.712, 44.096]"
make ones bed and lie on it,to be responsible for what you have done and accept the results,"after tidying up the room, they made their bed and lied on it to take a nap",literal,literal,literal,literal,"['3HPZF4IVN29XGT4RU3C58QZNHJOYCW', '3HHRAGRYXOLJOHTMCWTG490DXOMO9U']","['A2TBXASXZIRNNW', 'A38DXFI1TZA295']","[25.279, 35.488]"
makes his hackles rise,to make you angry,"when the dog senses danger, it makes his hackles rise on his back",literal,literal,literal,literal,"['3QRYMNZ7FEXKQB2O9NYKGK1K1LKNTE', '37WLF8U1W56DG769GXYBDIS2NI4K6V']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[173.839, 66.1]"
makes my ears burn,"to be embarrassed by what you hear, especially if the conversation is about you",standing too close to the bonfire makes my ears burn,literal,literal,literal,literal,"['31LM9EDVO18QC86JXTKGEEEB3JTJN5', '37QW5D2ZRW2Y8425EL4BOIF3A778SM']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[151.706, 25.551]"
match made in heaven,a combination of two people that is perfect in every way,the angelic dating service claimed to provide a match made in heaven for its clients,literal,tie,literal,figurative,"['340UGXU9DEHCYTQMBJALVXHZ62TUVT', '317HQ483IN8UHXMDFBZG2DZBQ44INS']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[117.364, 55.228]"
match made in heaven,a combination of two people that is perfect in every way,"their partnership was a match made in heaven, as they complemented each other's skills",figurative,figurative,figurative,figurative,"['3GS6S824S6DCIS6I4S3V348J5F2WND', '3DEL4X4ELM1LJRFMLZ8SM3KXI1CYXY']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[122.602, 30.971]"
mean business,to be focused about achieving a goal,the entrepreneurs' conference was filled with people who they really mean business,literal,tie,literal,figurative,"['31HQ4X3T38QTNBMO8ADFTN19U76LSL', '3L6L49WXWGDWJ1HSQM1QEVP6U1445A']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[41.727, 47.025]"
mean business,to be focused about achieving a goal,"when it comes to meeting deadlines, they really mean business",figurative,figurative,figurative,figurative,"['3IGI0VL64N04DJXGD6CLMAVX2D3NOS', '3AAJC4I4FW8KTXK20HVA91LKDX1ZJ2']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[39.011, 152.639]"
mend fences,to try and improve a bad relationship with another party,the farmer spent the afternoon mending fences with her to keep the animals inside,literal,literal,literal,literal,"['3QAVNHZ3E2KPNF0URARO8N7381ZLAP', '3C6FJU71T69T2NLRGUX52WLTOJVYU6']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[96.746, 106.758]"
miles away,unaware of the current situation,"during the meeting, her thoughts seemed miles away from the topic",figurative,figurative,figurative,figurative,"['3GM6G9ZBK3DE8THOXMJK35CKWVATMK', '3M1CVSFP6GL0ECG7JFZKP96XI7MQAJ']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[26.856, 38.985]"
mind your own beeswax,do not interfere into someone else's matter,"instead of gossiping about others, focus on minding your own beeswax",figurative,figurative,figurative,figurative,"['3OONKJ5DKSZ2CA8JAG7CVFV3LOPOB4', '3ZSY5X72NDRPSHP86DT2VU073ASROK']","['A2TBXASXZIRNNW', 'AX8NXTT8QMGHC']","[25.904, 45.545]"
more heat than light,to cause anger or intense reaction but doesn't clarify anything,the heated debate generated more heat than light and left everyone confused,figurative,figurative,figurative,figurative,"['379J5II414WSDSH67FTA46XUTGXLEK', '3LEP4MGT3WGB8DHUK7TWKLJ4HAIDBW']","['A290OV59Q76QC8', 'A2TBXASXZIRNNW']","[44.438, 24.391]"
more heat than light,to cause anger or intense reaction but doesn't clarify anything,the malfunctioning light bulb generated more heat than light and needed to be replaced,literal,literal,literal,literal,"['3BQU611VF50GHUPGA7AY7J5O2P1992', '326O153BMYE9FGTEUYVMLTPPK7VDEW']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[57.594, 51.402]"
my hands are full,someone is too busy or has too much going on to be able to do or become involved with anything else,"With three projects to manage and a presentation to prepare, my hands are full at the moment",figurative,figurative,figurative,figurative,"['3634BBTX04AIT59WHNG3U8Q2ODIIFL', '3M81GAB8AGZ5XMLZPTZGKKQ30P7BQZ']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[43.798, 37.218]"
my way or the highway,to order someone to do something in a specific way without providing an alternative.,the sign at the fork in the road read 'it's my way or the highway',literal,figurative,figurative,figurative,"['3RSDURM96Q2CDRO5QUI0YEZQ2V1YEP', '3NPFYT4IZSKLX0UMRTMMF3DTD5MGXI']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[166.941, 46.671]"
my way or the highway,to order someone to do something in a specific way without providing an alternative.,"when it comes to decision-making, he always says it's my way or the highway",figurative,figurative,figurative,figurative,"['3DIP6YHAPS8XYLXNDQK6Z1BO9GY8EL', '36NEMU28XVT60ALISROVQPJJ0PSWMD']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[89.512, 33.428]"
nail biter,"a situation like a close contest, which induces anxiety or tension.","watching her chew on her fingers during the movie, it was clear she was a real nail biter",literal,literal,literal,literal,"['3QEMNNSB2DFO61E47QHGFJX8YKRD7A', '3IAEQB9FMU03WGF5FYPS7ZWPRB0DWC']","['A290OV59Q76QC8', 'APGX2WZ59OWDN']","[45.757, 99.104]"
night owl,Someone who is vigilant late at night.,"for the costume party, he dressed up as being a night owl with large wings and a beak",literal,tie,literal,figurative,"['337RC3OW0LI9F33S25IK4ALGTB0LVQ', '3X4MXAO0BW4XXQYAXZKCCODT6CRWR1']","['A2LMQ4497NMK3S', 'AX8NXTT8QMGHC']","[151.871, 56.632]"
nip in the bud,check something thoroughly.,"to prevent further complications, we decided to nip the problem in the bud by addressing it immediately",figurative,figurative,figurative,figurative,"['3RYC5T2D7J97DH19LD6HKU5XDFOPRZ', '36DSNE9QZLE8UT6VY8KTT3EGTTYJOK']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[77.538, 158.473]"
no room to swing a cat,a very small place,"in this tiny apartment, there's no room to swing a cat",figurative,tie,literal,figurative,"['340UGXU9DEHCYTQMBJALVXHZ62TUVT', '317HQ483IN8UHXMDFBZG2DZBQ44INS']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[117.364, 55.228]"
no room to swing a cat,a very small place,"with all these fragile items around, there's no room to swing a cat without breaking something",literal,figurative,figurative,figurative,"['3TPZPLC3MGSFUFG7AN5L2W2H7193PA', '38SKSKU7RHD4TXJS3YJ1PLVML94LIT']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[27.705, 109.552]"
not getting anywhere,to make no progress at all; not improving or advancing a particular situation,"the car was stuck in the mud, and we were not getting anywhere with this vehicle",literal,literal,literal,literal,"['308XBLVESYK59N0Z28OGPA08WB9BR0', '3DUZQ9U6S24WJGYIMEFLGWZBL58SVB']","['A1LI3JQS2VBOXC', 'A290OV59Q76QC8']","[45.27, 55.47]"
not playing with a full deck,not mentally sound,his strange ideas made it seem like he was not playing with a full deck,figurative,figurative,figurative,figurative,"['3QRYMNZ7FEXKQB2O9NYKGK1K1LKNTE', '37WLF8U1W56DG769GXYBDIS2NI4K6V']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[173.839, 66.1]"
