idiom,meaning,instance,label,assignment_0,assignment_1,assignment_2,gold_0,gold_1,gold_2,maxVote,review_noAgreement,review_maxVoteGptDiff
upper hand,to have the authority to make decisions over someone or something,She has the upper hand because her arm is higher than her opponent's,1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 547, 'AssignmentId': '3IXEICO79IZCJQWWA6C3E9FYXYV6TK', 'HITId': '36FFXPMSUO49G3DBJ6C7S62BTH1HO6', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 236, 'AssignmentId': '3WMINLGALRJWKB6OEXYP54HG5VKACU', 'HITId': '36FFXPMSUO49G3DBJ6C7S62BTH1HO6', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 332, 'AssignmentId': '3IUZPWIU14NBAMLF7FBFBCRF2NWKWS', 'HITId': '36FFXPMSUO49G3DBJ6C7S62BTH1HO6', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",1,1,2,1,False,False
upper hand,to have the authority to make decisions over someone or something,She has the upper hand,2,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 28.401, 'AssignmentId': '324G5B4FBJOU7HDAVETL0CDPVZA702', 'HITId': '3APP19WN8GU5R1CWZ48VQ64JTH0G6N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 56.71, 'AssignmentId': '3B2X28YI3CVCN42FAKLIEF9CRSNB6T', 'HITId': '3APP19WN8GU5R1CWZ48VQ64JTH0G6N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 22.537, 'AssignmentId': '3TY7ZAOG5V0I2WKUE8IU4HIB1JB0K2', 'HITId': '3APP19WN8GU5R1CWZ48VQ64JTH0G6N', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
ups and downs,good times and bad times,This job comes with its ups and downs indicating its rewards as well as its difficulties,0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 162, 'AssignmentId': '3PJ71Z61RKIYSPML6UV5SDN5VGC19H', 'HITId': '3GS542CVKA3UTNPAGFSG6J4WT9O59Z', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 545, 'AssignmentId': '3SPJ03342HJKO7AX4VTRVUCIY6WYJ6', 'HITId': '3GS542CVKA3UTNPAGFSG6J4WT9O59Z', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 284, 'AssignmentId': '369J354OFTQ8ELAQQ6DWFQ0974M6GA', 'HITId': '3GS542CVKA3UTNPAGFSG6J4WT9O59Z', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
ups and downs,good times and bad times,This job comes with its ups and downs as the head of the department sometimes yells and other times rewards the team,1,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 40, 'AssignmentId': '37TRT2X2467OBZHMU3F7NJEHDTRJBH', 'HITId': '3DIIW4IV94B585ED64FJEKXLC33I4D', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 160, 'AssignmentId': '3LRLIPTPE6PE39IC6AFNTNUOA06AKC', 'HITId': '3DIIW4IV94B585ED64FJEKXLC33I4D', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 65, 'AssignmentId': '3SKRO2GZ7H7I9L5CARMUIM1L660K1Y', 'HITId': '3DIIW4IV94B585ED64FJEKXLC33I4D', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,True
ups and downs,good times and bad times,This job comes with its ups and downs,2,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 27.165, 'AssignmentId': '3G2UL9A02TUPLSZPX3929DNG82X673', 'HITId': '3I6NF2WGJVC98XCIULYQY0QJXMPG57', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 155.13, 'AssignmentId': '3A1PQ49WVXXR7V4446JX5ULTEUC1H1', 'HITId': '3I6NF2WGJVC98XCIULYQY0QJXMPG57', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 36.083, 'AssignmentId': '3CFVK00FW11O0DOR1XACSI5H3M1L6Q', 'HITId': '3I6NF2WGJVC98XCIULYQY0QJXMPG57', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,True
use your loaf,To tell someone to use their brain more in analysing what they are doing.,He used his loaf to come up with the perfect solution,0,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 33.354, 'AssignmentId': '3TPZPLC3MGSFUFG7AN5L2W2HY513P1', 'HITId': '37SOB9Z0T7DMGA3FRT7DWVX7F7KL3S', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 47.517, 'AssignmentId': '3IGI0VL64N04DJXGD6CLMAVXTHVNOJ', 'HITId': '37SOB9Z0T7DMGA3FRT7DWVX7F7KL3S', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 74.999, 'AssignmentId': '3IAS3U3I0VWO53JENI9FO2S0BNLB2C', 'HITId': '37SOB9Z0T7DMGA3FRT7DWVX7F7KL3S', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",2,0,0,0,False,False
use your loaf,To tell someone to use their brain more in analysing what they are doing.,He used his loaf to bake a loaf of bread,1,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 18.199, 'AssignmentId': '3Z4GS9HPNBQ8PSDUGDEUFRNC4KB77C', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JXVL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 146.336, 'AssignmentId': '3QHK8ZVMI2YU6P5MXORK3YR9IU5BL9', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JXVL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 84.315, 'AssignmentId': '3NXNZ5RS1QDC3B1NVACETNEIZAZ79O', 'HITId': '39O6Z4JLYHD1SDMNPMG7QKKDD1JXVL', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
use your loaf,To tell someone to use their brain more in analysing what they are doing.,He used his loaf,2,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 289, 'AssignmentId': '34X6J5FLP9EBF5JBDLCXI89GZXFQJV', 'HITId': '33P2GD6NS28QQCSWLEKELPL29CRHKM', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 277, 'AssignmentId': '3PB5A5BD0BMRILOV9GIOL4052F5G7I', 'HITId': '33P2GD6NS28QQCSWLEKELPL29CRHKM', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 189, 'AssignmentId': '3M1CVSFP6GL0ECG7JFZKP96X9AKQAE', 'HITId': '33P2GD6NS28QQCSWLEKELPL29CRHKM', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
velvet glove,"a person who appears gentle, but is determined and inflexible underneath","He handled them with a velvet glove, showing them compassion despite their misdeeds",0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 127, 'AssignmentId': '3D8YOU6S9U0RJ3BLAB2DJ510GC36UC', 'HITId': '3KI0JD2ZVGYMY81V6141KTRQUEB765', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'APGX2WZ59OWDN', 'WorkTimeInSeconds': 190, 'AssignmentId': '3WZ36BJEVJWIP2DR6XTBPP1QBZ6BTA', 'HITId': '3KI0JD2ZVGYMY81V6141KTRQUEB765', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 32, 'AssignmentId': '3LJ7UR74RXT09QNYUMXC8CPSCP2N4E', 'HITId': '3KI0JD2ZVGYMY81V6141KTRQUEB765', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
velvet glove,"a person who appears gentle, but is determined and inflexible underneath",He handled them with a velvet glove so that he wouldn't hurt them,1,"{'WorkerId': 'A1AXQM54WTRGA5', 'WorkTimeInSeconds': 503, 'AssignmentId': '3WI0P0II6H8YOKYJG4FMK0O8QZKDR5', 'HITId': '3Y40HMYLMGY1FYXNKW62UYIUZT7XUR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 80, 'AssignmentId': '3EQHHY4HQ88CVHACLN3RNKM9B9BG54', 'HITId': '3Y40HMYLMGY1FYXNKW62UYIUZT7XUR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 419, 'AssignmentId': '336YQZE83BUCNR6YWQ1M0P667VNM5I', 'HITId': '3Y40HMYLMGY1FYXNKW62UYIUZT7XUR', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",2,1,1,1,False,False
velvet glove,"a person who appears gentle, but is determined and inflexible underneath",He handled them with a velvet glove,2,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 161, 'AssignmentId': '3IXEICO79IZCJQWWA6C3E9FYXU6T6A', 'HITId': '36818Z1KWIT5KRCBU2INNHHWLV2A3G', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 500, 'AssignmentId': '3U088ZLJV099XWEB3M1XSSC6OL20W6', 'HITId': '36818Z1KWIT5KRCBU2INNHHWLV2A3G', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 422, 'AssignmentId': '3RU7GD8VP49JEW1M026MA4ATQGISPQ', 'HITId': '36818Z1KWIT5KRCBU2INNHHWLV2A3G', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,0,2,2,False,False
voice in the wilderness,"someone who expresses an opinion that no one believes or listens to, especially if proved right later",He was a voice in the wilderness offering advice that nobody wanted to hear,0,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 27.165, 'AssignmentId': '3G2UL9A02TUPLSZPX3929DNG82X673', 'HITId': '3I6NF2WGJVC98XCIULYQY0QJXMPG57', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 155.13, 'AssignmentId': '3A1PQ49WVXXR7V4446JX5ULTEUC1H1', 'HITId': '3I6NF2WGJVC98XCIULYQY0QJXMPG57', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 36.083, 'AssignmentId': '3CFVK00FW11O0DOR1XACSI5H3M1L6Q', 'HITId': '3I6NF2WGJVC98XCIULYQY0QJXMPG57', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
voice in the wilderness,"someone who expresses an opinion that no one believes or listens to, especially if proved right later",He was a voice in the wilderness shouting from the hills,1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 19.135, 'AssignmentId': '3IQ1VMJRY90UMDZL2DOY3EG80I39AF', 'HITId': '39RRBHZ0B9HQX8M2Q44SN50OL1HVZG', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 28.676, 'AssignmentId': '3RANCT1ZVVXXPFSG62JLULNSVLYBU3', 'HITId': '39RRBHZ0B9HQX8M2Q44SN50OL1HVZG', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 63.873, 'AssignmentId': '36W0OB37HCUO2RPCCHSPXO55SGIHZE', 'HITId': '39RRBHZ0B9HQX8M2Q44SN50OL1HVZG', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
voice in the wilderness,"someone who expresses an opinion that no one believes or listens to, especially if proved right later",He was a voice in the wilderness,2,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 317, 'AssignmentId': '35LDD5557QKF5AR13D5S2EPO4HTMK6', 'HITId': '33KGGVH259XL616PI8WIJWDXOWX1XJ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 41, 'AssignmentId': '3G0WWMR1UB07YVAWSJ4PBFQX8DWNQ0', 'HITId': '33KGGVH259XL616PI8WIJWDXOWX1XJ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 245, 'AssignmentId': '36U2A8VAGHFFZRGFMGT3W9CVDR8KYV', 'HITId': '33KGGVH259XL616PI8WIJWDXOWX1XJ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
vultures are circling,when something is in danger and its enemies are getting ready for the kill,"The vultures are circling the struggling business, looking for an opportunity to swoop in and take it over",0,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 20.057, 'AssignmentId': '3WMINLGALRJWKB6OEXYP54HG638ACZ', 'HITId': '3Y40HMYLMGY1FYXNKW62UYIUZUAXUW', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 141.29, 'AssignmentId': '3DZQRBDBS1VC77WZ249FX17SMW03SO', 'HITId': '3Y40HMYLMGY1FYXNKW62UYIUZUAXUW', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 111.791, 'AssignmentId': '3LRKMWOKBLXKN1MUTWPIAKZ33X12ZI', 'HITId': '3Y40HMYLMGY1FYXNKW62UYIUZUAXUW', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
vultures are circling,when something is in danger and its enemies are getting ready for the kill,"The vultures are circling the sky today, searching for their next meal",1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 38.691, 'AssignmentId': '3SB5N7Y3OJKD0AOBOHXF6PQIV9NG0N', 'HITId': '322ZSN9Z6V0VHJUO0GENSRZUNLYT4M', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 143.066, 'AssignmentId': '339ANSOTRLIT9R1AIY70ALI7OKKIKM', 'HITId': '322ZSN9Z6V0VHJUO0GENSRZUNLYT4M', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 32.162, 'AssignmentId': '3JNQLM5FTK20IC5QEVY925O5OOTL2I', 'HITId': '322ZSN9Z6V0VHJUO0GENSRZUNLYT4M', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
vultures are circling,when something is in danger and its enemies are getting ready for the kill,The vultures are circling,2,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 22.936, 'AssignmentId': '3IRIK4HM3Q0VX9ULOKHDPZFUAKHC6A', 'HITId': '311HQEI8S7WOMIL6861CHRKLZJB7Z1', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 151.648, 'AssignmentId': '3H0W84IWB0I3GQCJCZQ6QI6TRJ7REF', 'HITId': '311HQEI8S7WOMIL6861CHRKLZJB7Z1', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 64.898, 'AssignmentId': '39LNWE0K4AC7CN6MCCB2G8R5QBIIUJ', 'HITId': '311HQEI8S7WOMIL6861CHRKLZJB7Z1', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
wag the dog,to divert attention from something that is bad,He was wagging the dog by trying to distract people from the bigger issue,0,"{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 24.501, 'AssignmentId': '38F5OAUN53S5IHJ6TM0664C6HGD7H5', 'HITId': '3YKP7CX6HHVS4KIQ2SL9V9DI8FSB70', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A3RR85PK3AV9TU', 'WorkTimeInSeconds': 51.177, 'AssignmentId': '382M9COHEXVVWI40GTLBVTTDXBIEUY', 'HITId': '3YKP7CX6HHVS4KIQ2SL9V9DI8FSB70', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 62.417, 'AssignmentId': '345LHZDEDD8SMKO3R94FC2PG6MT3UX', 'HITId': '3YKP7CX6HHVS4KIQ2SL9V9DI8FSB70', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
wag the dog,to divert attention from something that is bad,He was wagging the dog when playing with his pet,1,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 148, 'AssignmentId': '3MD9PLUKKYUGCNBNFFN22821DGINZV', 'HITId': '3XH7ZM9YYHAJYAN8DM5J9K9SLR0R9M', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2OVOVZBJYUO', 'WorkTimeInSeconds': 176, 'AssignmentId': '3P4RDNWNDLMYY7VS0D7O96IU8J9IJN', 'HITId': '3XH7ZM9YYHAJYAN8DM5J9K9SLR0R9M', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 48, 'AssignmentId': '3KGTPGBS6D1312SKN9QATSKO03D2UV', 'HITId': '3XH7ZM9YYHAJYAN8DM5J9K9SLR0R9M', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,2,1,1,False,False
wag the dog,to divert attention from something that is bad,He was wagging the dog,2,"{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 24.501, 'AssignmentId': '38F5OAUN53S5IHJ6TM0664C6HGD7H5', 'HITId': '3YKP7CX6HHVS4KIQ2SL9V9DI8FSB70', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A3RR85PK3AV9TU', 'WorkTimeInSeconds': 51.177, 'AssignmentId': '382M9COHEXVVWI40GTLBVTTDXBIEUY', 'HITId': '3YKP7CX6HHVS4KIQ2SL9V9DI8FSB70', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 62.417, 'AssignmentId': '345LHZDEDD8SMKO3R94FC2PG6MT3UX', 'HITId': '3YKP7CX6HHVS4KIQ2SL9V9DI8FSB70', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
walk on eggshell,to be careful about one's words or actions around another person,She's walking on eggshells around them as every little thing can start an argument,0,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 47.007, 'AssignmentId': '3AAJC4I4FW8KTXK20HVA91LK58RZJ6', 'HITId': '3TRB893CTYQOV1Q1IEDNWK4FOTH7GC', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 36.269, 'AssignmentId': '39L1G8WVW67CDNX5PLUV10KJVPV31X', 'HITId': '35JDMRECDJP94G5B5MRT2UWWAFOGE8', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 114.475, 'AssignmentId': '3RKNTXVS32ETP7T9LIS7M65SDJW4A6', 'HITId': '35JDMRECDJP94G5B5MRT2UWWAFOGE8', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
walk on eggshell,to be careful about one's words or actions around another person,She's walking on eggshells since they are laid on the floor,1,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 161, 'AssignmentId': '3IXEICO79IZCJQWWA6C3E9FYXU6T6A', 'HITId': '36818Z1KWIT5KRCBU2INNHHWLV2A3G', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 500, 'AssignmentId': '3U088ZLJV099XWEB3M1XSSC6OL20W6', 'HITId': '36818Z1KWIT5KRCBU2INNHHWLV2A3G', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 422, 'AssignmentId': '3RU7GD8VP49JEW1M026MA4ATQGISPQ', 'HITId': '36818Z1KWIT5KRCBU2INNHHWLV2A3G', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,0,1,1,False,False
walk on eggshell,to be careful about one's words or actions around another person,She's walking on eggshells,2,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 21.144, 'AssignmentId': '3VA45EW49331ZCQR8JENP3IUQGQO1C', 'HITId': '37VE3DA4Z9XPX9O2F17LMM2CMIOBH2', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 63.287, 'AssignmentId': '3SBEHTYCW3JOTWQRMD8RJTXILS0YIP', 'HITId': '37VE3DA4Z9XPX9O2F17LMM2CMIOBH2', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 162.892, 'AssignmentId': '3LRKMWOKBLXKN1MUTWPIAKZ32Q7Z26', 'HITId': '37VE3DA4Z9XPX9O2F17LMM2CMIOBH2', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
walk out on,end a relationship with someone suddenly,He walked out on her when she needed him the most,0,"{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 171.312, 'AssignmentId': '3XIQGXAUMSO247JLYQIS9Q006DPX7W', 'HITId': '3FVBZG9CMYUODMLSHLAW256TVFO0H4', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 72.009, 'AssignmentId': '3G5F9DBFO5D7T7K2BK3MCIS945CVHS', 'HITId': '3FVBZG9CMYUODMLSHLAW256TVFO0H4', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 39.129, 'AssignmentId': '32M8BPYGA92O755RS7MLCTQEH33GIH', 'HITId': '3FVBZG9CMYUODMLSHLAW256TVFO0H4', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",2,0,0,0,False,False
