idiom,meaning,instance,label,assignment_0,assignment_1,assignment_2,gold_0,gold_1,gold_2,maxVote,review_noAgreement,review_maxVoteGptDiff
"when it rains, it pours",to have a good or bad news enlarged by circumstances,"When it rains, it pours",2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 51.677, 'AssignmentId': '3XUHV3NRV0EQVD5N5TL98KYARHBH58', 'HITId': '3CO05SML8AL12GZVDQMQG98ZIOM0R1', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 19.81, 'AssignmentId': '31Z0PCVWU0VVNQA1TGHVKNFUTH1T79', 'HITId': '3CO05SML8AL12GZVDQMQG98ZIOM0R1', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 43.527, 'AssignmentId': '3BQU611VF50GHUPGA7AY7J5OU0L990', 'HITId': '3CO05SML8AL12GZVDQMQG98ZIOM0R1', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
fan the flames,make a bad situation even worse,He fanned the flames of anger when he said something rude,0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 139.684, 'AssignmentId': '3TXMY6UCAU4O7RD53TVBV4WLALSQCK', 'HITId': '3MGHRFQY305AZHBHRLEKO51WLB0Y00', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 26.638, 'AssignmentId': '3KOPY89HMOIJ84D9FA0150G5QDO3J9', 'HITId': '3MGHRFQY305AZHBHRLEKO51WLB0Y00', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 50.775, 'AssignmentId': '3YT88D1N0OEEJOJRXV0D6FGI52N3K7', 'HITId': '3MGHRFQY305AZHBHRLEKO51WLB0Y00', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
lie low,"To go out of sight, usually after having done something bad.",He decided to lie low and not draw attention to himself,0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 139.684, 'AssignmentId': '3TXMY6UCAU4O7RD53TVBV4WLALSQCK', 'HITId': '3MGHRFQY305AZHBHRLEKO51WLB0Y00', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 26.638, 'AssignmentId': '3KOPY89HMOIJ84D9FA0150G5QDO3J9', 'HITId': '3MGHRFQY305AZHBHRLEKO51WLB0Y00', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 50.775, 'AssignmentId': '3YT88D1N0OEEJOJRXV0D6FGI52N3K7', 'HITId': '3MGHRFQY305AZHBHRLEKO51WLB0Y00', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",2,2,0,2,False,True
pull the wool over eyes,to deceive someone,He pulled the wool over my eyes so that I wouldn't be able to see,1,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 139.684, 'AssignmentId': '3TXMY6UCAU4O7RD53TVBV4WLALSQCK', 'HITId': '3MGHRFQY305AZHBHRLEKO51WLB0Y00', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 26.638, 'AssignmentId': '3KOPY89HMOIJ84D9FA0150G5QDO3J9', 'HITId': '3MGHRFQY305AZHBHRLEKO51WLB0Y00', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 50.775, 'AssignmentId': '3YT88D1N0OEEJOJRXV0D6FGI52N3K7', 'HITId': '3MGHRFQY305AZHBHRLEKO51WLB0Y00', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
stiff upper lip,to be brave in the face of adversity,She kept a stiff upper lip,2,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 139.684, 'AssignmentId': '3TXMY6UCAU4O7RD53TVBV4WLALSQCK', 'HITId': '3MGHRFQY305AZHBHRLEKO51WLB0Y00', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 26.638, 'AssignmentId': '3KOPY89HMOIJ84D9FA0150G5QDO3J9', 'HITId': '3MGHRFQY305AZHBHRLEKO51WLB0Y00', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 50.775, 'AssignmentId': '3YT88D1N0OEEJOJRXV0D6FGI52N3K7', 'HITId': '3MGHRFQY305AZHBHRLEKO51WLB0Y00', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
a good man is hard to find,This proverb refers to women who are looking for suitable alliances but aren't able to find them.,It's a good man that's hard to find nowadays since trust and kindness seem to be lacking,0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 139.684, 'AssignmentId': '3TXMY6UCAU4O7RD53TVBV4WLALSQCK', 'HITId': '3MGHRFQY305AZHBHRLEKO51WLB0Y00', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 26.638, 'AssignmentId': '3KOPY89HMOIJ84D9FA0150G5QDO3J9', 'HITId': '3MGHRFQY305AZHBHRLEKO51WLB0Y00', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 50.775, 'AssignmentId': '3YT88D1N0OEEJOJRXV0D6FGI52N3K7', 'HITId': '3MGHRFQY305AZHBHRLEKO51WLB0Y00', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",0,0,1,0,False,False
come across,to meet someone,I came across it while scrolling through social media,0,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 22.936, 'AssignmentId': '3IRIK4HM3Q0VX9ULOKHDPZFUAKHC6A', 'HITId': '311HQEI8S7WOMIL6861CHRKLZJB7Z1', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 151.648, 'AssignmentId': '3H0W84IWB0I3GQCJCZQ6QI6TRJ7REF', 'HITId': '311HQEI8S7WOMIL6861CHRKLZJB7Z1', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 64.898, 'AssignmentId': '39LNWE0K4AC7CN6MCCB2G8R5QBIIUJ', 'HITId': '311HQEI8S7WOMIL6861CHRKLZJB7Z1', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",1,2,0,0,True,False
vultures are circling,when something is in danger and its enemies are getting ready for the kill,The vultures are circling,2,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 22.936, 'AssignmentId': '3IRIK4HM3Q0VX9ULOKHDPZFUAKHC6A', 'HITId': '311HQEI8S7WOMIL6861CHRKLZJB7Z1', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 151.648, 'AssignmentId': '3H0W84IWB0I3GQCJCZQ6QI6TRJ7REF', 'HITId': '311HQEI8S7WOMIL6861CHRKLZJB7Z1', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 64.898, 'AssignmentId': '39LNWE0K4AC7CN6MCCB2G8R5QBIIUJ', 'HITId': '311HQEI8S7WOMIL6861CHRKLZJB7Z1', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
just what the doctor ordered,exactly what was wanted or needed,It was just what the doctor ordered for her medical condition,1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 22.936, 'AssignmentId': '3IRIK4HM3Q0VX9ULOKHDPZFUAKHC6A', 'HITId': '311HQEI8S7WOMIL6861CHRKLZJB7Z1', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 151.648, 'AssignmentId': '3H0W84IWB0I3GQCJCZQ6QI6TRJ7REF', 'HITId': '311HQEI8S7WOMIL6861CHRKLZJB7Z1', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 64.898, 'AssignmentId': '39LNWE0K4AC7CN6MCCB2G8R5QBIIUJ', 'HITId': '311HQEI8S7WOMIL6861CHRKLZJB7Z1', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,2,1,1,False,False
in the bad books,out of favour,He's in the bad books because he says the wrong things,0,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 22.936, 'AssignmentId': '3IRIK4HM3Q0VX9ULOKHDPZFUAKHC6A', 'HITId': '311HQEI8S7WOMIL6861CHRKLZJB7Z1', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 151.648, 'AssignmentId': '3H0W84IWB0I3GQCJCZQ6QI6TRJ7REF', 'HITId': '311HQEI8S7WOMIL6861CHRKLZJB7Z1', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 64.898, 'AssignmentId': '39LNWE0K4AC7CN6MCCB2G8R5QBIIUJ', 'HITId': '311HQEI8S7WOMIL6861CHRKLZJB7Z1', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
see light at end of tunnel,to see signs of hope for the future after a long period of difficulty,I can see the light at end of tunnel,2,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 22.936, 'AssignmentId': '3IRIK4HM3Q0VX9ULOKHDPZFUAKHC6A', 'HITId': '311HQEI8S7WOMIL6861CHRKLZJB7Z1', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 151.648, 'AssignmentId': '3H0W84IWB0I3GQCJCZQ6QI6TRJ7REF', 'HITId': '311HQEI8S7WOMIL6861CHRKLZJB7Z1', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 64.898, 'AssignmentId': '39LNWE0K4AC7CN6MCCB2G8R5QBIIUJ', 'HITId': '311HQEI8S7WOMIL6861CHRKLZJB7Z1', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
in cold blood,in a cruel way and without pity or other emotion,He killed him in cold blood without any thought or emotions,0,"{'WorkerId': 'A1I7H6RDJS4EKN', 'WorkTimeInSeconds': 97.882, 'AssignmentId': '3JW0YLFXR9W25MFWWTUIZNLAQ2SWW4', 'HITId': '3KG2UQJ0NY44BBC21HZOMVU7UVUQN0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 90.601, 'AssignmentId': '3TXWC2NHNF6YM9LFJDAPOEAEMOC9SD', 'HITId': '3KG2UQJ0NY44BBC21HZOMVU7UVUQN0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 25.653, 'AssignmentId': '3NKQQ8O39ELQ4CQ0KYARPBBSY6ADUC', 'HITId': '3KG2UQJ0NY44BBC21HZOMVU7UVUQN0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,0,1,1,False,True
when hell freezes over,"impolite way of saying ""it will never happen""","I will do it when hell freezes over, because that is when it truly becomes impossible",1,"{'WorkerId': 'A1I7H6RDJS4EKN', 'WorkTimeInSeconds': 97.882, 'AssignmentId': '3JW0YLFXR9W25MFWWTUIZNLAQ2SWW4', 'HITId': '3KG2UQJ0NY44BBC21HZOMVU7UVUQN0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 90.601, 'AssignmentId': '3TXWC2NHNF6YM9LFJDAPOEAEMOC9SD', 'HITId': '3KG2UQJ0NY44BBC21HZOMVU7UVUQN0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 25.653, 'AssignmentId': '3NKQQ8O39ELQ4CQ0KYARPBBSY6ADUC', 'HITId': '3KG2UQJ0NY44BBC21HZOMVU7UVUQN0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,True
red zone,"any geographical area that is thought to be dangerous or threatening, usually as a consequence of political or military activity.","We've entered the red zone when it comes to deadlines, so we better accelerate our efforts",0,"{'WorkerId': 'A1I7H6RDJS4EKN', 'WorkTimeInSeconds': 97.882, 'AssignmentId': '3JW0YLFXR9W25MFWWTUIZNLAQ2SWW4', 'HITId': '3KG2UQJ0NY44BBC21HZOMVU7UVUQN0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 90.601, 'AssignmentId': '3TXWC2NHNF6YM9LFJDAPOEAEMOC9SD', 'HITId': '3KG2UQJ0NY44BBC21HZOMVU7UVUQN0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 25.653, 'AssignmentId': '3NKQQ8O39ELQ4CQ0KYARPBBSY6ADUC', 'HITId': '3KG2UQJ0NY44BBC21HZOMVU7UVUQN0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
ate crow,to admit that you were wrong about something and apologize,He ate crow yesterday when he had to apologize for his mistake,0,"{'WorkerId': 'A1I7H6RDJS4EKN', 'WorkTimeInSeconds': 97.882, 'AssignmentId': '3JW0YLFXR9W25MFWWTUIZNLAQ2SWW4', 'HITId': '3KG2UQJ0NY44BBC21HZOMVU7UVUQN0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 90.601, 'AssignmentId': '3TXWC2NHNF6YM9LFJDAPOEAEMOC9SD', 'HITId': '3KG2UQJ0NY44BBC21HZOMVU7UVUQN0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 25.653, 'AssignmentId': '3NKQQ8O39ELQ4CQ0KYARPBBSY6ADUC', 'HITId': '3KG2UQJ0NY44BBC21HZOMVU7UVUQN0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
rob Peter to pay Paul,to cause harm to one person in order to do good for another.,He was robed Peter to pay Paul,2,"{'WorkerId': 'A1I7H6RDJS4EKN', 'WorkTimeInSeconds': 97.882, 'AssignmentId': '3JW0YLFXR9W25MFWWTUIZNLAQ2SWW4', 'HITId': '3KG2UQJ0NY44BBC21HZOMVU7UVUQN0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 3, 'bad': False}","{'WorkerId': 'A26UIS59SY4NM6', 'WorkTimeInSeconds': 90.601, 'AssignmentId': '3TXWC2NHNF6YM9LFJDAPOEAEMOC9SD', 'HITId': '3KG2UQJ0NY44BBC21HZOMVU7UVUQN0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 25.653, 'AssignmentId': '3NKQQ8O39ELQ4CQ0KYARPBBSY6ADUC', 'HITId': '3KG2UQJ0NY44BBC21HZOMVU7UVUQN0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",3,0,2,0,True,True
the ball is in your court,the initiative for taking action lies with somebody,"The ball is in your court, so you are now the one who has to hit it back",1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 29.269, 'AssignmentId': '34J10VATJVEFKUZ5V3RX67UGNQCQIM', 'HITId': '3P888QFVYIAMTWCE2WZ11KUCK5ZQOF', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 21.924, 'AssignmentId': '3FQ5JJ51214LNSC1FEKSFTEOAJEKN4', 'HITId': '3P888QFVYIAMTWCE2WZ11KUCK5ZQOF', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 34.853, 'AssignmentId': '34YB12FSQE4A3OVIDMKD4MXVYCNMG3', 'HITId': '3P888QFVYIAMTWCE2WZ11KUCK5ZQOF', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
butter up,to flatter someone so as to get something in return from them,He was buttering up the boss,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 29.269, 'AssignmentId': '34J10VATJVEFKUZ5V3RX67UGNQCQIM', 'HITId': '3P888QFVYIAMTWCE2WZ11KUCK5ZQOF', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 21.924, 'AssignmentId': '3FQ5JJ51214LNSC1FEKSFTEOAJEKN4', 'HITId': '3P888QFVYIAMTWCE2WZ11KUCK5ZQOF', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 34.853, 'AssignmentId': '34YB12FSQE4A3OVIDMKD4MXVYCNMG3', 'HITId': '3P888QFVYIAMTWCE2WZ11KUCK5ZQOF', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,2,0,0,False,True
tight-lipped,unwilling to speak about an event,He was tight-lipped because he'd been stitching up his lips,1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 29.269, 'AssignmentId': '34J10VATJVEFKUZ5V3RX67UGNQCQIM', 'HITId': '3P888QFVYIAMTWCE2WZ11KUCK5ZQOF', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 3, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 21.924, 'AssignmentId': '3FQ5JJ51214LNSC1FEKSFTEOAJEKN4', 'HITId': '3P888QFVYIAMTWCE2WZ11KUCK5ZQOF', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 34.853, 'AssignmentId': '34YB12FSQE4A3OVIDMKD4MXVYCNMG3', 'HITId': '3P888QFVYIAMTWCE2WZ11KUCK5ZQOF', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",3,1,1,1,False,False
hit the bull's-eye,to be exactly right about something or achieve the best result possible,He hit the bull's-eye when he wrote the perfect article and got published,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 29.269, 'AssignmentId': '34J10VATJVEFKUZ5V3RX67UGNQCQIM', 'HITId': '3P888QFVYIAMTWCE2WZ11KUCK5ZQOF', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 21.924, 'AssignmentId': '3FQ5JJ51214LNSC1FEKSFTEOAJEKN4', 'HITId': '3P888QFVYIAMTWCE2WZ11KUCK5ZQOF', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 34.853, 'AssignmentId': '34YB12FSQE4A3OVIDMKD4MXVYCNMG3', 'HITId': '3P888QFVYIAMTWCE2WZ11KUCK5ZQOF', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
snake in the grass,a hidden army,There was a snake in the grass,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 29.269, 'AssignmentId': '34J10VATJVEFKUZ5V3RX67UGNQCQIM', 'HITId': '3P888QFVYIAMTWCE2WZ11KUCK5ZQOF', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 21.924, 'AssignmentId': '3FQ5JJ51214LNSC1FEKSFTEOAJEKN4', 'HITId': '3P888QFVYIAMTWCE2WZ11KUCK5ZQOF', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 34.853, 'AssignmentId': '34YB12FSQE4A3OVIDMKD4MXVYCNMG3', 'HITId': '3P888QFVYIAMTWCE2WZ11KUCK5ZQOF', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
rocket science,something very difficult to understand,This isn't rocket science-- it's just a basic math problem,0,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 32.197, 'AssignmentId': '3EO896NRACBO7LB3UP6SNDK3KC0JT5', 'HITId': '34R0BODSQGFBOJGROQ82YX57K775EE', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 60.595, 'AssignmentId': '37Z929RLGPOH6OUTHJF6FEBQGVDSTU', 'HITId': '34R0BODSQGFBOJGROQ82YX57K775EE', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 28.237, 'AssignmentId': '3D4CH1LGEQ9VW4COODG8Z0RBYDGG9Y', 'HITId': '34R0BODSQGFBOJGROQ82YX57K775EE', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",1,0,0,0,False,False
cards are stacked against,"someone is not likely to succeed, especially because the person is not being given a fair chance",The cards are stacked against him because the odds of his success are low,0,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 32.197, 'AssignmentId': '3EO896NRACBO7LB3UP6SNDK3KC0JT5', 'HITId': '34R0BODSQGFBOJGROQ82YX57K775EE', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 60.595, 'AssignmentId': '37Z929RLGPOH6OUTHJF6FEBQGVDSTU', 'HITId': '34R0BODSQGFBOJGROQ82YX57K775EE', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 28.237, 'AssignmentId': '3D4CH1LGEQ9VW4COODG8Z0RBYDGG9Y', 'HITId': '34R0BODSQGFBOJGROQ82YX57K775EE', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
knee jerk reaction,an automatic response to something,His knee jerk reaction to the bad news was to move away from the city,0,"{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 32.197, 'AssignmentId': '3EO896NRACBO7LB3UP6SNDK3KC0JT5', 'HITId': '34R0BODSQGFBOJGROQ82YX57K775EE', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 60.595, 'AssignmentId': '37Z929RLGPOH6OUTHJF6FEBQGVDSTU', 'HITId': '34R0BODSQGFBOJGROQ82YX57K775EE', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 28.237, 'AssignmentId': '3D4CH1LGEQ9VW4COODG8Z0RBYDGG9Y', 'HITId': '34R0BODSQGFBOJGROQ82YX57K775EE', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
