idiom,meaning,instance,label,maxVote,gold_0,gold_1,AssignmentId,WorkerId,TimeMe
scratch the surface,to deal with only a small part of a problem,"with a coin, she scratched the surface of the lottery ticket to reveal the numbers",literal,literal,literal,literal,"['3NPFYT4IZSKLX0UMRTMMF3DTD52GXY', '32UTUBMZ7WCX2UHGBSTQQ7PBHH1VBS']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[126.349, 31.942]"
second wind,another burst of energy when you had been too tired to finish,"while searching through the attic, he found a second wind chime to add to his collection",literal,literal,literal,literal,"['37W3JXSD6MO6URAWBUC6KK6Q9ZLWYI', '3P59JYT7610O1PDVN400OWYMQQ92TI']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[90.633, 78.64]"
see eye to eye,to agree fully with someone,"after discussing our differences, we started seeing eye to eye with her",figurative,figurative,figurative,figurative,"['34HJIJKLPLCDHVW7WDJ3ITJ57PKV4M', '3NLZY2D5355HAV7BG6OAYNM8CJ0LQB']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[35.169, 26.816]"
see light at end of tunnel,to see signs of hope for the future after a long period of difficulty,"after months of hard work, they finally saw light at the end of the tunnel when the project was nearing completion",figurative,figurative,figurative,figurative,"['3LWJHTCVCS2VA3XFUVLC3AHOFNFFQ1', '3HMIGG0U41MV4QEEDRW06434RSIY85']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[47.377, 32.522]"
see light at end of tunnel,to see signs of hope for the future after a long period of difficulty,"while exploring the cave, they saw light at the end of the tunnel and knew they were close to the exit",literal,tie,literal,ambiguous,"['3GDTJDAPVARVA9P0UO8PC9GXII5M84', '34J10VATJVEFKUZ5V3RX67UGVF6IQU']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[113.986, 73.147]"
see the light,realise or understand something,"after being in the dark cave for hours, they finally saw the light when they reached the exit",literal,literal,literal,literal,"['3NL0RFNU0V3Z1K2VX95WGK8ORRF4KB', '3ZWFC4W1UANVM4CF7AAC80RTB9GFR1']","['A1HKYY6XI2OHO1', 'A2LMQ4497NMK3S']","[126.893, 146.241]"
set the bar,fix the standards acceptable for the task,she set the bar high for her colleagues with her outstanding performance,figurative,figurative,figurative,figurative,"['3HRMW88U1M6DSKKXZKVAJUAFZKT0MV', '3E7TUJ2EGS2SKK2XMNF0TFOETAUD91']","['A110KENBXU7SUJ', 'AX8NXTT8QMGHC']","[20.655, 47.281]"
shades of grey,refers to a situation where things are not really clear,"as an artist, they saw shades of grey when mixing black and white paint",literal,literal,literal,literal,"['3V0Z7YWSIEG3EHHKSZ0FPEM7NBOV2Q', '3OSWBBLG1UDILGKVP3LE9IAW0DLXD4']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[40.364, 146.688]"
shake a leg,"to go fast, hurry","during the dance class, the instructor demonstrated shaking a leg to the rhythm",literal,literal,literal,literal,"['3NL0RFNU0V3Z1K2VX95WGK8ORRF4KB', '3ZWFC4W1UANVM4CF7AAC80RTB9GFR1']","['A1HKYY6XI2OHO1', 'A2LMQ4497NMK3S']","[126.893, 146.241]"
short fuse,to get angry quickly.,"the firecracker has a short fuse, so it will explode quickly after lighting it",literal,literal,literal,literal,"['3U088ZLJV099XWEB3M1XSSC6XM70WM', '33CID5710K9P3U19IVCELFTX2RML38']","['AKQAI78JTXXC9', 'AX8NXTT8QMGHC']","[86.793, 48.424]"
shot in the dark,an attempt to guess something when you have no information or knowledge about the subject and therefore cannot possibly know what the answer is,"during the blackout, he took a shot in the dark with his camera",literal,literal,literal,literal,"['39DD6S19J5RCIHYAMGKJCL8S8PKZEW', '3CFVK00FW11O0DOR1XACSI5HCIOL6E']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[26.7, 46.645]"
shot in the dark,an attempt to guess something when you have no information or knowledge about the subject and therefore cannot possibly know what the answer is,"without any information, he took a shot in the dark and guessed the answer",figurative,figurative,figurative,figurative,"['3TXWC2NHNF6YM9LFJDAPOEAEUD4S9A', '3UJ1CZ6IZX5FLMJ3GNX8CY5C8HLS5J']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[61.533, 74.826]"
show the door,make it clear that somebody must leave,"since he was lost in the building, she kindly showed him the door to exit",literal,literal,literal,literal,"['34S9DKFK7J5G7X1IJTLJO1TZGNHNYI', '3N8OEVH1F76MV4XSELCY1ZV2SNNOON']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[53.079, 28.202]"
show the door,make it clear that somebody must leave,"when he started making inappropriate comments, the manager showed him the door",figurative,figurative,figurative,figurative,"['37FMASSAYS7SGOXGCLU7BIZH9F5IBI', '3SUWZRL0METAU7EZKBN8FNFX3LP6EE']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[51.696, 71.372]"
show true colors,to reveal what one is really like,the chameleon showed their true colors when it stopped blending in with the environment,literal,literal,literal,literal,"['3634BBTX04AIT59WHNG3U8Q2ODXFIX', '36U2A8VAGHFFZRGFMGT3W9CVMSCKYA']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[100.679, 45.876]"
silver spoon,having a rich or privileged background,"he was born with a silver spoon in his mouth, inheriting a fortune from his family",figurative,figurative,figurative,figurative,"['3WMOAN2SRRDZ336DEIYZH2P5Y6FNV9', '35BLDD71IMDTKSKWH69TCPWE8KNVZY']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[140.519, 48.56]"
silver spoon,having a rich or privileged background,"in a unique family tradition, every child was born with a silver spoon placed beside them",literal,literal,literal,literal,"['3CN4LGXD5D4ULPRC1O6NPSNZP6MY4Y', '3P1L2B7ADH5EPJUV1TW69IR8XIILO3']","['A110KENBXU7SUJ', 'A1HKYY6XI2OHO1']","[27.433, 126.192]"
sink or swim,"having to do something alone, and their success or failure depends entirely on their own efforts",starting a new job without any training was a sink or swim situation for her,figurative,figurative,figurative,figurative,"['33FBRBDW64FI1ND9HZEB9DBLO41C8C', '32VNZTT0ANKLOOFQNTETHWU2MJ7R4P']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[30.495, 66.298]"
sit tight,wait patiently,the manager told us to sit tight and wait for further instructions,figurative,figurative,figurative,figurative,"['3UWN2HHPUELJBBP9KNTU6F5YZ2LNS4', '3S06PH7KS7KAVFZ2IA07E96VVY6D1S']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[44.268, 153.999]"
sit tight,wait patiently,the roller coaster operator instructed us to sit tight and wait for the ride to start,literal,literal,literal,literal,"['33LK57MYL9LDS03SNB4O12C79GTZSX', '3ATTHHXXWQ4ZTR0HHHMP0FQ9SITXI6']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[117.721, 40.575]"
sitting duck,to be an easy target,"the decoy in the pond was like a sitting duck, attracting the real ducks",literal,tie,ambiguous,literal,"['3R6BYFZZPNSFJ0YRG9G4XIDHCQ1XFF', '34PGFRQON4RGZ2FXPUB3AXR2WVCWJO']","['A110KENBXU7SUJ', 'AKQAI78JTXXC9']","[37.455, 66.721]"
sitting duck,to be an easy target,"without any protection, he was like a sitting duck for his opponents",figurative,figurative,figurative,figurative,"['3QFUFYSY9EVOLYAHWYEZ07GJJVXF4J', '3RXCAC0YI75VIZTEJLAUZ4W0MWT8GI']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[118.974, 61.116]"
skeleton in the closet,"a secret of an embarrassing, guilty or shameful nature that you don't want to disclose","when digging into his past, we discovered a skeleton in the closet that he had been hiding",figurative,figurative,figurative,figurative,"['36V4Q8R5Z0G1GDPWGIPPY01XCOQQMI', '3KOPY89HMOIJ84D9FA0150G5Y2HJ34']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[106.706, 81.902]"
skeleton in the closet,"a secret of an embarrassing, guilty or shameful nature that you don't want to disclose","while exploring the haunted house, we discovered a skeleton in the closet of one of the rooms",literal,literal,literal,literal,"['3EQHHY4HQ88CVHACLN3RNKM9K6S5GD', '3B837J3LD4C4Q9H1DUABFZA80ZASRX']","['A110KENBXU7SUJ', 'APRZ7BR8C0ZMQ']","[19.442, 59.301]"
sleep on,postpone making a choice until the following day.,"it's a tough choice, so I'll sleep on the decision and let you know tomorrow",figurative,figurative,figurative,figurative,"['3M68NM076XNZ3BJ46H78EUEGIADR6A', '3NQL1CS157OTF2ARLK7AYINC2QJVY7']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[30.51, 22.99]"
sleep on,postpone making a choice until the following day.,"with no bed available, he had to sleep on the decision he made by using a pile of papers",literal,discard,discard,discard,"['3KIBXJ1WDLA35DCDGTK5UIET8IDOK3', '3HL8HNGX4LHPI4GTDTAQHFRZ5NC9FA']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[115.88, 116.895]"
smooth sailing,easy progress without impediment or difficulty,"once we resolved the initial issues, we could experience smooth sailing throughout the project",figurative,figurative,figurative,figurative,"['37TD41K0AXP0K7SIVXKGQ4BM0Y7SCR', '3TDXMTX3CRAMACGLGUDZ02DPVEV6IM']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[158.296, 61.268]"
snake in the grass,a hidden army,"while walking through the field, she found a snake in the grass slithering away",literal,literal,literal,literal,"['3P1L2B7ADH5EPJUV1TW69IR8XIIOL6', '3RXCAC0YI75VIZTEJLAUZ4W0MWSG8P']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[28.264, 59.495]"
snake in the shoes,to be in a state of fear,"while cleaning the garage, he found a snake in the shoes he had left there",literal,literal,literal,literal,"['3WEV0KO0O28APZYWVTFRAAT4LYKDSD', '32RIADZIS8KXP3F32IEY76ZY8LQS4E']","['A1I7H6RDJS4EKN', 'A290OV59Q76QC8']","[399.737, 49.089]"
snow under,to bury or cover something or somebody in the snow (Literal meaning),"during the busy season, she was snowed under with work and had no time for leisure",figurative,figurative,figurative,figurative,"['33TIN5LC0KQVIVXOIJ2E60YFBY0Y9U', '31QNSG6A579CP6IDQI60TRJ7NTA87F']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[59.845, 75.321]"
spanner in the works,a roadblock that prevents an activity from succeeding,the sudden power outage threw a spanner in the works of our presentation,figurative,figurative,figurative,figurative,"['3GDTJDAPVARVA9P0UO8PC9GXII5M84', '34J10VATJVEFKUZ5V3RX67UGVF6IQU']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[113.986, 73.147]"
stack the deck,to be against someone or something,the magician stacked the deck in their favor to perform a trick,literal,tie,literal,ambiguous,"['3NAPMVF0ZCV13RGOA1XZJ0641TI276', '373ERPL3Y4O559UG2UF1P46U2IOTRN']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[25.274, 82.477]"
stand out,extend beyond or above a surface,he had to stand out in the crowd to get a better view of the stage,literal,literal,literal,literal,"['3KMS4QQVKI69Z0ZKHQ1F7O5FGHMFK8', '3LOTDFNYANF0U0T164KIVZZA3OVFW4']","['A1HKYY6XI2OHO1', 'A38DXFI1TZA295']","[123.239, 24.427]"
step on his toes,to annoy or irritate someone by intervening in a situation that is their responsibility,I didn't want to stepped on his toes by taking over his project,figurative,figurative,figurative,figurative,"['3YMTUJH0D8WY43SIRIJOHBVKA454TG', '3URFVVM16LYT7DVWCGZOG3UVUDEZUD']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[102.007, 222.613]"
stick in his throat,difficulty of accepting and makes you angry or resentful,the insincere compliment stuck in his throat as he tried to praise his rival,figurative,figurative,figurative,figurative,"['3LEIZ60CDZFVNL7TE54XK77HHS59ZX', '3ZV9H2YQQTN5EOD8M9JGUQAD0YQW3C']","['A1HKYY6XI2OHO1', 'A2LMQ4497NMK3S']","[105.395, 143.482]"
stiff upper lip,to be brave in the face of adversity,"due to the cold weather, he maintained a stiff upper lip until he could warm up",literal,literal,literal,literal,"['3LWJHTCVCS2VA3XFUVLC3AHOFNFFQ1', '3HMIGG0U41MV4QEEDRW06434RSIY85']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[47.377, 32.522]"
stop by,to meet someone or go somewhere in a brief and informal manner,I'll stop by the store to pick up some groceries on my way home,figurative,tie,figurative,literal,"['31IBVUNM98FNFBTWGUFM9XGWWFTVFA', '3W92K5RLWAXVDE07AI2DNLPJ7LFV5R']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[51.365, 26.483]"
stop the rot,"when you prevent a situation from deteriorating, especially in business or politics",the gardener stopped the rot by removing the infected plants,literal,literal,literal,literal,"['39GXDJN2O9UE0WJ98G9GZ5ZA9BGV8T', '3D4CH1LGEQ9VW4COODG8Z0RB62C9G9']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[117.297, 45.476]"
stop the rot,"when you prevent a situation from deteriorating, especially in business or politics",the new manager stopped the rot by implementing better policies,figurative,figurative,figurative,figurative,"['3VP0C6EFSWC86V6C19BRSVK6CNFM6I', '3ON104KXQ0CQWKWCMNOZ4V2JEYMW4X']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[99.163, 27.507]"
straight from the horse's mouth,from a dependable or reliable source,I heard it straight from the horse's mouth that the company is planning a merger,figurative,figurative,figurative,figurative,"['37TD41K0AXP0K7SIVXKGQ4BM0Y7SCR', '3TDXMTX3CRAMACGLGUDZ02DPVEV6IM']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[158.296, 61.268]"
straight from the horse's mouth,from a dependable or reliable source,the veterinarian heard it straight from the horse's mouth when the animal neighed loudly,literal,literal,literal,literal,"['3P1L2B7ADH5EPJUV1TW69IR8XIIOL6', '3RXCAC0YI75VIZTEJLAUZ4W0MWSG8P']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[28.264, 59.495]"
straight shooter,someone who speaks the truth,"in the world of politics, her reputation as a straight shooter sets her apart from the rest",figurative,figurative,figurative,figurative,"['3QHK8ZVMI2YU6P5MXORK3YR9QJZLBZ', '3X3OR7WPZFGB4R7FUC7ACW18IDF8LO']","['A290OV59Q76QC8', 'AKQAI78JTXXC9']","[45.864, 79.556]"
straighten up and fly right,to get serious and stop acting absurd anymore.,"after a stern warning from his boss, he decided to straighten up and fly right at work",figurative,figurative,figurative,figurative,"['34J10VATJVEFKUZ5V3RX67UGVF6QI2', '3QECW5O0KXHG0MWI5N2YM31YA0ZT59']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[39.859, 122.763]"
strike while the iron is hot,to take advantage of a situation,"as a blacksmith, he knew he had to strike while the iron is hot to shape the metal properly",literal,literal,literal,literal,"['3KB8R4ZV1UNEKXRLMXU4Q6M1U2EBGK', '3TXD01ZLDKXD4G77RN9YM7HMTICU4X']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[24.505, 40.978]"
strike while the iron is hot,to take advantage of a situation,"to seize the opportunity, he decided to strike while the iron is hot and invest in the stock market",figurative,figurative,figurative,figurative,"['3VHHR074HJX74D2WK7F4YW5D7T8L7D', '39ASUFLU6DNNDMYVLYWYF0SH0PMXEX']","['A110KENBXU7SUJ', 'A290OV59Q76QC8']","[80.386, 62.228]"
sweep under the rug,try to hide a problem or keep a problem secret instead of dealing with it,"after breaking the vase, they swept the issue under the rug to hide the evidence",literal,literal,literal,literal,"['3KWTYT087GJSH9ODWE070CRHGNDL5Y', '3S0TNUHWK9YS6FJNHV9MTJT394CD8C']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[35.419, 24.931]"
sweep under the rug,try to hide a problem or keep a problem secret instead of dealing with it,"instead of addressing the problem, they swept the issue under the rug and pretended it didn't exist",figurative,figurative,figurative,figurative,"['3U0SRXB7CTL7AWPW5YTPG502D02NRG', '3P529IW9KE1KJ6H22QDGMOIU5HRLFH']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[116.593, 53.127]"
take a beating,to be defeated in doing something and be reprimanded for the same,the old punching bag took a beating during the intense workout session,literal,literal,literal,literal,"['3FIJLY1B6AKAARW0UI6N35REARSFP9', '3KRVW3HTZ31DTT498MEUT0GYUCBSM9']","['AKQAI78JTXXC9', 'AX8NXTT8QMGHC']","[35.085, 35.864]"
take a cue from,to do what is recommended by someone else,"during the pool game, he decided to take a cue from her and use her favorite one",literal,literal,literal,literal,"['3AZHRG4CUK0C6YCNT2QVNV19ZTC03F', '3WQ3B2KGEOWHGI1I4E91JJIVSDV1BA']","['A110KENBXU7SUJ', 'AX8NXTT8QMGHC']","[19.786, 33.885]"
take a cue from,to do what is recommended by someone else,you should take a cue from her and start organizing your time better,figurative,figurative,figurative,figurative,"['3WYGZ5XF3CVI3546NA1EENOU57GSK4', '3AZHRG4CUK0C6YCNT2QVNV19ZTC30I']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[145.245, 43.703]"
take a hike,go away,"when he insulted her, she told him to take a hike",figurative,figurative,figurative,figurative,"['3ZQIG0FLQUWPQXFR6JPMDL2WRIJVW8', '35GMH2SV3UX0JDK3K792WN1OOLHOEJ']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[27.681, 37.967]"
take a leaf out of someone's book,implement actionable advice,"to improve my work ethic, I decided to take a leaf out of her book and wake up early",figurative,figurative,figurative,figurative,"['3V0Z7YWSIEG3EHHKSZ0FPEM7NBOV2Q', '3OSWBBLG1UDILGKVP3LE9IAW0DLXD4']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[40.364, 146.688]"
take it on the chin,this is a boxing metaphor meaning don't shy away from difficulty,"despite the harsh criticism, he took it on the chin and kept working",figurative,figurative,figurative,figurative,"['3ZAZR5XV0HYXLJEWQPEOMX8PND7CZG', '3IGI0VL64N04DJXGD6CLMAVX2DINO7']","['A2H1QUGX0SOUMH', 'APRZ7BR8C0ZMQ']","[366.142, 27.077]"
take it on the chin,this is a boxing metaphor meaning don't shy away from difficulty,"during the boxing match, he took it on the chin and fell to the ground",literal,literal,literal,literal,"['3OONKJ5DKSZ2CA8JAG7CVFV3LO4OBJ', '3ZGVPD4G69XE70G7CB9EB78TBZ7ZTM']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[28.331, 143.753]"
take the biscuit,be the most remarkable or foolish of its kind,his audacity to lie in front of everyone that really takes the biscuit,figurative,figurative,figurative,figurative,"['3ZQIG0FLQUWPQXFR6JPMDL2WRIJVW8', '35GMH2SV3UX0JDK3K792WN1OOLHOEJ']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[27.681, 37.967]"
take the bull by the horns,decisively deal with a difficult or dangerous situation,she took the bull by the horns and confronted her manager about the issue,figurative,figurative,figurative,figurative,"['3KWTYT087GJSH9ODWE070CRHGNDL5Y', '3S0TNUHWK9YS6FJNHV9MTJT394CD8C']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[35.419, 24.931]"
take the bull by the horns,decisively deal with a difficult or dangerous situation,the matador took the bull by the horns during the bullfight,literal,tie,literal,ambiguous,"['3EWIJTFFV4NFGWSKIM7R6M56QI2E0K', '3X4JMASXC2PH9TG08V515EZLNLPB0H']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[72.212, 81.197]"
take turns,to alternate doing something,the siblings took turns at the game to ensure fairness,figurative,literal,literal,literal,"['3Z7EFSHGNPU8GOEHP7Q3PCSEFD9XC4', '3FPRZHYEPENSZZD3WZEK8ORZTPOV31']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[125.531, 72.505]"
take up the cudgels,argue strongly in support or against somebody or something,"during the historical reenactment, he took up the cudgels for her when she dropped hers",literal,literal,literal,literal,"['35GCEFQ6IL498JIDXW3NTU4VH0UZ35', '3300DTYQTIX34PXJZK16LSWO3M0QEU']","['AKQAI78JTXXC9', 'AX8NXTT8QMGHC']","[78.272, 41.497]"
takes two to tango,certain actions or activities cannot be performed alone - they  need two people to participate,"in a dance competition, the judges reminded the participants that it takes two to tango",literal,literal,literal,literal,"['3JNQLM5FTK20IC5QEVY925O5WDML2X', '35BLDD71IMDTKSKWH69TCPWE8KNZV2']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[108.011, 59.853]"
takes two to tango,certain actions or activities cannot be performed alone - they  need two people to participate,"when it comes to resolving conflicts, remember that it takes two to tango",figurative,figurative,figurative,figurative,"['3DH6GAKTYE5AOMF1MHWDJO08Q1PZYB', '3R0T90IZ18SXU2JR0XQZ1QSJCNDGCV']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[109.375, 31.912]"
tall poppy,a privileged or distinguished person.,"in the field of wildflowers, there was a tall poppy among them, reaching higher than the rest",literal,literal,literal,literal,"['3TVRFO09G0V1JS8N2KJ2SVI19MNXLK', '3FTF2T8WL7YRTQ2O3IKQL3DZ0Q0W9T']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[47.751, 148.525]"
tar with the same brush,to think that somebody has the same bad qualities as others in a similar surrounding,the painter made a mistake by tarring them with the same brush instead of using separate brushes for each color,literal,literal,literal,literal,"['34QN5IT0TF7Y7VIT5JLREC9KFF480F', '36H9ULYP6IAEOGT2Z51369521SMFJ9']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[64.508, 108.626]"
taste of own medicine,when someone gets the same bad treatment that he has been giving others,she gave him a taste of his own medicine by making him try the bitter concoction he had prepared for her,literal,literal,literal,literal,"['33FBRBDW64FI1ND9HZEB9DBLO41C8C', '32VNZTT0ANKLOOFQNTETHWU2MJ7R4P']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[30.495, 66.298]"
taste of own medicine,when someone gets the same bad treatment that he has been giving others,"when he tried to prank her, she gave him a taste of his own medicine by pranking him back",figurative,figurative,figurative,figurative,"['3DH6GAKTYE5AOMF1MHWDJO08Q1PZYB', '3R0T90IZ18SXU2JR0XQZ1QSJCNDGCV']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[109.375, 31.912]"
tasted blood,"to experience something thrilling and exciting, and want to experience it again.","once he won the first round, he tasted blood in the competition and became unstoppable",figurative,figurative,figurative,figurative,"['3R6BYFZZPNSFJ0YRG9G4XIDHCQ1XFF', '34PGFRQON4RGZ2FXPUB3AXR2WVCWJO']","['A110KENBXU7SUJ', 'AKQAI78JTXXC9']","[37.455, 66.721]"
tearing a strip off,to reprimand someone severely for doing something wrong,she was tearing a strip off the fabric to make a patch for her jeans,literal,literal,literal,literal,"['3PH3VY7DJ1D6ZHK17GEPYRFSFTPZWC', '3D4CH1LGEQ9VW4COODG8Z0RB62AG9E']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[25.492, 41.235]"
the ball is in your court,the initiative for taking action lies with somebody,"I've done my part, the ball is in your court now to make the decision",figurative,figurative,figurative,figurative,"['34S9DKFK7J5G7X1IJTLJO1TZGNHNYI', '3N8OEVH1F76MV4XSELCY1ZV2SNNOON']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[53.079, 28.202]"
the ball rolling,to start a conversation in a social setting,"to play soccer, you must get the ball rolling by kicking it",literal,literal,literal,literal,"['3X1FV8S5JD7TTBPRREL4RIG8XUTVG9', '3JAOYWH7VYKBIWQPZ4DOCSWJ2JWL9P']","['A2LMQ4497NMK3S', 'AKQAI78JTXXC9']","[144.175, 137.581]"
the ball rolling,to start a conversation in a social setting,"to start the meeting, we need to get the ball rolling with introductions",figurative,figurative,figurative,figurative,"['3V0Z7YWSIEG3EHHKSZ0FPEM7NBOV2Q', '3OSWBBLG1UDILGKVP3LE9IAW0DLXD4']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[40.364, 146.688]"
the bottom line,"in the final analysis, the most important fact in a situation.","in the financial report, the bottom line of the situation showed the net profit",literal,tie,literal,figurative,"['33LK57MYL9LDS03SNB4O12C79GTZSX', '3ATTHHXXWQ4ZTR0HHHMP0FQ9SITXI6']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[117.721, 40.575]"
the brains behind,"used to refer to the person who originally invented a particular scheme, plan or idea","the computer was the brains behind the project, controlling all the automated processes",literal,tie,figurative,literal,"['3JNQLM5FTK20IC5QEVY925O5WDML2X', '35BLDD71IMDTKSKWH69TCPWE8KNZV2']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[108.011, 59.853]"
the calm before the storm,an extremely peaceful atmosphere right before any serious incident or crisis,"before the big presentation, we experienced the calm before the storm in the office",figurative,figurative,figurative,figurative,"['3KWTYT087GJSH9ODWE070CRHGNDL5Y', '3S0TNUHWK9YS6FJNHV9MTJT394CD8C']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[35.419, 24.931]"
the calm before the storm,an extremely peaceful atmosphere right before any serious incident or crisis,"just before the hurricane hit, we experienced the calm before the storm as the wind suddenly stopped",literal,tie,literal,figurative,"['3SB5N7Y3OJKD0AOBOHXF6PQI3YH0GN', '3ZSANO2JCVN7NJCSMZAHYAWPXBZFSP']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[53.075, 47.567]"
the devil is beating his wife,raining whereas the sun is shining.,"while the sun was shining, it started raining, and people said the devil is beating his wife",figurative,figurative,figurative,figurative,"['3S4AW7T80RYALQKDI9HXVKL3GRIL4T', '3AAJC4I4FW8KTXK20HVA91LKDXGZJH']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[49.837, 52.081]"
the die is cast,"an unalterable decision has been reached, or step taken.","he rolled the dice on the table, and the die is cast",literal,tie,ambiguous,literal,"['3OF2M9AATW4F4HQKI2VMAGLXSMGKZ1', '3NLZY2D5355HAV7BG6OAYNM8CJ0QLG']","['A1HKYY6XI2OHO1', 'A2LMQ4497NMK3S']","[116.47, 146.337]"
the die is cast,"an unalterable decision has been reached, or step taken.","once the decision was made, there was no turning back; the die is cast",figurative,figurative,figurative,figurative,"['3EKVH9QMEEKHK0HY1E0LJSG0N4KD29', '3ZAZR5XV0HYXLJEWQPEOMX8PND7ZC3']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[112.571, 172.899]"
the early bird catches the worm,it refers to people who arrive earlier are the ones who get the best deals,"in the documentary, we saw how the early bird catches the worm to feed its young",literal,literal,literal,literal,"['3P1L2B7ADH5EPJUV1TW69IR8XIIOL6', '3RXCAC0YI75VIZTEJLAUZ4W0MWSG8P']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[28.264, 59.495]"
the early bird catches the worm,it refers to people who arrive earlier are the ones who get the best deals,"she always wakes up at 5 am and finishes her tasks efficiently, proving that the early bird catches the worm",figurative,figurative,figurative,figurative,"['3GFK2QRXXPX8S30C0S799N8XEUHW52', '3JNQLM5FTK20IC5QEVY925O5WDN2LF']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[146.954, 34.745]"
the eleventh hour,at the very last minute before an event,"he finished the project at the eleventh hour, just before the deadline",figurative,tie,ambiguous,figurative,"['35GCEFQ6IL498JIDXW3NTU4VH0UZ35', '3300DTYQTIX34PXJZK16LSWO3M0QEU']","['AKQAI78JTXXC9', 'AX8NXTT8QMGHC']","[78.272, 41.497]"
the eleventh hour,at the very last minute before an event,she decided to go for a walk at the eleventh hour of the night,literal,literal,literal,literal,"['3J2UYBXQQ1SB3HZ5C4OTUYDT9KE06L', '3VSOLARPKRPU2S00TY9OG6222X6930']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[28.931, 44.46]"
the sun rises and sets on them,to believe that someone is the most wonderful and important person in the world; to love and adore someone more than anyone else,she adores her children so much that the sun rises and sets on them in her eyes,figurative,figurative,figurative,figurative,"['33TIN5LC0KQVIVXOIJ2E60YFBY0Y9U', '31QNSG6A579CP6IDQI60TRJ7NTA87F']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[59.845, 75.321]"
