idiom,meaning,instance,label,assignment_0,assignment_1,assignment_2,gold_0,gold_1,gold_2,maxVote,review_noAgreement,review_maxVoteGptDiff
break up,end a romantic relationship with someone,They broke up the furniture in their house in a fit of rage,1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 31, 'AssignmentId': '3BF51CHDTBQR06JM8NFXRP2J91CH0I', 'HITId': '3PUOXASB6MJS019ZN3ZWVNBRU8W9ZA', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 363, 'AssignmentId': '3QECW5O0KXHG0MWI5N2YM31Y13K5T3', 'HITId': '3PUOXASB6MJS019ZN3ZWVNBRU8W9ZA', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 76, 'AssignmentId': '39O5D9O8798W0Q735IJFIW3AZLSC30', 'HITId': '3PUOXASB6MJS019ZN3ZWVNBRU8W9ZA', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
cover one's tracks,"to keep one's location, activities, and intentions hidden.",He covered his tracks by deleting his browsing history,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 31, 'AssignmentId': '3BF51CHDTBQR06JM8NFXRP2J91CH0I', 'HITId': '3PUOXASB6MJS019ZN3ZWVNBRU8W9ZA', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 363, 'AssignmentId': '3QECW5O0KXHG0MWI5N2YM31Y13K5T3', 'HITId': '3PUOXASB6MJS019ZN3ZWVNBRU8W9ZA', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 76, 'AssignmentId': '39O5D9O8798W0Q735IJFIW3AZLSC30', 'HITId': '3PUOXASB6MJS019ZN3ZWVNBRU8W9ZA', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
red herring,something irrelevant that distracts you from something important,It was a red herring,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 31, 'AssignmentId': '3BF51CHDTBQR06JM8NFXRP2J91CH0I', 'HITId': '3PUOXASB6MJS019ZN3ZWVNBRU8W9ZA', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 363, 'AssignmentId': '3QECW5O0KXHG0MWI5N2YM31Y13K5T3', 'HITId': '3PUOXASB6MJS019ZN3ZWVNBRU8W9ZA', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 76, 'AssignmentId': '39O5D9O8798W0Q735IJFIW3AZLSC30', 'HITId': '3PUOXASB6MJS019ZN3ZWVNBRU8W9ZA', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
keep the wolf from the door,to have sufficient money to prevent starvation or hunger,They did what they could to keep the wolf from the door,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 31, 'AssignmentId': '3BF51CHDTBQR06JM8NFXRP2J91CH0I', 'HITId': '3PUOXASB6MJS019ZN3ZWVNBRU8W9ZA', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 363, 'AssignmentId': '3QECW5O0KXHG0MWI5N2YM31Y13K5T3', 'HITId': '3PUOXASB6MJS019ZN3ZWVNBRU8W9ZA', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2YO837C0O1E91', 'WorkTimeInSeconds': 76, 'AssignmentId': '39O5D9O8798W0Q735IJFIW3AZLSC30', 'HITId': '3PUOXASB6MJS019ZN3ZWVNBRU8W9ZA', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
a wet blanket,a person who spoils other people's fun.,"He's a wet blanket, extinguishing any enthusiasm in the room",0,"{'WorkerId': 'A1AXQM54WTRGA5', 'WorkTimeInSeconds': 85, 'AssignmentId': '3T3IWE1XGM35T8FGPFQ1KEWPXZ7QT1', 'HITId': '31D0ZWOD1PF93ZDEBF04LJJPIJVA0Y', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 80, 'AssignmentId': '30OG32W0SARI1SKRJS9PHY1JPEVNEJ', 'HITId': '31D0ZWOD1PF93ZDEBF04LJJPIJVA0Y', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 209, 'AssignmentId': '3OF2M9AATW4F4HQKI2VMAGLXJPZKZH', 'HITId': '31D0ZWOD1PF93ZDEBF04LJJPIJVA0Y', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
have eyes bigger than stomach,desiring more food than one can eat,He had eyes bigger than stomach,2,"{'WorkerId': 'A1AXQM54WTRGA5', 'WorkTimeInSeconds': 85, 'AssignmentId': '3T3IWE1XGM35T8FGPFQ1KEWPXZ7QT1', 'HITId': '31D0ZWOD1PF93ZDEBF04LJJPIJVA0Y', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 80, 'AssignmentId': '30OG32W0SARI1SKRJS9PHY1JPEVNEJ', 'HITId': '31D0ZWOD1PF93ZDEBF04LJJPIJVA0Y', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 209, 'AssignmentId': '3OF2M9AATW4F4HQKI2VMAGLXJPZKZH', 'HITId': '31D0ZWOD1PF93ZDEBF04LJJPIJVA0Y', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",0,2,2,2,False,False
stick in his throat,difficulty of accepting and makes you angry or resentful,The news stuck in his throat,2,"{'WorkerId': 'A1AXQM54WTRGA5', 'WorkTimeInSeconds': 85, 'AssignmentId': '3T3IWE1XGM35T8FGPFQ1KEWPXZ7QT1', 'HITId': '31D0ZWOD1PF93ZDEBF04LJJPIJVA0Y', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 80, 'AssignmentId': '30OG32W0SARI1SKRJS9PHY1JPEVNEJ', 'HITId': '31D0ZWOD1PF93ZDEBF04LJJPIJVA0Y', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 209, 'AssignmentId': '3OF2M9AATW4F4HQKI2VMAGLXJPZKZH', 'HITId': '31D0ZWOD1PF93ZDEBF04LJJPIJVA0Y', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",0,0,2,0,False,True
snake in the shoes,to be in a state of fear,There was a snake in the shoes,2,"{'WorkerId': 'A1AXQM54WTRGA5', 'WorkTimeInSeconds': 85, 'AssignmentId': '3T3IWE1XGM35T8FGPFQ1KEWPXZ7QT1', 'HITId': '31D0ZWOD1PF93ZDEBF04LJJPIJVA0Y', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 80, 'AssignmentId': '30OG32W0SARI1SKRJS9PHY1JPEVNEJ', 'HITId': '31D0ZWOD1PF93ZDEBF04LJJPIJVA0Y', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 209, 'AssignmentId': '3OF2M9AATW4F4HQKI2VMAGLXJPZKZH', 'HITId': '31D0ZWOD1PF93ZDEBF04LJJPIJVA0Y', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
run across,meet someone by accident,I ran across the street to retrieve what I saw,1,"{'WorkerId': 'A1AXQM54WTRGA5', 'WorkTimeInSeconds': 85, 'AssignmentId': '3T3IWE1XGM35T8FGPFQ1KEWPXZ7QT1', 'HITId': '31D0ZWOD1PF93ZDEBF04LJJPIJVA0Y', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 80, 'AssignmentId': '30OG32W0SARI1SKRJS9PHY1JPEVNEJ', 'HITId': '31D0ZWOD1PF93ZDEBF04LJJPIJVA0Y', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 209, 'AssignmentId': '3OF2M9AATW4F4HQKI2VMAGLXJPZKZH', 'HITId': '31D0ZWOD1PF93ZDEBF04LJJPIJVA0Y', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
pull the plug,to kill or discontinue,He pulled the plug on the project as the electrical socket was not functioning,1,"{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 258, 'AssignmentId': '3GD6L00D38DDZ95FV3ZAXZTPVFIM10', 'HITId': '3ZURAPD29N346FF4IEQWDPDQKREF1J', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 545, 'AssignmentId': '3URFVVM16LYT7DVWCGZOG3UVLGYZUU', 'HITId': '3ZURAPD29N346FF4IEQWDPDQKREF1J', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A98E8M4QLI9RS', 'WorkTimeInSeconds': 120, 'AssignmentId': '3JAOYWH7VYKBIWQPZ4DOCSWJTMG9LU', 'HITId': '3ZURAPD29N346FF4IEQWDPDQKREF1J', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
blow your own trumpet,to say things that makes your own self or kin look good,"He was blowing his own trumpet, talking about all of his achievements",0,"{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 258, 'AssignmentId': '3GD6L00D38DDZ95FV3ZAXZTPVFIM10', 'HITId': '3ZURAPD29N346FF4IEQWDPDQKREF1J', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 545, 'AssignmentId': '3URFVVM16LYT7DVWCGZOG3UVLGYZUU', 'HITId': '3ZURAPD29N346FF4IEQWDPDQKREF1J', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A98E8M4QLI9RS', 'WorkTimeInSeconds': 120, 'AssignmentId': '3JAOYWH7VYKBIWQPZ4DOCSWJTMG9LU', 'HITId': '3ZURAPD29N346FF4IEQWDPDQKREF1J', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
make a song and dance,if someone complains in an annoying way or becomes unnecessarily excited about something unimportant,He's made a song and dance about how important this issue is,0,"{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 258, 'AssignmentId': '3GD6L00D38DDZ95FV3ZAXZTPVFIM10', 'HITId': '3ZURAPD29N346FF4IEQWDPDQKREF1J', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 545, 'AssignmentId': '3URFVVM16LYT7DVWCGZOG3UVLGYZUU', 'HITId': '3ZURAPD29N346FF4IEQWDPDQKREF1J', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A98E8M4QLI9RS', 'WorkTimeInSeconds': 120, 'AssignmentId': '3JAOYWH7VYKBIWQPZ4DOCSWJTMG9LU', 'HITId': '3ZURAPD29N346FF4IEQWDPDQKREF1J', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",2,2,0,2,False,True
those three little words,"the three words ""I love you""",He said those three little words,2,"{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 258, 'AssignmentId': '3GD6L00D38DDZ95FV3ZAXZTPVFIM10', 'HITId': '3ZURAPD29N346FF4IEQWDPDQKREF1J', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 545, 'AssignmentId': '3URFVVM16LYT7DVWCGZOG3UVLGYZUU', 'HITId': '3ZURAPD29N346FF4IEQWDPDQKREF1J', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A98E8M4QLI9RS', 'WorkTimeInSeconds': 120, 'AssignmentId': '3JAOYWH7VYKBIWQPZ4DOCSWJTMG9LU', 'HITId': '3ZURAPD29N346FF4IEQWDPDQKREF1J', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
watchdog,"one who protects against loss, corruption, waste, or objectionable practices.",He's been a watchdog barking whenever a stranger came near,1,"{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 258, 'AssignmentId': '3GD6L00D38DDZ95FV3ZAXZTPVFIM10', 'HITId': '3ZURAPD29N346FF4IEQWDPDQKREF1J', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 545, 'AssignmentId': '3URFVVM16LYT7DVWCGZOG3UVLGYZUU', 'HITId': '3ZURAPD29N346FF4IEQWDPDQKREF1J', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A98E8M4QLI9RS', 'WorkTimeInSeconds': 120, 'AssignmentId': '3JAOYWH7VYKBIWQPZ4DOCSWJTMG9LU', 'HITId': '3ZURAPD29N346FF4IEQWDPDQKREF1J', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
red book,"any document or publication, which is bound in red and serves as an official collection of rules, regulations, laws, or legal principles.",She had a red book to keep records of her private information,0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 278, 'AssignmentId': '3WAKVUDHUCWAN3PQTL75PJ1WBNL7UA', 'HITId': '3TUOHPJXZWDE72MSFWL3CM3RK9IXWQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 394, 'AssignmentId': '3EQHHY4HQ88CVHACLN3RNKM9B9B5GT', 'HITId': '3TUOHPJXZWDE72MSFWL3CM3RK9IXWQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'APGX2WZ59OWDN', 'WorkTimeInSeconds': 218, 'AssignmentId': '3AQF3RZ55OY20LEVFM7EX50X6PN6FC', 'HITId': '3TUOHPJXZWDE72MSFWL3CM3RK9IXWQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",2,1,1,1,False,True
cloak and dagger,of or characteristic of the activities of spies and undercover agents.,The meeting was cloak and dagger,2,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 278, 'AssignmentId': '3WAKVUDHUCWAN3PQTL75PJ1WBNL7UA', 'HITId': '3TUOHPJXZWDE72MSFWL3CM3RK9IXWQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 394, 'AssignmentId': '3EQHHY4HQ88CVHACLN3RNKM9B9B5GT', 'HITId': '3TUOHPJXZWDE72MSFWL3CM3RK9IXWQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'APGX2WZ59OWDN', 'WorkTimeInSeconds': 218, 'AssignmentId': '3AQF3RZ55OY20LEVFM7EX50X6PN6FC', 'HITId': '3TUOHPJXZWDE72MSFWL3CM3RK9IXWQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,2,0,0,False,True
cost an arm and a leg,very expensive,This painting cost an arm and a leg because of its high quality,0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 278, 'AssignmentId': '3WAKVUDHUCWAN3PQTL75PJ1WBNL7UA', 'HITId': '3TUOHPJXZWDE72MSFWL3CM3RK9IXWQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 394, 'AssignmentId': '3EQHHY4HQ88CVHACLN3RNKM9B9B5GT', 'HITId': '3TUOHPJXZWDE72MSFWL3CM3RK9IXWQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'APGX2WZ59OWDN', 'WorkTimeInSeconds': 218, 'AssignmentId': '3AQF3RZ55OY20LEVFM7EX50X6PN6FC', 'HITId': '3TUOHPJXZWDE72MSFWL3CM3RK9IXWQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
the bottom line,"in the final analysis, the most important fact in a situation.",It was the bottom line on the page so I knew it was the last sentence,1,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 278, 'AssignmentId': '3WAKVUDHUCWAN3PQTL75PJ1WBNL7UA', 'HITId': '3TUOHPJXZWDE72MSFWL3CM3RK9IXWQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 394, 'AssignmentId': '3EQHHY4HQ88CVHACLN3RNKM9B9B5GT', 'HITId': '3TUOHPJXZWDE72MSFWL3CM3RK9IXWQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'APGX2WZ59OWDN', 'WorkTimeInSeconds': 218, 'AssignmentId': '3AQF3RZ55OY20LEVFM7EX50X6PN6FC', 'HITId': '3TUOHPJXZWDE72MSFWL3CM3RK9IXWQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
written all over face,when someone's feelings or thoughts are very clear,You had it written all over your face with chalk,1,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 278, 'AssignmentId': '3WAKVUDHUCWAN3PQTL75PJ1WBNL7UA', 'HITId': '3TUOHPJXZWDE72MSFWL3CM3RK9IXWQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 394, 'AssignmentId': '3EQHHY4HQ88CVHACLN3RNKM9B9B5GT', 'HITId': '3TUOHPJXZWDE72MSFWL3CM3RK9IXWQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'APGX2WZ59OWDN', 'WorkTimeInSeconds': 218, 'AssignmentId': '3AQF3RZ55OY20LEVFM7EX50X6PN6FC', 'HITId': '3TUOHPJXZWDE72MSFWL3CM3RK9IXWQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",2,1,1,1,False,False
ride (on) a wave,to enjoy the advantages of something,"He is riding a wave"" ",2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 30, 'AssignmentId': '3OVR4I9US5ZLCN0QAEPTC6KXH0P4QI', 'HITId': '3I6NF2WGJVC98XCIULYQY0QJXMJ5GQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 374, 'AssignmentId': '345LHZDEDD8SMKO3R94FC2PG6LZU3S', 'HITId': '3I6NF2WGJVC98XCIULYQY0QJXMJ5GQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A98E8M4QLI9RS', 'WorkTimeInSeconds': 72, 'AssignmentId': '3PPTZCWAL601FKOFV7FJ62X6IVSQZG', 'HITId': '3I6NF2WGJVC98XCIULYQY0QJXMJ5GQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
off the cuff,in an unguarded way,He gave an off the cuff speech without any preparation or rehearsing,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 30, 'AssignmentId': '3OVR4I9US5ZLCN0QAEPTC6KXH0P4QI', 'HITId': '3I6NF2WGJVC98XCIULYQY0QJXMJ5GQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 374, 'AssignmentId': '345LHZDEDD8SMKO3R94FC2PG6LZU3S', 'HITId': '3I6NF2WGJVC98XCIULYQY0QJXMJ5GQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A98E8M4QLI9RS', 'WorkTimeInSeconds': 72, 'AssignmentId': '3PPTZCWAL601FKOFV7FJ62X6IVSQZG', 'HITId': '3I6NF2WGJVC98XCIULYQY0QJXMJ5GQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
below the belt,to be mean and unfair (in a fight),He said something below the belt - it was a comment about my trousers,1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 30, 'AssignmentId': '3OVR4I9US5ZLCN0QAEPTC6KXH0P4QI', 'HITId': '3I6NF2WGJVC98XCIULYQY0QJXMJ5GQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 374, 'AssignmentId': '345LHZDEDD8SMKO3R94FC2PG6LZU3S', 'HITId': '3I6NF2WGJVC98XCIULYQY0QJXMJ5GQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A98E8M4QLI9RS', 'WorkTimeInSeconds': 72, 'AssignmentId': '3PPTZCWAL601FKOFV7FJ62X6IVSQZG', 'HITId': '3I6NF2WGJVC98XCIULYQY0QJXMJ5GQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,2,1,1,False,False
closed book,something that one knows or understands nothing about.,"This is a closed book, because it has no contents left inside",1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 30, 'AssignmentId': '3OVR4I9US5ZLCN0QAEPTC6KXH0P4QI', 'HITId': '3I6NF2WGJVC98XCIULYQY0QJXMJ5GQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 374, 'AssignmentId': '345LHZDEDD8SMKO3R94FC2PG6LZU3S', 'HITId': '3I6NF2WGJVC98XCIULYQY0QJXMJ5GQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 3, 'bad': False}","{'WorkerId': 'A98E8M4QLI9RS', 'WorkTimeInSeconds': 72, 'AssignmentId': '3PPTZCWAL601FKOFV7FJ62X6IVSQZG', 'HITId': '3I6NF2WGJVC98XCIULYQY0QJXMJ5GQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 3, 'bad': False}",0,3,3,3,False,True
dig one's own grave,"to do something that has negative consequences for you, even though these consequences can be easily seen.",He was digging his own grave,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 30, 'AssignmentId': '3OVR4I9US5ZLCN0QAEPTC6KXH0P4QI', 'HITId': '3I6NF2WGJVC98XCIULYQY0QJXMJ5GQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 374, 'AssignmentId': '345LHZDEDD8SMKO3R94FC2PG6LZU3S', 'HITId': '3I6NF2WGJVC98XCIULYQY0QJXMJ5GQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A98E8M4QLI9RS', 'WorkTimeInSeconds': 72, 'AssignmentId': '3PPTZCWAL601FKOFV7FJ62X6IVSQZG', 'HITId': '3I6NF2WGJVC98XCIULYQY0QJXMJ5GQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
