Input.idiom_0,Input.meaning_0,Input.instance_0,Input.label_0,Input.idiom_1,Input.meaning_1,Input.instance_1,Input.label_1,Input.idiom_2,Input.meaning_2,Input.instance_2,Input.label_2,Input.idiom_3,Input.meaning_3,Input.instance_3,Input.label_3,Input.idiom_4,Input.meaning_4,Input.instance_4,Input.label_4,Answer.0_gold,Answer.1_gold,Answer.2_gold,Answer.3_gold,Answer.4_gold
you rock,explaining how awesome and cool a person is.,He rocks,2,kiss and make up,to become friendly again after an argument,They kissed and made up when they spent time together,1,look before you leap,to make sure that everything is alright before doing something important which you cannot revert,"He looked before he leapt"" ",2,under the weather,to be ill or feel ill,He's been under the weather because he misses his family,0,bad blood,to have ill feelings towards someone,There is bad blood between them,2,2,1,2,0,2
you rock,explaining how awesome and cool a person is.,He rocks,2,kiss and make up,to become friendly again after an argument,They kissed and made up when they spent time together,1,look before you leap,to make sure that everything is alright before doing something important which you cannot revert,"He looked before he leapt"" ",2,under the weather,to be ill or feel ill,He's been under the weather because he misses his family,0,bad blood,to have ill feelings towards someone,There is bad blood between them,2,0,2,2,0,0
carry the torch for,to have strong feelings for someone with whom you do not or cannot have a relationship,"She carried the torch for him, keeping his memory alive even after he passed away",0,run for cover,to seek shelter,He ran for cover,2,take a back seat,take a less important position.,I decided to take a back seat and let someone else lead the project,0,velvet glove,"a person who appears gentle, but is determined and inflexible underneath",He handled them with a velvet glove so that he wouldn't hurt them,1,not the sharpest tool in the shed,"someone who is not very clever, according to others",He's not the sharpest tool in the shed,2,0,2,0,2,0
carry the torch for,to have strong feelings for someone with whom you do not or cannot have a relationship,"She carried the torch for him, keeping his memory alive even after he passed away",0,run for cover,to seek shelter,He ran for cover,2,take a back seat,take a less important position.,I decided to take a back seat and let someone else lead the project,0,velvet glove,"a person who appears gentle, but is determined and inflexible underneath",He handled them with a velvet glove so that he wouldn't hurt them,1,not the sharpest tool in the shed,"someone who is not very clever, according to others",He's not the sharpest tool in the shed,2,0,1,0,1,0
carry the torch for,to have strong feelings for someone with whom you do not or cannot have a relationship,"She carried the torch for him, keeping his memory alive even after he passed away",0,run for cover,to seek shelter,He ran for cover,2,take a back seat,take a less important position.,I decided to take a back seat and let someone else lead the project,0,velvet glove,"a person who appears gentle, but is determined and inflexible underneath",He handled them with a velvet glove so that he wouldn't hurt them,1,not the sharpest tool in the shed,"someone who is not very clever, according to others",He's not the sharpest tool in the shed,2,0,2,0,1,2
saved by the bell,to be saved from losing because there is a signal of the event coming to an end,He was saved by the bell when his friend called to help him with the test,0,bats in the belfry,to be silly and slightly crazy and behave in a confused way,There are bats in the belfry because they found a way to get in,1,jury's out,when there is no general agreement or consensus on something,The jury's out after deliberating in the courtroom,1,not playing with a full deck,not mentally sound,He's not playing with a full deck,2,icing on the cake,when something good is added to another good thing that you already have,This was the icing on the cake after I finished decorating it,1,0,1,1,2,1
saved by the bell,to be saved from losing because there is a signal of the event coming to an end,He was saved by the bell when his friend called to help him with the test,0,bats in the belfry,to be silly and slightly crazy and behave in a confused way,There are bats in the belfry because they found a way to get in,1,jury's out,when there is no general agreement or consensus on something,The jury's out after deliberating in the courtroom,1,not playing with a full deck,not mentally sound,He's not playing with a full deck,2,icing on the cake,when something good is added to another good thing that you already have,This was the icing on the cake after I finished decorating it,1,0,2,1,2,1
saved by the bell,to be saved from losing because there is a signal of the event coming to an end,He was saved by the bell when his friend called to help him with the test,0,bats in the belfry,to be silly and slightly crazy and behave in a confused way,There are bats in the belfry because they found a way to get in,1,jury's out,when there is no general agreement or consensus on something,The jury's out after deliberating in the courtroom,1,not playing with a full deck,not mentally sound,He's not playing with a full deck,2,icing on the cake,when something good is added to another good thing that you already have,This was the icing on the cake after I finished decorating it,1,0,1,1,2,1
hit the road,depart,Let's hit the road,2,chapter and verse,verbatim; word for word details.,"She can tell you chapter and verse about the situation, as if it came out of a textbook",0,know which side one's bread is buttered,to be cognizant of where one's interests lie in a given situation.,"He knows which side his bread is buttered, so he can make sure it's cooked properly",1,by hook or by crook,by any possible means,He will get it by hook or by crook,2,bite the bullet,to endure a painful experience that you cannot avoid,We had to bite the bullet and make a difficult decision,0,0,1,1,0,0
hit the road,depart,Let's hit the road,2,chapter and verse,verbatim; word for word details.,"She can tell you chapter and verse about the situation, as if it came out of a textbook",0,know which side one's bread is buttered,to be cognizant of where one's interests lie in a given situation.,"He knows which side his bread is buttered, so he can make sure it's cooked properly",1,by hook or by crook,by any possible means,He will get it by hook or by crook,2,bite the bullet,to endure a painful experience that you cannot avoid,We had to bite the bullet and make a difficult decision,0,2,1,1,2,0
hit the road,depart,Let's hit the road,2,chapter and verse,verbatim; word for word details.,"She can tell you chapter and verse about the situation, as if it came out of a textbook",0,know which side one's bread is buttered,to be cognizant of where one's interests lie in a given situation.,"He knows which side his bread is buttered, so he can make sure it's cooked properly",1,by hook or by crook,by any possible means,He will get it by hook or by crook,2,bite the bullet,to endure a painful experience that you cannot avoid,We had to bite the bullet and make a difficult decision,0,2,0,1,0,0
let your hair down,to suggest to someone to relax and enjoy themselves,I let my hair down by loosening my ponytail and letting my long locks hang freely,1,bury head in the sand,hide from the truth,He buried his head in the sand,2,"you can't have cake and the topping, too","you can't have everything the way you want it, especially if your desires are contradictory","He said you can't have cake and the topping, too - he wouldn't give me both",1,in the bag,have something as good as secured or certain,This deal is in the bag,2,throw the baby out with the bathwater,to remove something good in the bid of getting rid of something bad,They threw the baby out with the bathwater when they finished giving the baby a bath,1,1,2,1,2,1
let your hair down,to suggest to someone to relax and enjoy themselves,I let my hair down by loosening my ponytail and letting my long locks hang freely,1,bury head in the sand,hide from the truth,He buried his head in the sand,2,"you can't have cake and the topping, too","you can't have everything the way you want it, especially if your desires are contradictory","He said you can't have cake and the topping, too - he wouldn't give me both",1,in the bag,have something as good as secured or certain,This deal is in the bag,2,throw the baby out with the bathwater,to remove something good in the bid of getting rid of something bad,They threw the baby out with the bathwater when they finished giving the baby a bath,1,1,2,2,2,1
let your hair down,to suggest to someone to relax and enjoy themselves,I let my hair down by loosening my ponytail and letting my long locks hang freely,1,bury head in the sand,hide from the truth,He buried his head in the sand,2,"you can't have cake and the topping, too","you can't have everything the way you want it, especially if your desires are contradictory","He said you can't have cake and the topping, too - he wouldn't give me both",1,in the bag,have something as good as secured or certain,This deal is in the bag,2,throw the baby out with the bathwater,to remove something good in the bid of getting rid of something bad,They threw the baby out with the bathwater when they finished giving the baby a bath,1,1,2,1,0,1
call it a day,"stop doing something, especially working","Let's call it a day, since we have achieved all our goals and can't do anything more",0,a good man is hard to find,This proverb refers to women who are looking for suitable alliances but aren't able to find them.,It's a good man that's hard to find.,2,keep on top,to stay informed,I'm trying to keep on top of the building,1,pay the piper,to bear the ill-effects of something that was enjoyable at one time,He had to pay the piper,2,at the bottom of the ladder,"occupying the lowest, most basic position in a given group",She's at the bottom of the ladder because she's the lowest rung,1,0,1,2,2,1
call it a day,"stop doing something, especially working","Let's call it a day, since we have achieved all our goals and can't do anything more",0,a good man is hard to find,This proverb refers to women who are looking for suitable alliances but aren't able to find them.,It's a good man that's hard to find.,2,keep on top,to stay informed,I'm trying to keep on top of the building,1,pay the piper,to bear the ill-effects of something that was enjoyable at one time,He had to pay the piper,2,at the bottom of the ladder,"occupying the lowest, most basic position in a given group",She's at the bottom of the ladder because she's the lowest rung,1,1,2,2,2,1
call it a day,"stop doing something, especially working","Let's call it a day, since we have achieved all our goals and can't do anything more",0,a good man is hard to find,This proverb refers to women who are looking for suitable alliances but aren't able to find them.,It's a good man that's hard to find.,2,keep on top,to stay informed,I'm trying to keep on top of the building,1,pay the piper,to bear the ill-effects of something that was enjoyable at one time,He had to pay the piper,2,at the bottom of the ladder,"occupying the lowest, most basic position in a given group",She's at the bottom of the ladder because she's the lowest rung,1,0,2,0,2,0
red book,"any document or publication, which is bound in red and serves as an official collection of rules, regulations, laws, or legal principles.",She had a red book,2,go down in flames,to fail spectacularly,The project went down in flames when the building caught on fire,1,act of God,an occurrence of out of control natural forces in action,It was an act of God,2,queer pitch,spoil somebody's chance of doing something.,He threw a queer pitch which made the baseball coach suspicious,1,a screw loose,someone who behaves in a strange way and seem slightly mentally ill,I think he has a screw loose,2,2,1,0,1,0
red book,"any document or publication, which is bound in red and serves as an official collection of rules, regulations, laws, or legal principles.",She had a red book,2,go down in flames,to fail spectacularly,The project went down in flames when the building caught on fire,1,act of God,an occurrence of out of control natural forces in action,It was an act of God,2,queer pitch,spoil somebody's chance of doing something.,He threw a queer pitch which made the baseball coach suspicious,1,a screw loose,someone who behaves in a strange way and seem slightly mentally ill,I think he has a screw loose,2,2,0,0,2,2
red book,"any document or publication, which is bound in red and serves as an official collection of rules, regulations, laws, or legal principles.",She had a red book,2,go down in flames,to fail spectacularly,The project went down in flames when the building caught on fire,1,act of God,an occurrence of out of control natural forces in action,It was an act of God,2,queer pitch,spoil somebody's chance of doing something.,He threw a queer pitch which made the baseball coach suspicious,1,a screw loose,someone who behaves in a strange way and seem slightly mentally ill,I think he has a screw loose,2,2,1,2,1,2
in the good books,be in somebody's favour or good opinion,"He is in the good books of his boss, making her more likely to grant him the promotion he seeks",0,to see the back of,to be glad that you no longer have to deal with someone,I'm glad to see the back of them,2,a cuckoo in the nest,an unwelcome intruder in a place or situation.,He was a cuckoo in the nest,2,hands are tied,to not be able to do anything about a situation,My hands are tied since I used rope to restrain them,1,stack the deck,to be against someone or something,He stacked the deck in his favor by rigging the competition,0,0,2,2,1,0
in the good books,be in somebody's favour or good opinion,"He is in the good books of his boss, making her more likely to grant him the promotion he seeks",0,to see the back of,to be glad that you no longer have to deal with someone,I'm glad to see the back of them,2,a cuckoo in the nest,an unwelcome intruder in a place or situation.,He was a cuckoo in the nest,2,hands are tied,to not be able to do anything about a situation,My hands are tied since I used rope to restrain them,1,stack the deck,to be against someone or something,He stacked the deck in his favor by rigging the competition,0,0,2,2,1,0
in the good books,be in somebody's favour or good opinion,"He is in the good books of his boss, making her more likely to grant him the promotion he seeks",0,to see the back of,to be glad that you no longer have to deal with someone,I'm glad to see the back of them,2,a cuckoo in the nest,an unwelcome intruder in a place or situation.,He was a cuckoo in the nest,2,hands are tied,to not be able to do anything about a situation,My hands are tied since I used rope to restrain them,1,stack the deck,to be against someone or something,He stacked the deck in his favor by rigging the competition,0,0,2,2,1,0
all ears,saying that you are all ears means the other person has got your full attention in terms of listening to him,I'm all ears,2,break up,end a romantic relationship with someone,They broke up the furniture in their house in a fit of rage,1,cover one's tracks,"to keep one's location, activities, and intentions hidden.",He covered his tracks by deleting his browsing history,0,red herring,something irrelevant that distracts you from something important,It was a red herring,2,keep the wolf from the door,to have sufficient money to prevent starvation or hunger,They did what they could to keep the wolf from the door,2,0,1,0,2,2
all ears,saying that you are all ears means the other person has got your full attention in terms of listening to him,I'm all ears,2,break up,end a romantic relationship with someone,They broke up the furniture in their house in a fit of rage,1,cover one's tracks,"to keep one's location, activities, and intentions hidden.",He covered his tracks by deleting his browsing history,0,red herring,something irrelevant that distracts you from something important,It was a red herring,2,keep the wolf from the door,to have sufficient money to prevent starvation or hunger,They did what they could to keep the wolf from the door,2,0,1,0,2,2
all ears,saying that you are all ears means the other person has got your full attention in terms of listening to him,I'm all ears,2,break up,end a romantic relationship with someone,They broke up the furniture in their house in a fit of rage,1,cover one's tracks,"to keep one's location, activities, and intentions hidden.",He covered his tracks by deleting his browsing history,0,red herring,something irrelevant that distracts you from something important,It was a red herring,2,keep the wolf from the door,to have sufficient money to prevent starvation or hunger,They did what they could to keep the wolf from the door,2,0,1,0,2,2
a wet blanket,a person who spoils other people's fun.,"He's a wet blanket, extinguishing any enthusiasm in the room",0,have eyes bigger than stomach,desiring more food than one can eat,He had eyes bigger than stomach,2,stick in his throat,difficulty of accepting and makes you angry or resentful,The news stuck in his throat,2,snake in the shoes,to be in a state of fear,There was a snake in the shoes,2,run across,meet someone by accident,I ran across the street to retrieve what I saw,1,0,0,0,2,1
a wet blanket,a person who spoils other people's fun.,"He's a wet blanket, extinguishing any enthusiasm in the room",0,have eyes bigger than stomach,desiring more food than one can eat,He had eyes bigger than stomach,2,stick in his throat,difficulty of accepting and makes you angry or resentful,The news stuck in his throat,2,snake in the shoes,to be in a state of fear,There was a snake in the shoes,2,run across,meet someone by accident,I ran across the street to retrieve what I saw,1,0,2,0,2,1
a wet blanket,a person who spoils other people's fun.,"He's a wet blanket, extinguishing any enthusiasm in the room",0,have eyes bigger than stomach,desiring more food than one can eat,He had eyes bigger than stomach,2,stick in his throat,difficulty of accepting and makes you angry or resentful,The news stuck in his throat,2,snake in the shoes,to be in a state of fear,There was a snake in the shoes,2,run across,meet someone by accident,I ran across the street to retrieve what I saw,1,0,2,2,2,1
pull the plug,to kill or discontinue,He pulled the plug on the project as the electrical socket was not functioning,1,blow your own trumpet,to say things that makes your own self or kin look good,"He was blowing his own trumpet, talking about all of his achievements",0,make a song and dance,if someone complains in an annoying way or becomes unnecessarily excited about something unimportant,He's made a song and dance about how important this issue is,0,those three little words,"the three words ""I love you""",He said those three little words,2,watchdog,"one who protects against loss, corruption, waste, or objectionable practices.",He's been a watchdog barking whenever a stranger came near,1,1,0,2,2,1
pull the plug,to kill or discontinue,He pulled the plug on the project as the electrical socket was not functioning,1,blow your own trumpet,to say things that makes your own self or kin look good,"He was blowing his own trumpet, talking about all of his achievements",0,make a song and dance,if someone complains in an annoying way or becomes unnecessarily excited about something unimportant,He's made a song and dance about how important this issue is,0,those three little words,"the three words ""I love you""",He said those three little words,2,watchdog,"one who protects against loss, corruption, waste, or objectionable practices.",He's been a watchdog barking whenever a stranger came near,1,1,0,2,2,1
pull the plug,to kill or discontinue,He pulled the plug on the project as the electrical socket was not functioning,1,blow your own trumpet,to say things that makes your own self or kin look good,"He was blowing his own trumpet, talking about all of his achievements",0,make a song and dance,if someone complains in an annoying way or becomes unnecessarily excited about something unimportant,He's made a song and dance about how important this issue is,0,those three little words,"the three words ""I love you""",He said those three little words,2,watchdog,"one who protects against loss, corruption, waste, or objectionable practices.",He's been a watchdog barking whenever a stranger came near,1,1,0,0,2,1
red book,"any document or publication, which is bound in red and serves as an official collection of rules, regulations, laws, or legal principles.",She had a red book to keep records of her private information,0,cloak and dagger,of or characteristic of the activities of spies and undercover agents.,The meeting was cloak and dagger,2,cost an arm and a leg,very expensive,This painting cost an arm and a leg because of its high quality,0,the bottom line,"in the final analysis, the most important fact in a situation.",It was the bottom line on the page so I knew it was the last sentence,1,written all over face,when someone's feelings or thoughts are very clear,You had it written all over your face with chalk,1,2,0,0,1,2
red book,"any document or publication, which is bound in red and serves as an official collection of rules, regulations, laws, or legal principles.",She had a red book to keep records of her private information,0,cloak and dagger,of or characteristic of the activities of spies and undercover agents.,The meeting was cloak and dagger,2,cost an arm and a leg,very expensive,This painting cost an arm and a leg because of its high quality,0,the bottom line,"in the final analysis, the most important fact in a situation.",It was the bottom line on the page so I knew it was the last sentence,1,written all over face,when someone's feelings or thoughts are very clear,You had it written all over your face with chalk,1,1,2,0,1,1
red book,"any document or publication, which is bound in red and serves as an official collection of rules, regulations, laws, or legal principles.",She had a red book to keep records of her private information,0,cloak and dagger,of or characteristic of the activities of spies and undercover agents.,The meeting was cloak and dagger,2,cost an arm and a leg,very expensive,This painting cost an arm and a leg because of its high quality,0,the bottom line,"in the final analysis, the most important fact in a situation.",It was the bottom line on the page so I knew it was the last sentence,1,written all over face,when someone's feelings or thoughts are very clear,You had it written all over your face with chalk,1,1,0,0,1,1
ride (on) a wave,to enjoy the advantages of something,"He is riding a wave"" ",2,off the cuff,in an unguarded way,He gave an off the cuff speech without any preparation or rehearsing,0,below the belt,to be mean and unfair (in a fight),He said something below the belt - it was a comment about my trousers,1,closed book,something that one knows or understands nothing about.,"This is a closed book, because it has no contents left inside",1,dig one's own grave,"to do something that has negative consequences for you, even though these consequences can be easily seen.",He was digging his own grave,2,2,0,1,0,2
ride (on) a wave,to enjoy the advantages of something,"He is riding a wave"" ",2,off the cuff,in an unguarded way,He gave an off the cuff speech without any preparation or rehearsing,0,below the belt,to be mean and unfair (in a fight),He said something below the belt - it was a comment about my trousers,1,closed book,something that one knows or understands nothing about.,"This is a closed book, because it has no contents left inside",1,dig one's own grave,"to do something that has negative consequences for you, even though these consequences can be easily seen.",He was digging his own grave,2,2,0,2,3,2
ride (on) a wave,to enjoy the advantages of something,"He is riding a wave"" ",2,off the cuff,in an unguarded way,He gave an off the cuff speech without any preparation or rehearsing,0,below the belt,to be mean and unfair (in a fight),He said something below the belt - it was a comment about my trousers,1,closed book,something that one knows or understands nothing about.,"This is a closed book, because it has no contents left inside",1,dig one's own grave,"to do something that has negative consequences for you, even though these consequences can be easily seen.",He was digging his own grave,2,2,0,1,3,2
make a beeline for,to go straight for something.,"He made a beeline for the park, as if he were a bee flying in a straight line",1,feather in your cap,It means to have an achievement in your name.,It was a feather in your cap,2,feather one's (own) nest,"If you say that you are feathering your own nest, you mean that you are working so hard to gather resources (money) to live a comfortable life in the future.",He was feathering his nest when he started to save up money for retirement,0,dance to tune,to do what someone else forces you to do,She danced to the tune,2,hung out to dry,"to abandon someone who is in difficulty, without giving any assistance or support",They hung her out to dry,2,0,0,0,1,0
make a beeline for,to go straight for something.,"He made a beeline for the park, as if he were a bee flying in a straight line",1,feather in your cap,It means to have an achievement in your name.,It was a feather in your cap,2,feather one's (own) nest,"If you say that you are feathering your own nest, you mean that you are working so hard to gather resources (money) to live a comfortable life in the future.",He was feathering his nest when he started to save up money for retirement,0,dance to tune,to do what someone else forces you to do,She danced to the tune,2,hung out to dry,"to abandon someone who is in difficulty, without giving any assistance or support",They hung her out to dry,2,1,2,0,2,2
make a beeline for,to go straight for something.,"He made a beeline for the park, as if he were a bee flying in a straight line",1,feather in your cap,It means to have an achievement in your name.,It was a feather in your cap,2,feather one's (own) nest,"If you say that you are feathering your own nest, you mean that you are working so hard to gather resources (money) to live a comfortable life in the future.",He was feathering his nest when he started to save up money for retirement,0,dance to tune,to do what someone else forces you to do,She danced to the tune,2,hung out to dry,"to abandon someone who is in difficulty, without giving any assistance or support",They hung her out to dry,2,0,2,0,2,2
spin a yarn,to tell a tale,"Yesterday, he spun a yarn",2,pull the wool over eyes,to deceive someone,He pulled the wool over my eyes and tricked me into believing his lies,0,cash in,to earn out of something in big amounts,You should cash in the coupon that's about to expire,1,bend over backwards,do all in one's power (usually to achieve something or accommodate somebody),He bent over backwards to make sure his new business was successful,0,the die is cast,"an unalterable decision has been reached, or step taken.",The die is cast,2,0,0,2,0,2
spin a yarn,to tell a tale,"Yesterday, he spun a yarn",2,pull the wool over eyes,to deceive someone,He pulled the wool over my eyes and tricked me into believing his lies,0,cash in,to earn out of something in big amounts,You should cash in the coupon that's about to expire,1,bend over backwards,do all in one's power (usually to achieve something or accommodate somebody),He bent over backwards to make sure his new business was successful,0,the die is cast,"an unalterable decision has been reached, or step taken.",The die is cast,2,2,0,1,2,2
spin a yarn,to tell a tale,"Yesterday, he spun a yarn",2,pull the wool over eyes,to deceive someone,He pulled the wool over my eyes and tricked me into believing his lies,0,cash in,to earn out of something in big amounts,You should cash in the coupon that's about to expire,1,bend over backwards,do all in one's power (usually to achieve something or accommodate somebody),He bent over backwards to make sure his new business was successful,0,the die is cast,"an unalterable decision has been reached, or step taken.",The die is cast,2,0,0,0,0,2
hard cheese,"bad luck, tough luck",It was a hard cheese for him,2,a trip to the sun,something which is very unlikely,He took a trip to the sun by building a space shuttle,1,a cut above,noticeably greater to,This project is a cut above,2,"blood, sweat, and tears",putting a lot of effort to get a task done.,"It took blood, sweat, and tears due to all the injured hands",1,break one's back,get through the hardest part of something.,I broke my back,2,2,0,0,2,3
hard cheese,"bad luck, tough luck",It was a hard cheese for him,2,a trip to the sun,something which is very unlikely,He took a trip to the sun by building a space shuttle,1,a cut above,noticeably greater to,This project is a cut above,2,"blood, sweat, and tears",putting a lot of effort to get a task done.,"It took blood, sweat, and tears due to all the injured hands",1,break one's back,get through the hardest part of something.,I broke my back,2,2,1,0,1,2
hard cheese,"bad luck, tough luck",It was a hard cheese for him,2,a trip to the sun,something which is very unlikely,He took a trip to the sun by building a space shuttle,1,a cut above,noticeably greater to,This project is a cut above,2,"blood, sweat, and tears",putting a lot of effort to get a task done.,"It took blood, sweat, and tears due to all the injured hands",1,break one's back,get through the hardest part of something.,I broke my back,2,2,1,0,1,2
class clown,a wiseacre,He was the class clown and was always making silly faces during lectures,1,a nine days wonder,a cause of great excitement or interest for a short time but then quickly forgotten,This debate was a nine days wonder as it quickly became forgotten by everyone,0,can't judge a book by its cover,outward appearance cannot be an indicator of someone or something's value or worth,Don't judge the book by its cover; its contents may be exactly what you need,1,banker's hours,short working hours,He works banker's hours because his job at the bank is only a few hours a day,1,chop and change,repeatedly change.,They often chop and change their minds when a situation arises,0,0,0,2,1,0
class clown,a wiseacre,He was the class clown and was always making silly faces during lectures,1,a nine days wonder,a cause of great excitement or interest for a short time but then quickly forgotten,This debate was a nine days wonder as it quickly became forgotten by everyone,0,can't judge a book by its cover,outward appearance cannot be an indicator of someone or something's value or worth,Don't judge the book by its cover; its contents may be exactly what you need,1,banker's hours,short working hours,He works banker's hours because his job at the bank is only a few hours a day,1,chop and change,repeatedly change.,They often chop and change their minds when a situation arises,0,0,0,1,1,0
class clown,a wiseacre,He was the class clown and was always making silly faces during lectures,1,a nine days wonder,a cause of great excitement or interest for a short time but then quickly forgotten,This debate was a nine days wonder as it quickly became forgotten by everyone,0,can't judge a book by its cover,outward appearance cannot be an indicator of someone or something's value or worth,Don't judge the book by its cover; its contents may be exactly what you need,1,banker's hours,short working hours,He works banker's hours because his job at the bank is only a few hours a day,1,chop and change,repeatedly change.,They often chop and change their minds when a situation arises,0,0,0,0,1,0
tear-jerking,a story that is purposefully sentimental,It was tear-jerking watching the family reunite after being apart for so long,0,heart goes out to,to feel sympathy for someone when they are distressed,My heart goes out to them as they are going through a tough time,0,the calm before the storm,an extremely peaceful atmosphere right before any serious incident or crisis,It was the calm before the storm,2,call names,to insult someone,She called names,2,Dutch uncle,"criticize, scold or lecture someone",He talked to me like a Dutch uncle when he scolded me for not making the right decisions,0,0,0,2,2,0
tear-jerking,a story that is purposefully sentimental,It was tear-jerking watching the family reunite after being apart for so long,0,heart goes out to,to feel sympathy for someone when they are distressed,My heart goes out to them as they are going through a tough time,0,the calm before the storm,an extremely peaceful atmosphere right before any serious incident or crisis,It was the calm before the storm,2,call names,to insult someone,She called names,2,Dutch uncle,"criticize, scold or lecture someone",He talked to me like a Dutch uncle when he scolded me for not making the right decisions,0,0,0,2,2,0
tear-jerking,a story that is purposefully sentimental,It was tear-jerking watching the family reunite after being apart for so long,0,heart goes out to,to feel sympathy for someone when they are distressed,My heart goes out to them as they are going through a tough time,0,the calm before the storm,an extremely peaceful atmosphere right before any serious incident or crisis,It was the calm before the storm,2,call names,to insult someone,She called names,2,Dutch uncle,"criticize, scold or lecture someone",He talked to me like a Dutch uncle when he scolded me for not making the right decisions,0,2,0,2,2,0
heart in his mouth,to feel extremely anxious or nervous faced with a dangerous or unpleasant situation,He had his heart in his mouth as he was about to say his proposal,1,cool your jets,to calm down and stop being so anxious or elated.,I told him to cool his jets because his plane was moving too fast,1,fill the bill,be exactly suitable for a particular situation,The job would fill the bill and provide enough money to cover expenses,1,been tailor made,specially made for a particular purpose,He's been tailor made,2,loaves and fishes,done for material benefits,She collected the loaves and fishes,2,0,1,1,0,2
heart in his mouth,to feel extremely anxious or nervous faced with a dangerous or unpleasant situation,He had his heart in his mouth as he was about to say his proposal,1,cool your jets,to calm down and stop being so anxious or elated.,I told him to cool his jets because his plane was moving too fast,1,fill the bill,be exactly suitable for a particular situation,The job would fill the bill and provide enough money to cover expenses,1,been tailor made,specially made for a particular purpose,He's been tailor made,2,loaves and fishes,done for material benefits,She collected the loaves and fishes,2,0,1,0,2,2
heart in his mouth,to feel extremely anxious or nervous faced with a dangerous or unpleasant situation,He had his heart in his mouth as he was about to say his proposal,1,cool your jets,to calm down and stop being so anxious or elated.,I told him to cool his jets because his plane was moving too fast,1,fill the bill,be exactly suitable for a particular situation,The job would fill the bill and provide enough money to cover expenses,1,been tailor made,specially made for a particular purpose,He's been tailor made,2,loaves and fishes,done for material benefits,She collected the loaves and fishes,2,0,1,0,2,2
a little bird told me,it is used when a person is trying to hide the source of his information,A little bird told me that it was nesting in the tree,1,take with a grain of salt,to understand that something is not completely true or right,I take it with a grain of salt because some of it didn't seem entirely accurate,0,across the board,applying to everyone,We took action across the board to make sure the situation was handled efficiently,0,behind closed doors,in clandestine,They talked behind closed doors when they thought nobody else was listening,0,fly off the handle,To lose one's temper and get angry for seemingly no reason (does not usually refer to situations that would warrant an emotional response).,I flew off the handle when I pulled it too hard,1,1,0,0,1,1
a little bird told me,it is used when a person is trying to hide the source of his information,A little bird told me that it was nesting in the tree,1,take with a grain of salt,to understand that something is not completely true or right,I take it with a grain of salt because some of it didn't seem entirely accurate,0,across the board,applying to everyone,We took action across the board to make sure the situation was handled efficiently,0,behind closed doors,in clandestine,They talked behind closed doors when they thought nobody else was listening,0,fly off the handle,To lose one's temper and get angry for seemingly no reason (does not usually refer to situations that would warrant an emotional response).,I flew off the handle when I pulled it too hard,1,3,0,0,2,3
a little bird told me,it is used when a person is trying to hide the source of his information,A little bird told me that it was nesting in the tree,1,take with a grain of salt,to understand that something is not completely true or right,I take it with a grain of salt because some of it didn't seem entirely accurate,0,across the board,applying to everyone,We took action across the board to make sure the situation was handled efficiently,0,behind closed doors,in clandestine,They talked behind closed doors when they thought nobody else was listening,0,fly off the handle,To lose one's temper and get angry for seemingly no reason (does not usually refer to situations that would warrant an emotional response).,I flew off the handle when I pulled it too hard,1,1,0,2,0,1
at the helm,"in charge of an organization, group of people, etc.",We have her at the helm to lead us through this difficult challenge,0,at bottom,to the core of the object,It's all at bottom,2,give it a whirl,to try something new.,"Yesterday, I gave it a whirl as I decided to try my luck",0,tall poppy,a privileged or distinguished person.,"She's a tall poppy in the field, so everyone takes notice of her",0,rip off,the act of stealing,He ripped off the bank,2,0,2,0,0,0
at the helm,"in charge of an organization, group of people, etc.",We have her at the helm to lead us through this difficult challenge,0,at bottom,to the core of the object,It's all at bottom,2,give it a whirl,to try something new.,"Yesterday, I gave it a whirl as I decided to try my luck",0,tall poppy,a privileged or distinguished person.,"She's a tall poppy in the field, so everyone takes notice of her",0,rip off,the act of stealing,He ripped off the bank,2,2,2,2,2,2
at the helm,"in charge of an organization, group of people, etc.",We have her at the helm to lead us through this difficult challenge,0,at bottom,to the core of the object,It's all at bottom,2,give it a whirl,to try something new.,"Yesterday, I gave it a whirl as I decided to try my luck",0,tall poppy,a privileged or distinguished person.,"She's a tall poppy in the field, so everyone takes notice of her",0,rip off,the act of stealing,He ripped off the bank,2,0,2,0,0,0
cook his goose,to spoil someone's chances of success,He's cooked his goose by lying about his credentials,0,frighten or scare to death,make somebody feel very frightened.,She was frightened to death when she heard the loud clap of thunder,0,seal of approval,an official sign of approval,I got my seal of approval,2,on the pig's back,a successful situation and everything is going well for that person,Everything is on the pig's back,2,not getting anywhere,to make no progress at all; not improving or advancing a particular situation,I'm not getting anywhere with this project no matter how hard I try,0,0,2,2,2,0
cook his goose,to spoil someone's chances of success,He's cooked his goose by lying about his credentials,0,frighten or scare to death,make somebody feel very frightened.,She was frightened to death when she heard the loud clap of thunder,0,seal of approval,an official sign of approval,I got my seal of approval,2,on the pig's back,a successful situation and everything is going well for that person,Everything is on the pig's back,2,not getting anywhere,to make no progress at all; not improving or advancing a particular situation,I'm not getting anywhere with this project no matter how hard I try,0,0,0,0,2,0
