annotations_ambiguous,annotations_figurative,annotations_literal,bad_idiom,converted,error,idiom,intended_ambiguous,intended_ambiguous_old,intended_figurative,intended_figurative_old,intended_literal,intended_literal_old,is_literal,iter,justification,maxvote - for sort,maxvote_ambiguous,maxvote_figurative,maxvote_literal,meaning,well_formed
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,ring a bell,ring a bell for them,It's ringing a bell,mentioning the old restaurant seemed to ring a bell for them,It's ringing a bell because I remember seeing it somewhere,the teacher asked me to ring a bell for them to signal the end of recess,It's ringing a bell so I should pick it up.,True,0,"In this context, 'ring a bell' is used in its literal sense, as the action of ringing an actual bell to signal the end of recess.",ambiguous : figurative : literal,ambiguous,figurative,literal,something that sounds familiar,True
"['figurative', 'ambiguous', 'ambiguous']","['literal', 'figurative', 'figurative']","['literal', 'figurative', 'literal']",False,False,False,ring fencing,<implementing ring fencing>,They implemented ring fencing,the company is <implementing ring fencing> to protect its core assets,They implemented ring fencing to protect their assets from outside interference,the farmer was <implementing ring fencing> to keep his animals safe from predators,They implemented ring fencing around the perimeter of the property,False,0,"The hypothesis is not a literal interpretation of the idiom 'ring fencing' because it is not about physically creating a fence around something. Instead, it figuratively refers to the act of protecting or isolating resources, in this case, funds.",ambiguous : figurative : literal,ambiguous,figurative,literal,to create a separate legal entity through the way of off-shore accounting in order to protect some assets in a corporation,True
"['figurative', 'ambiguous', 'figurative']","['literal', 'ambiguous', 'figurative']","['literal', 'literal', 'figurative']",False,False,False,rip off,rip off the cover,He ripped off the bank,the plagiarized book seemed to rip off the cover of the original work,He ripped off the bank when he made off with large amounts of their money,"with a strong pull, he managed to rip off the cover of the old book",He ripped off the bank by tearing apart their documents,True,0,"In this context, 'rip off' is used to describe the physical action of tearing the cover from the old book, which is a literal interpretation of the phrase.",figurative : ambiguous : literal,figurative,ambiguous,literal,the act of stealing,False
"['figurative', 'ambiguous', 'literal']","['figurative', 'figurative', 'figurative']","['ambiguous', 'figurative', 'ambiguous']",False,False,False,rise and shine,rise and shine,It's time to rise and shine,"it's a new day, rise and shine and make the most of it",It's time to rise and shine and start the journey of reaching our goals,"as the sun began to rise and shine, it illuminated the morning sky",It's time to rise and shine and show everyone how beautiful this sunrise is,True,1,"In this context, 'rise and shine' is used to describe the sun's literal action of rising and shining, rather than the idiomatic meaning of waking up and being energetic.",ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,to ask someone to wake up and become active in the daily chores,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,rock the boat,rocked the boat a bit,He decided to rock the boat,"by questioning the company's policies, he rocked the boat a bit among his colleagues",He decided to rock the boat by asking the unpopular questions in the meeting,"as they leaned over the side to take a picture, they accidentally rocked the boat a bit",He decided to rock the boat by literally rocking it back and forth in the water,True,0,"In this context, 'rock the boat' is used to describe the physical action of causing the boat to move or sway, which is a literal interpretation of the phrase.",ambiguous : figurative : literal,ambiguous,figurative,literal,to make trouble.,True
"['ambiguous', 'ambiguous', 'ambiguous']","['literal', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,rocket science,<not exactly rocket science>,This isn't rocket science,figuring out how to use the new software was <not exactly rocket science>,This isn't rocket science-- it's just a basic math problem,"compared to biology, studying the physics of space travel is <not exactly rocket science>",This isn't rocket science-- it's just a science experiment we can perform in the classroom,False,0,"In this context, 'rocket science' is used figuratively to imply that physics is not as difficult or complex as rocket science, which is known for its complexity. The sentence is not referring to the literal study of rocket science.",ambiguous : figurative : literal,ambiguous,figurative,literal,something very difficult to understand,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,True,False,roll the dice,she rolled the dice on that decision,He rolled the dice,she rolled the dice on that decision and hoped for the best,He rolled the dice and took a risk to try a new business venture,"during the board game, she rolled the dice on that decision and moved her piece accordingly",He rolled the dice in the game of craps,True,0,"In this context, the idiom 'roll the dice' is used literally, as it refers to the physical action of rolling dice in a board game.",ambiguous : figurative : literal,ambiguous,figurative,literal,to gamble or take a chance on something or someone,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,roots run deep,their roots run deep,Their roots run deep,"in this small town, their roots run deep and everyone knows each other",Their roots run deep in the community due to how much they help their neighbors,the oak tree in the park is so old that their roots run deep underground,Their roots run deep into the ground which gives their plants access to nutrients,True,0,"In this case, the idiom 'roots run deep' is used to describe the actual roots of an oak tree extending deep into the ground, which is a literal interpretation of the phrase.",ambiguous : figurative : literal,ambiguous,figurative,literal,"similar in meaning to ""deep-rooted.""",True
"['figurative', 'figurative', 'figurative']","['figurative', 'ambiguous', 'figurative']","['literal', 'literal', 'literal']",False,False,False,rub shoulders,rubbed shoulders with the famous,Today he rubbed shoulders with the elite.,"at the gala, she rubbed shoulders with the famous and made valuable connections",Today he rubbed shoulders with the elite and was finally accepted into the high society,"during the crowded bus ride, he accidentally rubbed shoulders with the famous actress",Today he rubbed shoulders with the elite by physically standing close to them,True,0,"In this context, 'rubbed shoulders' is used to describe the physical act of shoulders touching, which is a literal interpretation of the phrase.",figurative : figurative : literal,figurative,figurative,literal,"to meet and spend time with people, especially when they are powerful or famous",False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,rub the wrong way,rubbed him the wrong way,It rubbed the wrong way,her sarcastic comments rubbed him the wrong way and made him feel uncomfortable,It rubbed the wrong way when he started criticizing her performance,she accidentally rubbed him the wrong way while trying to give him a back massage,It rubbed the wrong way because she was brushing it in the opposite direction,True,0,"In this context, 'rub the wrong way' is used to describe a physical action of rubbing someone's back incorrectly, which is a literal interpretation of the idiom.",ambiguous : figurative : literal,ambiguous,figurative,literal,to tick someone off,True
"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,run across,run across the field,I ran across something interesting,"while researching, I happened to run across the field of quantum physics",I ran across something interesting while I was researching the topic,"during the soccer match, the players had to run across the field to reach the ball",I ran across the street to retrieve what I saw,True,0,"In this context, 'run across' is used literally to describe the physical action of running from one side of the field to the other to reach the ball.",ambiguous : figurative : literal,ambiguous,figurative,literal,meet someone by accident,True
"['ambiguous', 'literal', 'ambiguous']","['literal', 'literal', 'ambiguous']","['figurative', 'literal', 'literal']",False,False,False,run for cover,ran for cover,He ran for cover,"when the boss started asking about the project's progress, we ran for cover by changing the subject",He ran for cover as soon as he heard shots fired,"as the rain began to pour, we ran for cover under a nearby tree",He ran for cover because it started raining,True,0,"In this context, 'run for cover' is used literally as the individuals are physically running to find shelter from the rain under a tree.",ambiguous : literal : literal,ambiguous,literal,literal,to seek shelter,False
"['ambiguous', 'ambiguous', 'ambiguous']","['literal', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,run out,run out of time,I ran out,we need to hurry or we'll run out of time to finish the project,I ran out of ideas on how to solve this problem,"the clock's battery died, causing it to run out of time",I ran out the door when I heard the siren,True,0,"In this context, 'run out' is used literally to describe the clock's battery dying and causing it to stop keeping time.",ambiguous : figurative : literal,ambiguous,figurative,literal,to not have enough of something,True
"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,run out of steam,ran out of steam,I'm running out of steam,"after working on the project for hours, she finally ran out of steam and took a break",I'm running out of steam and need a break from my daily routine,the old steam engine ran out of steam and came to a halt,I'm running out of steam as the engine runs dry of fuel,True,0,"In this case, the hypothesis is a literal interpretation of the idiom 'run out of steam', as it refers to an actual steam engine running out of steam and stopping.",ambiguous : figurative : literal,ambiguous,figurative,literal,to lose the effect that something once had,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'figurative', 'literal']",False,False,False,sacred cow,treated it like a sacred cow,It's a sacred cow,"the company treated it like a sacred cow, refusing to change their outdated policy",It's a sacred cow because no one can touch it,"in the village, they treated it like a sacred cow and offered it food and respect",It's a sacred cow because it is treated with respect in Indian culture,True,0,"In this context, the sacred cow is being treated as an actual cow that is considered sacred and offered food and respect, which is a literal interpretation of the idiom.",ambiguous : figurative : literal,ambiguous,figurative,literal,something that people believe or accept as true without questioning it.,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']",False,False,False,safe bet,<a safe bet for success>,It's a safe bet,investing in that company is <a safe bet for success> due to their strong track record,It's a safe bet that I'll be able to talk to the CEO,placing a wager on the favorite horse is <a safe bet for success> in the race,It's a safe bet that I won't be injured playing roulette,False,0,"The hypothesis is not a literal interpretation of the idiom 'safe bet' because it uses the idiom figuratively to describe a situation where success is likely, rather than referring to an actual bet or wager.",ambiguous : figurative : figurative,ambiguous,figurative,figurative,fair assumption; reasonable guess; opinion or view that is likely to prove correct.,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,sail through,<sailed through the test>,She sailed through,she studied hard and <sailed through the test> with ease,She sailed through the project due to her diligence and hard work,"during the boating competition, they <sailed through the test> course",She sailed through the lake due to favorable winds,False,0,"Although the sentence involves sailing and the sea, the idiom 'sail through' is used figuratively to describe the captain's ability to handle the challenges with ease, not literally sailing through an obstacle.",ambiguous : figurative : literal,ambiguous,figurative,literal,to succeed in doing it without difficulty,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'figurative', 'literal']",False,False,False,saved by the bell,<saved by the bell>,He was saved by the bell,"when the teacher asked for my homework, I was <saved by the bell> as it rang",He was saved by the bell when his friend called to help him with the test,the trapped kitten was <saved by the bell> when the church bell's sound alerted the rescuers,He was saved by the bell when it signaled the end of the day,False,0,"The idiom 'saved by the bell' is used figuratively to mean being rescued from a difficult situation just in time. In the hypothesis, the bell is a fire alarm, which is a literal bell, but the phrase is still used figuratively to describe being saved from a dangerous situation.",ambiguous : figurative : literal,ambiguous,figurative,literal,to be saved from losing because there is a signal of the event coming to an end,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'ambiguous', 'figurative']","['literal', 'literal', 'literal']",False,False,False,saved his neck,saved his neck at the last moment,He saved his neck,his coworker's intervention saved his neck at the last moment from getting fired,He saved his neck by coming up with a brilliant idea,the safety harness saved his neck at the last moment when he fell off the ladder,He saved his neck from a noose by pulling away quickly,True,0,"In this context, 'saved his neck' is used literally, as the safety harness prevented physical harm to his neck when he fell off the ladder.",ambiguous : figurative : literal,ambiguous,figurative,literal,to manage to escape from serious danger or trouble,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'ambiguous']",False,False,False,scrape the bottom of the barrel,scraping the bottom of the barrel,He had to scrape the bottom of the barrel,hiring that unqualified candidate was like scraping the bottom of the barrel,He had to scrape the bottom of the barrel to find a desperate solution to the problem,"to get the last bit of jam, she was scraping the bottom of the barrel",He had to scrape the bottom of the barrel to get the last drops of oil,True,0,"In this context, the idiom is used literally as the person is physically scraping the bottom of a barrel to get the last bit of jam.",ambiguous : figurative : literal,ambiguous,figurative,literal,"It is a phrase used to describe something you know is not in good condition, but you have to select it since you don't have an option of choosing the better one.",True
"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,scratch the surface,scratched the surface,He only scratched the surface,"during the lecture, we only scratched the surface of the topic and didn't dive deep",He only scratched the surface when discussing the issue; he failed to explore the deeper implications,"with a coin, she scratched the surface of the lottery ticket to reveal the numbers",He only scratched the surface of the wall to clean off the paint,True,1,"In this context, 'scratch the surface' is used literally, as the person is physically scratching the surface of a lottery ticket with a coin.",ambiguous : figurative : literal,ambiguous,figurative,literal,to deal with only a small part of a problem,True
"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'figurative', 'ambiguous']","['literal', 'literal', 'literal']",False,False,False,seal of approval,<gave the seal of approval>,I got my seal of approval,the CEO <gave the seal of approval> to the new marketing strategy,I got my seal of approval when my boss agreed to the project plan,the zookeeper <gave the seal of approval> to enter the water,I got my seal of approval when I ordered a stamp with my signature on it,False,0,"The idiom 'seal of approval' is used figuratively to mean endorsement or confirmation. In this context, the notary is giving their endorsement to the legal document, not literally applying a seal.",ambiguous : figurative : literal,ambiguous,figurative,literal,an official sign of approval,True
"['figurative', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']",False,False,False,second wind,found a second wind,She got her second wind,"after a short break, the marathon runner found a second wind and continued running",She got her second wind after watching the inspiring movie,"while searching through the attic, he found a second wind chime to add to his collection",She got her second wind after barely finishing the marathon,True,0,"In this sentence, 'second wind' is used to describe an additional wind chime, which is a literal interpretation of the phrase. It does not use the idiom's figurative meaning of gaining new energy or strength after feeling tired or worn out.",figurative : figurative : figurative,figurative,figurative,figurative,another burst of energy when you had been too tired to finish,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,see eye to eye,seeing eye to eye with her,They don't see eye to eye,"after discussing our differences, we started seeing eye to eye with her",They don't see eye to eye when discussing their beliefs and opinions,"during the staring contest, we were seeing eye to eye with her",They don't see eye to eye if they stand in front of each other,True,0,"In this context, the phrase 'seeing eye to eye' is used literally, as it describes two people looking directly into each other's eyes during a staring contest.",ambiguous : figurative : literal,ambiguous,figurative,literal,to agree fully with someone,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,see light at end of tunnel,saw light at the end of the tunnel,I can see the light at end of tunnel,"after months of hard work, they finally saw light at the end of the tunnel when the project was nearing completion",I can see the light at end of tunnel as hope blossomed in my heart,"while exploring the cave, they saw light at the end of the tunnel and knew they were close to the exit",I can see the light at end of tunnel which means the end of the long and dark tunnel is near,True,0,"In this context, the idiom is used literally as it describes seeing actual light at the end of a physical tunnel, indicating the exit of the cave.",ambiguous : figurative : literal,ambiguous,figurative,literal,to see signs of hope for the future after a long period of difficulty,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,see the light,finally saw the light,He finally saw the light,"after struggling with the problem for hours, he finally saw the light and found the solution",He finally saw the light after much contemplation and struggle,"after being in the dark cave for hours, they finally saw the light when they reached the exit",He finally saw the light when the dawn broke,True,0,"In this context, 'saw the light' is used literally to describe seeing actual light after being in a dark cave, rather than the figurative meaning of understanding or realizing something.",ambiguous : figurative : literal,ambiguous,figurative,literal,realise or understand something,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'ambiguous', 'figurative']","['literal', 'literal', 'literal']",False,False,False,set the bar,<set the bar high>,You set the bar,she <set the bar high> for her colleagues with her outstanding performance,You set the bar high with your success which made everyone push to surpass your achievements,the athlete <set the bar high> for the high jump competition,You set the bar on the ground as you completed your work out,False,0,"In this context, 'set the bar' is used figuratively to mean setting a high standard or expectation for the high jump competition, not physically setting a bar.",ambiguous : figurative : literal,ambiguous,figurative,literal,fix the standards acceptable for the task,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,True,False,shades of grey,they saw shades of grey,It's not all shades of grey,"in the complex political situation, they saw shades of grey rather than a clear right or wrong",It's not all shades of grey – there's a larger spectrum of emotions and complexities in life,"as an artist, they saw shades of grey when mixing black and white paint","It's not all shades of grey – there's also black, white and other colors as well",True,0,"In this context, 'shades of grey' is used to describe the literal process of mixing black and white paint to create different shades of grey, rather than the figurative meaning of moral ambiguity or complexity.",ambiguous : figurative : literal,ambiguous,figurative,literal,refers to a situation where things are not really clear,True
"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,shake a leg,shaking a leg,"Hurry up and shake a leg"" ","we were running late, so our mom told us to start shaking a leg",Hurry up and shake a leg before it's too late,"during the dance class, the instructor demonstrated shaking a leg to the rhythm",Hurry up and shake a leg so you can get your blood flowing,True,0,"In this context, 'shake a leg' is used literally as the instructor is demonstrating a dance move that involves shaking a leg to the rhythm.",ambiguous : figurative : literal,ambiguous,figurative,literal,"to go fast, hurry",True
"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'figurative', 'literal']","['figurative', 'literal', 'literal']",False,False,False,shoot from the hip,shooting from the hip,He's always shooting from the hip,"during the debate, he was shooting from the hip with his quick responses","He's always shooting from the hip, which means he speaks without thinking or weighs his words","at the shooting range, he practiced shooting from the hip to improve his accuracy","He's always shooting from the hip, which means he pulls out and shoots his gun quickly",True,0,"In this context, 'shooting from the hip' is used literally to describe the physical action of firing a gun from the hip level, rather than its figurative meaning of speaking or acting impulsively.",ambiguous : figurative : literal,ambiguous,figurative,literal,"speak directly or bluntly, without caring for consequences",True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']",False,False,False,short fuse,has a short fuse,He has a short fuse,"be careful around him, he has a short fuse and gets angry easily","He has a short fuse, resulting in outbursts of anger when something doesn't go his way","the firecracker has a short fuse, so it will explode quickly after lighting it","He has a short fuse, making him unable to handle the stress of the situation",True,0,"In this context, the 'short fuse' is used to describe the actual physical fuse of a firecracker, which will cause it to explode quickly. This is a literal interpretation of the idiom.",ambiguous : figurative : figurative,ambiguous,figurative,figurative,to get angry quickly.,False
"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'figurative']","['literal', 'figurative', 'literal']",False,False,False,shot in the dark,took a shot in the dark,It was a shot in the dark,"without any information, he took a shot in the dark and guessed the answer",It was a shot in the dark when I said I think I know the answer,"during the blackout, he took a shot in the dark with his camera",It was a shot in the dark when I closed my eyes and threw the dart,True,0,"In this context, 'shot in the dark' is used literally to describe taking a photo in a dark environment, rather than its figurative meaning of making a random guess.",ambiguous : figurative : literal,ambiguous,figurative,literal,an attempt to guess something when you have no information or knowledge about the subject and therefore cannot possibly know what the answer is,True
"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,show the door,showed him the door,He showed the door,"when he started making inappropriate comments, the manager showed him the door",He showed the door to the unruly guest,"since he was lost in the building, she kindly showed him the door to exit",He showed the door so people could find their way out,True,0,"In this context, 'show the door' is used literally as the person is being shown the physical door to exit the building, rather than the idiomatic meaning of asking someone to leave or dismissing them.",ambiguous : figurative : literal,ambiguous,figurative,literal,make it clear that somebody must leave,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'literal', 'figurative']",False,False,False,show true colors,<showed their true colors>,He showed his true colors,"when the pressure mounted, they <showed their true colors> and revealed their selfish nature",He showed his true colors by being dishonest about the details,the chameleon <showed their true colors> when it stopped blending in with the environment,He showed his true colors when he finally painted the walls in his room the color of his choice,False,0,"Although the hypothesis uses the concept of a chameleon changing colors, which seems literal, it still uses the idiom 'show true colors' in a figurative sense to describe revealing one's true nature or intentions.",ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,to reveal what one is really like,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,silver spoon,born with a silver spoon,She had a silver spoon,"he was born with a silver spoon in his mouth, inheriting a fortune from his family",She had a silver spoon when it came to her education since her parents could afford to send her to the best schools,"in a unique family tradition, every child was born with a silver spoon placed beside them",She had a silver spoon when she was born meaning that her parents gave her a sterling silver spoon as a gift,True,0,"The hypothesis describes a situation where a silver spoon is physically placed beside a child, which is a literal interpretation of the idiom 'silver spoon'. The idiom is usually used figuratively to describe someone born into wealth or privilege.",ambiguous : figurative : literal,ambiguous,figurative,literal,having a rich or privileged background,True
"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,sink or swim,sink or swim situation,He's in a sink or swim situation,starting a new job without any training was a sink or swim situation for her,"He's in a sink or swim situation, where he will either be incredibly successful or completely fail","when thrown into the deep end of the pool, it was a sink or swim situation for the inexperienced swimmer","He's in a sink or swim situation, where he will either be able to stay afloat or be underwater",True,0,"In this context, the idiom 'sink or swim' is used literally, as it refers to an actual swimming situation where the person must either swim or risk sinking in the water.",ambiguous : figurative : literal,ambiguous,figurative,literal,"having to do something alone, and their success or failure depends entirely on their own efforts",True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,sit on the fence,sitting on the fence,I'm sitting on the fence,"when it came to choosing a side, he was always sitting on the fence",I'm sitting on the fence and not picking a side in the argument,the cat was sitting on the fence and observing the birds,I'm sitting on the fence because it's the highest spot in the yard,True,0,"In this sentence, the cat is literally sitting on a physical fence, which is a direct interpretation of the idiom 'sit on the fence' without considering its figurative meaning of being indecisive or not taking sides.",ambiguous : figurative : literal,ambiguous,figurative,literal,delay or avoid making a decision or choice,True
"['figurative', 'figurative', 'ambiguous']","['literal', 'literal', 'figurative']","['figurative', 'ambiguous', 'figurative']",False,False,False,sit tight,sit tight and wait,We had to sit tight,the manager told us to sit tight and wait for further instructions,We had to sit tight and wait for better news,the roller coaster operator instructed us to sit tight and wait for the ride to start,We had to sit tight because the bus was full,True,0,"In this context, 'sit tight' is used literally, as it refers to physically sitting securely and waiting for the roller coaster ride to start.",figurative : literal : figurative,figurative,literal,figurative,wait patiently,False
"['ambiguous', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['ambiguous', 'ambiguous', 'ambiguous']",False,False,False,sitting duck,like a sitting duck,He's a sitting duck,"without any protection, he was like a sitting duck for his opponents","He's a sitting duck, always vulnerable in these types of situations","the decoy in the pond was like a sitting duck, attracting the real ducks",He's a sitting duck in the pond,True,0,"In this context, the decoy is literally a sitting duck, as it is a duck-shaped object that is stationary in the pond, attracting real ducks.",ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,to be an easy target,False
"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,skating on thin ice,skating on thin ice,He's skating on thin ice,"by constantly arriving late to work, he was skating on thin ice with his boss",He's skating on thin ice as he's balancing on the edge of disaster,"despite the danger, they were skating on thin ice on the frozen lake",He's skating on thin ice and he could break through it at any moment,True,0,"The hypothesis describes a situation where people are actually skating on a frozen lake with thin ice, which is a literal interpretation of the idiom 'skating on thin ice'.",ambiguous : figurative : literal,ambiguous,figurative,literal,to do something considered quite dangerous or risky,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,skeleton in the closet,discovered a skeleton in the closet,She had a skeleton in the closet,"when digging into his past, we discovered a skeleton in the closet that he had been hiding",She had a skeleton in the closet when it came to her failed marriage,"while exploring the haunted house, we discovered a skeleton in the closet of one of the rooms",She had a skeleton in the closet that she put there for decoration,True,0,"The hypothesis describes finding an actual skeleton inside a closet, which is a literal interpretation of the idiom 'skeleton in the closet', rather than its figurative meaning of a hidden secret or shameful past.",ambiguous : figurative : literal,ambiguous,figurative,literal,"a secret of an embarrassing, guilty or shameful nature that you don't want to disclose",True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']",False,False,False,sleep on,sleep on the decision,Let's sleep on it,"it's a tough choice, so I'll sleep on the decision and let you know tomorrow",Let's sleep on it and decide after some time for thought,"with no bed available, he had to sleep on the decision he made by using a pile of papers",Let's sleep on it and decide tomorrow morning,True,0,"The hypothesis is a literal interpretation because it describes physically sleeping on a pile of papers, rather than the figurative meaning of taking time to think about a decision.",ambiguous : figurative : figurative,ambiguous,figurative,figurative,postpone making a choice until the following day.,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,False,False,smell a rat,smelled a rat in the situation,She smelt a rat,he smelled a rat in the situation when his colleague started acting suspiciously,She smelt a rat when the story changed and knew something was off,the exterminator smelled a rat in the situation and began searching for its nest,She smelt a rat when it ran past her,True,0,"In this case, the exterminator is literally smelling a rat, which is a part of their job. The idiom is used in its literal sense, not figuratively to imply suspicion or doubt.",ambiguous : figurative : literal,ambiguous,figurative,literal,sense that something is not right,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'literal', 'literal']",False,False,False,smell something fishy,smelled something fishy,I smell something fishy,"when he started avoiding my questions, I smelled something fishy about his story",I smell something fishy when I heard about his new career move,"walking past the seafood market, I smelled something fishy in the air",I smell something fishy coming from the kitchen,True,0,"In this context, the phrase 'smelled something fishy' is used to describe the literal smell of fish at a seafood market, rather than the figurative meaning of sensing something suspicious or dishonest.",ambiguous : figurative : literal,ambiguous,figurative,literal,to have a suspicion that something is wrong,True
"['figurative', 'ambiguous', 'ambiguous']","['literal', 'figurative', 'figurative']","['ambiguous', 'ambiguous', 'literal']",False,False,False,smooth his ruffled feathers,smooth his ruffled feathers,I tried to smooth his ruffled feathers,I had to apologize to smooth his ruffled feathers after our disagreement,I tried to smooth his ruffled feathers by telling him a joke so he wouldn't be angry at me anymore,the bird handler had to smooth his ruffled feathers before the photoshoot,I tried to smooth his ruffled feathers as they were sticking out when he got mad,True,0,"In this context, the idiom is used literally, as it refers to a bird handler physically smoothing the feathers of a bird before a photoshoot.",ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,to make someone feel less angry or offended,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'ambiguous']",False,False,False,smooth sailing,experience smooth sailing,It's been smooth sailing,"once we resolved the initial issues, we could experience smooth sailing throughout the project",It's been smooth sailing for me since I moved to a new city,"on a calm day at sea, the boat would experience smooth sailing without any turbulence",It's been smooth sailing since we went on our boat trip yesterday,True,0,"The hypothesis is a literal interpretation of the idiom 'smooth sailing' as it refers to an actual boat sailing smoothly on a calm day at sea, without any turbulence.",ambiguous : figurative : literal,ambiguous,figurative,literal,easy progress without impediment or difficulty,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'literal', 'ambiguous']",False,True,False,snake in the grass,she found a snake in the grass,There was a snake in the grass,she found a snake in the grass when she discovered her friend 's betrayal,There was a snake in the grass within the group of colleagues - someone who was planning something behind everyone's back,"while walking through the field, she found a snake in the grass slithering away","There was a snake in the grass yesterday, so we had to stay careful",True,0,"The hypothesis describes an actual snake in the grass, which is a literal interpretation of the idiom. The idiom 'snake in the grass' usually refers to a deceitful or treacherous person, but the hypothesis is not using it in that figurative sense.",ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,a hidden army,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'figurative', 'ambiguous']",False,False,False,snake in the shoes,found a snake in the shoes,There was a snake in the shoes,he found a snake in the shoes when he discovered his best friend was betraying him,"There was a snake in the shoes metaphorically speaking, implying that disaster was about to happen","while cleaning the garage, he found a snake in the shoes he had left there",There was a snake in the shoes when I opened the box,True,0,"The hypothesis describes a situation where a snake is literally found inside a pair of shoes, which is a direct, word-for-word interpretation of the idiom.",ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,to be in a state of fear,False
