idiom,meaning,intended_ambiguous,intended_figurative,intended_literal,is_literal,justification,converted,iter,bad_idiom,error,intended_ambiguous_old,intended_figurative_old,intended_literal_old,maxvote - for sort,maxvote_ambiguous,maxvote_figurative,maxvote_literal,well_formed,annotations_ambiguous,annotations_figurative,annotations_literal
the sun rises and sets on them,to believe that someone is the most wonderful and important person in the world; to love and adore someone more than anyone else,the sun rises and sets on them,she adores her children so much that the sun rises and sets on them in her eyes,"living on a remote island, the sun rises and sets on them every day",True,"The hypothesis is a literal interpretation of the idiom, as it describes the sun physically rising and setting on the people living on a remote island, rather than the figurative meaning of someone being overly important or adored.",False,0,False,False,She thinks the sun rises and sets on them,She thinks the sun rises and sets on them because they are her world,She thinks the sun rises and sets on them because they live in a village near the equator,figurative : figurative : literal,figurative,figurative,literal,False,"['figurative', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'ambiguous']"
throw in the towel,to quit,throw in the towel,"after multiple failed attempts, he decided to throw in the towel and quit","after drying off, she decided to throw in the towel onto the laundry pile",True,"In this context, 'throw in the towel' is used literally, as it describes the physical action of throwing a towel onto a laundry pile after drying off.",False,0,False,False,He threw in the towel,He threw in the towel when it became clear that he could not achieve victory,He threw in the towel because he was sweating too much,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'ambiguous', 'figurative']","['literal', 'literal', 'ambiguous']"
throw it over the wall,"to deal with part of a problem or project, then pass the responsibility to another person or department without any communication or coordination",throw it over the wall,"after finishing the design, the team decided to throw it over the wall to the developers",he decided to throw it over the wall to get the ball back from the neighbor's yard,True,"In this context, the idiom is used literally as the person is physically throwing something over a wall to retrieve a ball from a neighbor's yard.",False,0,False,False,We threw it over the wall,We threw it over the wall to make someone else responsible for it,We threw it over the wall so it ended up in the neighbor's yard,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
throw the baby out with the bathwater,to remove something good in the bid of getting rid of something bad,throw the baby out with the bathwater,"in their haste to modernize the company, they decided to throw the baby out with the bathwater and discard valuable traditions",it would be absurd to accidentally throw the baby out with the bathwater while emptying the tub,True,"The hypothesis is a literal interpretation of the idiom, as it describes the physical act of accidentally throwing a baby out with the bathwater while emptying the tub, rather than the figurative meaning of discarding something valuable along with something unwanted.",False,0,False,False,They threw the baby out with the bathwater.,They threw the baby out with the bathwater when they decided to get rid of the entire program with no exceptions,They threw the baby out with the bathwater when they finished giving the baby a bath,figurative : figurative : literal,figurative,figurative,literal,False,"['figurative', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
tie the knot,to get married,tied the knot together,they tied the knot together in a beautiful ceremony surrounded by friends and family,the two sailors tied the knot together to secure the rope,True,"In this context, 'tie the knot' is used to describe the literal action of tying a knot, rather than its idiomatic meaning of getting married.",False,0,False,False,They tied the knot,They tied the knot at the wedding ceremony,They tied the knot when they used a rope to secure the boat in the marina,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
tight spot,to be in a very difficult situation,found themselves in a tight spot,they found themselves in a tight spot when they had to choose between two important events,the spelunkers found themselves in a tight spot while navigating the narrow cave,True,"In this context, 'tight spot' is used to describe a physically narrow and confined space in a cave, which is a literal interpretation of the idiom.",False,0,False,False,He was in a tight spot,"He was in a tight spot with all his obligations from work, school and family",He was in a tight spot as he was wedged in between two walls,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
tighten belt,to save your money,tighten the belt a bit,"due to the economic downturn, we had to tighten the belt a bit and cut some expenses","after losing some weight, he had to tighten the belt a bit to keep his pants up",True,"The hypothesis is a literal interpretation of the idiom 'tighten belt' as it refers to physically tightening a belt due to weight loss, rather than the figurative meaning of cutting expenses or living frugally.",False,0,False,False,We were told to tighten our belt,We were told to tighten our belt to save more money this year,We were told to tighten our belt to fit better,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['literal', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
tip of the iceberg,to only know a very small part of the problem,just the tip of the iceberg,the problems we discovered were just the tip of the iceberg in this company,"as we approached the glacier, we saw just the tip of the iceberg above the water",True,"The hypothesis is a literal interpretation of the idiom, as it describes an actual iceberg with only its tip visible above the water, rather than using the idiom to represent a small part of a larger issue or problem.",False,0,False,False,This is just the tip of the iceberg,This is just the tip of the iceberg of the things I want to talk about,"This is just the tip of the iceberg, the rest is hidden under the water",ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'ambiguous', 'literal']"
to see the back of,to be glad that you no longer have to deal with someone,to see the back of the problem,she was relieved to see the back of the problem after finding a solution,he had to see the back of the problem by flipping the paper over,True,"In this case, the hypothesis is literally about seeing the back of a problem by flipping a paper over, which is a physical action and not a figurative interpretation of the idiom.",False,0,False,False,I'm glad to see the back of them,I'm glad to see the back of them as they have caused so much trouble,I'm glad to see the back of them since I can now see the other side,ambiguous : ambiguous : literal,ambiguous,ambiguous,literal,False,"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'ambiguous']","['literal', 'literal', 'literal']"
to the core,totally,shaken to the core,the news of the tragedy left her shaken to the core,the powerful earthquake had shaken to the core of the Earth,True,"In this sentence, 'to the core' is used to describe the depth of the earthquake's impact, referring to the Earth's core literally. It does not use the idiom in its figurative sense, which means being deeply affected or fundamentally changed.",False,0,False,False,He was impacted to the core,He was impacted to the core after hearing the sad news,He was impacted to the core after dropping his apple on the ground,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,False,"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'ambiguous', 'figurative']"
tongue in cheek,"something said in humour, but with an act of being serious",<made a tongue-in-cheek remark>,he <made a tongue-in-cheek remark> about the absurdity of the situation,the comedian <made a tongue-in-cheek remark> while actually poking his tongue into his cheek,False,"The hypothesis uses the idiom 'tongue in cheek' in a figurative sense, meaning to make a sarcastic or ironic remark, rather than a literal interpretation of having one's tongue physically in their cheek.",False,1,False,False,He joked with a tongue in cheek,"He joked with a tongue in cheek, letting everyone know he was just being sarcastic","He joked with a tongue in cheek, holding it in place while he spoke",figurative : figurative : literal,figurative,figurative,literal,False,"['figurative', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
toot one's own horn,speak boastfully about oneself,tooting his own horn,he was always tooting his own horn about his accomplishments,"during the parade, he was tooting his own horn as part of the marching band",True,"In this context, 'tooting his own horn' is used literally, as the person is actually playing a horn instrument in a marching band during a parade. This is different from the figurative meaning of the idiom, which is to boast or brag about oneself.",False,0,False,False,I tooted my own horn,I tooted my own horn and told them proudly about my recent accomplishments,"I tooted my own horn and sounded a loud, proud note",ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
top dog,"The term ""top dog"" means a person, group, or thing in a position of power, particularly after struggling or winning a grueling competition.",became the top dog,"after years of hard work, she became the top dog in her company","at the dog show, her well-trained canine became the top dog among all the competitors",True,"In this context, 'top dog' is used to describe the best or highest-ranking dog in the competition, which is a literal interpretation of the idiom.",False,0,False,False,He's the top dog,"He's the top dog of the business world, making the most influential decisions",He's the top dog as he always walks ahead of the other three dogs,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,False,"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'ambiguous', 'figurative']"
tore your hair out,to be extremely agitated or distressed about something,tore your hair out,you tore your hair out trying to solve that complex math problem,you accidentally tore your hair out while removing the tangled hairbrush,True,"The hypothesis describes a situation where someone physically pulls their hair out due to a tangled hairbrush, which is a literal interpretation of the idiom 'tore your hair out'. The figurative meaning of the idiom is to be extremely frustrated or worried.",False,0,False,False,She was tearing her hair out,She was tearing her hair out trying to figure out the cause of the problem,She was tearing her hair out literally as she grabbed a handful of strands,ambiguous : ambiguous : literal,ambiguous,ambiguous,literal,False,"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'ambiguous']","['literal', 'literal', 'literal']"
toss-up,a situation where the result is unclear and can go either way,a toss-up between two options,choosing between the two job offers was a toss-up between two options,"the coin flip was a toss-up between two options, heads or tails",True,"In this context, the idiom 'toss-up' is used literally, as it refers to a coin flip, which is a physical action of tossing a coin to decide between two options.",False,0,False,False,It's a toss-up,It's a toss-up whether I should accept this job or not,It's a toss-up if this coin lands on heads or tails,figurative : figurative : literal,figurative,figurative,literal,False,"['figurative', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'figurative', 'literal']"
treasure trove,a priceless or valuable discovery,they discovered a treasure trove,"when they found the old library, they discovered a treasure trove of knowledge","while digging in the backyard, they discovered a treasure trove filled with gold coins",True,"In this context, 'treasure trove' is used literally to describe a collection of valuable items, such as gold coins, found hidden in the ground.",False,0,False,False,The shed was a treasure trove,The shed was a treasure trove of memories from long ago,The shed was a treasure trove of jewelry and coins,figurative : figurative : literal,figurative,figurative,literal,False,"['figurative', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'figurative', 'literal']"
troubled waters,a difficult phase of life,sailing through troubled waters,"during the financial crisis, the company was sailing through troubled waters","the storm made the sea rough, and the boat was sailing through troubled waters",True,"In this context, 'troubled waters' is used to describe the literal rough sea caused by the storm, rather than the figurative meaning of difficult situations or problems.",False,0,False,False,We are navigating troubled waters,We are navigating troubled waters as we speak to each other about our disagreements,We are navigating troubled waters as the boat violently rocks due to the storm,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
turn back on,choose not to speak to,she turned back on the situation,she turned back on the situation when she refused to help her friend,she turned back on the situation to avoid witnessing the accident,True,"In this case, the phrase 'turned back on' is used literally, as it describes the physical action of turning away from a situation to avoid witnessing an accident.",False,0,False,False,I had to turn back on it,I had to turn back on it and accept the way it's supposed to be,I had to turn back on it to use it again,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,False,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'ambiguous', 'figurative']","['literal', 'ambiguous', 'figurative']"
turn down a glass,to decline something that someone has offered.,turned down a glass,"at the party, he politely turned down a glass when offered a drink",she turned down a glass upside down to let it dry,True,"The hypothesis is a literal interpretation of the idiom, as it describes the physical action of turning a glass upside down. The idiom 'turn down a glass' is not a commonly used idiom, but the given interpretation is literal.",False,1,False,False,She turned down a glass,She turned down a glass when the waiter offered her a drink; an indication that she didn't want to consume anything,She turned down a glass when the waiter asked her if she wanted an extra glass,ambiguous : literal : literal,ambiguous,literal,literal,False,"['ambiguous', 'ambiguous', 'ambiguous']","['literal', 'literal', 'literal']","['literal', 'literal', 'literal']"
turn the tables,change your position with respect to someone else.,they turned the tables on her,they turned the tables on her by revealing her secret plan,"during the furniture rearrangement, they turned the tables on her to make more space",True,"In this context, 'turned the tables' is used to describe the physical action of moving tables, which is a literal interpretation of the phrase.",False,0,False,False,I turned the tables,"I turned the tables by speaking up for myself, showing them my true potential",I turned the tables to make sure they were aligned correctly before the game,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
twist arm,to make someone do what you want by making it difficult for them to refuse,twisted his arm,she twisted his arm to convince him to join the party,"during the wrestling match, he accidentally twisted his arm and felt pain",True,"In this context, 'twisted his arm' is used to describe a physical action that happened during a wrestling match, which is a literal interpretation of the phrase.",False,0,False,False,"I had to twist his arm"" ",I had to twist his arm to go on the date with me,I had to twist his arm to get him out of the car,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,False,"['ambiguous', 'ambiguous', 'literal']","['ambiguous', 'figurative', 'figurative']","['ambiguous', 'literal', 'ambiguous']"
two peas in a pod,practically identical in appearance,<like two peas in a pod>,"they are always together and share the same interests, just <like two peas in a pod>","the seeds in the garden grew <like two peas in a pod>, side by side",False,"The idiom 'two peas in a pod' is used figuratively to describe two people who are very similar or close to each other, not literally referring to peas in a pod.",False,0,False,False,They were two peas in a pod,They were two peas in a pod because they were perfectly alike and shared the same interests,They were two peas in a pod when they were sitting in the same pod of peas,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
ugly duckling,a young person who turns out to be beautiful or talented against all expectations.,<an ugly duckling story>,her transformation into a successful entrepreneur was <an ugly duckling story>,the children's book featured <an ugly duckling story> about a duck who eventually became a beautiful swan,False,"The hypothesis is not a literal interpretation of the idiom 'ugly duckling' because it uses the idiom figuratively to describe a story of transformation and personal growth, rather than referring to an actual ugly duck.",False,0,False,False,She was an ugly duckling,"She was an ugly duckling when she was young, but grew up to be quite a beautiful swan","She was an ugly duckling when she was born, with her gray and white feathers",ambiguous : ambiguous : literal,ambiguous,ambiguous,literal,False,"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'literal', 'ambiguous']","['literal', 'literal', 'literal']"
uncharted waters,"when you are in a situation that is unfamiliar to you, that you have no experience of and don't know what might happen",venturing into uncharted waters,starting a new business was like venturing into uncharted waters for her,the explorers were venturing into uncharted waters as they sailed to the unknown island,True,"In this context, 'uncharted waters' is used literally to describe the explorers sailing to an unknown island, which means the waters have not been mapped or documented before.",False,0,False,False,We are in uncharted waters,We are in uncharted waters trying to solve this problem,We are in uncharted waters as there are no maps of this area yet,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
under fire,being shot at,<under fire from their critics>,the company was <under fire from their critics> after a controversial decision,the soldiers were <under fire from their critics> as they tried to advance,False,"In this context, 'under fire' is used figuratively to describe the soldiers being criticized, not literally being shot at or under gunfire.",False,0,False,False,He was under fire,He was under fire when his company was accused of fraud,He was under fire when he was under attack in the war,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'literal']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
under the radar,"going unnoticed, avoiding unnecessary attention",working under the radar,he was working under the radar to avoid drawing attention to his project,the technician was working under the radar equipment to fix a malfunction,True,"In this sentence, the technician is literally working under a radar equipment, which is a direct interpretation of the idiom 'under the radar' rather than its figurative meaning of going unnoticed or avoiding attention.",False,0,False,False,He managed to stay under the radar,He managed to stay under the radar and avoid gossip or criticism,He managed to stay under the radar to avoid detection by radar,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
up a creek without a paddle,being in trouble.,found ourselves up a creek without a paddle,"when our car broke down in the middle of nowhere, we found ourselves up a creek without a paddle","while canoeing, we accidentally dropped our paddles and found ourselves up a creek without a paddle",True,"The hypothesis describes a literal situation where someone is canoeing and loses their paddles, which is a direct interpretation of the idiom 'up a creek without a paddle'.",False,0,False,False,I'm up a creek without a paddle,I'm up a creek without a paddle since I don't have any plan of action,I'm up a creek without a paddle since I forgot to bring one for this incident,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
up a river without a paddle,"when you are in an unfortunate situation, unprepared and with none of the resources to remedy the matter",found ourselves up a river without a paddle,"when the car broke down in the middle of nowhere, we found ourselves up a river without a paddle","while canoeing, we accidentally dropped our paddles and found ourselves up a river without a paddle",True,"The hypothesis describes a situation where someone is literally canoeing and loses their paddles, which is a literal interpretation of the idiom 'up a river without a paddle'.",False,0,False,False,He was up a river without a paddle,He was up a river without a paddle when he had no idea what to do next,He was up a river without a paddle when the powerboat broke down,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,False,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'ambiguous', 'ambiguous']"
up in the air,"unresolved, undecided",plans are up in the air,our vacation plans are up in the air due to the unpredictable weather,"the balloons carrying our plans are up in the air, floating away from us",True,"The hypothesis describes balloons physically floating in the air, which is a literal interpretation of the idiom 'up in the air'.",False,0,False,False,The outcome is still up in the air,The outcome is still up in the air because the jury is still deliberating,The outcome is still up in the air due to the windy weather,figurative : figurative : literal,figurative,figurative,literal,False,"['figurative', 'ambiguous', 'figurative']","['figurative', 'literal', 'figurative']","['literal', 'figurative', 'literal']"
up to the mark,to be good enough,not quite up to the mark,"his performance was not quite up to the mark, so he didn't get the promotion",the water level was not quite up to the mark on the measuring stick,True,"In this context, 'up to the mark' is used to describe the water level on a measuring stick, which is a literal interpretation of the idiom, as it refers to an actual physical mark.",False,0,False,False,This project was up to the mark,This project was up to the mark since it exceeded all expectations,This project was up to the mark since it was exactly how the design was planned,ambiguous : figurative : figurative,ambiguous,figurative,figurative,False,"['ambiguous', 'ambiguous', 'figurative']","['figurative', 'figurative', 'literal']","['figurative', 'figurative', 'figurative']"
up to the neck,"when people are very involved in something, especially when it's something wrong",buried up to the neck,he was buried up to the neck in work and couldn't take a break,"during the beach trip, they playfully buried up to the neck in sand",True,"The hypothesis describes a situation where someone is physically buried in sand up to their neck, which is a literal interpretation of the idiom 'up to the neck'.",False,0,False,False,They were up to the neck in work,They were up to the neck in work recently and were too busy to take a break,"They were up to the neck in water, swimming in a pool",figurative : figurative : literal,figurative,figurative,literal,False,"['figurative', 'ambiguous', 'figurative']","['figurative', 'figurative', 'literal']","['literal', 'literal', 'literal']"
ups and downs,good times and bad times,experienced ups and downs,"throughout their marriage, they experienced ups and downs but remained committed","on the roller coaster, we experienced ups and downs as it twisted and turned",True,"In this context, 'ups and downs' is used to describe the literal movement of the roller coaster, not the figurative meaning of life's good and bad moments.",False,0,False,False,This job comes with its ups and downs,This job comes with its ups and downs indicating its rewards as well as its difficulties,This job comes with its ups and downs as the head of the department sometimes yells and other times rewards the team,figurative : figurative : figurative,figurative,figurative,figurative,False,"['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']"
use your loaf,To tell someone to use their brain more in analysing what they are doing.,used their loaf,they used their loaf to solve the complex puzzle,they used their loaf of bread to make sandwiches for lunch,True,"In this sentence, 'loaf' is used to refer to an actual loaf of bread, which is a literal interpretation of the word 'loaf'. The idiom 'use your loaf' typically means to use one's intelligence or common sense, but in this case, it is used literally.",False,0,False,False,He used his loaf,He used his loaf to come up with the perfect solution,He used his loaf to bake a loaf of bread,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
velvet glove,"a person who appears gentle, but is determined and inflexible underneath",wearing a velvet glove,the manager was wearing a velvet glove when he gently guided the team through the crisis,"at the costume party, she was wearing a velvet glove as part of her elegant outfit",True,"In this sentence, the velvet glove is used in its literal sense, referring to an actual glove made of velvet material, rather than the figurative meaning of gentle or soft treatment.",False,0,False,False,He handled them with a velvet glove,"He handled them with a velvet glove, showing them compassion despite their misdeeds",He handled them with a velvet glove so that he wouldn't hurt them,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'literal', 'literal']"
voice in the wilderness,"someone who expresses an opinion that no one believes or listens to, especially if proved right later",a voice in the wilderness,his environmental concerns were a voice in the wilderness among the industrialists,"while hiking alone, she suddenly heard a voice in the wilderness and got scared",True,"In this sentence, the idiom 'voice in the wilderness' is used literally, as it describes a person hearing an actual voice while being in a wilderness area.",False,0,False,False,He was a voice in the wilderness,He was a voice in the wilderness offering advice that nobody wanted to hear,He was a voice in the wilderness shouting from the hills,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
vultures are circling,when something is in danger and its enemies are getting ready for the kill,the vultures are circling,"as the company's stock plummeted, the vultures are circling to buy it cheap","while observing the desert landscape, we noticed the vultures are circling above a carcass",True,"In this context, the idiom 'vultures are circling' is used literally, as it describes actual vultures circling above a carcass in a desert landscape.",False,0,False,False,The vultures are circling,"The vultures are circling the struggling business, looking for an opportunity to swoop in and take it over","The vultures are circling the sky today, searching for their next meal",ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
wag the dog,to divert attention from something that is bad,wagging the dog,the politician was wagging the dog by creating a diversion from the scandal,the playful puppy was wagging the dog by grabbing its tail,True,"The hypothesis is a literal interpretation of the idiom 'wag the dog', as it describes a puppy physically wagging a dog by grabbing its tail. This is different from the figurative meaning of the idiom, which refers to creating a diversion or distraction from a more important issue.",False,0,False,False,He was wagging the dog,He was wagging the dog by trying to distract people from the bigger issue,He was wagging the dog when playing with his pet,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'ambiguous', 'literal']"
walk on eggshell,to be careful about one's words or actions around another person,walking on eggshells around her,"since she was easily offended, we were always walking on eggshells around her","during the art performance, the performer was walking on eggshells around her as part of the act",True,"In this context, the performer is literally walking on eggshells as part of an art performance, which is a direct and literal interpretation of the idiom.",False,0,False,False,She's walking on eggshells,She's walking on eggshells around them as every little thing can start an argument,She's walking on eggshells since they are laid on the floor,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'figurative', 'literal']"
walk out on,end a relationship with someone suddenly,walked out on the presentation,"disappointed by the lack of support, she walked out on the presentation and left the room","during a sudden power outage, everyone walked out on the presentation to find a safer location",True,"In this context, 'walked out on' is used literally, as people physically left the presentation due to a power outage. It does not imply abandoning or leaving someone in a difficult situation, which is the figurative meaning of the idiom.",False,1,False,False,He walked out on her,He walked out on her when she needed him the most,He walked out on her when they were in an argument and he couldn't bear to stay,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'figurative']","['figurative', 'literal', 'literal']"
walking on broken glass,when a person is punished for something,walking on broken glass,dealing with her sensitive feelings was like walking on broken glass,he accidentally dropped a glass bottle and ended up walking on broken glass in the kitchen,True,"The hypothesis describes a situation where someone is literally walking on broken glass, which is a direct interpretation of the idiom without any figurative meaning.",False,0,False,False,They're walking on broken glass,They're walking on broken glass as they work through each problem step by step,They're walking on broken glass because they refused to wear the necessary protective gear,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,False,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'literal']","['literal', 'figurative', 'ambiguous']"
want his head on a platter,when someone makes you so angry that you want them to be punished,wanted his head on a platter,she was so furious with him that she wanted his head on a platter,the eccentric artist wanted his head on a platter for a macabre sculpture,True,"In this case, the hypothesis is a literal interpretation of the idiom, as it describes an artist wanting a physical head on a platter for a sculpture, rather than the figurative meaning of wanting someone to be punished or held accountable.",False,0,False,False,I want his head on a platter,I want his head on a platter because I'm so angry with him,I want his head on a platter for the Halloween party next week,ambiguous : figurative : figurative,ambiguous,figurative,figurative,False,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'figurative', 'figurative']"
wash dirty linen in public,discuss publicly matters that one should keep private,washed their dirty linen in public,they washed their dirty linen in public by arguing about their personal issues on social media,they washed their dirty linen in public at the outdoor laundromat,True,"The hypothesis is a literal interpretation of the idiom, as it describes physically washing dirty linen in a public place, rather than discussing private matters in public, which is the figurative meaning of the idiom.",False,0,False,False,She washed her dirty linen in public,She washed her dirty linen in public by arguing with her sister on the street corner,She washed her dirty linen in public at a laundromat yesterday,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
wash hands of,abandon taking responsibility for someone or something,washed their hands of the situation,"after trying to help for months, they finally washed their hands of the situation and moved on",they washed their hands of the situation by using soap and water after touching something dirty,True,"The hypothesis is a literal interpretation of the idiom 'wash hands of' because it describes physically washing hands with soap and water after touching something dirty, rather than the figurative meaning of disassociating oneself from a situation or responsibility.",False,0,False,False,I washed my hands of this,I washed my hands of this mess by refusing to get involved any further,I washed my hands of this dirt by using soap and water,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
watchdog,"one who protects against loss, corruption, waste, or objectionable practices.",hired a watchdog,the company hired a watchdog to monitor their financial transactions,they hired a watchdog to guard their property at night,True,"In this context, the term 'watchdog' is used to describe an actual dog that is hired to guard the property, which is a literal interpretation of the word.",False,0,False,False,He's been a watchdog,He's been a watchdog looking out for any potential issue in his company,He's been a watchdog barking whenever a stranger came near,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
water under the bridge,past events that are not important anymore,let it be water under the bridge,"despite their past disagreements, they decided to let it be water under the bridge and move forward","the river flowed swiftly, and they watched as debris let it be water under the bridge",True,"In this sentence, the idiom 'water under the bridge' is used to describe the literal action of water flowing under a bridge, carrying debris with it. This is a literal interpretation of the idiom, not the figurative meaning of letting past conflicts or problems go.",False,0,False,False,That's water under the bridge,That's water under the bridge now and we can move on to other things,That's water under the bridge and it can no longer be seen,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']"
way around,"to find an alternative for something, someone or to perform a task",knows his way around,he knows his way around computers and can fix any issue,"as a local, he knows his way around the city and can navigate easily",True,"In this context, 'way around' is used literally to describe the ability to navigate and find one's way through the city.",False,0,False,False,"They found a way around it"" ",They found a way around it by doing the opposite,They found a way around it by going to the other side,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'ambiguous', 'literal']"
weak in the knees,"to be overcome by a strong feeling, usually desire",she felt weak in the knees,"when she saw her favorite celebrity, she felt weak in the knees","after running a marathon, she felt weak in the knees due to exhaustion",True,"In this context, 'weak in the knees' is used to describe the physical sensation of exhaustion in the knees after running a marathon, which is a literal interpretation of the phrase.",False,0,False,False,She made him weak in the knees,She made him weak in the knees with her charm and beauty,She made him weak in the knees after he took the wrong medication,ambiguous : figurative : literal,ambiguous,figurative,literal,True,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'figurative']"
