idiom,meaning,intended_ambiguous,intended_figurative,intended_literal,num_reprompt,pron_converted,intended_ambiguous_old,intended_figurative_old,intended_literal_old,annotations_ambiguous_old,annotations_figurative_old,annotations_literal_old,well_formed_old,maxvote_id_old,maxvote_ambiguous_old,maxvote_figurative_old,maxvote_literal_old
straight from the horse's mouth,from a dependable or reliable source,heard it straight from the horse's mouth,I heard it straight from the horse's mouth that the company is planning a merger,the veterinarian heard it straight from the horse's mouth when the animal neighed loudly,0,False,He heard it straight from the horse's mouth,He heard it straight from the horse's mouth so you know it's true,He heard it straight from the horse's mouth because he was standing right next to it,"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'ambiguous']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
straight shooter,someone who speaks the truth,a straight shooter,"in the world of politics, her reputation as a straight shooter sets her apart from the rest","the archer was a straight shooter, hitting the bullseye every time",1,False,He's a straight shooter,He's a straight shooter when it comes to giving advice,He's a straight shooter when it comes to shooting hoops,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'ambiguous', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
straighten up and fly right,to get serious and stop acting absurd anymore.,to straighten up and fly right,"after a stern warning from his boss, he decided to straighten up and fly right at work",the pilot had to straighten up and fly right to avoid turbulence,0,True,He decided to straighten up and fly right,"He decided to straighten up and fly right, determined to make smarter choices from now on","He decided to straighten up and fly right, adjusting the position of his wings to gain more elevation","['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
strike while the iron is hot,to take advantage of a situation,to strike while the iron is hot,"to seize the opportunity, he decided to strike while the iron is hot and invest in the stock market","as a blacksmith, he knew he had to strike while the iron is hot to shape the metal properly",0,True,He struck while the iron is hot,He struck while the iron is hot and got the deal he wanted,He struck while the iron is hot so he can make a permanent mark,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
suited and booted,formally dressed; well dressed,was suited and booted for the event,"he was suited and booted for the event, ready to impress everyone with his confidence","he was suited and booted for the event, wearing a tailored suit and polished shoes",0,True,He arrived suited and booted,He arrived suited and booted when he got to the interview,He arrived suited and booted with his shoes and belt totally polished,"['ambiguous', 'ambiguous', 'literal']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
sweep under the rug,try to hide a problem or keep a problem secret instead of dealing with it,they swept the issue under the rug,"instead of addressing the problem, they swept the issue under the rug and pretended it didn't exist","after breaking the vase, they swept the issue under the rug to hide the evidence",0,False,They swept it under the rug,They swept it under the rug and pretended the problem never existed,They swept it under the rug to clean up the mess,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
take a back seat,take a less important position.,he took a back seat to her,"he took a back seat to her in the project, letting her lead the team","he took a back seat to her in the car, giving her the front passenger seat",0,True,I decided to take a back seat,I decided to take a back seat and let someone else lead the project,I decided to take a back seat on the bus so I could have more leg room,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
take a beating,to be defeated in doing something and be reprimanded for the same,took a beating,the company's stock prices took a beating after the negative news,the old punching bag took a beating during the intense workout session,0,False,He took a beating,He took a beating when he was criticized for his mistake,He took a beating when he got into a bar fight,"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
take a cue from,to do what is recommended by someone else,take a cue from her,you should take a cue from her and start organizing your time better,"during the pool game, he decided to take a cue from her and use her favorite one",0,False,We should take a cue from him,We should take a cue from him and act accordingly,We should take a cue from him and play the same game,"['figurative', 'ambiguous', 'figurative']","['literal', 'ambiguous', 'figurative']","['literal', 'ambiguous', 'figurative']",False,figurative : ambiguous : ambiguous,figurative,ambiguous,ambiguous
take a hike,go away,to take a hike,"when he insulted her, she told him to take a hike","on a sunny day, they decided to take a hike in the nearby forest",1,True,I took a hike,I took a hike to get away from the stressful atmosphere and clear my head,I took a hike in the mountains for two days,"['ambiguous', 'ambiguous', 'ambiguous']","['literal', 'ambiguous', 'figurative']","['literal', 'literal', 'literal']",False,ambiguous : ambiguous : literal,ambiguous,ambiguous,literal
take a leaf out of someone's book,implement actionable advice,take a leaf out of her book,"to improve my work ethic, I decided to take a leaf out of her book and wake up early","to press and preserve the leaf, I had to carefully take a leaf out of her book of botanical specimens",0,False,We took a leaf out of their book,We took a leaf out of their book and started using their ideas to increase our profit margins,We took a leaf out of their book and put it in our scrapbook,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
take it on the chin,this is a boxing metaphor meaning don't shy away from difficulty,he took it on the chin,"despite the harsh criticism, he took it on the chin and kept working","during the boxing match, he took it on the chin and fell to the ground",0,True,I took it on the chin,I took it on the chin and moved on from the painful situation,I took it on the chin and almost got knocked out,"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'ambiguous', 'ambiguous']","['literal', 'literal', 'literal']",False,ambiguous : ambiguous : literal,ambiguous,ambiguous,literal
take the biscuit,be the most remarkable or foolish of its kind,that really takes the biscuit,his audacity to lie in front of everyone that really takes the biscuit,the dog jumped up on the table and that really takes the biscuit from the plate,0,False,That took the biscuit,That took the biscuit as the worst thing he's ever done,That took the biscuit as he picked it up from the table,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
take the bull by the horns,decisively deal with a difficult or dangerous situation,took the bull by the horns,she took the bull by the horns and confronted her manager about the issue,the matador took the bull by the horns during the bullfight,0,False,I took the bull by the horns,I took the bull by the horns and made a difficult decision,I took the bull by the horns and moved it to the other side of the pen,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'ambiguous', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
take the edge off,blunt the effect of,took the edge off the situation,a good laugh took the edge off the situation after a tense meeting,"using a file, he took the edge off the situation by smoothing the sharp corners of the metal",0,False,I need to take the edge off,I need to take the edge off this stressful day by taking a break and resting my mind,I need to take the edge off this blade to make it safer to work with,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
take turns,to alternate doing something,took turns at the game,the siblings took turns at the game to ensure fairness,the drivers took turns at the game by following the traffic rules,0,False,They took turns,"They took turns as a way to share their love, caring for one another in an equitable way",They took turns driving all night,"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'ambiguous']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
take up the cudgels,argue strongly in support or against somebody or something,he took up the cudgels for her,he took up the cudgels for her when she was unfairly criticized,"during the historical reenactment, he took up the cudgels for her when she dropped hers",0,True,She took up the cudgels,She took up the cudgels to tackle the issue of poverty,She took up the cudgels to start the next fight,"['figurative', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'ambiguous', 'figurative']",False,figurative : figurative : ambiguous,figurative,figurative,ambiguous
take with a grain of salt,to understand that something is not completely true or right,to take it with a grain of salt,"when listening to his stories, it's best to take it with a grain of salt","to balance the flavor, she decided to take it with a grain of salt and sprinkled it on her dish",0,True,I take it with a grain of salt,I take it with a grain of salt because some of it didn't seem entirely accurate,I take it with a grain of salt because I literally put a grain of salt in it,"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
takes two to tango,certain actions or activities cannot be performed alone - they  need two people to participate,it takes two to tango,"when it comes to resolving conflicts, remember that it takes two to tango","in a dance competition, the judges reminded the participants that it takes two to tango",0,False,It takes two to tango,It takes two to tango and both parties need to work together to achieve their goals,It takes two to tango and they both need to be physically able to dance together,"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
taking your medicine,to accept the consequences of something you have done wrong,taking your medicine,facing the consequences of your actions is like taking your medicine,don't forget to follow the doctor's instructions when taking your medicine,0,False,He's taking his medicine,He's taking his medicine by enduring the consequences of his mistakes,He's taking his medicine to treat his infection,"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
tall poppy,a privileged or distinguished person.,a tall poppy among them,"she was a tall poppy among them, always standing out with her exceptional achievements","in the field of wildflowers, there was a tall poppy among them, reaching higher than the rest",0,False,She's a tall poppy,"She's a tall poppy in the field, so everyone takes notice of her",She's a tall poppy within her gardening planters since she's the tallest one,"['ambiguous', 'figurative', 'figurative']","['figurative', 'ambiguous', 'figurative']","['literal', 'figurative', 'literal']",False,figurative : figurative : literal,figurative,figurative,literal
tar with the same brush,to think that somebody has the same bad qualities as others in a similar surrounding,by tarring them with the same brush,it's unfair to judge all politicians by tarring them with the same brush,the painter made a mistake by tarring them with the same brush instead of using separate brushes for each color,0,True,He tarred them with the same brush,He tarred them with the same brush and judged them for one mistake,He tarred them with the same brush by actually covering them in tar,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
taste of own medicine,when someone gets the same bad treatment that he has been giving others,she gave him a taste of his own medicine,"when he tried to prank her, she gave him a taste of his own medicine by pranking him back",she gave him a taste of his own medicine by making him try the bitter concoction he had prepared for her,0,True,She got a taste of own medicine,She got a taste of own medicine when another person treated her the same way she treated them,She got a taste of own medicine when she accidentally drank her own prescription medication,"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
tasted blood,"to experience something thrilling and exciting, and want to experience it again.",he tasted blood in the competition,"once he won the first round, he tasted blood in the competition and became unstoppable","after biting his lip accidentally, he tasted blood in the competition",0,True,She tasted blood,She tasted blood when she won her first game,She tasted blood when her mouth got cut by accident,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'ambiguous', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
tearing a strip off,to reprimand someone severely for doing something wrong,was tearing a strip off the fabric,the boss was tearing a strip off the fabric of our team's morale with his harsh criticism,she was tearing a strip off the fabric to make a patch for her jeans,0,True,My mother was tearing a strip off me,My mother was tearing a strip off me for not cleaning up my bedroom,My mother was tearing a strip off me when the fabric of my shirt got caught in a zipper,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
that's going too far,to do something that is considered extreme or unacceptable,that's going too far,insulting her family was that's going too far and crossed the line,"driving 200 miles for a cup of coffee, that's going too far for a simple pleasure",0,False,He said that's going too far,He said that's going too far when I asked him to donate to charity,He said that's going too far when I tried to walk across the room without bending my knees,"['ambiguous', 'figurative', 'figurative']","['figurative', 'ambiguous', 'figurative']","['literal', 'figurative', 'ambiguous']",False,figurative : figurative : ambiguous,figurative,figurative,ambiguous
the ball is in your court,the initiative for taking action lies with somebody,the ball is in your court now,"I've done my part, the ball is in your court now to make the decision","after I hit the tennis ball over the net, the ball is in your court now",0,False,The ball is in your court,"The ball is in your court, so the decision is now yours to make","The ball is in your court, so you are now the one who has to hit it back","['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'ambiguous']","['literal', 'literal', 'literal']",False,ambiguous : ambiguous : literal,ambiguous,ambiguous,literal
the ball rolling,to start a conversation in a social setting,get the ball rolling,"to start the meeting, we need to get the ball rolling with introductions","to play soccer, you must get the ball rolling by kicking it",0,False,He got the ball rolling,He got the ball rolling by organizing the events for the new project,He got the ball rolling by pushing it down the hill,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
the bottom line,"in the final analysis, the most important fact in a situation.",the bottom line of the situation,"despite all the arguments, the bottom line of the situation is that we need to make a decision","in the financial report, the bottom line of the situation showed the net profit",0,False,It was the bottom line,"It was the bottom line in the negotiation, so we had to accept the offer",It was the bottom line on the page so I knew it was the last sentence,"['figurative', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
the brains behind,"used to refer to the person who originally invented a particular scheme, plan or idea",the brains behind the project,"she was the brains behind the project, coming up with innovative ideas","the computer was the brains behind the project, controlling all the automated processes",0,False,He is the brains behind,"He is the brains behind the project, leading our team to success","He is the brains behind the operation, manipulating the system","['figurative', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'literal', 'figurative']",False,figurative : figurative : figurative,figurative,figurative,figurative
the calm before the storm,an extremely peaceful atmosphere right before any serious incident or crisis,we experienced the calm before the storm,"before the big presentation, we experienced the calm before the storm in the office","just before the hurricane hit, we experienced the calm before the storm as the wind suddenly stopped",0,True,It was the calm before the storm,It was the calm before the storm as I was nervously anticipating the news of the results,It was the calm before the storm as the sky was especially quiet before the rain started pouring,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
the devil is beating his wife,raining whereas the sun is shining.,the devil is beating his wife,"while the sun was shining, it started raining, and people said the devil is beating his wife","in the theatrical performance, the actor playing Satan acted out a scene where the devil is beating his wife",0,False,The devil is beating his wife.,The devil is beating his wife because it's raining unexpectedly,The devil is beating his wife because she disobeyed him,"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
the die is cast,"an unalterable decision has been reached, or step taken.",the die is cast,"once the decision was made, there was no turning back; the die is cast","he rolled the dice on the table, and the die is cast",0,False,The die is cast,The die is cast and it is too late to change our decision,The die is cast as we have rolled it,"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'figurative']","['literal', 'figurative', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
the early bird catches the worm,it refers to people who arrive earlier are the ones who get the best deals,the early bird catches the worm,"she always wakes up at 5 am and finishes her tasks efficiently, proving that the early bird catches the worm","in the documentary, we saw how the early bird catches the worm to feed its young",1,False,The early bird caught the worm,"The early bird caught the worm, which was a metaphor for being successful as a reward for hard work","The early bird caught the worm, which was a feast to begin its morning","['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
the eleventh hour,at the very last minute before an event,at the eleventh hour,"he finished the project at the eleventh hour, just before the deadline",she decided to go for a walk at the eleventh hour of the night,0,False,They finished it at the eleventh hour,"They finished it at the eleventh hour, proving that it was possible to complete it even under the most challenging time constraints","They finished it at 11 PM, which was the eleventh hour","['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'literal']","['literal', 'ambiguous', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
the last straw,to be the last in a sequence of unpleasant things,that was the last straw,"when he insulted her cooking, that was the last straw and she decided to leave","after using all the other straws, that was the last straw in the box",0,False,"It was the last straw"" ",It was the last straw for me when he said that and I decided to call it quits,It was the last straw on the camel's back and it tipped over,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'figurative']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
the lion's den,a place which is uncomfortable,entered the lion's den,"by confronting the angry mob, he entered the lion's den and risked his safety","as a zookeeper, she entered the lion's den to feed the animals",0,False,They walked into the lion's den,They walked into the lion's den despite the threats and intimidations,They walked into the lion's den and were confronted by the animal,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
the other side of the coin,"the opposite aspect, contrasting arguments.",consider the other side of the coin,"before making a decision, it's important to consider the other side of the coin and weigh the pros and cons","when flipping a quarter, you should consider the other side of the coin as well, since it has a 50% chance of landing",0,False,Let's consider the other side of the coin,Let's consider the other side of the coin before making a decision,Let's consider the other side of the coin in order to have a full view of the design,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'ambiguous', 'figurative']",False,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous
the sun rises and sets on them,to believe that someone is the most wonderful and important person in the world; to love and adore someone more than anyone else,the sun rises and sets on them,she adores her children so much that the sun rises and sets on them in her eyes,"living on a remote island, the sun rises and sets on them every day",0,False,She thinks the sun rises and sets on them,She thinks the sun rises and sets on them because they are her world,She thinks the sun rises and sets on them because they live in a village near the equator,"['figurative', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'ambiguous']",False,figurative : figurative : literal,figurative,figurative,literal
throw in the towel,to quit,to throw in the towel on this project,"after numerous failed attempts, he decided to throw in the towel on this project","while cleaning the gym, he had to throw in the towel on this project to move on to the next task",0,True,He threw in the towel,He threw in the towel when it became clear that he could not achieve victory,He threw in the towel because he was sweating too much,"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'ambiguous', 'figurative']","['literal', 'literal', 'ambiguous']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
throw it over the wall,"to deal with part of a problem or project, then pass the responsibility to another person or department without any communication or coordination",to throw it over the wall,"after finishing the design, the team decided to throw it over the wall to the developers",he decided to throw it over the wall to get the ball back from the neighbor's yard,0,True,We threw it over the wall,We threw it over the wall to make someone else responsible for it,We threw it over the wall so it ended up in the neighbor's yard,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
throw the baby out with the bathwater,to remove something good in the bid of getting rid of something bad,throw the baby out with the bathwater,"in their haste to modernize the company, they decided to throw the baby out with the bathwater and discard valuable traditions",it would be absurd to accidentally throw the baby out with the bathwater while emptying the tub,0,False,They threw the baby out with the bathwater.,They threw the baby out with the bathwater when they decided to get rid of the entire program with no exceptions,They threw the baby out with the bathwater when they finished giving the baby a bath,"['figurative', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,figurative : figurative : literal,figurative,figurative,literal
tie the knot,to get married,tied the knot together,they tied the knot together in a beautiful ceremony surrounded by friends and family,the two sailors tied the knot together to secure the rope,0,False,They tied the knot,They tied the knot at the wedding ceremony,They tied the knot when they used a rope to secure the boat in the marina,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
tight spot,to be in a very difficult situation,found themselves in a tight spot,they found themselves in a tight spot when they had to choose between two important events,the spelunkers found themselves in a tight spot while navigating the narrow cave,0,False,He was in a tight spot,"He was in a tight spot with all his obligations from work, school and family",He was in a tight spot as he was wedged in between two walls,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
tighten belt,to save your money,to tighten the belt a bit,"due to the economic downturn, we had to tighten the belt a bit and cut some expenses","after losing some weight, he had to tighten the belt a bit to keep his pants up",0,True,We were told to tighten our belt,We were told to tighten our belt to save more money this year,We were told to tighten our belt to fit better,"['literal', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
tip of the iceberg,to only know a very small part of the problem,just the tip of the iceberg,the problems we discovered were just the tip of the iceberg in this company,"as we approached the glacier, we saw just the tip of the iceberg above the water",0,False,This is just the tip of the iceberg,This is just the tip of the iceberg of the things I want to talk about,"This is just the tip of the iceberg, the rest is hidden under the water","['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'ambiguous', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
to see the back of,to be glad that you no longer have to deal with someone,to see the back of the problem,she was relieved to see the back of the problem after finding a solution,he had to see the back of the problem by flipping the paper over,0,False,I'm glad to see the back of them,I'm glad to see the back of them as they have caused so much trouble,I'm glad to see the back of them since I can now see the other side,"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'ambiguous']","['literal', 'literal', 'literal']",False,ambiguous : ambiguous : literal,ambiguous,ambiguous,literal
to the core,totally,shaken to the core,the news of the tragedy left her shaken to the core,the powerful earthquake had shaken to the core of the Earth,0,False,He was impacted to the core,He was impacted to the core after hearing the sad news,He was impacted to the core after dropping his apple on the ground,"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'ambiguous', 'figurative']",False,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous
tongue in cheek,"something said in humour, but with an act of being serious",he made a tongue-in-cheek remark,he made a tongue-in-cheek remark about the politician's promises,"while mimicking a silly face, he made a tongue-in-cheek remark to entertain the children",0,True,He joked with a tongue in cheek,"He joked with a tongue in cheek, letting everyone know he was just being sarcastic","He joked with a tongue in cheek, holding it in place while he spoke","['figurative', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,figurative : figurative : literal,figurative,figurative,literal
toot one's own horn,speak boastfully about oneself,tooting his own horn,he was always tooting his own horn about his accomplishments,"during the parade, he was tooting his own horn as part of the marching band",0,False,I tooted my own horn,I tooted my own horn and told them proudly about my recent accomplishments,"I tooted my own horn and sounded a loud, proud note","['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
top dog,"The term ""top dog"" means a person, group, or thing in a position of power, particularly after struggling or winning a grueling competition.",became the top dog,"after years of hard work, she became the top dog in her company","at the dog show, her well-trained canine became the top dog among all the competitors",0,False,He's the top dog,"He's the top dog of the business world, making the most influential decisions",He's the top dog as he always walks ahead of the other three dogs,"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'ambiguous', 'figurative']",False,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous
tore your hair out,to be extremely agitated or distressed about something,tore your hair out,you tore your hair out trying to solve that complex math problem,you accidentally tore your hair out while removing the tangled hairbrush,0,False,She was tearing her hair out,She was tearing her hair out trying to figure out the cause of the problem,She was tearing her hair out literally as she grabbed a handful of strands,"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'ambiguous']","['literal', 'literal', 'literal']",False,ambiguous : ambiguous : literal,ambiguous,ambiguous,literal
toss-up,a situation where the result is unclear and can go either way,a toss-up between two options,choosing between the two job offers was a toss-up between two options,"the coin flip was a toss-up between two options, heads or tails",0,False,It's a toss-up,It's a toss-up whether I should accept this job or not,It's a toss-up if this coin lands on heads or tails,"['figurative', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'figurative', 'literal']",False,figurative : figurative : literal,figurative,figurative,literal
treasure trove,a priceless or valuable discovery,they discovered a treasure trove,"when they found the old library, they discovered a treasure trove of knowledge","while digging in the backyard, they discovered a treasure trove filled with gold coins",0,False,The shed was a treasure trove,The shed was a treasure trove of memories from long ago,The shed was a treasure trove of jewelry and coins,"['figurative', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'figurative', 'literal']",False,figurative : figurative : literal,figurative,figurative,literal
troubled waters,a difficult phase of life,was sailing through troubled waters,"during the financial crisis, the company was sailing through troubled waters","the storm made the sea rough, and the boat was sailing through troubled waters",0,True,We are navigating troubled waters,We are navigating troubled waters as we speak to each other about our disagreements,We are navigating troubled waters as the boat violently rocks due to the storm,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
turn back on,choose not to speak to,she turned back on the situation,she turned back on the situation when she refused to help her friend,she turned back on the situation to avoid witnessing the accident,0,False,I had to turn back on it,I had to turn back on it and accept the way it's supposed to be,I had to turn back on it to use it again,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'ambiguous', 'figurative']","['literal', 'ambiguous', 'figurative']",False,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous
turn down a glass,to decline something that someone has offered.,turned down a glass,"at the party, he politely turned down a glass when offered a drink",she turned down a glass upside down to let it dry,1,False,She turned down a glass,She turned down a glass when the waiter offered her a drink; an indication that she didn't want to consume anything,She turned down a glass when the waiter asked her if she wanted an extra glass,"['ambiguous', 'ambiguous', 'ambiguous']","['literal', 'literal', 'literal']","['literal', 'literal', 'literal']",False,ambiguous : literal : literal,ambiguous,literal,literal
turn the tables,change your position with respect to someone else.,they turned the tables on her,they turned the tables on her by revealing her secret plan,"during the furniture rearrangement, they turned the tables on her to make more space",0,False,I turned the tables,"I turned the tables by speaking up for myself, showing them my true potential",I turned the tables to make sure they were aligned correctly before the game,"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
twist arm,to make someone do what you want by making it difficult for them to refuse,twisted his arm,she twisted his arm to convince him to join the party,"during the wrestling match, he accidentally twisted his arm and felt pain",0,False,"I had to twist his arm"" ",I had to twist his arm to go on the date with me,I had to twist his arm to get him out of the car,"['ambiguous', 'ambiguous', 'literal']","['ambiguous', 'figurative', 'figurative']","['ambiguous', 'literal', 'ambiguous']",False,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous
two peas in a pod,practically identical in appearance,like two peas in a pod,"they were like two peas in a pod, always doing everything together","the twins were dressed identically, looking like two peas in a pod",0,False,They were two peas in a pod,They were two peas in a pod because they were perfectly alike and shared the same interests,They were two peas in a pod when they were sitting in the same pod of peas,"['ambiguous', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,ambiguous : figurative : literal,ambiguous,figurative,literal
ugly duckling,a young person who turns out to be beautiful or talented against all expectations.,an ugly duckling story,her transformation from a shy girl to a confident woman was an ugly duckling story,the children's book featured an ugly duckling story about a young bird finding its true identity,0,False,She was an ugly duckling,"She was an ugly duckling when she was young, but grew up to be quite a beautiful swan","She was an ugly duckling when she was born, with her gray and white feathers","['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'literal', 'ambiguous']","['literal', 'literal', 'literal']",False,ambiguous : ambiguous : literal,ambiguous,ambiguous,literal
