idiom,meaning,subsentence,sentence,label,reason
the brains behind,"used to refer to the person who originally invented a particular scheme, plan or idea",He is the brains behind,"He is the brains behind the operation, manipulating the system.",1,"Here, ""the brains behind"" means to be the mastermind or driving force of a plan."
the calm before the storm,an extremely peaceful atmosphere right before any serious incident or crisis,It was the calm before the storm,It was the calm before the storm as I was nervously anticipating the news of the results.,0,"Here, ""the calm before the storm"" implies a short period of stillness or peace before something intensifies."
the calm before the storm,an extremely peaceful atmosphere right before any serious incident or crisis,It was the calm before the storm,It was the calm before the storm as the sky was especially quiet before the rain started pouring.,1,"Here, ""the calm before the storm"" literally suggests a lull in weather activity before a storm."
the devil is beating his wife,raining whereas the sun is shining.,The devil is beating his wife.,The devil is beating his wife because it's raining unexpectedly.,0,"Here, ""the devil is beating his wife"" is an old expression to describe when it rains unexpectedly."
the devil is beating his wife,raining whereas the sun is shining.,The devil is beating his wife.,The devil is beating his wife because she disobeyed him.,1,"Here, ""the devil is beating his wife"" is a metaphor meaning that someone is punishing another person."
the die is cast,"an unalterable decision has been reached, or step taken.",The die is cast,The die is cast and it is too late to change our decision.,0,"Here, ""the die is cast"" means that an irrevocable decision has been made."
the die is cast,"an unalterable decision has been reached, or step taken.",The die is cast,The die is cast as we have rolled it.,1,"Here, ""the die is cast"" means to have activated something in an irreversible way."
the early bird catches the worm,it refers to people who arrive earlier are the ones who get the best deals,The early bird caught the worm,"The early bird caught the worm, which was a metaphor for being successful as a reward for hard work.",0,"Here, ""the early bird catches the worm"" means to achieve rewards or success through hard work."
the early bird catches the worm,it refers to people who arrive earlier are the ones who get the best deals,The early bird caught the worm,"The early bird caught the worm, which was a feast to begin its morning.",1,"Here, ""the early bird catches the worm"" means to be the first to arrive to a certain area before the food is gone."
the eleventh hour,at the very last minute before an event,They finished it at the eleventh hour,"They finished it at the eleventh hour, proving that it was possible to complete it even under the most challenging time constraints.",0,"Here, ""the eleventh hour"" means the last possible moment before the deadline."
the eleventh hour,at the very last minute before an event,They finished it at the eleventh hour,"They finished it at 11 PM, which was the eleventh hour.",1,"Here, ""the eleventh hour"" means 11 PM, the last hour of the day."
the last straw,to be the last in a sequence of unpleasant things,"It was the last straw"" ",It was the last straw for me when he said that and I decided to call it quits.,0,"Here, ""the last straw"" means the last thing that can be tolerated before becoming exhausted and having to give up."
the last straw,to be the last in a sequence of unpleasant things,"It was the last straw"" ",It was the last straw on the camel's back and it tipped over.,1,"Here, ""the last straw"" means to be the final item added that weighs too heavily, reaching the point of overflowing."
the lion's den,a place which is uncomfortable,They walked into the lion's den,They walked into the lion's den despite the threats and intimidations.,0,"Here, to ""walk into the lion's den"" means to enter a dangerous situation."
the lion's den,a place which is uncomfortable,They walked into the lion's den,They walked into the lion's den and were confronted by the animal.,1,"Here, to ""walk into the lion's den"" means to physically enter the area of the animal's habitat."
the other side of the coin,"the opposite aspect, contrasting arguments.",Let's consider the other side of the coin,Let's consider the other side of the coin before making a decision.,0,"Here, ""the other side of the coin"" means to consider the opposite point of view."
the other side of the coin,"the opposite aspect, contrasting arguments.",Let's consider the other side of the coin,Let's consider the other side of the coin in order to have a full view of the design.,1,"Here, ""the other side of the coin"" means to look at the opposite side of an object."
the rose that grew from concrete,a person who achieved greatness even though they came from a place not so great.,She is the rose that grew from concrete,She is the rose that grew from concrete despite all the challenges she faced.,0,"Here, ""the rose that grew from concrete"" means to achieve something difficult despite a difficult or unfavorable environment."
the rose that grew from concrete,a person who achieved greatness even though they came from a place not so great.,She is the rose that grew from concrete,She is the rose that grew from concrete in the backyard.,1,"Here, ""the rose that grew from concrete"" means to be able to physically see the flower growing from the concrete."
the sun rises and sets on them,to believe that someone is the most wonderful and important person in the world; to love and adore someone more than anyone else,She thinks the sun rises and sets on them,She thinks the sun rises and sets on them because they are her world.,0,"Here, to claim that the ""sun rises and sets on them"" means that they are the most important thing in the world to her."
the sun rises and sets on them,to believe that someone is the most wonderful and important person in the world; to love and adore someone more than anyone else,She thinks the sun rises and sets on them,She thinks the sun rises and sets on them because they live in a village near the equator.,1,"Here, to claim that the ""sun rises and sets on them"" means that they experience very consistent amounts of daylight each day."
there's no such thing as a free lunch,to be aware of something that seems free of cost but may have a charge levied in another form,You can't get a free lunch,"You can't get a free lunch, so you will have to work hard to achieve the desired outcome.",0,"Here, ""there's no such thing as a free lunch"" means that nothing comes free with no effort and cost."
there's no such thing as a free lunch,to be aware of something that seems free of cost but may have a charge levied in another form,You can't get a free lunch,"You can't get a free lunch, it costs at least $5.",1,"Here, ""there's no such thing as a free lunch"" means that one cannot get something for free, even if it's a meal."
third wheel or fifth wheel,a person who is in a situation where they are not needed,He was the third wheel,"He was the third wheel when his friends went on a date, feeling like an outsider in the group.",0,"Here, to be the ""third wheel"" or ""fifth wheel"" means to be the odd one out when a group of two couples are together."
third wheel or fifth wheel,a person who is in a situation where they are not needed,He was the third wheel,He was the third wheel of the bike when the two of them decided to ride together.,1,"Here, to be the ""third wheel"" or ""fifth wheel"" means to be the extra wheel connected to an existing bicycle."
those three little words,"the three words ""I love you""",He said those three little words,He said those three little words when he asked me to marry him.,0,"Here, ""those three little words"" means ""I love you"". "
those three little words,"the three words ""I love you""",He said those three little words,He said those three little words when he admitted his guilt in court.,1,"Here, ""those three little words"" means ""I did it""."
throw in the towel,to quit,He threw in the towel,He threw in the towel when it became clear that he could not achieve victory.,0,"Here, to ""throw in the towel"" means to admit defeat or give up on something."
throw in the towel,to quit,He threw in the towel,He threw in the towel because he was sweating too much.,1,"Here, to ""throw in the towel"" means to throw away the item used to wipe sweat during a sporting event."
throw it over the wall,"to deal with part of a problem or project, then pass the responsibility to another person or department without any communication or coordination",We threw it over the wall,We threw it over the wall to make someone else responsible for it.,0,"Here, ""throw it over the wall"" means to abandon responsibility for the outcome of a task by passing it on to someone else. "
throw it over the wall,"to deal with part of a problem or project, then pass the responsibility to another person or department without any communication or coordination",We threw it over the wall,We threw it over the wall so it ended up in the neighbor's yard.,1,"Here, ""throw it over the wall"" means to eject something through the air and make it land on the other side of a wall or fence."
throw the baby out with the bathwater,to remove something good in the bid of getting rid of something bad,They threw the baby out with the bathwater.,They threw the baby out with the bathwater when they decided to get rid of the entire program with no exceptions.,0,"Here, to ""throw the baby out with the bathwater"" means to discard something valuable while getting rid of something that is unnecessary."
throw the baby out with the bathwater,to remove something good in the bid of getting rid of something bad,They threw the baby out with the bathwater.,They threw the baby out with the bathwater when they finished giving the baby a bath.,1,"Here, to ""throw the baby out with the bathwater"" means to discard the baby along with the used bathwater."
tide over,temporary help (often financial),They rely on donations to tide over ,They rely on donations to tide over their difficult financial situation.,0,"Here, ""tide over"" means to help make something bearable or to sustain something during a difficult period."
tide over,temporary help (often financial),They rely on donations to tide over ,They rely on donations to tide over until high tide comes.,1,"Here, ""tide over"" means to wait until the water reaches a specific level."
tie the knot,to get married,They tied the knot,They tied the knot at the wedding ceremony.,0,"Here, to ""tie the knot"" means make a commitment by getting married."
tie the knot,to get married,They tied the knot,They tied the knot when they used a rope to secure the boat in the marina.,1,"Here, to ""tie the knot"" means to secure with a rope or knot."
tight spot,to be in a very difficult situation,He was in a tight spot,"He was in a tight spot with all his obligations from work, school and family.",0,"Here, ""tight spot"" means to be in a challenging or difficult situation. "
tight spot,to be in a very difficult situation,He was in a tight spot,He was in a tight spot as he was wedged in between two walls.,1,"Here, ""tight spot"" means to be in a narrow, confined space."
tight-lipped,unwilling to speak about an event,He was tight-lipped,"He was tight-lipped, refusing to tell us the whole story.",0,"Here, ""tight-lipped"" means to remain tight-lipped and refuse to give information."
tight-lipped,unwilling to speak about an event,He was tight-lipped,He was tight-lipped because he'd been stitching up his lips.,1,"Here, ""tight-lipped"" means that his lips were physically closed."
tighten belt,to save your money,We were told to tighten our belt,We were told to tighten our belt to save more money this year.,0,"Here, ""tighten belt"" means to cut back on spending and tighten the purse strings."
tighten belt,to save your money,We were told to tighten our belt,We were told to tighten our belt to fit better.,1,"Here, ""tighten belt"" means to make it smaller by altering the buckle, thereby making it fit better."
tip of the iceberg,to only know a very small part of the problem,This is just the tip of the iceberg,This is just the tip of the iceberg of the things I want to talk about.,0,"Here, to ""tip of the iceberg"" means that this is only a small part of the bigger picture."
tip of the iceberg,to only know a very small part of the problem,This is just the tip of the iceberg,"This is just the tip of the iceberg, the rest is hidden under the water.",1,"Here, to ""tip of the iceberg"" means that there is a larger body of whatever is being discussed that is underwater."
to see the back of,to be glad that you no longer have to deal with someone,I'm glad to see the back of them,I'm glad to see the back of them as they have caused so much trouble.,0,"Here, to ""see the back of"" means to get rid of a difficult or troublesome person or thing."
to see the back of,to be glad that you no longer have to deal with someone,I'm glad to see the back of them,I'm glad to see the back of them since I can now see the other side.,1,"Here, to ""see the back of"" means to observe the side of a person or thing we haven't seen before."
to the core,totally,He was impacted to the core,He was impacted to the core after hearing the sad news,0,"Here, ""to the core"" means feeling an emotion so strongly that it affects the innermost part of the person's being."
to the core,totally,He was impacted to the core,He was impacted to the core after dropping his apple on the ground.,1,"Here, ""to the core"" means being affected extensively, even down to the core of an object."
tongue in cheek,"something said in humour, but with an act of being serious",He joked with a tongue in cheek,"He joked with a tongue in cheek, letting everyone know he was just being sarcastic.",0,"Here, to ""tongue in cheek"" means to be humorous and sarcastic."
tongue in cheek,"something said in humour, but with an act of being serious",He joked with a tongue in cheek,"He joked with a tongue in cheek, holding it in place while he spoke.",1,"Here, to ""tongue in cheek"" means to literally hold one's tongue in place while speaking."
too many cooks spoil the broth,to mean that something does not go well when there are too many ways to do it,There were too many cooks,"There were too many cooks trying to come up with a solution, so the problem was never solved.",0,"Here, ""too many cooks spoil the broth"" means that too many people involved will produce a worse outcome than if only a few people were involved. "
too many cooks spoil the broth,to mean that something does not go well when there are too many ways to do it,There were too many cooks,"There were too many cooks making soup, so the broth turned out terrible.",1,"Here, ""too many cooks spoil the broth"" means that when too many people are making something, it often results in a poor outcome."
toot one's own horn,speak boastfully about oneself,I tooted my own horn,I tooted my own horn and told them proudly about my recent accomplishments.,0,"Here, ""toot one's own horn"" means to brag or boast about one's own accomplishments."
toot one's own horn,speak boastfully about oneself,I tooted my own horn,"I tooted my own horn and sounded a loud, proud note.",1,"Here, ""toot one's own horn"" means to make a loud noise with an instrument."
top dog,"The term ""top dog"" means a person, group, or thing in a position of power, particularly after struggling or winning a grueling competition.",He's the top dog,"He's the top dog of the business world, making the most influential decisions.",0,"Here, ""top dog"" refers to the most powerful or highest ranking person. "
top dog,"The term ""top dog"" means a person, group, or thing in a position of power, particularly after struggling or winning a grueling competition.",He's the top dog,He's the top dog as he always walks ahead of the other three dogs.,1,"Here, ""top dog"" refers to being in the highest physical position in a group."
tore your hair out,to be extremely agitated or distressed about something,She was tearing her hair out,She was tearing her hair out trying to figure out the cause of the problem.,0,"Here, ""tore your hair out"" means to be extremely frustrated and desperate."
tore your hair out,to be extremely agitated or distressed about something,She was tearing her hair out,She was tearing her hair out literally as she grabbed a handful of strands.,1,"Here, ""tore your hair out"" means to physically pull out hair from the scalp."
toss-up,a situation where the result is unclear and can go either way,It's a toss-up,It's a toss-up whether I should accept this job or not.,0,"Here, ""toss-up"" means two choices that are equally appealing."
toss-up,a situation where the result is unclear and can go either way,It's a toss-up,It's a toss-up if this coin lands on heads or tails.,1,"Here, ""toss-up"" means a situation that is unpredictable and left to chance."
touch off,to ignite a thought,,The event touched off a debate amongst the citizens.,0,"Here, to ""touch off"" means to trigger or set off a discussion."
touch off,to ignite a thought,,The event touched off a debate when the speaker pressed the buzzer.,1,"Here, to ""touch off"" means to initiate by pressing a button."
treasure trove,a priceless or valuable discovery,The shed was a treasure trove,The shed was a treasure trove of memories from long ago.,0,"Here, to ""treasure trove"" means to find something rare and valuable."
treasure trove,a priceless or valuable discovery,The shed was a treasure trove,The shed was a treasure trove of jewelry and coins.,1,"Here, to ""treasure trove"" means to find a large collection of valuable items."
troubled waters,a difficult phase of life,We are navigating troubled waters,We are navigating troubled waters as we speak to each other about our disagreements.,0,"Here, ""troubled waters"" means to be in a difficult situation."
troubled waters,a difficult phase of life,We are navigating troubled waters,We are navigating troubled waters as the boat violently rocks due to the storm.,1,"Here, ""troubled waters"" means to sail across waters that are tumultuous or full of danger."
turn against,to change from supporting something to opposing it,He turned against her,He turned against her when he started siding with her enemies.,0,"Here, ""turn against"" means to no longer be on the same side as someone."
turn against,to change from supporting something to opposing it,He turned against her,He turned against her when he suddenly changed his direction and faced her.,1,"Here, ""turn against"" means to physically change the direction of something away from someone."
turn aside,refuse entry to somewhere,She turned aside,She turned aside her anger towards him and forgave him.,0,"Here, ""turn aside"" means to change an attitude and start fresh. "
turn aside,refuse entry to somewhere,She turned aside,She turned aside to examine the beautiful landscape.,1,"Here, ""turn aside"" means to move from one direction to another."
turn back on,choose not to speak to,I had to turn back on it,I had to turn back on it and accept the way it's supposed to be.,0,"Here, ""turn back on"" means to accept a difficult situation."
turn back on,choose not to speak to,I had to turn back on it,I had to turn back on it to use it again.,1,"Here, ""turn back on"" means to activate a device by flipping a switch or pressing a button."
turn down a glass,to decline something that someone has offered.,She turned down a glass,She turned down a glass when the waiter offered her a drink; an indication that she didn't want to consume anything.,0,"Here, to ""turn down a glass"" means to politely reject an offer."
turn down a glass,to decline something that someone has offered.,She turned down a glass,She turned down a glass when the waiter asked her if she wanted an extra glass.,1,"Here, to ""turn down a glass"" means to physically turn a glass upside down."
turn the tables,change your position with respect to someone else.,I turned the tables,"I turned the tables by speaking up for myself, showing them my true potential.",0,"Here, to ""turn the tables"" means to reverse a situation from one's disadvantage to one's advantage."
turn the tables,change your position with respect to someone else.,I turned the tables,I turned the tables to make sure they were aligned correctly before the game.,1,"Here, to ""turn the tables"" means to rotate a table so that all sides are parallel."
turn turtle,It refers to something turning upside down.,The boat turned turtle,The boat turned turtle when it got overwhelmed by a stormy sea.,0,"Here, ""turn turtle"" means to be in a difficult or uncontrollable situation."
turn turtle,It refers to something turning upside down.,The boat turned turtle,The boat turned turtle when it flipped upside down.,1,"Here, ""turn turtle"" means to physically overturn."
twist arm,to make someone do what you want by making it difficult for them to refuse,"I had to twist his arm"" ",I had to twist his arm to go on the date with me.,0,"Here, ""twist arm"" means to convince someone to do something, usually through persuasion or subtle pressure."
twist arm,to make someone do what you want by making it difficult for them to refuse,"I had to twist his arm"" ",I had to twist his arm to get him out of the car.,1,"Here, ""twist arm"" means to physically manipulate the arm of another person."
two peas in a pod,practically identical in appearance,They were two peas in a pod,They were two peas in a pod because they were perfectly alike and shared the same interests.,0,"Here, ""two peas in a pod"" means two people that share a strong connection."
two peas in a pod,practically identical in appearance,They were two peas in a pod,They were two peas in a pod when they were sitting in the same pod of peas.,1,"Here, ""two peas in a pod"" means two peas that are close in proximity."
ugly duckling,a young person who turns out to be beautiful or talented against all expectations.,She was an ugly duckling,"She was an ugly duckling when she was young, but grew up to be quite a beautiful swan.",0,"Here, ""ugly duckling"" represents an individual's transition from awkwardness to beauty as they mature."
ugly duckling,a young person who turns out to be beautiful or talented against all expectations.,She was an ugly duckling,"She was an ugly duckling when she was born, with her gray and white feathers.",1,"Here, ""ugly duckling"" means a literal duckling that is not as visually appealing as others."
uncharted waters,"when you are in a situation that is unfamiliar to you, that you have no experience of and don't know what might happen",We are in uncharted waters,We are in uncharted waters trying to solve this problem.,0,"Here, ""uncharted waters"" means to venture into an unknown area or situation with no prior experience."
uncharted waters,"when you are in a situation that is unfamiliar to you, that you have no experience of and don't know what might happen",We are in uncharted waters,We are in uncharted waters as there are no maps of this area yet.,1,"Here, ""uncharted waters"" means to explore an area of land or sea that has not been mapped yet."
under a cloud,under suspicion,She was under a cloud,She was under a cloud of suspicion when she was around her friends.,0,"Here, to be ""under a cloud"" means to be seen in a negative light or with a bad reputation."
under a cloud,under suspicion,She was under a cloud,She was under a cloud when she was walking in the park.,1,"Here, to be ""under a cloud"" means to be sheltered from the sun or the elements."
under fire,being shot at,He was under fire,He was under fire when his company was accused of fraud.,0,"Here, to ""be under fire"" means to be harshly criticized."
under fire,being shot at,He was under fire,He was under fire when he was under attack in the war.,1,"Here, to ""be under fire"" means to to be receiving weapons fire."
under the auspices,"under the protection, sponsorship, or patronage",The project was created under the auspices,The project was created under the auspices of the company to ensure its success.,0,"Here, ""under the auspices"" means to be supported or sponsored by a certain organization or individual."
under the auspices,"under the protection, sponsorship, or patronage",The project was created under the auspices,The project was created under the auspices of the building's roof.,1,"Here, ""under the auspices"" means to be sheltered under a certain structure."
under the radar,"going unnoticed, avoiding unnecessary attention",He managed to stay under the radar,He managed to stay under the radar and avoid gossip or criticism.,0,"Here, to ""stay under the radar"" means to stay out of trouble and remain unnoticed."
under the radar,"going unnoticed, avoiding unnecessary attention",He managed to stay under the radar,He managed to stay under the radar to avoid detection by radar.,1,"Here, ""under the radar"" means to stay below the level of radar detection."
under the weather,to be ill or feel ill,He's been under the weather,He's been under the weather because he misses his family.,0,"Here, ""under the weather"" means feeling sad or down."
under the weather,to be ill or feel ill,He's been under the weather,He's been under the weather with a bad cold.,1,"Here, ""under the weather"" means to be feeling ill."
under your nose,"when something happens right in front of you, especially if it is surprising or audacious",It was right under your nose,,,
under your nose,"when something happens right in front of you, especially if it is surprising or audacious",It was right under your nose,"It was right under your nose, it was hard to miss.",1,"Here, ""under your nose"" means something is literally placed very close to you."
up a blind alley,to be doing something that will definitely have a negative outcome,We went up a blind alley,We went up a blind alley when we followed that advice.,0,"Here, ""up a blind alley"" means to pursue a wrong path or make a mistake."
up a blind alley,to be doing something that will definitely have a negative outcome,We went up a blind alley,We went up a blind alley because the street had no exit.,1,"Here, ""up a blind alley"" means to move up a street with no way out."
up a creek without a paddle,being in trouble.,I'm up a creek without a paddle,I'm up a creek without a paddle since I don't have any plan of action.,0,"Here, ""up a creek without a paddle"" means to be in an unfavorable situation with no idea on how to proceed."
up a creek without a paddle,being in trouble.,I'm up a creek without a paddle,I'm up a creek without a paddle since I forgot to bring one for this incident.,1,"Here, ""up a creek without a paddle"" means to be in a position of vulnerability due to the lack of proper resources or tools."
up a river without a paddle,"when you are in an unfortunate situation, unprepared and with none of the resources to remedy the matter",He was up a river without a paddle,He was up a river without a paddle when he had no idea what to do next.,0,"Here, ""up a river without a paddle"" means to find oneself in a difficult situation for which no solution is handy."
up a river without a paddle,"when you are in an unfortunate situation, unprepared and with none of the resources to remedy the matter",He was up a river without a paddle,He was up a river without a paddle when the powerboat broke down.,1,"Here, ""up a river without a paddle"" means to be without a way to propel the boat."
up in the air,"unresolved, undecided",The outcome is still up in the air,The outcome is still up in the air because the jury is still deliberating.,0,"Here, ""up in the air"" means unresolved, undetermined, or undecided."
up in the air,"unresolved, undecided",The outcome is still up in the air,The outcome is still up in the air due to the windy weather.,1,"Here, ""up in the air"" means suspended or floating."
up to the mark,to be good enough,This project was up to the mark,This project was up to the mark since it exceeded all expectations.,0,"Here, ""up to the mark"" means to have achieved a desired level of excellence. "
up to the mark,to be good enough,This project was up to the mark,This project was up to the mark since it was exactly how the design was planned.,1,"Here, ""up to the mark"" means to match the expected quality of something."
up to the neck,"when people are very involved in something, especially when it's something wrong",They were up to the neck in work,They were up to the neck in work recently and were too busy to take a break.,0,"Here, ""up to the neck"" means to be overwhelmed with something."
up to the neck,"when people are very involved in something, especially when it's something wrong",They were up to the neck in work,"They were up to the neck in water, swimming in a pool.",1,"Here, ""up to the neck"" means to be covered up until the neck from the water."
upper crust,"the aristocracy and upper classes, informal",She's part of the upper crust,She's part of the upper crust because of her immense wealth and privilege.,0,"Here, to be ""upper crust"" means to be of a wealthy and privileged social status."
upper crust,"the aristocracy and upper classes, informal",She's part of the upper crust,She's part of the upper crust of the quiche she baked.,1,"Here, to be ""upper crust"" means to be literally the upper portion of a dish that has been cooked."
upper hand,to have the authority to make decisions over someone or something,She has the upper hand,She has the upper hand because she knows more information than her opposition.,0,"Here, to have the ""upper hand"" means to have a greater advantage than someone you are competing with."
upper hand,to have the authority to make decisions over someone or something,She has the upper hand,She has the upper hand because her arm is higher than her opponent's.,1,"Here, to have the ""upper hand"" means to actually have a higher physical position."
ups and downs,good times and bad times,This job comes with its ups and downs,This job comes with its ups and downs indicating its rewards as well as its difficulties.,0,"Here, ""ups and downs"" mean to be characterized by both positive and negative aspects."
ups and downs,good times and bad times,This job comes with its ups and downs,This job comes with its ups and downs as the head of the department sometimes yells and other times rewards the team.,1,"Here, ""ups and downs"" mean to have frequent changes in a specified situation."
use your loaf,To tell someone to use their brain more in analysing what they are doing.,He used his loaf,He used his loaf to come up with the perfect solution.,0,"Here, to ""use your loaf"" means to use your intelligence to figure something out."
use your loaf,To tell someone to use their brain more in analysing what they are doing.,He used his loaf,He used his loaf to bake a loaf of bread.,1,"Here, to ""use your loaf"" means to use literal loaf of bread."
velvet glove,"a person who appears gentle, but is determined and inflexible underneath",He handled them with a velvet glove,"He handled them with a velvet glove, showing them compassion despite their misdeeds.",0,"Here, to ""handle [something] with a velvet glove"" means to be gentle and kind when dealing with an issue."
velvet glove,"a person who appears gentle, but is determined and inflexible underneath",He handled them with a velvet glove,He handled them with a velvet glove so that he wouldn't hurt them.,1,"Here, to ""handle [something] with a velvet glove"" means to physically use a very soft and gentle material when handling an item."
voice in the wilderness,"someone who expresses an opinion that no one believes or listens to, especially if proved right later",He was a voice in the wilderness,He was a voice in the wilderness offering advice that nobody wanted to hear.,0,"Here, ""voice in the wilderness"" means to be unheard among the majority."
voice in the wilderness,"someone who expresses an opinion that no one believes or listens to, especially if proved right later",He was a voice in the wilderness,He was a voice in the wilderness shouting from the hills.,1,"Here, ""voice in the wilderness"" means to be the only one speaking somewhere desolate or isolated."
vultures are circling,when something is in danger and its enemies are getting ready for the kill,The vultures are circling,"The vultures are circling the struggling business, looking for an opportunity to swoop in and take it over.",0,"Here, to ""vultures are circling"" means that people are on the lookout for someone else's misfortune to gain advantage."
vultures are circling,when something is in danger and its enemies are getting ready for the kill,The vultures are circling,"The vultures are circling the sky today, searching for their next meal.",1,"Here, to ""vultures are circling"" means for the birds to fly in circles in search of food."
wag the dog,to divert attention from something that is bad,He was wagging the dog,He was wagging the dog by trying to distract people from the bigger issue.,0,"Here, ""wag the dog"" means to distract people from a more important issue with a minor controversy."
wag the dog,to divert attention from something that is bad,He was wagging the dog,He was wagging the dog when playing with his pet.,1,"Here, ""wag the dog"" means to physically move a dog's tail as a sign of joy."
walk on eggshell,to be careful about one's words or actions around another person,She's walking on eggshells,She's walking on eggshells around them as every little thing can start an argument.,0,"Here, ""walking on eggshell"" means to tread carefully in a situation in order to avoid conflict."
walk on eggshell,to be careful about one's words or actions around another person,She's walking on eggshells,She's walking on eggshells since they are laid on the floor.,1,"Here, ""walking on eggshell"" means to walk on top of eggshells."
walk out on,end a relationship with someone suddenly,He walked out on her,He walked out on her when she needed him the most.,0,"Here, to ""walk out on"" someone means to abandon them when they need help."
walk out on,end a relationship with someone suddenly,He walked out on her,He walked out on her when they were in an argument and he couldn't bear to stay.,1,"Here, to ""walk out on"" someone means to physically leave while they're still talking."
walking on broken glass,when a person is punished for something,They're walking on broken glass,They're walking on broken glass as they work through each problem step by step.,0,"Here, ""walking on broken glass"" means to face a situation that is difficult and painful."
walking on broken glass,when a person is punished for something,They're walking on broken glass,They're walking on broken glass because they refused to wear the necessary protective gear.,1,"Here, ""walking on broken glass"" means to actually walk on jagged pieces of shattered glass."
want his head on a platter,when someone makes you so angry that you want them to be punished,I want his head on a platter,I want his head on a platter because I'm so angry with him.,0,"Here, ""want his head on a platter"" means to want revenge or justice against someone."
want his head on a platter,when someone makes you so angry that you want them to be punished,I want his head on a platter,I want his head on a platter for the Halloween party next week.,1,"Here, ""want his head on a platter"" means to want to display a severed head as part of a decoration."
wash dirty linen in public,discuss publicly matters that one should keep private,She washed her dirty linen in public,She washed her dirty linen in public by arguing with her sister on the street corner.,0,"Here, ""wash dirty linen in public"" means to discuss personal matters in a way that's visible to everyone."
wash dirty linen in public,discuss publicly matters that one should keep private,She washed her dirty linen in public,She washed her dirty linen in public at a laundromat yesterday.,1,"Here, ""wash dirty linen in public"" means to clean one's clothes in a place available to the public."
wash hands of,abandon taking responsibility for someone or something,I washed my hands of this,I washed my hands of this mess by refusing to get involved any further.,0,"Here, to ""wash hands of"" means to distance oneself from a situation."
wash hands of,abandon taking responsibility for someone or something,I washed my hands of this,I washed my hands of this dirt by using soap and water.,1,"Here, to ""wash hands of"" means to actually clean one's hands."
watchdog,"one who protects against loss, corruption, waste, or objectionable practices.",He's been a watchdog,He's been a watchdog looking out for any potential issue in his company.,0,"Here, to ""watchdog"" means to keep a close watch and guard against potential problems."
watchdog,"one who protects against loss, corruption, waste, or objectionable practices.",He's been a watchdog,He's been a watchdog barking whenever a stranger came near.,1,"Here, to ""watchdog"" means to guard against intruders by sounds of barking."
water under the bridge,past events that are not important anymore,That's water under the bridge,That's water under the bridge now and we can move on to other things.,0,"Here, ""water under the bridge"" refers to something that has happened in the past and can no longer be changed."
water under the bridge,past events that are not important anymore,That's water under the bridge,That's water under the bridge and it can no longer be seen.,1,"Here, ""water under the bridge"" refers to something that has flowed by and can no longer be observed."
way around,"to find an alternative for something, someone or to perform a task","They found a way around it"" ",They found a way around it by doing the opposite.,0,"Here, ""way around"" means to find a solution despite an obstacle."
way around,"to find an alternative for something, someone or to perform a task","They found a way around it"" ",They found a way around it by going to the other side.,1,"Here, ""way around"" means to find a path that goes around something."
weak in the knees,"to be overcome by a strong feeling, usually desire",She made him weak in the knees,She made him weak in the knees with her charm and beauty.,0,"Here, to be ""weak in the knees"" means to be overwhelmed with emotion so much that it renders one motionless."
weak in the knees,"to be overcome by a strong feeling, usually desire",She made him weak in the knees,She made him weak in the knees after he took the wrong medication.,1,"Here, to be ""weak in the knees"" means to be unable to support oneself because of physical weakness."
weather the storm,handle a difficult period of time successfully,Weathered the storm,We weathered the storm by relying on our friend network for support.,0,"Here, ""weather the storm"" means to successfully survive through a difficult trial or period."
weather the storm,handle a difficult period of time successfully,Weathered the storm,We weathered the storm because we had suitable raincoats and umbrellas.,1,"Here, ""weather the storm"" means to brave through a fierce storm with the proper weather protection equipment."
went through the mill,"you experience a very difficult period, or are exposed to rough treatment","He went through the mill"" ",He went through the mill when his parents got divorced.,0,"Here, to ""go through the mill"" means to experience a difficult and tiring situation. "
went through the mill,"you experience a very difficult period, or are exposed to rough treatment","He went through the mill"" ",He went through the mill to obtain the flour for his grandmother's recipe.,1,"Here, to ""go through the mill"" means to be process through a system that crushes or grinds something into a powder or small pieces."
wet behind the ears,immature or poor skill,He was wet behind the ears,He was wet behind the ears when he started his new job.,0,"Here, ""wet behind the ears"" means to be new or inexperienced in a particular field.  "
wet behind the ears,immature or poor skill,He was wet behind the ears,He was wet behind the ears because he had just taken a bath.,1,"Here, ""wet behind the ears"" means to be physically wet behind the ears."
wet the baby's head,to have drink to celebrate the birth of a baby,We wet the baby's head,We wet the baby's head to celebrate his birth.,0,"Here, ""wet the baby's head"" means to have a ceremonial toast or other celebration in honor of a recent life event. "
wet the baby's head,to have drink to celebrate the birth of a baby,We wet the baby's head,We wet the baby's head with water to cool him down.,1,"Here, ""wet the baby's head"" means to use water to reduce the body temperature."
whatever floats my boat,"although you don't quite agree with someone, it's their choice and you think they should so whatever makes them happy",I'm going with whatever floats my boat,"I'm going with whatever floats my boat, even if it is unconventional.",0,"Here, ""whatever floats my boat"" means to choose whatever makes oneself happy, regardless of its common acceptance. "
whatever floats my boat,"although you don't quite agree with someone, it's their choice and you think they should so whatever makes them happy",I'm going with whatever floats my boat,"I'm going with whatever floats my boat, so I can relax on water.",1,"Here, ""whatever floats my boat"" means to choose whatever allows one to float in water."
wheels fall off,when a situation gets out of control and everything starts to go wrong,The wheels fell off,The wheels fell off the project when our team members stopped cooperating.,0,"Here, ""wheels fall off"" means to have a situation quickly deteriorate or unravel."
