idiom,meaning,source_model,source_sentence,translation,afl,correctness
,,nllb,The rope was [[kept in the loop]] to secure the boat to the dock,Wọ́n máa ń fi okùn náà so kó lè di ọkọ̀ náà mú kó dúró dáadáa ní ibùdókọ̀,l,1
in the loop,to be aware of the information,palm,kept in the loop,nínú ìgbìmọ̀,l,1
,,palm,"As a team member, I want to be [[kept in the loop]] about project updates",Gẹ́gẹ́ bí ọmọ ẹgbẹ́ mo fẹ́ kí a máa sọ fún mi nípa àwọn ìtúnṣe tí ó ń wáyé nínú iṣẹ́ náà,f,0
,,palm,The rope was [[kept in the loop]] to secure the boat to the dock,Ẹ̀rọ̀ ìdìbò ọkọ̀ òkun náà wà nínú ìṣẹ̀lẹ̀ ìdìbò láti fi dá ọkọ̀ òkun náà sílẹ̀ nínú ìdìbò,l,1
in the loop,to be aware of the information,gpt,kept in the loop,ti wa ni aye alaye.,x,2
,,gpt,"As a team member, I want to be [[kept in the loop]] about project updates","Bí ọmọde ìṣẹ, mo fẹran lati jẹ alágbèrò nipa àwọn ìṣẹ ayẹwo.",x,2
,,gpt,The rope was [[kept in the loop]] to secure the boat to the dock,Iwọ ni o fi ìdílé fún òkèrè láti fi ìyàwó rẹ pada sí ìkòkò.,x,2
kick the bucket,to die,gpt,kicked the bucket together,ni won fi ku si ilekun.,x,2
,,gpt,"The old couple, inseparable in life, [[kicked the bucket together]] in their sleep","Ebi ati aburo won ti o ku, won ku ni idije won lo.",x,2
,,gpt,"While cleaning the barn, they accidentally [[kicked the bucket together]] and spilled water everywhere","Nitoripe won nlo ebo ori, won kuna odo kan niwaju, ki o si gbe odo si gbogbo eniyan.",x,2
kick the bucket,to die,nllb,kicked the bucket together,wọ́n jọ kú,f,0
,,nllb,"The old couple, inseparable in life, [[kicked the bucket together]] in their sleep","Àwọn àgbàlagbà tọkọtaya tí wọn kò lè yà ní ayé wọn, wọ́n jọ kú pa pọ̀ nínú oorun wọn",f,0
,,nllb,"While cleaning the barn, they accidentally [[kicked the bucket together]] and spilled water everywhere","Nígbà tí wọ́n ń fọ ilé ìgbọ́únjẹ, wọ́n fi ẹsẹ̀ lu omi náà pa pọ̀, omi sì dà sí gbogbo ibi",l,0
kick the bucket,to die,palm,kicked the bucket together,kú nípa ìjọba,f,2
,,palm,"The old couple, inseparable in life, [[kicked the bucket together]] in their sleep",Ọkọ àti aya àgbà tó jẹ́ ẹlẹ́gbẹ́ nínú ayé kú nínú ìsùn,f,1
,,palm,"While cleaning the barn, they accidentally [[kicked the bucket together]] and spilled water everywhere",Nígbà tí wọ́n ń ṣe àmúlò ìkọ̀ wọ́n tẹ̀ ìkọ̀ náà nígbà kan tí wọ́n sì ṣe omi ṣàfọ̀n níbi gbogbo,x,2
kick the bucket,to die,opus,kicked the bucket together,Wón á wá gbá korobá náà pa pò,l,0
,,opus,"The old couple, inseparable in life, [[kicked the bucket together]] in their sleep","Àwọn tọkọtaya tó ti dàgbà, tí wón ti ya ara wọn sótò nínú ìgbésí ayé, tukò náà lójú oorun",f,1
,,opus,"While cleaning the barn, they accidentally [[kicked the bucket together]] and spilled water everywhere","Bí wón ṣe ń fọ ibi tí wón ń gbé ọkò sí, wón ṣàdédé gbá ìdòtí náà pa pò, wón sì da omi tó wà níbi gbogbo dà nù",x,2
know which side one's bread is buttered,to be cognizant of where one's interests lie in a given situation.,opus,knows which side his bread is buttered,mọ èyí tó wà légbèé búrédì rè,l,0
,,opus,"He always supports the boss's decisions, showing that he [[knows which side his bread is buttered]]","Ìgbà gbogbo ló máa ń ṣètìléyìn fún àwọn ìpinnu ògá, èyí tó fi hàn pé ó mọ ègbé ibi tí búrédì rè mọ",l,0
,,opus,He carefully observed the sandwich and [[knows which side his bread is buttered]] to avoid getting his hands greasy,"Ó fara balè kíyè sí búrédì rè, ó sì mọ èyí tí wón máa ń ṣe ségbèé rè kí wón má bàa pa ọwó rè",l,1
know which side one's bread is buttered,to be cognizant of where one's interests lie in a given situation.,nllb,knows which side his bread is buttered,ó mọ apá ibi tí wọ́n ti fi òróró sí búrẹ́dì rẹ̀,l,1
,,nllb,"He always supports the boss's decisions, showing that he [[knows which side his bread is buttered]]","Ó máa ń fara mọ́ ìpinnu tí ọ̀gá rẹ̀ bá ṣe, ó sì máa ń fi hàn pé òun mọ ibi tóun ti lè ṣe ohun tó tọ́",f,0
,,nllb,He carefully observed the sandwich and [[knows which side his bread is buttered]] to avoid getting his hands greasy,"Ó máa ń fara balẹ̀ wo búrẹ́dì náà, ó sì máa ń mọ apá ibi tí wọ́n ti fi òróró sí kó má bàa di pé ọwọ́ rẹ̀ máa sanra",l,0
know which side one's bread is buttered,to be cognizant of where one's interests lie in a given situation.,gpt,knows which side his bread is buttered,O mo pe alagbara re ti nje ogede re.,x,2
,,gpt,"He always supports the boss's decisions, showing that he [[knows which side his bread is buttered]]","O da l'ori awọn iṣẹ, nikan ni o fi ṣe iranlọwọ fun awọn apọjuwe ti o ba nṣe.",x,2
,,gpt,He carefully observed the sandwich and [[knows which side his bread is buttered]] to avoid getting his hands greasy,"O ti mọ akọọlẹ kan pẹlu ìwé àkàrà, àti o mọ pé ọrọ rẹ ni ń ṣe àkàrà tó bá ṣe àkàrà, kí o ṣe ń ṣe ọwọ rẹ lọ pẹlu ẹfọ rẹ.",x,2
know which side one's bread is buttered,to be cognizant of where one's interests lie in a given situation.,palm,knows which side his bread is buttered,mọ́ ìhà tí ìyẹ̀ òun ń ṣe ìbọ̀rọ̀,x,2
,,palm,"He always supports the boss's decisions, showing that he [[knows which side his bread is buttered]]",Ó máa ń ṣe atilẹ́yìn ìpinnu ọ̀gá rẹ̀ ó ń fi hàn pé ó mọ́ ìgbà tí ó ń ṣe ìyẹ̀wò ẹ̀bọ rẹ̀,x,2
,,palm,He carefully observed the sandwich and [[knows which side his bread is buttered]] to avoid getting his hands greasy,Ó ṣe ìwádìí sándwich náà tọ́rọ́ ó sì mọ́ ìhà tí ó fi ẹ̀fọ́ sọ́pọ̀ ìyẹ̀ ìgbàgbé láti lè ṣe ìyọ̀dá ọwọ́ rẹ̀ nínú ẹ̀fọ́,x,2
on the line,to be at serious risk.,gpt,She put it on the line,O ti gbe e sori ila.,l,0
,,gpt,[[She put it on the line]] when she confronted her boss about the unfair treatment,O sọ nipa awọn ohun tó bẹ̀rẹ̀ si ọlọpaa rẹ̀ nipa iṣẹ́-ilana tó bẹ̀rẹ̀.,x,2
,,gpt,[[She put it on the line]] to dry after washing her clothes,O ti gbe ni lọrin lati ṣe alagbara lori ẹsẹ rẹ ni ojojumo.,x,2
on the line,to be at serious risk.,opus,She put it on the line,Ó gbé e sórí ìlà,l,0
,,opus,[[She put it on the line]] when she confronted her boss about the unfair treatment,Ó fi òrò náà sórí Íńtánéètì nígbà tó ń bá ògá rè sòrò nípa ìyà tí wón fi ń jẹ ògá rè,x,2
,,opus,[[She put it on the line]] to dry after washing her clothes,"Léyìn tó bá ti fọ aṣọ rè tán, á wá gbé e sórí ìlà láti gbẹ é",l,0
on the line,to be at serious risk.,nllb,She put it on the line,Ó fi owó náà sínú ewu,f,0
,,nllb,[[She put it on the line]] when she confronted her boss about the unfair treatment,Ó fi èyí sí ìlà nígbà tó bá ọ̀gá rẹ̀ sọ̀rọ̀ nípa ìwà àìdáa tí wọ́n hù sí i,l,1
,,nllb,[[She put it on the line]] to dry after washing her clothes,Ó gbé e sórí ìlà láti gbẹ lẹ́yìn tó fọ aṣọ rẹ̀,l,1
on the line,to be at serious risk.,palm,She put it on the line,Ó fi sọ́nà,l,0
,,palm,[[She put it on the line]] when she confronted her boss about the unfair treatment,Ó sọ ọ̀rọ̀ náà ní ìkọ̀rọ̀ nígbà tí ó sọrọ̀ pẹ̀lú ọ̀gá rẹ̀ nípa ìwà tí ó ń hù sí i,x,2
,,palm,[[She put it on the line]] to dry after washing her clothes,Ó fi ó sí ìkò tí ó ń gbé ẹ̀rọ ìgbẹ́sẹ̀ nínú ìgbóná tí ó sì gbẹ́ ẹ̀rọ ìgbẹ́sẹ̀ náà,x,2
on the pig's back,a successful situation and everything is going well for that person,gpt,was riding on the pig's back,O ní ọkàn ilẹ̀kùn lọ.,x,2
,,gpt,"After winning the lottery, he [[was riding on the pig's back]] and enjoying his newfound wealth","Lẹhin ti o ṣe iṣẹ́ ọmọ onílẹ̀, o nṣe oko ẹyin ẹ̀nìkan lórí ìdílé àti fẹ́ràn rẹ̀ ìrànwọ́ tó bọ́ láti kọ́.",l,1
,,gpt,"At the farm, the child [[was riding on the pig's back]] for fun","Ni ile ise, omo naa ti o fi okuta ile fun ni odo.",x,2
on the pig's back,a successful situation and everything is going well for that person,palm,was riding on the pig's back,ń gbé ẹlẹ́dẹ̀ sọ́rọ,l,1
,,palm,"After winning the lottery, he [[was riding on the pig's back]] and enjoying his newfound wealth",Lẹ́yìn tí ó gba ẹ̀tọ́ ìfẹ́wọ́n ó ń rìn lórí ẹ̀yìn ẹlẹ́dẹ̀ tí ó sì ń gbádùn ọ̀rọ̀ tí ó rí ní ìgbà náà,l,1
,,palm,"At the farm, the child [[was riding on the pig's back]] for fun",Ní agbègbè ìṣẹ́ ọ̀gbìn ọmọ náà ń gbé ẹ̀yìn ẹlẹ́dẹ̀ fún ìṣẹ́ ìṣẹ́wò,l,1
on the pig's back,a successful situation and everything is going well for that person,opus,was riding on the pig's back,Wọn ń gbá Bọọlù àfẹsẹgbá lọwọlọwọ,x,2
,,opus,"After winning the lottery, he [[was riding on the pig's back]] and enjoying his newfound wealth","Lẹyìn tí ó jẹ òṣèré tíátà, ó ti ń gbá bọọlù lọwọlọwọ tí ó sì tún ń jẹ kí ó ní ọrò tuntun tó ṣèṣè ní",x,2
,,opus,"At the farm, the child [[was riding on the pig's back]] for fun","Ní oko, ọmọ náà ń jẹ ẹgbọn fún ìgbádùn.",x,2
on the pig's back,a successful situation and everything is going well for that person,nllb,was riding on the pig's back,ó ń gun ẹyìn ẹlẹ́dẹ̀,l,0
,,nllb,"After winning the lottery, he [[was riding on the pig's back]] and enjoying his newfound wealth","Lẹ́yìn tó gba owó lọ́tìrì, ó ń gun ẹsẹ̀ ẹlẹ́dẹ̀ náà, ó sì ń gbádùn ọrọ̀ tó ṣẹ̀ṣẹ̀ rí náà",l,0
,,nllb,"At the farm, the child [[was riding on the pig's back]] for fun","Ní oko, ọmọ náà ń gun ẹyìn ẹlẹ́dẹ̀ náà fún fàájì",l,0
out of hand,out of control,palm,got out of hand,ṣe ìṣẹ́ ìṣàkóso,x,2
,,palm,The party [[got out of hand]] when people started throwing food,Ẹgbẹ̀ náà ṣe ìṣẹ́lẹ̀ nígbà tí àwọn èèyàn bẹ̀rẹ̀ sí ń ṣe ìṣẹ́ ìṣọ̀rọ̀ ẹ̀bọ,x,2
,,palm,The ball [[got out of hand]] when he accidentally dropped it,Ọlọ́pàá náà ṣe ìṣẹ́lẹ̀ tí ó ṣe tí ó fi gbọ́n ọlọ́pàá náà sọ́dọ̀ ọ̀hún,x,2
out of hand,out of control,nllb,got out of hand,ó ti di ohun tí kò ṣeé ṣàkóso,f,0
,,nllb,The party [[got out of hand]] when people started throwing food,Ayẹyẹ náà di èyí tí kò ṣeé darí nígbà tí àwọn èèyàn bẹ̀rẹ̀ sí ju oúnjẹ,f,0
,,nllb,The ball [[got out of hand]] when he accidentally dropped it,Bọọlu náà ti kúrò ní ọwọ́ nígbà tí ó fi bọ́ ọ́ sílẹ̀ láìronú,l,0
out of hand,out of control,gpt,got out of hand,ti ṣe igbese.,x,2
,,gpt,The party [[got out of hand]] when people started throwing food,Igbeyawo ti wa ni oju kan ni o ti jẹun ni o ti ṣe ọrọ ti o bẹrẹ pada.,x,2
,,gpt,The ball [[got out of hand]] when he accidentally dropped it,"Igba aya o ba ri owo, o si gbe oju e.",x,2
out of hand,out of control,opus,got out of hand,jáde kúrò lówó,l,0
,,opus,The party [[got out of hand]] when people started throwing food,Ẹgbé náà jáde kúrò lówó nígbà táwọn èèyàn bèrè sí í ju oúnjẹ sílè,l,0
,,opus,The ball [[got out of hand]] when he accidentally dropped it,Bí bóòlù náà ṣe jáde nìyẹn nígbà tó ṣàdédé já bó lówó rè,l,0
paddle own canoe,To be able to act without having to depend on anyone.,gpt,to paddle their own canoe,ni won fi pada wonu re jeun.,x,2
,,gpt,They decided [[to paddle their own canoe]] and start their own business,"Won gbe owo won lọwọ ọjọ́ kan, ki won le bẹ̀rẹ̀ ẹ̀ṣọ́ wọn.",x,2
,,gpt,They had [[to paddle their own canoe]] to reach the other side of the lake,Won ni wọn yóò wọ àrà ẹ̀rín rẹ̀ nítorí wọn fẹ́ wá tó láti òkè ilẹ̀.,x,2
paddle own canoe,To be able to act without having to depend on anyone.,opus,to paddle their own canoe,láti pa ìrèké tiwọn fúnra wọn,x,2
,,opus,They decided [[to paddle their own canoe]] and start their own business,"Wón pinnu láti pa àwọn ìrèké tiwọn tì, kí wón sì bèrè sí í ṣòwò tiwọn",x,2
,,opus,They had [[to paddle their own canoe]] to reach the other side of the lake,Wón ní láti fó ìrèké tiwọn kí wón tó lè dé apá kejì adágún náà,x,2
paddle own canoe,To be able to act without having to depend on anyone.,nllb,to paddle their own canoe,láti fi ọkọ̀ ojú omi wọn ṣe ọkọ̀ òkun,l,0
,,nllb,They decided [[to paddle their own canoe]] and start their own business,"Wọ́n pinnu láti fi ọkọ̀ ojú omi wọn ṣe ọkọ̀ ojú omi, wọ́n sì dá okòwò tiwọn sílẹ̀",l,0
,,nllb,They had [[to paddle their own canoe]] to reach the other side of the lake,Wọ́n ní láti fi ọkọ̀ ojú omi wọn dìídì wọ ọkọ̀ ojú omi náà kí wọ́n tó lè dé apá kejì adágún náà,l,0
paddle own canoe,To be able to act without having to depend on anyone.,palm,to paddle their own canoe,nípa ìkọ̀ ọkọ̀ ọwọ́ wọn,l,0
,,palm,They decided [[to paddle their own canoe]] and start their own business,Wọ́n pinnu láti ṣe ọ̀nà ìṣiṣẹ́ wọn fúnra wọn,f,1
,,palm,They had [[to paddle their own canoe]] to reach the other side of the lake,Wọ́n ní láti ṣe ìkọ̀ ọkọ̀ ọkọ̀ wọn láti gba ọ̀kan lára ìwọ̀n òkun,l,2
paint the town red,to celebrate and have a wild time,palm,to paint the town red together,ṣe ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́ ìṣẹ́,x,2
,,palm,"After winning the championship, they decided [[to paint the town red together]] and celebrate",Lẹ́yìn tí wọ́n gba ìdíje náà wọ́n pinnu láti ṣe ìyàyé ní ìlú náà,x,2
,,palm,"As part of a community art project, they decided [[to paint the town red together]] by covering the walls with vibrant murals",Gẹ́gẹ́ bí apá kan nínú iṣẹ́ ọ̀ṣẹ́ ìlú wọ́n pinnu láti ṣe àwọ ìlú kúkúrú pọ̀ láti ṣe ìfọwọ́sowọ́pọ̀ nípa ìgbójú ìwé ọ̀ṣẹ́ tí ó ń ṣe ìfẹ́ nínú ìdí ògiri,l,2
paint the town red,to celebrate and have a wild time,gpt,to paint the town red together,pa ara ile lo pelu omo re.,x,2
,,gpt,"After winning the championship, they decided [[to paint the town red together]] and celebrate","Lẹhin ti won jẹ ọbádélé, wọn quẹsi lati pẹlu ni ilu ati ńṣe ọrọ ayé.",x,2
,,gpt,"As part of a community art project, they decided [[to paint the town red together]] by covering the walls with vibrant murals","Nibi ti o sele ni ipo awon onisowo arti ile, won gbe owo won lo lati fi ile yi lo pelu awon murals ti o dara ju.",x,2
paint the town red,to celebrate and have a wild time,nllb,to paint the town red together,láti fi àwọ̀ pupa pa ìlú náà pọ̀,l,0
,,nllb,"After winning the championship, they decided [[to paint the town red together]] and celebrate","Lẹ́yìn tí wọ́n gba ife ẹyẹ náà, wọ́n pinnu láti fi àwọ̀ pupa pa ìlú náà kí wọ́n sì ṣe ayẹyẹ náà pa pọ̀",l,0
,,nllb,"As part of a community art project, they decided [[to paint the town red together]] by covering the walls with vibrant murals",Wọ́n pinnu láti fi àwòrán ara ògiri tó ń dán gbinrin bo ògiri ìlú náà kí wọ́n lè jọ máa ṣe iṣẹ́ ọnà láwùjọ,l,1
paint the town red,to celebrate and have a wild time,opus,to paint the town red together,láti ya ìlú náà pò mó pupa,l,1
,,opus,"After winning the championship, they decided [[to paint the town red together]] and celebrate","Léyìn tí wón borí nínú ìdíje òhún, wón pinnu láti ya ìlú náà sótòòtò kí wón sì ṣayẹyẹ rè",f,1
,,opus,"As part of a community art project, they decided [[to paint the town red together]] by covering the walls with vibrant murals","Gégé bí apá kan iṣé ọnà ìlú, wón pinnu láti ya ìlú náà sótò nípa fífi òdà kùn ún",l,1
pass away,die,palm,passed away peacefully,kú nínú àlàfàfà,f,0
,,palm,Our beloved grandmother [[passed away peacefully]] in her sleep,Ìyáwó baba wa tó ń fẹ́ wa kú nínú ìsùn,f,0
,,palm,"The storm [[passed away peacefully]], leaving a calm and clear sky",Ìjì náà kọjá lọ́wọ́ láì ṣe ìjà ó sì fi òfu tí ó ṣe ẹ̀rọ ṣe ìtẹ̀lẹ̀,l,0
pass away,die,nllb,passed away peacefully,ó kú lọ́nà àlàáfíà,f,1
,,nllb,Our beloved grandmother [[passed away peacefully]] in her sleep,Ìyá àgbà wa ọ̀wọ́n kú lọ́nà àlàáfíà nínú oorun rẹ̀,f,0
,,nllb,"The storm [[passed away peacefully]], leaving a calm and clear sky","Ìjì náà rọra kọjá lọ, òfuurufú sì rọra móoru",l,0
pass away,die,opus,passed away peacefully,Máa rọra kọjá lọ,l,0
,,opus,Our beloved grandmother [[passed away peacefully]] in her sleep,Màmá wa òwón kú lónà pèlétù nígbà tó ń sùn,f,0
,,opus,"The storm [[passed away peacefully]], leaving a calm and clear sky","Ìjì náà rọlè, ó sì rọra ń wojú òrun lóòókán",l,0
pass away,die,gpt,passed away peacefully,ti ku lọwọ lọwọ.,f,1
,,gpt,Our beloved grandmother [[passed away peacefully]] in her sleep,Iya wa tobi ni ku l'odo didun.,f,2
,,gpt,"The storm [[passed away peacefully]], leaving a calm and clear sky","Ogun ojoro ti pada wa ni ibeere, o si mu alafia ati oju alaafia.",x,2
pull the wool over eyes,to deceive someone,gpt,They pulled the wool over her eyes,Won ni oju re ni won fi owo lo fun.,x,2
,,gpt,[[They pulled the wool over her eyes]] by pretending to be a wealthy businessman,Won ti fẹ́ siwaju ẹ̀ láti jẹ́ ọmọ-ọlọ́wó tó fẹ́ràn wọn.,x,2
,,gpt,"During the surprise party preparations, [[they pulled the wool over her eyes]] with a blindfold","Ni ibere iranlọwọ ti o ti ṣe fun aṣojúpọ, wọ wà ni wọ́n fi ẹyinjú rẹ pada.",x,2
pull the wool over eyes,to deceive someone,opus,They pulled the wool over her eyes,Wón fa irun àgùntàn náà lé ojú rè,l,0
,,opus,[[They pulled the wool over her eyes]] by pretending to be a wealthy businessman,"Wón ń fa irun orí rè, wón ń díbón pé ọlórò ni wón",l,0
,,opus,"During the surprise party preparations, [[they pulled the wool over her eyes]] with a blindfold","Nígbà tí àpèjẹ náà ń lọ lówó, wón fi aṣọ afójú fa irun àgùntàn náà bo ojú rè",l,0
pull the wool over eyes,to deceive someone,palm,They pulled the wool over her eyes,Wọ́n ṣe ẹ̀yẹ ẹ̀yẹ fún un,x,2
,,palm,[[They pulled the wool over her eyes]] by pretending to be a wealthy businessman,Wọ́n ṣe ẹlẹ́rìí ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ̀rọ̀ ẹ̀rọ ìṣọ,x,2
,,palm,"During the surprise party preparations, [[they pulled the wool over her eyes]] with a blindfold",Nígbà tí wọ́n ń ṣe àwọn ìṣẹ́lẹ̀ ìpàdé ìyàlẹ́ wọ́n fi ìfọ́jú ṣi ọkọ́ ọmọbìnrin náà,x,2
pull the wool over eyes,to deceive someone,nllb,They pulled the wool over her eyes,Wọ́n fi ìwo bo ojú rẹ̀,l,1
,,nllb,[[They pulled the wool over her eyes]] by pretending to be a wealthy businessman,"Wọ́n fi ṣe ògbóǹkangí oníṣòwò, wọ́n sì fi ṣe ògbóǹkangí òṣìṣẹ́.",x,2
,,nllb,"During the surprise party preparations, [[they pulled the wool over her eyes]] with a blindfold","Nígbà tí wọ́n ń múra ayẹyẹ àrà ọ̀tọ̀ náà, wọ́n fi aṣọ ìdìkú bo ojú rẹ̀",l,2
push the boat out,celebrate; enjoy oneself.,gpt,we pushed the boat out,Awa fi ilẹkun sile.,x,2
,,gpt,"For her birthday, [[we pushed the boat out]] and threw a huge party","Fun awọn ọjọ ibi rẹ, a ti gbe òkè wọnyi lọ lati ṣe ọjọ ibi nla.",x,2
,,gpt,[[We pushed the boat out]] into the water to start our fishing trip,Awa ti ṣe ọkọ ayọkẹlẹ ni ilẹ wọn lati bẹrẹ ọrọ ẹja wa.,x,2
