annotations_ambiguous,annotations_figurative,annotations_literal,error,idiom,intended_ambiguous_old,intended_ambiguous,intended_figurative_old,intended_figurative,intended_literal_old,intended_literal,iter,maxvote - for sort,maxvote_ambiguous,maxvote_figurative,maxvote_literal,meaning,not_found,well_formed,converted
"['figurative', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'literal', 'figurative']",False,the brains behind,He is the brains behind,the brains behind the project,"He is the brains behind the project, leading our team to success","she was the brains behind the project, coming up with innovative ideas","He is the brains behind the operation, manipulating the system","the computer was the brains behind the project, controlling all the automated processes",0.0,figurative : figurative : figurative,figurative,figurative,figurative,"used to refer to the person who originally invented a particular scheme, plan or idea",False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,the calm before the storm,It was the calm before the storm,experienced the calm before the storm,It was the calm before the storm as I was nervously anticipating the news of the results,"before the big presentation, we experienced the calm before the storm in the office",It was the calm before the storm as the sky was especially quiet before the rain started pouring,"just before the hurricane hit, we experienced the calm before the storm as the wind suddenly stopped",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,an extremely peaceful atmosphere right before any serious incident or crisis,False,True,False
"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,the devil is beating his wife,The devil is beating his wife.,the devil is beating his wife,The devil is beating his wife because it's raining unexpectedly,"while the sun was shining, it started raining, and people said the devil is beating his wife",The devil is beating his wife because she disobeyed him,"in the theatrical performance, the actor playing Satan acted out a scene where the devil is beating his wife",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,raining whereas the sun is shining.,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'figurative']","['literal', 'figurative', 'literal']",False,the die is cast,The die is cast,the die is cast,The die is cast and it is too late to change our decision,"once the decision was made, there was no turning back; the die is cast",The die is cast as we have rolled it,"he rolled the dice on the table, and the die is cast",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,"an unalterable decision has been reached, or step taken.",False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,the early bird catches the worm,The early bird caught the worm,the early bird catches the worm,"The early bird caught the worm, which was a metaphor for being successful as a reward for hard work","she always wakes up at 5 am and finishes her tasks efficiently, proving that the early bird catches the worm","The early bird caught the worm, which was a feast to begin its morning","in the documentary, we saw how the early bird catches the worm to feed its young",1.0,ambiguous : figurative : literal,ambiguous,figurative,literal,it refers to people who arrive earlier are the ones who get the best deals,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'literal']","['literal', 'ambiguous', 'literal']",False,the eleventh hour,They finished it at the eleventh hour,at the eleventh hour,"They finished it at the eleventh hour, proving that it was possible to complete it even under the most challenging time constraints","he finished the project at the eleventh hour, just before the deadline","They finished it at 11 PM, which was the eleventh hour",she decided to go for a walk at the eleventh hour of the night,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,at the very last minute before an event,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'figurative']",False,the last straw,"It was the last straw"" ",that was the last straw,It was the last straw for me when he said that and I decided to call it quits,"when he insulted her cooking, that was the last straw and she decided to leave",It was the last straw on the camel's back and it tipped over,"after using all the other straws, that was the last straw in the box",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to be the last in a sequence of unpleasant things,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,the lion's den,They walked into the lion's den,entered the lion's den,They walked into the lion's den despite the threats and intimidations,"by confronting the angry mob, he entered the lion's den and risked his safety",They walked into the lion's den and were confronted by the animal,"as a zookeeper, she entered the lion's den to feed the animals",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,a place which is uncomfortable,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'ambiguous', 'figurative']",True,the other side of the coin,Let's consider the other side of the coin,consider the other side of the coin,Let's consider the other side of the coin before making a decision,"before making a decision, it's important to consider the other side of the coin and weigh the pros and cons",Let's consider the other side of the coin in order to have a full view of the design,"when flipping a quarter, you should consider the other side of the coin as well, since it has a 50% chance of landing",0.0,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,"the opposite aspect, contrasting arguments.",False,False,False
"['figurative', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'ambiguous']",False,the sun rises and sets on them,She thinks the sun rises and sets on them,the sun rises and sets on them,She thinks the sun rises and sets on them because they are her world,she adores her children so much that the sun rises and sets on them in her eyes,She thinks the sun rises and sets on them because they live in a village near the equator,"living on a remote island, the sun rises and sets on them every day",0.0,figurative : figurative : literal,figurative,figurative,literal,to believe that someone is the most wonderful and important person in the world; to love and adore someone more than anyone else,False,False,False
"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'ambiguous', 'figurative']","['literal', 'literal', 'ambiguous']",False,throw in the towel,He threw in the towel,throw in the towel on this project,He threw in the towel when it became clear that he could not achieve victory,"after numerous failed attempts, he decided to throw in the towel on this project",He threw in the towel because he was sweating too much,"while cleaning the gym, he had to throw in the towel on this project to move on to the next task",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to quit,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,throw it over the wall,We threw it over the wall,throw it over the wall,We threw it over the wall to make someone else responsible for it,"after finishing the design, the team decided to throw it over the wall to the developers",We threw it over the wall so it ended up in the neighbor's yard,he decided to throw it over the wall to get the ball back from the neighbor's yard,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,"to deal with part of a problem or project, then pass the responsibility to another person or department without any communication or coordination",False,True,False
"['figurative', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,throw the baby out with the bathwater,They threw the baby out with the bathwater.,throw the baby out with the bathwater,They threw the baby out with the bathwater when they decided to get rid of the entire program with no exceptions,"in their haste to modernize the company, they decided to throw the baby out with the bathwater and discard valuable traditions",They threw the baby out with the bathwater when they finished giving the baby a bath,it would be absurd to accidentally throw the baby out with the bathwater while emptying the tub,0.0,figurative : figurative : literal,figurative,figurative,literal,to remove something good in the bid of getting rid of something bad,False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,tie the knot,They tied the knot,tied the knot together,They tied the knot at the wedding ceremony,they tied the knot together in a beautiful ceremony surrounded by friends and family,They tied the knot when they used a rope to secure the boat in the marina,the two sailors tied the knot together to secure the rope,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to get married,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,tight spot,He was in a tight spot,found themselves in a tight spot,"He was in a tight spot with all his obligations from work, school and family",they found themselves in a tight spot when they had to choose between two important events,He was in a tight spot as he was wedged in between two walls,the spelunkers found themselves in a tight spot while navigating the narrow cave,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to be in a very difficult situation,False,True,False
"['literal', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,tighten belt,We were told to tighten our belt,tighten the belt a bit,We were told to tighten our belt to save more money this year,"due to the economic downturn, we had to tighten the belt a bit and cut some expenses",We were told to tighten our belt to fit better,"after losing some weight, he had to tighten the belt a bit to keep his pants up",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to save your money,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'ambiguous', 'literal']",False,tip of the iceberg,This is just the tip of the iceberg,just the tip of the iceberg,This is just the tip of the iceberg of the things I want to talk about,the problems we discovered were just the tip of the iceberg in this company,"This is just the tip of the iceberg, the rest is hidden under the water","as we approached the glacier, we saw just the tip of the iceberg above the water",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to only know a very small part of the problem,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'ambiguous']","['literal', 'literal', 'literal']",False,to see the back of,I'm glad to see the back of them,to see the back of the problem,I'm glad to see the back of them as they have caused so much trouble,she was relieved to see the back of the problem after finding a solution,I'm glad to see the back of them since I can now see the other side,he had to see the back of the problem by flipping the paper over,0.0,ambiguous : ambiguous : literal,ambiguous,ambiguous,literal,to be glad that you no longer have to deal with someone,False,False,False
"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'ambiguous', 'figurative']",False,to the core,He was impacted to the core,shaken to the core,He was impacted to the core after hearing the sad news,the news of the tragedy left her shaken to the core,He was impacted to the core after dropping his apple on the ground,the powerful earthquake had shaken to the core of the Earth,0.0,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,totally,False,False,False
"['figurative', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,tongue in cheek,He joked with a tongue in cheek,made a tongue-in-cheek remark,"He joked with a tongue in cheek, letting everyone know he was just being sarcastic",he made a tongue-in-cheek remark about the politician's promises,"He joked with a tongue in cheek, holding it in place while he spoke","while mimicking a silly face, he made a tongue-in-cheek remark to entertain the children",0.0,figurative : figurative : literal,figurative,figurative,literal,"something said in humour, but with an act of being serious",False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,toot one's own horn,I tooted my own horn,tooting his own horn,I tooted my own horn and told them proudly about my recent accomplishments,he was always tooting his own horn about his accomplishments,"I tooted my own horn and sounded a loud, proud note","during the parade, he was tooting his own horn as part of the marching band",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,speak boastfully about oneself,False,True,False
"['figurative', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'ambiguous', 'figurative']",False,top dog,He's the top dog,became the top dog,"He's the top dog of the business world, making the most influential decisions","after years of hard work, she became the top dog in her company",He's the top dog as he always walks ahead of the other three dogs,"at the dog show, her well-trained canine became the top dog among all the competitors",0.0,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,"The term ""top dog"" means a person, group, or thing in a position of power, particularly after struggling or winning a grueling competition.",False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'ambiguous']","['literal', 'literal', 'literal']",False,tore your hair out,She was tearing her hair out,tore your hair out,She was tearing her hair out trying to figure out the cause of the problem,you tore your hair out trying to solve that complex math problem,She was tearing her hair out literally as she grabbed a handful of strands,you accidentally tore your hair out while removing the tangled hairbrush,0.0,ambiguous : ambiguous : literal,ambiguous,ambiguous,literal,to be extremely agitated or distressed about something,False,False,False
"['figurative', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'figurative', 'literal']",False,toss-up,It's a toss-up,a toss-up between two options,It's a toss-up whether I should accept this job or not,choosing between the two job offers was a toss-up between two options,It's a toss-up if this coin lands on heads or tails,"the coin flip was a toss-up between two options, heads or tails",0.0,figurative : figurative : literal,figurative,figurative,literal,a situation where the result is unclear and can go either way,False,False,False
"['figurative', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'figurative', 'literal']",False,treasure trove,The shed was a treasure trove,they discovered a treasure trove,The shed was a treasure trove of memories from long ago,"when they found the old library, they discovered a treasure trove of knowledge",The shed was a treasure trove of jewelry and coins,"while digging in the backyard, they discovered a treasure trove filled with gold coins",0.0,figurative : figurative : literal,figurative,figurative,literal,a priceless or valuable discovery,False,False,True
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,troubled waters,We are navigating troubled waters,sailing through troubled waters,We are navigating troubled waters as we speak to each other about our disagreements,"during the financial crisis, the company was sailing through troubled waters",We are navigating troubled waters as the boat violently rocks due to the storm,"the storm made the sea rough, and the boat was sailing through troubled waters",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,a difficult phase of life,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'ambiguous', 'figurative']","['literal', 'ambiguous', 'figurative']",False,turn back on,I had to turn back on it,she turned back on the situation,I had to turn back on it and accept the way it's supposed to be,she turned back on the situation when she refused to help her friend,I had to turn back on it to use it again,she turned back on the situation to avoid witnessing the accident,0.0,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,choose not to speak to,False,False,True
"['ambiguous', 'ambiguous', 'ambiguous']","['literal', 'literal', 'literal']","['literal', 'literal', 'literal']",False,turn down a glass,She turned down a glass,turned down a glass,She turned down a glass when the waiter offered her a drink; an indication that she didn't want to consume anything,"at the party, he politely turned down a glass when offered a drink",She turned down a glass when the waiter asked her if she wanted an extra glass,she turned down a glass upside down to let it dry,1.0,ambiguous : literal : literal,ambiguous,literal,literal,to decline something that someone has offered.,False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,turn the tables,I turned the tables,they turned the tables on her,"I turned the tables by speaking up for myself, showing them my true potential",they turned the tables on her by revealing her secret plan,I turned the tables to make sure they were aligned correctly before the game,"during the furniture rearrangement, they turned the tables on her to make more space",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,change your position with respect to someone else.,False,True,True
"['ambiguous', 'ambiguous', 'literal']","['ambiguous', 'figurative', 'figurative']","['ambiguous', 'literal', 'ambiguous']",False,twist arm,"I had to twist his arm"" ",twisted his arm,I had to twist his arm to go on the date with me,she twisted his arm to convince him to join the party,I had to twist his arm to get him out of the car,"during the wrestling match, he accidentally twisted his arm and felt pain",0.0,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,to make someone do what you want by making it difficult for them to refuse,False,False,False
"['ambiguous', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,two peas in a pod,They were two peas in a pod,like two peas in a pod,They were two peas in a pod because they were perfectly alike and shared the same interests,"they were like two peas in a pod, always doing everything together",They were two peas in a pod when they were sitting in the same pod of peas,"the twins were dressed identically, looking like two peas in a pod",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,practically identical in appearance,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'literal', 'ambiguous']","['literal', 'literal', 'literal']",True,ugly duckling,She was an ugly duckling,an ugly duckling story,"She was an ugly duckling when she was young, but grew up to be quite a beautiful swan",her transformation from a shy girl to a confident woman was an ugly duckling story,"She was an ugly duckling when she was born, with her gray and white feathers",the children's book featured an ugly duckling story about a young bird finding its true identity,0.0,ambiguous : ambiguous : literal,ambiguous,ambiguous,literal,a young person who turns out to be beautiful or talented against all expectations.,False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,uncharted waters,We are in uncharted waters,venturing into uncharted waters,We are in uncharted waters trying to solve this problem,starting a new business was like venturing into uncharted waters for her,We are in uncharted waters as there are no maps of this area yet,the explorers were venturing into uncharted waters as they sailed to the unknown island,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,"when you are in a situation that is unfamiliar to you, that you have no experience of and don't know what might happen",False,True,False
"['ambiguous', 'ambiguous', 'literal']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,under fire,He was under fire,under fire from the crowd,He was under fire when his company was accused of fraud,the politician was under fire from the crowd for his controversial statements,He was under fire when he was under attack in the war,the firefighter was under fire from the crowd as he tried to save people from the burning building,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,being shot at,False,True,False
"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,under the radar,He managed to stay under the radar,working under the radar,He managed to stay under the radar and avoid gossip or criticism,he was working under the radar to avoid drawing attention to his project,He managed to stay under the radar to avoid detection by radar,the technician was working under the radar equipment to fix a malfunction,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,"going unnoticed, avoiding unnecessary attention",False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,up a creek without a paddle,I'm up a creek without a paddle,found ourselves up a creek without a paddle,I'm up a creek without a paddle since I don't have any plan of action,"when our car broke down in the middle of nowhere, we found ourselves up a creek without a paddle",I'm up a creek without a paddle since I forgot to bring one for this incident,"while canoeing, we accidentally dropped our paddles and found ourselves up a creek without a paddle",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,being in trouble.,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'ambiguous', 'ambiguous']",False,up a river without a paddle,He was up a river without a paddle,found ourselves up a river without a paddle,He was up a river without a paddle when he had no idea what to do next,"when the car broke down in the middle of nowhere, we found ourselves up a river without a paddle",He was up a river without a paddle when the powerboat broke down,"while canoeing, we accidentally dropped our paddles and found ourselves up a river without a paddle",0.0,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,"when you are in an unfortunate situation, unprepared and with none of the resources to remedy the matter",False,False,False
"['figurative', 'ambiguous', 'figurative']","['figurative', 'literal', 'figurative']","['literal', 'figurative', 'literal']",False,up in the air,The outcome is still up in the air,plans are up in the air,The outcome is still up in the air because the jury is still deliberating,our vacation plans are up in the air due to the unpredictable weather,The outcome is still up in the air due to the windy weather,"the balloons carrying our plans are up in the air, floating away from us",0.0,figurative : figurative : literal,figurative,figurative,literal,"unresolved, undecided",False,False,False
"['ambiguous', 'ambiguous', 'figurative']","['figurative', 'figurative', 'literal']","['figurative', 'figurative', 'figurative']",False,up to the mark,This project was up to the mark,not quite up to the mark,This project was up to the mark since it exceeded all expectations,"his performance was not quite up to the mark, so he didn't get the promotion",This project was up to the mark since it was exactly how the design was planned,the water level was not quite up to the mark on the measuring stick,0.0,ambiguous : figurative : figurative,ambiguous,figurative,figurative,to be good enough,False,False,False
"['figurative', 'ambiguous', 'figurative']","['figurative', 'figurative', 'literal']","['literal', 'literal', 'literal']",False,up to the neck,They were up to the neck in work,up to the neck in work,They were up to the neck in work recently and were too busy to take a break,he was up to the neck in work and couldn't take a break,"They were up to the neck in water, swimming in a pool","the floodwaters rose, leaving him up to the neck in work to clean up the mess",0.0,figurative : figurative : literal,figurative,figurative,literal,"when people are very involved in something, especially when it's something wrong",False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'ambiguous']",False,upper hand,She has the upper hand,he gained the upper hand,She has the upper hand because she knows more information than her opposition,"by studying the opponent 's strategy, he gained the upper hand in the negotiation",She has the upper hand because her arm is higher than her opponent's,"during the arm wrestling match, he gained the upper hand by pushing his opponent's arm down",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to have the authority to make decisions over someone or something,False,True,True
"['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']","['figurative', 'figurative', 'figurative']",False,ups and downs,This job comes with its ups and downs,experienced ups and downs,This job comes with its ups and downs indicating its rewards as well as its difficulties,"throughout their marriage, they experienced ups and downs but remained committed",This job comes with its ups and downs as the head of the department sometimes yells and other times rewards the team,"on the roller coaster, we experienced ups and downs as it twisted and turned",0.0,figurative : figurative : figurative,figurative,figurative,figurative,good times and bad times,False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,use your loaf,He used his loaf,used their loaf,He used his loaf to come up with the perfect solution,they used their loaf to solve the complex puzzle,He used his loaf to bake a loaf of bread,they used their loaf of bread to make sandwiches for lunch,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,To tell someone to use their brain more in analysing what they are doing.,False,True,False
"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'literal', 'literal']",False,velvet glove,He handled them with a velvet glove,wearing a velvet glove,"He handled them with a velvet glove, showing them compassion despite their misdeeds",the manager was wearing a velvet glove when he gently guided the team through the crisis,He handled them with a velvet glove so that he wouldn't hurt them,"at the costume party, she was wearing a velvet glove as part of her elegant outfit",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,"a person who appears gentle, but is determined and inflexible underneath",False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",True,voice in the wilderness,He was a voice in the wilderness,a voice in the wilderness,He was a voice in the wilderness offering advice that nobody wanted to hear,his environmental concerns were a voice in the wilderness among the industrialists,He was a voice in the wilderness shouting from the hills,"while hiking alone, she suddenly heard a voice in the wilderness and got scared",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,"someone who expresses an opinion that no one believes or listens to, especially if proved right later",False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,vultures are circling,The vultures are circling,the vultures are circling,"The vultures are circling the struggling business, looking for an opportunity to swoop in and take it over","as the company's stock plummeted, the vultures are circling to buy it cheap","The vultures are circling the sky today, searching for their next meal","while observing the desert landscape, we noticed the vultures are circling above a carcass",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,when something is in danger and its enemies are getting ready for the kill,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'ambiguous', 'literal']",False,wag the dog,He was wagging the dog,wagging the dog,He was wagging the dog by trying to distract people from the bigger issue,the politician was wagging the dog by creating a diversion from the scandal,He was wagging the dog when playing with his pet,the playful puppy was wagging the dog by grabbing its tail,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to divert attention from something that is bad,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'figurative', 'literal']",False,walk on eggshell,She's walking on eggshells,walking on eggshells around her,She's walking on eggshells around them as every little thing can start an argument,"since she was easily offended, we were always walking on eggshells around her",She's walking on eggshells since they are laid on the floor,"during the art performance, the performer was walking on eggshells around her as part of the act",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,to be careful about one's words or actions around another person,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'figurative']","['figurative', 'literal', 'literal']",False,walk out on,He walked out on her,walked out on the presentation,He walked out on her when she needed him the most,"disappointed by the lack of support, she walked out on the presentation and left the room",He walked out on her when they were in an argument and he couldn't bear to stay,"during a sudden power outage, everyone walked out on the presentation to find a safer location",1.0,ambiguous : figurative : literal,ambiguous,figurative,literal,end a relationship with someone suddenly,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'literal']","['literal', 'figurative', 'ambiguous']",False,walking on broken glass,They're walking on broken glass,walking on broken glass,They're walking on broken glass as they work through each problem step by step,dealing with her sensitive feelings was like walking on broken glass,They're walking on broken glass because they refused to wear the necessary protective gear,he accidentally dropped a glass bottle and ended up walking on broken glass in the kitchen,0.0,ambiguous : figurative : ambiguous,ambiguous,figurative,ambiguous,when a person is punished for something,False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['ambiguous', 'figurative', 'figurative']",False,want his head on a platter,I want his head on a platter,wanted his head on a platter,I want his head on a platter because I'm so angry with him,she was so furious with him that she wanted his head on a platter,I want his head on a platter for the Halloween party next week,the eccentric artist wanted his head on a platter for a macabre sculpture,0.0,ambiguous : figurative : figurative,ambiguous,figurative,figurative,when someone makes you so angry that you want them to be punished,False,False,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,wash dirty linen in public,She washed her dirty linen in public,washed their dirty linen in public,She washed her dirty linen in public by arguing with her sister on the street corner,they washed their dirty linen in public by arguing about their personal issues on social media,She washed her dirty linen in public at a laundromat yesterday,they washed their dirty linen in public at the outdoor laundromat,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,discuss publicly matters that one should keep private,False,True,False
"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,wash hands of,I washed my hands of this,washed their hands of the situation,I washed my hands of this mess by refusing to get involved any further,"after trying to help for months, they finally washed their hands of the situation and moved on",I washed my hands of this dirt by using soap and water,they washed their hands of the situation by using soap and water after touching something dirty,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,abandon taking responsibility for someone or something,False,True,False
"['ambiguous', 'figurative', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,watchdog,He's been a watchdog,hired a watchdog,He's been a watchdog looking out for any potential issue in his company,the company hired a watchdog to monitor their financial transactions,He's been a watchdog barking whenever a stranger came near,they hired a watchdog to guard their property at night,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,"one who protects against loss, corruption, waste, or objectionable practices.",False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,water under the bridge,That's water under the bridge,let it be water under the bridge,That's water under the bridge now and we can move on to other things,"despite their past disagreements, they decided to let it be water under the bridge and move forward",That's water under the bridge and it can no longer be seen,"the river flowed swiftly, and they watched as debris let it be water under the bridge",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,past events that are not important anymore,False,True,False
"['ambiguous', 'ambiguous', 'figurative']","['figurative', 'figurative', 'figurative']","['literal', 'ambiguous', 'literal']",False,way around,"They found a way around it"" ",knows his way around,They found a way around it by doing the opposite,he knows his way around computers and can fix any issue,They found a way around it by going to the other side,"as a local, he knows his way around the city and can navigate easily",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,"to find an alternative for something, someone or to perform a task",False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'figurative']",False,weak in the knees,She made him weak in the knees,she felt weak in the knees,She made him weak in the knees with her charm and beauty,"when she saw her favorite celebrity, she felt weak in the knees",She made him weak in the knees after he took the wrong medication,"after running a marathon, she felt weak in the knees due to exhaustion",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,"to be overcome by a strong feeling, usually desire",False,True,True
"['ambiguous', 'ambiguous', 'ambiguous']","['ambiguous', 'figurative', 'figurative']","['literal', 'literal', 'ambiguous']",False,weather the storm,Weathered the storm,weathered the storm together,We weathered the storm by relying on our friend network for support,"despite the challenges, our team weathered the storm together and succeeded",We weathered the storm because we had suitable raincoats and umbrellas,"during the hurricane, we huddled in the basement and weathered the storm together",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,handle a difficult period of time successfully,False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'ambiguous', 'literal']",False,went through the mill,"He went through the mill"" ",went through the mill together,He went through the mill when his parents got divorced,they went through the mill together during the tough times in their relationship,He went through the mill to obtain the flour for his grandmother's recipe,the wheat went through the mill together to be ground into flour,0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,"you experience a very difficult period, or are exposed to rough treatment",False,True,False
"['ambiguous', 'ambiguous', 'ambiguous']","['figurative', 'figurative', 'figurative']","['literal', 'literal', 'literal']",False,wet behind the ears,He was wet behind the ears,still wet behind the ears,He was wet behind the ears when he started his new job,the new intern is still wet behind the ears and needs guidance,He was wet behind the ears because he had just taken a bath,"after swimming, she was still wet behind the ears despite toweling off",0.0,ambiguous : figurative : literal,ambiguous,figurative,literal,immature or poor skill,False,True,False
