idiom,meaning,label,source
ring a bell,something that sounds familiar,figurative,Mentioning the old restaurant seemed [[to ring a bell for them]]
ring a bell,something that sounds familiar,literal,The teacher asked me [[to ring a bell for them]] to signal the end of recess
rip off,the act of stealing,literal,"With a strong pull, he managed [[to rip off the cover]] of the old book"
rip off,the act of stealing,figurative,The plagiarized book seemed [[to rip off the cover]] of the original work
rise and shine,to ask someone to wake up and become active in the daily chores,literal,"As the sun began to [[rise and shine]], it illuminated the morning sky"
rise and shine,to ask someone to wake up and become active in the daily chores,figurative,"It's a new day, [[rise and shine]] and make the most of it"
rock the boat,to make trouble.,literal,"As they leaned over the side to take a picture, they accidentally [[rocked the boat a bit]]"
rock the boat,to make trouble.,figurative,"By questioning the company's policies, he [[rocked the boat a bit]] among his colleagues"
roots run deep,"similar in meaning to ""deep-rooted.""",literal,The oak tree in the park is so old that [[their roots run deep]] underground
roots run deep,"similar in meaning to ""deep-rooted.""",figurative,"In this small town, [[their roots run deep]] and everyone knows each other"
rub shoulders,"to meet and spend time with people, especially when they are powerful or famous",literal,"During the crowded bus ride, he accidentally [[rubbed shoulders with the famous]] actress"
rub shoulders,"to meet and spend time with people, especially when they are powerful or famous",figurative,"At the gala, she [[rubbed shoulders with the famous]] and made valuable connections"
rub the wrong way,to tick someone off,literal,She accidentally [[rubbed him the wrong way]] while trying to give him a back massage
rub the wrong way,to tick someone off,figurative,Her sarcastic comments [[rubbed him the wrong way]] and made him feel uncomfortable
run across,meet someone by accident,figurative,"While researching, I happened [[to run across the field]] of quantum physics"
run across,meet someone by accident,literal,"During the soccer match, the players had [[to run across the field]] to reach the ball"
run out,to not have enough of something,figurative,We need to hurry or we'll [[run out of time]] to finish the project
run out,to not have enough of something,literal,"The clock's battery died, causing it to [[run out of time]]"
run out of steam,to lose the effect that something once had,literal,The old steam engine [[ran out of steam]] and came to a halt
run out of steam,to lose the effect that something once had,figurative,"After working on the project for hours, she finally [[ran out of steam]] and took a break"
sail through,to succeed in doing it without difficulty,literal,The experienced captain was able [[to sail through the challenges]] of the stormy sea
sail through,to succeed in doing it without difficulty,figurative,"With her determination and hard work, she managed [[to sail through the challenges]] of her new job"
scrape the bottom of the barrel,"It is a phrase used to describe something you know is not in good condition, but you have to select it since you don't have an option of choosing the better one.",literal,"To get the last bit of jam, she was [[scraping the bottom of the barrel]]"
scrape the bottom of the barrel,"It is a phrase used to describe something you know is not in good condition, but you have to select it since you don't have an option of choosing the better one.",figurative,Hiring that unqualified candidate was like [[scraping the bottom of the barrel]]
scratch the surface,to deal with only a small part of a problem,literal,"With a coin, she [[scratched the surface]] of the lottery ticket to reveal the numbers"
scratch the surface,to deal with only a small part of a problem,figurative,"During the lecture, we only [[scratched the surface]] of the topic and didn't dive deep"
second wind,another burst of energy when you had been too tired to finish,literal,"While searching through the attic, he [[found a second wind]] chime to add to his collection"
second wind,another burst of energy when you had been too tired to finish,figurative,"After a short break, the marathon runner [[found a second wind]] and continued running"
see eye to eye,to agree fully with someone,literal,"During the staring contest, we were [[seeing eye to eye with her]]"
see eye to eye,to agree fully with someone,figurative,"After discussing our differences, we started [[seeing eye to eye with her]]"
see the light,realise or understand something,literal,"After being in the dark cave for hours, they [[finally saw the light]] when they reached the exit"
see the light,realise or understand something,figurative,"After struggling with the problem for hours, he [[finally saw the light]] and found the solution"
set the bar,fix the standards acceptable for the task,figurative,She [[set the bar high]] for her colleagues with her outstanding performance
set the bar,fix the standards acceptable for the task,literal,The coach [[set the bar high]] for the high jump competition
shades of grey,refers to a situation where things are not really clear,figurative,"In the complex political situation, [[they saw shades of grey]] rather than a clear right or wrong"
shades of grey,refers to a situation where things are not really clear,literal,"As an artist, [[they saw shades of grey]] when mixing black and white paint"
shake a leg,"to go fast, hurry",figurative,"We were running late, so our mom told us to start [[shaking a leg]]"
shake a leg,"to go fast, hurry",literal,"During the dance class, the instructor demonstrated [[shaking a leg]] to the rhythm"
shoot from the hip,"speak directly or bluntly, without caring for consequences",figurative,"During the debate, he was [[shooting from the hip]] with his quick responses"
shoot from the hip,"speak directly or bluntly, without caring for consequences",literal,"At the shooting range, he practiced [[shooting from the hip]] to improve his accuracy"
short fuse,to get angry quickly.,figurative,"Be careful around him, he [[has a short fuse]] and gets angry easily"
short fuse,to get angry quickly.,literal,"The firecracker [[has a short fuse]], so it will explode quickly after lighting it"
shot in the dark,an attempt to guess something when you have no information or knowledge about the subject and therefore cannot possibly know what the answer is,figurative,"Without any information, [[he took a shot in the dark]] and guessed the answer"
shot in the dark,an attempt to guess something when you have no information or knowledge about the subject and therefore cannot possibly know what the answer is,literal,"During the blackout, [[he took a shot in the dark]] with his camera"
show the door,make it clear that somebody must leave,figurative,"When he started making inappropriate comments, the manager [[showed him the door]]"
show the door,make it clear that somebody must leave,literal,"Since he was lost in the building, she kindly [[showed him the door]] to exit"
show true colors,to reveal what one is really like,literal,The chameleon [[showed their true colors]] when it stopped blending in with the environment
show true colors,to reveal what one is really like,figurative,"When the pressure was on, they [[showed their true colors]] and revealed their true intentions"
silver spoon,having a rich or privileged background,figurative,"He [[was born with a silver spoon]] in his mouth, inheriting a fortune from his family"
silver spoon,having a rich or privileged background,literal,"In a unique family tradition, every child [[was born with a silver spoon]] placed beside them"
sink or swim,"having to do something alone, and their success or failure depends entirely on their own efforts",figurative,Starting a new job without any training was [[a sink or swim situation]] for her
sink or swim,"having to do something alone, and their success or failure depends entirely on their own efforts",literal,"When thrown into the deep end of the pool, it was [[a sink or swim situation]] for the inexperienced swimmer"
sit on the fence,delay or avoid making a decision or choice,figurative,"When it came to choosing a side, he was always [[sitting on the fence]]"
sit on the fence,delay or avoid making a decision or choice,literal,The cat was [[sitting on the fence]] and observing the birds
sit tight,wait patiently,literal,The roller coaster operator instructed us [[to sit tight and wait]] for the ride to start
sit tight,wait patiently,figurative,The manager told us [[to sit tight and wait]] for further instructions
skating on thin ice,to do something considered quite dangerous or risky,literal,"Despite the danger, they were [[skating on thin ice]] on the frozen lake"
skating on thin ice,to do something considered quite dangerous or risky,figurative,"By constantly arriving late to work, he was [[skating on thin ice]] with his boss"
skeleton in the closet,"a secret of an embarrassing, guilty or shameful nature that you don't want to disclose",literal,"While exploring the haunted house, [[we discovered a skeleton in the closet]] of one of the rooms"
skeleton in the closet,"a secret of an embarrassing, guilty or shameful nature that you don't want to disclose",figurative,"When digging into his past, [[we discovered a skeleton in the closet]] that he had been hiding"
smell a rat,sense that something is not right,literal,The exterminator [[smelled a rat in the situation]] and began searching for its nest
smell a rat,sense that something is not right,figurative,He [[smelled a rat in the situation]] when his colleague started acting suspiciously
smell something fishy,to have a suspicion that something is wrong,figurative,"When he started avoiding my questions, [[I smelled something fishy]] about his story"
smell something fishy,to have a suspicion that something is wrong,literal,"Walking past the seafood market, [[I smelled something fishy]] in the air"
smooth sailing,easy progress without impediment or difficulty,figurative,"Once we resolved the initial issues, we could [[experience smooth sailing]] throughout the project"
smooth sailing,easy progress without impediment or difficulty,literal,"On a calm day at sea, the boat would [[experience smooth sailing]] without any turbulence"
snake in the grass,a hidden army,literal,"While walking through the field, [[she found a snake in the grass]] slithering away"
snake in the grass,a hidden army,figurative,[[She found a snake in the grass]] when she discovered her friend 's betrayal
snake in the shoes,to be in a state of fear,literal,"While cleaning the garage, [[he found a snake in the shoes]] he had left there"
snake in the shoes,to be in a state of fear,figurative,[[He found a snake in the shoes]] when he discovered his best friend was betraying him
snow under,to bury or cover something or somebody in the snow (Literal meaning),literal,The unexpected blizzard left her car [[snowed under with work]] to dig it out
snow under,to bury or cover something or somebody in the snow (Literal meaning),figurative,"During the busy season, she was [[snowed under with work]] and had no time for leisure"
spanner in the works,a roadblock that prevents an activity from succeeding,figurative,The sudden power outage threw [[a spanner in the works]] of our presentation
spanner in the works,a roadblock that prevents an activity from succeeding,literal,The mechanic accidentally dropped [[a spanner in the works]] of the machine
spill the beans,disclose a secret or reveal something prematurely,figurative,He accidentally [[spilled the beans about the surprise]] party we had planned
spill the beans,disclose a secret or reveal something prematurely,literal,"While carrying a bag of legumes, she tripped and [[spilled the beans about the surprise]] on the floor"
spin a yarn,to tell a tale,figurative,They [[spun a yarn together]] about their adventurous trip to the mountains
spin a yarn,to tell a tale,literal,The two knitters [[spun a yarn together]] to create a beautiful scarf
stab in the back,a disloyalty,literal,"During the reenactment of a historical battle, he was accidentally [[stabbed in the back by a friend]]"
stab in the back,a disloyalty,figurative,He was [[stabbed in the back by a friend]] when they revealed his secrets
stand out,extend beyond or above a surface,figurative,Her unique fashion sense made her [[stand out in the crowd]]
stand out,extend beyond or above a surface,literal,He had to [[stand out in the crowd]] to get a better view of the stage
step on his toes,to annoy or irritate someone by intervening in a situation that is their responsibility,figurative,I didn't want to [[stepped on his toes]] by taking over his project
step on his toes,to annoy or irritate someone by intervening in a situation that is their responsibility,literal,"While dancing, she accidentally [[stepped on his toes]]"
stick in his throat,difficulty of accepting and makes you angry or resentful,figurative,The insincere compliment [[stuck in his throat]] as he tried to praise his rival
stick in his throat,difficulty of accepting and makes you angry or resentful,literal,The fish bone [[stuck in his throat]] while he was eating dinner
stiff upper lip,to be brave in the face of adversity,literal,"Due to the cold weather, [[he maintained a stiff upper lip]] until he could warm up"
stiff upper lip,to be brave in the face of adversity,figurative,"Despite the bad news, [[he maintained a stiff upper lip]] and carried on"
stir up a hornet's nest,to create trouble,literal,"While clearing the garden, she accidentally [[stirred up a hornet's nest]] and got stung"
stir up a hornet's nest,to create trouble,figurative,"By questioning the company's policies, he [[stirred up a hornet's nest]] among the employees"
stop by,to meet someone or go somewhere in a brief and informal manner,figurative,I'll [[stop by the store]] to pick up some groceries on my way home
stop by,to meet someone or go somewhere in a brief and informal manner,literal,"During our walk, we decided to [[stop by the store]] to take shelter from the sudden downpour"
stop the rot,"when you prevent a situation from deteriorating, especially in business or politics",literal,The gardener [[stopped the rot]] by removing the infected plants
stop the rot,"when you prevent a situation from deteriorating, especially in business or politics",figurative,The new manager [[stopped the rot]] by implementing better policies
straight from the horse's mouth,from a dependable or reliable source,literal,The veterinarian [[heard it straight from the horse's mouth]] when the animal neighed loudly
straight from the horse's mouth,from a dependable or reliable source,figurative,I [[heard it straight from the horse's mouth]] that the company is planning a merger
straight shooter,someone who speaks the truth,literal,"The archer was [[a straight shooter]], hitting the bullseye every time"
straight shooter,someone who speaks the truth,figurative,"In the world of politics, her reputation as [[a straight shooter]] sets her apart from the rest"
straighten up and fly right,to get serious and stop acting absurd anymore.,literal,The pilot had [[to straighten up and fly right]] to avoid turbulence
straighten up and fly right,to get serious and stop acting absurd anymore.,figurative,"After a stern warning from his boss, he decided [[to straighten up and fly right]] at work"
strike while the iron is hot,to take advantage of a situation,literal,"As a blacksmith, he knew he had [[to strike while the iron is hot]] to shape the metal properly"
strike while the iron is hot,to take advantage of a situation,figurative,"To seize the opportunity, he decided [[to strike while the iron is hot]] and invest in the stock market"
suited and booted,formally dressed; well dressed,figurative,"He [[was suited and booted for the event]], ready to impress everyone with his confidence"
suited and booted,formally dressed; well dressed,literal,"He [[was suited and booted for the event]], wearing a tailored suit and polished shoes"
sweep under the rug,try to hide a problem or keep a problem secret instead of dealing with it,literal,"After breaking the vase, [[they swept the issue under the rug]] to hide the evidence"
sweep under the rug,try to hide a problem or keep a problem secret instead of dealing with it,figurative,"Instead of addressing the problem, [[they swept the issue under the rug]] and pretended it didn't exist"
take a back seat,take a less important position.,literal,"[[He took a back seat to her]] in the car, giving her the front passenger seat"
take a back seat,take a less important position.,figurative,"[[He took a back seat to her]] in the project, letting her lead the team"
take a beating,to be defeated in doing something and be reprimanded for the same,literal,The old punching bag [[took a beating]] during the intense workout session
take a beating,to be defeated in doing something and be reprimanded for the same,figurative,The company's stock prices [[took a beating]] after the negative news
take a cue from,to do what is recommended by someone else,literal,"During the pool game, he decided to [[take a cue from her]] and use her favorite one"
take a cue from,to do what is recommended by someone else,figurative,You should [[take a cue from her]] and start organizing your time better
take a hike,go away,figurative,"When he insulted her, she told him [[to take a hike]]"
take a hike,go away,literal,"On a sunny day, they decided [[to take a hike]] in the nearby forest"
take a leaf out of someone's book,implement actionable advice,literal,"To press and preserve the leaf, I had to carefully [[take a leaf out of her book]] of botanical specimens"
take a leaf out of someone's book,implement actionable advice,figurative,"To improve my work ethic, I decided to [[take a leaf out of her book]] and wake up early"
take it on the chin,this is a boxing metaphor meaning don't shy away from difficulty,literal,"During the boxing match, [[he took it on the chin]] and fell to the ground"
take it on the chin,this is a boxing metaphor meaning don't shy away from difficulty,figurative,"Despite the harsh criticism, [[he took it on the chin]] and kept working"
take up the cudgels,argue strongly in support or against somebody or something,literal,"During the historical reenactment, [[he took up the cudgels for her]] when she dropped hers"
take up the cudgels,argue strongly in support or against somebody or something,figurative,[[He took up the cudgels for her]] when she was unfairly criticized
take with a grain of salt,to understand that something is not completely true or right,literal,"To balance the flavor, she decided [[to take it with a grain of salt]] and sprinkled it on her dish"
take with a grain of salt,to understand that something is not completely true or right,figurative,"When listening to his stories, it's best [[to take it with a grain of salt]]"
takes two to tango,certain actions or activities cannot be performed alone - they  need two people to participate,figurative,"When it comes to resolving conflicts, remember that [[it takes two to tango]]"
takes two to tango,certain actions or activities cannot be performed alone - they  need two people to participate,literal,"In a dance competition, the judges reminded the participants that [[it takes two to tango]]"
taking your medicine,to accept the consequences of something you have done wrong,literal,Don't forget to follow the doctor's instructions when [[taking your medicine]]
taking your medicine,to accept the consequences of something you have done wrong,figurative,Facing the consequences of your actions is like [[taking your medicine]]
tall poppy,a privileged or distinguished person.,figurative,"She was [[a tall poppy among them]], always standing out with her exceptional achievements"
tall poppy,a privileged or distinguished person.,literal,"In the field of wildflowers, there was [[a tall poppy among them]], reaching higher than the rest"
tar with the same brush,to think that somebody has the same bad qualities as others in a similar surrounding,literal,The painter made a mistake [[by tarring them with the same brush]] instead of using separate brushes for each color
tar with the same brush,to think that somebody has the same bad qualities as others in a similar surrounding,figurative,It's unfair to judge all politicians [[by tarring them with the same brush]]
taste of own medicine,when someone gets the same bad treatment that he has been giving others,figurative,"When he tried to prank her, [[she gave him a taste of his own medicine]] by pranking him back"
taste of own medicine,when someone gets the same bad treatment that he has been giving others,literal,[[She gave him a taste of his own medicine]] by making him try the bitter concoction he had prepared for her
tearing a strip off,to reprimand someone severely for doing something wrong,literal,She [[was tearing a strip off the fabric]] to make a patch for her jeans
tearing a strip off,to reprimand someone severely for doing something wrong,figurative,The boss [[was tearing a strip off the fabric]] of our team's morale with his harsh criticism
that's going too far,to do something that is considered extreme or unacceptable,figurative,Insulting her family was [[that's going too far]] and crossed the line
that's going too far,to do something that is considered extreme or unacceptable,literal,"Driving 200 miles for a cup of coffee, [[that's going too far]] for a simple pleasure"
the ball is in your court,the initiative for taking action lies with somebody,literal,"After I hit the tennis ball over the net, [[the ball is in your court now]]"
the ball is in your court,the initiative for taking action lies with somebody,figurative,"I've done my part, [[the ball is in your court now]] to make the decision"
the ball rolling,to start a conversation in a social setting,figurative,"To start the meeting, we need to [[get the ball rolling]] with introductions"
the ball rolling,to start a conversation in a social setting,literal,"To play soccer, you must [[get the ball rolling]] by kicking it"
the devil is beating his wife,raining whereas the sun is shining.,literal,"In the theatrical performance, the actor playing Satan acted out a scene where [[the devil is beating his wife]]"
the devil is beating his wife,raining whereas the sun is shining.,figurative,"While the sun was shining, it started raining, and people said [[the devil is beating his wife]]"
the early bird catches the worm,it refers to people who arrive earlier are the ones who get the best deals,literal,"In the documentary, we saw how [[the early bird catches the worm]] to feed its young"
the early bird catches the worm,it refers to people who arrive earlier are the ones who get the best deals,figurative,"She always wakes up at 5 am and finishes her tasks efficiently, proving that [[the early bird catches the worm]]"
the eleventh hour,at the very last minute before an event,figurative,"He finished the project [[at the eleventh hour]], just before the deadline"
the eleventh hour,at the very last minute before an event,literal,She decided to go for a walk [[at the eleventh hour]] of the night
the last straw,to be the last in a sequence of unpleasant things,literal,"After using all the other straws, [[that was the last straw]] in the box"
the last straw,to be the last in a sequence of unpleasant things,figurative,"When he insulted her cooking, [[that was the last straw]] and she decided to leave"
the lion's den,a place which is uncomfortable,figurative,"By confronting the angry mob, he [[entered the lion's den]] and risked his safety"
the lion's den,a place which is uncomfortable,literal,"As a zookeeper, she [[entered the lion's den]] to feed the animals"
the other side of the coin,"the opposite aspect, contrasting arguments.",literal,"When flipping a quarter, you should [[consider the other side of the coin]] as well, since it has a 50% chance of landing"
the other side of the coin,"the opposite aspect, contrasting arguments.",figurative,"Before making a decision, it's important to [[consider the other side of the coin]] and weigh the pros and cons"
the sun rises and sets on them,to believe that someone is the most wonderful and important person in the world; to love and adore someone more than anyone else,figurative,She adores her children so much that [[the sun rises and sets on them]] in her eyes
the sun rises and sets on them,to believe that someone is the most wonderful and important person in the world; to love and adore someone more than anyone else,literal,"Living on a remote island, [[the sun rises and sets on them]] every day"
throw it over the wall,"to deal with part of a problem or project, then pass the responsibility to another person or department without any communication or coordination",literal,He decided [[to throw it over the wall]] to get the ball back from the neighbor's yard
throw it over the wall,"to deal with part of a problem or project, then pass the responsibility to another person or department without any communication or coordination",figurative,"After finishing the design, the team decided [[to throw it over the wall]] to the developers"
throw the baby out with the bathwater,to remove something good in the bid of getting rid of something bad,figurative,"In their haste to modernize the company, they decided to [[throw the baby out with the bathwater]] and discard valuable traditions"
throw the baby out with the bathwater,to remove something good in the bid of getting rid of something bad,literal,It would be absurd to accidentally [[throw the baby out with the bathwater]] while emptying the tub
tie the knot,to get married,figurative,They [[tied the knot together]] in a beautiful ceremony surrounded by friends and family
tie the knot,to get married,literal,The two sailors [[tied the knot together]] to secure the rope
tight spot,to be in a very difficult situation,literal,The spelunkers [[found themselves in a tight spot]] while navigating the narrow cave
tight spot,to be in a very difficult situation,figurative,They [[found themselves in a tight spot]] when they had to choose between two important events
tighten belt,to save your money,literal,"After losing some weight, he had [[to tighten the belt a bit]] to keep his pants up"
tighten belt,to save your money,figurative,"Due to the economic downturn, we had [[to tighten the belt a bit]] and cut some expenses"
tip of the iceberg,to only know a very small part of the problem,literal,"As we approached the glacier, we saw [[just the tip of the iceberg]] above the water"
tip of the iceberg,to only know a very small part of the problem,figurative,The problems we discovered were [[just the tip of the iceberg]] in this company
to see the back of,to be glad that you no longer have to deal with someone,literal,He had [[to see the back of the problem]] by flipping the paper over
to see the back of,to be glad that you no longer have to deal with someone,figurative,She was relieved [[to see the back of the problem]] after finding a solution
to the core,totally,figurative,The news of the tragedy left her [[shaken to the core]]
to the core,totally,literal,The powerful earthquake had [[shaken to the core]] of the Earth
toot one's own horn,speak boastfully about oneself,literal,"During the parade, he was [[tooting his own horn]] as part of the marching band"
toot one's own horn,speak boastfully about oneself,figurative,He was always [[tooting his own horn]] about his accomplishments
top dog,"The term ""top dog"" means a person, group, or thing in a position of power, particularly after struggling or winning a grueling competition.",literal,"At the dog show, her well-trained canine [[became the top dog]] among all the competitors"
top dog,"The term ""top dog"" means a person, group, or thing in a position of power, particularly after struggling or winning a grueling competition.",figurative,"After years of hard work, she [[became the top dog]] in her company"
tore your hair out,to be extremely agitated or distressed about something,literal,You accidentally [[tore your hair out]] while removing the tangled hairbrush
tore your hair out,to be extremely agitated or distressed about something,figurative,You [[tore your hair out]] trying to solve that complex math problem
treasure trove,a priceless or valuable discovery,figurative,"When they found the old library, [[they discovered a treasure trove]] of knowledge"
treasure trove,a priceless or valuable discovery,literal,"While digging in the backyard, [[they discovered a treasure trove]] filled with gold coins"
turn back on,choose not to speak to,figurative,[[She turned back on the situation]] when she refused to help her friend
turn back on,choose not to speak to,literal,[[She turned back on the situation]] to avoid witnessing the accident
turn down a glass,to decline something that someone has offered.,literal,She [[turned down a glass]] upside down to let it dry
turn down a glass,to decline something that someone has offered.,figurative,"At the party, he politely [[turned down a glass]] when offered a drink"
twist arm,to make someone do what you want by making it difficult for them to refuse,literal,"During the wrestling match, he accidentally [[twisted his arm]] and felt pain"
twist arm,to make someone do what you want by making it difficult for them to refuse,figurative,She [[twisted his arm]] to convince him to join the party
ugly duckling,a young person who turns out to be beautiful or talented against all expectations.,figurative,Her transformation from a shy girl to a confident woman was [[an ugly duckling story]]
ugly duckling,a young person who turns out to be beautiful or talented against all expectations.,literal,The children's book featured [[an ugly duckling story]] about a young bird finding its true identity
uncharted waters,"when you are in a situation that is unfamiliar to you, that you have no experience of and don't know what might happen",figurative,Starting a new business was like [[venturing into uncharted waters]] for her
uncharted waters,"when you are in a situation that is unfamiliar to you, that you have no experience of and don't know what might happen",literal,The explorers were [[venturing into uncharted waters]] as they sailed to the unknown island
under the radar,"going unnoticed, avoiding unnecessary attention",figurative,He [[was working under the radar]] to avoid drawing attention to his project
under the radar,"going unnoticed, avoiding unnecessary attention",literal,The technician [[was working under the radar]] equipment to fix a malfunction
up a creek without a paddle,being in trouble.,figurative,"When our car broke down in the middle of nowhere, we [[found ourselves up a creek without a paddle]]"
up a creek without a paddle,being in trouble.,literal,"While canoeing, we accidentally dropped our paddles and [[found ourselves up a creek without a paddle]]"
up a river without a paddle,"when you are in an unfortunate situation, unprepared and with none of the resources to remedy the matter",figurative,"When the car broke down in the middle of nowhere, we [[found ourselves up a river without a paddle]]"
up a river without a paddle,"when you are in an unfortunate situation, unprepared and with none of the resources to remedy the matter",literal,"While canoeing, we accidentally dropped our paddles and [[found ourselves up a river without a paddle]]"
up in the air,"unresolved, undecided",literal,"The balloons carrying our [[plans are up in the air]], floating away from us"
up in the air,"unresolved, undecided",figurative,Our vacation [[plans are up in the air]] due to the unpredictable weather
up to the mark,to be good enough,literal,The water level was [[not quite up to the mark]] on the measuring stick
up to the mark,to be good enough,figurative,"His performance was [[not quite up to the mark]], so he didn't get the promotion"
ups and downs,good times and bad times,figurative,"Throughout their marriage, they [[experienced ups and downs]] but remained committed"
ups and downs,good times and bad times,literal,"On the roller coaster, we [[experienced ups and downs]] as it twisted and turned"
use your loaf,To tell someone to use their brain more in analysing what they are doing.,literal,[[They used their loaf]] of bread to make sandwiches for lunch
use your loaf,To tell someone to use their brain more in analysing what they are doing.,figurative,[[They used their loaf]] to solve the complex puzzle
velvet glove,"a person who appears gentle, but is determined and inflexible underneath",figurative,The manager [[was wearing a velvet glove]] when he gently guided the team through the crisis
velvet glove,"a person who appears gentle, but is determined and inflexible underneath",literal,"At the costume party, she [[was wearing a velvet glove]] as part of her elegant outfit"
voice in the wilderness,"someone who expresses an opinion that no one believes or listens to, especially if proved right later",figurative,His environmental concerns were [[a voice in the wilderness]] among the industrialists
voice in the wilderness,"someone who expresses an opinion that no one believes or listens to, especially if proved right later",literal,"While hiking alone, she suddenly heard [[a voice in the wilderness]] and got scared"
vultures are circling,when something is in danger and its enemies are getting ready for the kill,figurative,"As the company's stock plummeted, [[the vultures are circling]] to buy it cheap"
vultures are circling,when something is in danger and its enemies are getting ready for the kill,literal,"While observing the desert landscape, we noticed [[the vultures are circling]] above a carcass"
wag the dog,to divert attention from something that is bad,figurative,The politician [[was wagging the dog]] by creating a diversion from the scandal
wag the dog,to divert attention from something that is bad,literal,The playful puppy [[was wagging the dog]] by grabbing its tail
walking on broken glass,when a person is punished for something,figurative,Dealing with her sensitive feelings was like [[walking on broken glass]]
walking on broken glass,when a person is punished for something,literal,He accidentally dropped a glass bottle and ended up [[walking on broken glass]] in the kitchen
want his head on a platter,when someone makes you so angry that you want them to be punished,figurative,She was so furious with him that she [[wanted his head on a platter]]
want his head on a platter,when someone makes you so angry that you want them to be punished,literal,The eccentric artist [[wanted his head on a platter]] for a macabre sculpture
wash dirty linen in public,discuss publicly matters that one should keep private,literal,[[They washed their dirty linen in public]] at the outdoor laundromat
wash dirty linen in public,discuss publicly matters that one should keep private,figurative,[[They washed their dirty linen in public]] by arguing about their personal issues on social media
wash hands of,abandon taking responsibility for someone or something,figurative,"After trying to help for months, they finally [[washed their hands of the situation]] and moved on"
wash hands of,abandon taking responsibility for someone or something,literal,They [[washed their hands of the situation]] by using soap and water after touching something dirty
watchdog,"one who protects against loss, corruption, waste, or objectionable practices.",literal,They [[hired a watchdog]] to guard their property at night
watchdog,"one who protects against loss, corruption, waste, or objectionable practices.",figurative,The company [[hired a watchdog]] to monitor their financial transactions
went through the mill,"you experience a very difficult period, or are exposed to rough treatment",literal,The wheat [[went through the mill together]] to be ground into flour
went through the mill,"you experience a very difficult period, or are exposed to rough treatment",figurative,They [[went through the mill together]] during the tough times in their relationship
wet behind the ears,immature or poor skill,literal,"After swimming, she was [[still wet behind the ears]] despite toweling off"
wet behind the ears,immature or poor skill,figurative,The new intern is [[still wet behind the ears]] and needs guidance
wet the baby's head,to have drink to celebrate the birth of a baby,figurative,"After the birth of their child, they invited friends over to [[wet the baby's head]] with a small celebration"
wet the baby's head,to have drink to celebrate the birth of a baby,literal,"During the baptism ceremony, the priest gently [[wet the baby's head]] with holy water"
whatever floats my boat,"although you don't quite agree with someone, it's their choice and you think they should so whatever makes them happy",literal,"I'm open to trying any buoyant object, [[whatever floats my boat]] on the lake"
whatever floats my boat,"although you don't quite agree with someone, it's their choice and you think they should so whatever makes them happy",figurative,"When it comes to choosing a hobby, I believe in [[whatever floats my boat]]"
wheels fall off,when a situation gets out of control and everything starts to go wrong,figurative,"After a series of setbacks, [[the wheels fell off]] our project"
wheels fall off,when a situation gets out of control and everything starts to go wrong,literal,"Due to a manufacturing defect, [[the wheels fell off]] the toy car"
when the chips are down,when a situation is urgent or desperate.,literal,The poker game gets intense [[when the chips are down]] on the table
when the chips are down,when a situation is urgent or desperate.,figurative,He always comes through [[when the chips are down]] and we need him the most
where the rubber meets the road,when you have to face your challenges,literal,The intersection is [[where the rubber meets the road]] as cars pass by
where the rubber meets the road,when you have to face your challenges,figurative,The new employee will face a real challenge [[where the rubber meets the road]] in the upcoming project
whistle in the dark,to try to hide your fear in a scary or dangerous situation,figurative,He [[was whistling in the dark]] when he tried to reassure us about the uncertain future
whistle in the dark,to try to hide your fear in a scary or dangerous situation,literal,"While walking through the forest at night, she [[was whistling in the dark]] to keep her spirits up"
white paper,official report or guide,literal,[[She read the white paper]] to check for any ink smudges
white paper,official report or guide,figurative,[[She read the white paper]] to understand the company 's new policy
whole nine yards,"everything, all of something",literal,"The fabric store required her to buy the fabric in bulk, so [[she went the whole nine yards]]"
whole nine yards,"everything, all of something",figurative,[[She went the whole nine yards]] to make his birthday special
will never fly,there's no chance that something will work; to be unsuccessful,literal,"The broken-winged bird was injured, and sadly, [[that idea will never fly]] again"
will never fly,there's no chance that something will work; to be unsuccessful,figurative,"He proposed a risky investment, but we knew [[that idea will never fly]] with the board"
wipe the slate clean,"to make a fresh start and forget all past offences, disagreements or mistakes",figurative,"After a long discussion, they [[wiped the slate clean together]] and started fresh"
wipe the slate clean,"to make a fresh start and forget all past offences, disagreements or mistakes",literal,The teacher and student [[wiped the slate clean together]] after the lesson
wooden spoon,the person who finishes last in a race or competition receives an imaginary prize,literal,"As a gift for her new kitchen, she [[received a wooden spoon]] from her friend"
wooden spoon,the person who finishes last in a race or competition receives an imaginary prize,figurative,Our team [[received a wooden spoon]] for finishing last in the competition
worm in the apple,the presence of something very bad in the best,literal,"While eating their fruit, [[they found a worm in the apple]] and felt disgusted"
worm in the apple,the presence of something very bad in the best,figurative,"Despite the company's success, [[they found a worm in the apple]] when they discovered the corruption"
wouldn't be seen dead,to be too ashamed or embarrassed of something,figurative,"She [[wouldn't be seen dead in that]] outfit, as it was completely out of style"
wouldn't be seen dead,to be too ashamed or embarrassed of something,literal,"As a vampire, he [[wouldn't be seen dead in that]] garlic-infused restaurant"
wrap in cotton wool,to be overprotective towards somebody,literal,The fragile vase was [[wrapped in cotton wool]] before being placed in the box
wrap in cotton wool,to be overprotective towards somebody,figurative,She was always [[wrapped in cotton wool]] by her overprotective parents
