idiom,instance,label,meaning,maxVote,gold_0,gold_1,AssignmentId,WorkerId,TimeMe,batch_num
stiff upper lip,"due to the cold weather, he maintained a stiff upper lip until he could warm up",literal,to be brave in the face of adversity,literal,literal,literal,"['3LWJHTCVCS2VA3XFUVLC3AHOFNFFQ1', '3HMIGG0U41MV4QEEDRW06434RSIY85']","['A290OV59Q76QC8', 'AX8NXTT8QMGHC']","[47.377, 32.522]",4
stir up a hornet's nest,"by questioning the company's policies, he stirred up a hornet's nest among the employees",figurative,to create trouble,figurative,figurative,figurative,"['33JKGHPFYSAGDGC40QX8U66S7DONMD', '3RGU30DZTQOKUQLJLS5G1ZPBYTJJM5']","['A1HKYY6XI2OHO1', 'A2TBXASXZIRNNW']","[127.957, 21.989]",3
stir up a hornet's nest,"while clearing the garden, she accidentally stirred up a hornet's nest and got stung",literal,to create trouble,literal,literal,literal,"['3HL8HNGX4LHPI4GTDTAQHFRZ5NW9FU', '39PAAFCOD2GXYGBXBEKBQ1VXNOMVT3']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[62.328, 68.86]",3
stop by,I'll stop by the store to pick up some groceries on my way home,figurative,to meet someone or go somewhere in a brief and informal manner,tie,figurative,literal,"['31IBVUNM98FNFBTWGUFM9XGWWFTVFA', '3W92K5RLWAXVDE07AI2DNLPJ7LFV5R']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[51.365, 26.483]",4
stop by,"during our walk, we decided to stop by the store to take shelter from the sudden downpour",literal,to meet someone or go somewhere in a brief and informal manner,literal,literal,literal,"['30BXRYBRPKDK8WK71U8IYKBNJTPWHG', '31Q0U3WYD5VUE6YSRXXLEHWZ9DM71S']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[57.123, 70.349]",2
stop the rot,the new manager stopped the rot by implementing better policies,figurative,"when you prevent a situation from deteriorating, especially in business or politics",figurative,figurative,figurative,"['3VP0C6EFSWC86V6C19BRSVK6CNFM6I', '3ON104KXQ0CQWKWCMNOZ4V2JEYMW4X']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[99.163, 27.507]",4
stop the rot,the gardener stopped the rot by removing the infected plants,literal,"when you prevent a situation from deteriorating, especially in business or politics",literal,literal,literal,"['39GXDJN2O9UE0WJ98G9GZ5ZA9BGV8T', '3D4CH1LGEQ9VW4COODG8Z0RB62C9G9']","['A1HKYY6XI2OHO1', 'APRZ7BR8C0ZMQ']","[117.297, 45.476]",4
straight from the horse's mouth,I heard it straight from the horse's mouth that the company is planning a merger,figurative,from a dependable or reliable source,figurative,figurative,figurative,"['37TD41K0AXP0K7SIVXKGQ4BM0Y7SCR', '3TDXMTX3CRAMACGLGUDZ02DPVEV6IM']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[158.296, 61.268]",4
straight from the horse's mouth,the veterinarian heard it straight from the horse's mouth when the animal neighed loudly,literal,from a dependable or reliable source,literal,literal,literal,"['3P1L2B7ADH5EPJUV1TW69IR8XIIOL6', '3RXCAC0YI75VIZTEJLAUZ4W0MWSG8P']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[28.264, 59.495]",4
straight shooter,"in the world of politics, her reputation as a straight shooter sets her apart from the rest",figurative,someone who speaks the truth,figurative,figurative,figurative,"['3QHK8ZVMI2YU6P5MXORK3YR9QJZLBZ', '3X3OR7WPZFGB4R7FUC7ACW18IDF8LO']","['A290OV59Q76QC8', 'AKQAI78JTXXC9']","[45.864, 79.556]",4
straight shooter,"the archer was a straight shooter, hitting the bullseye every time",literal,someone who speaks the truth,literal,literal,literal,"['39N5ACM9HU319H5NRW6VT9537TJ9PX', '3OSWBBLG1UDILGKVP3LE9IAW0D6DX5']","['A1HKYY6XI2OHO1', 'A2LMQ4497NMK3S']","[124.563, 149.144]",3
straighten up and fly right,"after a stern warning from his boss, he decided to straighten up and fly right at work",figurative,to get serious and stop acting absurd anymore.,figurative,figurative,figurative,"['34J10VATJVEFKUZ5V3RX67UGVF6QI2', '3QECW5O0KXHG0MWI5N2YM31YA0ZT59']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[39.859, 122.763]",4
straighten up and fly right,the pilot had to straighten up and fly right to avoid turbulence,literal,to get serious and stop acting absurd anymore.,literal,literal,literal,"['308Q0PEVBOT9SVIJE1GBKC4RL5K9IX', '3SNLUL3WOK392OESXF8F8OJXFUPLUF']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[41.075, 83.204]",2
strike while the iron is hot,"to seize the opportunity, he decided to strike while the iron is hot and invest in the stock market",figurative,to take advantage of a situation,figurative,figurative,figurative,"['3VHHR074HJX74D2WK7F4YW5D7T8L7D', '39ASUFLU6DNNDMYVLYWYF0SH0PMXEX']","['A110KENBXU7SUJ', 'A290OV59Q76QC8']","[80.386, 62.228]",4
strike while the iron is hot,"as a blacksmith, he knew he had to strike while the iron is hot to shape the metal properly",literal,to take advantage of a situation,literal,literal,literal,"['3KB8R4ZV1UNEKXRLMXU4Q6M1U2EBGK', '3TXD01ZLDKXD4G77RN9YM7HMTICU4X']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[24.505, 40.978]",4
suited and booted,"he was suited and booted for the event, ready to impress everyone with his confidence",figurative,formally dressed; well dressed,tie,literal,figurative,"['3WYP994K1N780CVQKCZ2MQ7DLXE6YD', '33C7UALJV1EYEK3B12PRSHSUK7V18W']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[81.097, 55.715]",3
suited and booted,"he was suited and booted for the event, wearing a tailored suit and polished shoes",literal,formally dressed; well dressed,literal,literal,literal,"['3SUWZRL0METAU7EZKBN8FNFX3B6E6J', '3I7DHKZYG3G6HHEHA3X95ZMXJH9F5L']","['A2A6FH0F7LD9ND', 'A2H1QUGX0SOUMH']","[52.399, 420.147]",2
sweep under the rug,"instead of addressing the problem, they swept the issue under the rug and pretended it didn't exist",figurative,try to hide a problem or keep a problem secret instead of dealing with it,figurative,figurative,figurative,"['3U0SRXB7CTL7AWPW5YTPG502D02NRG', '3P529IW9KE1KJ6H22QDGMOIU5HRLFH']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[116.593, 53.127]",4
sweep under the rug,"after breaking the vase, they swept the issue under the rug to hide the evidence",literal,try to hide a problem or keep a problem secret instead of dealing with it,literal,literal,literal,"['3KWTYT087GJSH9ODWE070CRHGNDL5Y', '3S0TNUHWK9YS6FJNHV9MTJT394CD8C']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[35.419, 24.931]",4
take a back seat,"he took a back seat to her in the project, letting her lead the team",figurative,take a less important position.,figurative,figurative,figurative,"['3DY4FPOOAH4KI1Y57PFGQMUFZ3PRVM', '3XC1O3LBO82U2BZ3XAI53SXVWQKTLI']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[148.92, 38.074]",3
take a back seat,"he took a back seat to her in the car, giving her the front passenger seat",literal,take a less important position.,literal,literal,literal,"['33LK57MYL9LDS03SNB4O12C79GESZB', '3YWRV122C8FENHU93QZB3JXRV4S8U2']","['A290OV59Q76QC8', 'A2TBXASXZIRNNW']","[61.004, 23.054]",3
take a beating,the company's stock prices took a beating after the negative news,figurative,to be defeated in doing something and be reprimanded for the same,figurative,figurative,figurative,"['3EICBYG64KC7L49S83B2Y3KZ4FFJCN', '3E337GFOLPOGL6GIPNZDH1MVBRCGNY']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[30.161, 31.016]",3
take a beating,the old punching bag took a beating during the intense workout session,literal,to be defeated in doing something and be reprimanded for the same,literal,literal,literal,"['3FIJLY1B6AKAARW0UI6N35REARSFP9', '3KRVW3HTZ31DTT498MEUT0GYUCBSM9']","['AKQAI78JTXXC9', 'AX8NXTT8QMGHC']","[35.085, 35.864]",4
take a cue from,you should take a cue from her and start organizing your time better,figurative,to do what is recommended by someone else,figurative,figurative,figurative,"['3WYGZ5XF3CVI3546NA1EENOU57GSK4', '3AZHRG4CUK0C6YCNT2QVNV19ZTC30I']","['A2LMQ4497NMK3S', 'APRZ7BR8C0ZMQ']","[145.245, 43.703]",4
take a cue from,"during the pool game, he decided to take a cue from her and use her favorite one",literal,to do what is recommended by someone else,literal,literal,literal,"['3AZHRG4CUK0C6YCNT2QVNV19ZTC03F', '3WQ3B2KGEOWHGI1I4E91JJIVSDV1BA']","['A110KENBXU7SUJ', 'AX8NXTT8QMGHC']","[19.786, 33.885]",4
take a hike,"when he insulted her, she told him to take a hike",figurative,go away,figurative,figurative,figurative,"['3ZQIG0FLQUWPQXFR6JPMDL2WRIJVW8', '35GMH2SV3UX0JDK3K792WN1OOLHOEJ']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[27.681, 37.967]",4
take a hike,"on a sunny day, they decided to take a hike in the nearby forest",literal,go away,literal,literal,literal,"['3GU1KF0O4YHKXAKKPGKRKF0TVTLPBM', '3UWN2HHPUELJBBP9KNTU6F5YZ26NSP']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[71.529, 40.34]",3
take a leaf out of someone's book,"to improve my work ethic, I decided to take a leaf out of her book and wake up early",figurative,implement actionable advice,figurative,figurative,figurative,"['3V0Z7YWSIEG3EHHKSZ0FPEM7NBOV2Q', '3OSWBBLG1UDILGKVP3LE9IAW0DLXD4']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[40.364, 146.688]",4
take a leaf out of someone's book,"to press and preserve the leaf, I had to carefully take a leaf out of her book of botanical specimens",literal,implement actionable advice,literal,literal,literal,"['39GHHAVOMV74Q0WDFO5KF58BCSVJ4N', '3SKEMFQBZJL0KLPX9CV9XWOTT3RK8U']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[111.002, 86.66]",2
take it on the chin,"despite the harsh criticism, he took it on the chin and kept working",figurative,this is a boxing metaphor meaning don't shy away from difficulty,figurative,figurative,figurative,"['3ZAZR5XV0HYXLJEWQPEOMX8PND7CZG', '3IGI0VL64N04DJXGD6CLMAVX2DINO7']","['A2H1QUGX0SOUMH', 'APRZ7BR8C0ZMQ']","[366.142, 27.077]",4
take it on the chin,"during the boxing match, he took it on the chin and fell to the ground",literal,this is a boxing metaphor meaning don't shy away from difficulty,literal,literal,literal,"['3OONKJ5DKSZ2CA8JAG7CVFV3LO4OBJ', '3ZGVPD4G69XE70G7CB9EB78TBZ7ZTM']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[28.331, 143.753]",4
take the biscuit,his audacity to lie in front of everyone that really takes the biscuit,figurative,be the most remarkable or foolish of its kind,figurative,figurative,figurative,"['3ZQIG0FLQUWPQXFR6JPMDL2WRIJVW8', '35GMH2SV3UX0JDK3K792WN1OOLHOEJ']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[27.681, 37.967]",4
take the biscuit,the dog jumped up on the table and that really takes the biscuit from the plate,literal,be the most remarkable or foolish of its kind,tie,ambiguous,literal,"['33JKGHPFYSAGDGC40QX8U66S7DONMD', '3RGU30DZTQOKUQLJLS5G1ZPBYTJJM5']","['A1HKYY6XI2OHO1', 'A2TBXASXZIRNNW']","[127.957, 21.989]",3
take the bull by the horns,she took the bull by the horns and confronted her manager about the issue,figurative,decisively deal with a difficult or dangerous situation,figurative,figurative,figurative,"['3KWTYT087GJSH9ODWE070CRHGNDL5Y', '3S0TNUHWK9YS6FJNHV9MTJT394CD8C']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[35.419, 24.931]",4
take the bull by the horns,the matador took the bull by the horns during the bullfight,literal,decisively deal with a difficult or dangerous situation,tie,literal,ambiguous,"['3EWIJTFFV4NFGWSKIM7R6M56QI2E0K', '3X4JMASXC2PH9TG08V515EZLNLPB0H']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[72.212, 81.197]",4
take the edge off,a good laugh took the edge off the situation after a tense meeting,figurative,blunt the effect of,figurative,figurative,figurative,"['339ANSOTRLIT9R1AIY70ALI7W9ZIKN', '3IGI0VL64N04DJXGD6CLMAVX2D3ONT']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[26.273, 37.648]",3
take the edge off,"using a file, he took the edge off the situation by smoothing the sharp corners of the metal",literal,blunt the effect of,tie,discard,literal,"['3ZAZR5XV0HYXLJEWQPEOMX8PN3PCZE', '3OWEPKL08PSXSD5HWKVJBO92CEQN7F']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[108.016, 66.468]",2
take turns,the siblings took turns at the game to ensure fairness,figurative,to alternate doing something,literal,literal,literal,"['3Z7EFSHGNPU8GOEHP7Q3PCSEFD9XC4', '3FPRZHYEPENSZZD3WZEK8ORZTPOV31']","['A1HKYY6XI2OHO1', 'AURYD2FH3FUOQ']","[125.531, 72.505]",4
take turns,the drivers took turns at the game by following the traffic rules,literal,to alternate doing something,figurative,figurative,figurative,"['3LQ8PUHQF1827102CD43XT2F4SVIHJ', '3TR2532VI5AI5N0RYCYZC3SP8T56JJ']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[58.914, 61.83]",3
take up the cudgels,he took up the cudgels for her when she was unfairly criticized,figurative,argue strongly in support or against somebody or something,figurative,figurative,figurative,"['34X6J5FLP9EBF5JBDLCXI89G8UGJQS', '3TYCR1GOTSZQON82327NPGYCHM6ZL4']","['A1LI3JQS2VBOXC', 'A38DXFI1TZA295']","[43.09, 40.343]",3
take up the cudgels,"during the historical reenactment, he took up the cudgels for her when she dropped hers",literal,argue strongly in support or against somebody or something,literal,literal,literal,"['35GCEFQ6IL498JIDXW3NTU4VH0UZ35', '3300DTYQTIX34PXJZK16LSWO3M0QEU']","['AKQAI78JTXXC9', 'AX8NXTT8QMGHC']","[78.272, 41.497]",4
take with a grain of salt,"when listening to his stories, it's best to take it with a grain of salt",figurative,to understand that something is not completely true or right,figurative,figurative,figurative,"['37U1UTWH9B2M7P2SZW46Y8A7O5OR8H', '3570Y55XZ5ZAX5KWWP8OYHK2FBGYG6']","['A38DXFI1TZA295', 'APRZ7BR8C0ZMQ']","[62.585, 41.782]",3
take with a grain of salt,"to balance the flavor, she decided to take it with a grain of salt and sprinkled it on her dish",literal,to understand that something is not completely true or right,literal,literal,literal,"['3JBT3HLQFOIGF8N0VU0U6X7WMW7PZS', '3X3OR7WPZFGB4R7FUC7ACW18IDZL8L']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[115.322, 54.151]",3
takes two to tango,"when it comes to resolving conflicts, remember that it takes two to tango",figurative,certain actions or activities cannot be performed alone - they  need two people to participate,figurative,figurative,figurative,"['3DH6GAKTYE5AOMF1MHWDJO08Q1PZYB', '3R0T90IZ18SXU2JR0XQZ1QSJCNDGCV']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[109.375, 31.912]",4
takes two to tango,"in a dance competition, the judges reminded the participants that it takes two to tango",literal,certain actions or activities cannot be performed alone - they  need two people to participate,literal,literal,literal,"['3JNQLM5FTK20IC5QEVY925O5WDML2X', '35BLDD71IMDTKSKWH69TCPWE8KNZV2']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[108.011, 59.853]",4
taking your medicine,facing the consequences of your actions is like taking your medicine,figurative,to accept the consequences of something you have done wrong,figurative,figurative,figurative,"['3QBD8R3Z2HZIRBNAV1XPN1PXBW8O4Y', '3GS6S824S6DCIS6I4S3V348J5F2NW4']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[36.569, 63.393]",3
taking your medicine,don't forget to follow the doctor's instructions when taking your medicine,literal,to accept the consequences of something you have done wrong,literal,literal,literal,"['3L2IS5HSFQYZQOHD9SOULGNMKZRNU5', '3OB0CAO74X5OX1F7GVQ6JHW3UBTYH5']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[148.242, 32.95]",3
tall poppy,"she was a tall poppy among them, always standing out with her exceptional achievements",figurative,a privileged or distinguished person.,figurative,figurative,figurative,"['3QEMNNSB2DFO61E47QHGFJX8YAOD7N', '3GLB5JMZFDB7ZUP50TLALWA1XD7GDT']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[160.22, 66.441]",2
tall poppy,"in the field of wildflowers, there was a tall poppy among them, reaching higher than the rest",literal,a privileged or distinguished person.,literal,literal,literal,"['3TVRFO09G0V1JS8N2KJ2SVI19MNXLK', '3FTF2T8WL7YRTQ2O3IKQL3DZ0Q0W9T']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[47.751, 148.525]",4
tar with the same brush,it's unfair to judge all politicians by tarring them with the same brush,figurative,to think that somebody has the same bad qualities as others in a similar surrounding,figurative,figurative,figurative,"['33JKGHPFYSAGDGC40QX8U66S7DONMD', '3RGU30DZTQOKUQLJLS5G1ZPBYTJJM5']","['A1HKYY6XI2OHO1', 'A2TBXASXZIRNNW']","[127.957, 21.989]",3
tar with the same brush,the painter made a mistake by tarring them with the same brush instead of using separate brushes for each color,literal,to think that somebody has the same bad qualities as others in a similar surrounding,literal,literal,literal,"['34QN5IT0TF7Y7VIT5JLREC9KFF480F', '36H9ULYP6IAEOGT2Z51369521SMFJ9']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[64.508, 108.626]",4
taste of own medicine,"when he tried to prank her, she gave him a taste of his own medicine by pranking him back",figurative,when someone gets the same bad treatment that he has been giving others,figurative,figurative,figurative,"['3DH6GAKTYE5AOMF1MHWDJO08Q1PZYB', '3R0T90IZ18SXU2JR0XQZ1QSJCNDGCV']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[109.375, 31.912]",4
taste of own medicine,she gave him a taste of his own medicine by making him try the bitter concoction he had prepared for her,literal,when someone gets the same bad treatment that he has been giving others,literal,literal,literal,"['33FBRBDW64FI1ND9HZEB9DBLO41C8C', '32VNZTT0ANKLOOFQNTETHWU2MJ7R4P']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[30.495, 66.298]",4
tasted blood,"once he won the first round, he tasted blood in the competition and became unstoppable",figurative,"to experience something thrilling and exciting, and want to experience it again.",figurative,figurative,figurative,"['3R6BYFZZPNSFJ0YRG9G4XIDHCQ1XFF', '34PGFRQON4RGZ2FXPUB3AXR2WVCWJO']","['A110KENBXU7SUJ', 'AKQAI78JTXXC9']","[37.455, 66.721]",4
tasted blood,"after biting his lip accidentally, he tasted blood in the competition",literal,"to experience something thrilling and exciting, and want to experience it again.",tie,literal,discard,"['3OONKJ5DKSZ2CA8JAG7CVFV3LOPOB4', '3ZSY5X72NDRPSHP86DT2VU073ASROK']","['A2TBXASXZIRNNW', 'AX8NXTT8QMGHC']","[25.904, 45.545]",3
tearing a strip off,the boss was tearing a strip off the fabric of our team's morale with his harsh criticism,figurative,to reprimand someone severely for doing something wrong,figurative,figurative,figurative,"['337RC3OW0LI9F33S25IK4ALGT1XLV3', '31LVTDXBLNQHMWMBTLDA3DWD8VKLRA']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[100.005, 56.233]",2
tearing a strip off,she was tearing a strip off the fabric to make a patch for her jeans,literal,to reprimand someone severely for doing something wrong,literal,literal,literal,"['3PH3VY7DJ1D6ZHK17GEPYRFSFTPZWC', '3D4CH1LGEQ9VW4COODG8Z0RB62AG9E']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[25.492, 41.235]",4
that's going too far,insulting her family was that's going too far and crossed the line,figurative,to do something that is considered extreme or unacceptable,figurative,figurative,figurative,"['3DBQWDE4YMEI59RY8RGMD4V6L8VN50', '3S96KQ6I92KB4ZBBKTKHKFPQN7ETDE']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[126.835, 45.423]",2
that's going too far,"driving 200 miles for a cup of coffee, that's going too far for a simple pleasure",literal,to do something that is considered extreme or unacceptable,literal,literal,literal,"['3EWIJTFFV4NFGWSKIM7R6M56Q8KE0I', '3907X2AHFGLQ9XKO6NRGJMXP1D72PC']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[49.498, 32.637]",2
the ball is in your court,"I've done my part, the ball is in your court now to make the decision",figurative,the initiative for taking action lies with somebody,figurative,figurative,figurative,"['34S9DKFK7J5G7X1IJTLJO1TZGNHNYI', '3N8OEVH1F76MV4XSELCY1ZV2SNNOON']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[53.079, 28.202]",4
the ball is in your court,"after I hit the tennis ball over the net, the ball is in your court now",literal,the initiative for taking action lies with somebody,literal,literal,literal,"['3XUHV3NRV0EQVD5N5TL98KYAZWNH5M', '3RKNTXVS32ETP7T9LIS7M65SM514AS']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[65.204, 151.035]",2
the ball rolling,"to start the meeting, we need to get the ball rolling with introductions",figurative,to start a conversation in a social setting,figurative,figurative,figurative,"['3V0Z7YWSIEG3EHHKSZ0FPEM7NBOV2Q', '3OSWBBLG1UDILGKVP3LE9IAW0DLXD4']","['A290OV59Q76QC8', 'A2LMQ4497NMK3S']","[40.364, 146.688]",4
the ball rolling,"to play soccer, you must get the ball rolling by kicking it",literal,to start a conversation in a social setting,literal,literal,literal,"['3X1FV8S5JD7TTBPRREL4RIG8XUTVG9', '3JAOYWH7VYKBIWQPZ4DOCSWJ2JWL9P']","['A2LMQ4497NMK3S', 'AKQAI78JTXXC9']","[144.175, 137.581]",4
the bottom line,"despite all the arguments, the bottom line of the situation is that we need to make a decision",figurative,"in the final analysis, the most important fact in a situation.",figurative,figurative,figurative,"['37XITHEISCPOJSS5G8KB0U6QEW9RCN', '3A0EX8ZRNO4E6OCLG3GAX6T5ZYOYBP']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[68.292, 29.391]",3
the bottom line,"in the financial report, the bottom line of the situation showed the net profit",literal,"in the final analysis, the most important fact in a situation.",tie,literal,figurative,"['33LK57MYL9LDS03SNB4O12C79GTZSX', '3ATTHHXXWQ4ZTR0HHHMP0FQ9SITXI6']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[117.721, 40.575]",4
the brains behind,"she was the brains behind the project, coming up with innovative ideas",figurative,"used to refer to the person who originally invented a particular scheme, plan or idea",figurative,figurative,figurative,"['3TEM0PF1QLDAOQEKMRW704NLQWJ0DB', '3IRIK4HM3Q0VX9ULOKHDPZFUIZSC6N']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[96.687, 47.933]",2
the brains behind,"the computer was the brains behind the project, controlling all the automated processes",literal,"used to refer to the person who originally invented a particular scheme, plan or idea",tie,figurative,literal,"['3JNQLM5FTK20IC5QEVY925O5WDML2X', '35BLDD71IMDTKSKWH69TCPWE8KNZV2']","['A1HKYY6XI2OHO1', 'AX8NXTT8QMGHC']","[108.011, 59.853]",4
the calm before the storm,"before the big presentation, we experienced the calm before the storm in the office",figurative,an extremely peaceful atmosphere right before any serious incident or crisis,figurative,figurative,figurative,"['3KWTYT087GJSH9ODWE070CRHGNDL5Y', '3S0TNUHWK9YS6FJNHV9MTJT394CD8C']","['A290OV59Q76QC8', 'A38DXFI1TZA295']","[35.419, 24.931]",4
the calm before the storm,"just before the hurricane hit, we experienced the calm before the storm as the wind suddenly stopped",literal,an extremely peaceful atmosphere right before any serious incident or crisis,tie,literal,figurative,"['3SB5N7Y3OJKD0AOBOHXF6PQI3YH0GN', '3ZSANO2JCVN7NJCSMZAHYAWPXBZFSP']","['A290OV59Q76QC8', 'APRZ7BR8C0ZMQ']","[53.075, 47.567]",4
the devil is beating his wife,"while the sun was shining, it started raining, and people said the devil is beating his wife",figurative,raining whereas the sun is shining.,figurative,figurative,figurative,"['3S4AW7T80RYALQKDI9HXVKL3GRIL4T', '3AAJC4I4FW8KTXK20HVA91LKDXGZJH']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[49.837, 52.081]",4
the devil is beating his wife,"in the theatrical performance, the actor playing Satan acted out a scene where the devil is beating his wife",literal,raining whereas the sun is shining.,literal,literal,literal,"['39GHHAVOMV74Q0WDFO5KF58BCSVJ4N', '3SKEMFQBZJL0KLPX9CV9XWOTT3RK8U']","['A1HKYY6XI2OHO1', 'A290OV59Q76QC8']","[111.002, 86.66]",2
the die is cast,"once the decision was made, there was no turning back; the die is cast",figurative,"an unalterable decision has been reached, or step taken.",figurative,figurative,figurative,"['3EKVH9QMEEKHK0HY1E0LJSG0N4KD29', '3ZAZR5XV0HYXLJEWQPEOMX8PND7ZC3']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[112.571, 172.899]",4
the die is cast,"he rolled the dice on the table, and the die is cast",literal,"an unalterable decision has been reached, or step taken.",tie,ambiguous,literal,"['3OF2M9AATW4F4HQKI2VMAGLXSMGKZ1', '3NLZY2D5355HAV7BG6OAYNM8CJ0QLG']","['A1HKYY6XI2OHO1', 'A2LMQ4497NMK3S']","[116.47, 146.337]",4
the early bird catches the worm,"she always wakes up at 5 am and finishes her tasks efficiently, proving that the early bird catches the worm",figurative,it refers to people who arrive earlier are the ones who get the best deals,figurative,figurative,figurative,"['3GFK2QRXXPX8S30C0S799N8XEUHW52', '3JNQLM5FTK20IC5QEVY925O5WDN2LF']","['A2LMQ4497NMK3S', 'A38DXFI1TZA295']","[146.954, 34.745]",4
the early bird catches the worm,"in the documentary, we saw how the early bird catches the worm to feed its young",literal,it refers to people who arrive earlier are the ones who get the best deals,literal,literal,literal,"['3P1L2B7ADH5EPJUV1TW69IR8XIIOL6', '3RXCAC0YI75VIZTEJLAUZ4W0MWSG8P']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[28.264, 59.495]",4
the eleventh hour,"he finished the project at the eleventh hour, just before the deadline",figurative,at the very last minute before an event,tie,ambiguous,figurative,"['35GCEFQ6IL498JIDXW3NTU4VH0UZ35', '3300DTYQTIX34PXJZK16LSWO3M0QEU']","['AKQAI78JTXXC9', 'AX8NXTT8QMGHC']","[78.272, 41.497]",4
the eleventh hour,she decided to go for a walk at the eleventh hour of the night,literal,at the very last minute before an event,literal,literal,literal,"['3J2UYBXQQ1SB3HZ5C4OTUYDT9KE06L', '3VSOLARPKRPU2S00TY9OG6222X6930']","['A38DXFI1TZA295', 'AX8NXTT8QMGHC']","[28.931, 44.46]",4
the last straw,"when he insulted her cooking, that was the last straw and she decided to leave",figurative,to be the last in a sequence of unpleasant things,figurative,figurative,figurative,"['3QEMNNSB2DFO61E47QHGFJX8YKRD7A', '3IAEQB9FMU03WGF5FYPS7ZWPRB0DWC']","['A290OV59Q76QC8', 'APGX2WZ59OWDN']","[45.757, 99.104]",3
the last straw,"after using all the other straws, that was the last straw in the box",literal,to be the last in a sequence of unpleasant things,literal,literal,literal,"['3RYC5T2D7J97DH19LD6HKU5XDFOPRZ', '36DSNE9QZLE8UT6VY8KTT3EGTTYJOK']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[77.538, 158.473]",3
the lion's den,"by confronting the angry mob, he entered the lion's den and risked his safety",figurative,a place which is uncomfortable,figurative,figurative,figurative,"['3DPNQGW4L1VS25H6V5BV6136QWF46Q', '3HVVDCPGTU8E2A62GP7VX0ZR55OYTF']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[104.797, 31.551]",3
the lion's den,"as a zookeeper, she entered the lion's den to feed the animals",literal,a place which is uncomfortable,literal,literal,literal,"['31HQ4X3T38QTNBMO8ADFTN19U76LSL', '3L6L49WXWGDWJ1HSQM1QEVP6U1445A']","['APRZ7BR8C0ZMQ', 'AX8NXTT8QMGHC']","[41.727, 47.025]",3
the other side of the coin,"before making a decision, it's important to consider the other side of the coin and weigh the pros and cons",figurative,"the opposite aspect, contrasting arguments.",figurative,figurative,figurative,"['3R5F3LQFVI0YU8BZGUNFHX26CH8ZOY', '34MAJL3QPK3T5MUOC3DXZYRMGVC43Z']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[47.996, 27.061]",2
