idiom,meaning,intended_figurative,intended_literal,maxVote_figurative,maxVote_literal,gold_figurative,gold_literal,well_formed
shake a leg,"to go fast, hurry","we were running late, so our mom told us to start shaking a leg","during the dance class, the instructor demonstrated shaking a leg to the rhythm",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
shoot from the hip,"speak directly or bluntly, without caring for consequences","during the debate, he was shooting from the hip with his quick responses","at the shooting range, he practiced shooting from the hip to improve his accuracy",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
short fuse,to get angry quickly.,"be careful around him, he has a short fuse and gets angry easily","the firecracker has a short fuse, so it will explode quickly after lighting it",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
shot in the dark,an attempt to guess something when you have no information or knowledge about the subject and therefore cannot possibly know what the answer is,"without any information, he took a shot in the dark and guessed the answer","during the blackout, he took a shot in the dark with his camera",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
show the door,make it clear that somebody must leave,"when he started making inappropriate comments, the manager showed him the door","since he was lost in the building, she kindly showed him the door to exit",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
show true colors,to reveal what one is really like,"when the pressure was on, they showed their true colors and revealed their true intentions",the chameleon showed their true colors when it stopped blending in with the environment,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
silver spoon,having a rich or privileged background,"he was born with a silver spoon in his mouth, inheriting a fortune from his family","in a unique family tradition, every child was born with a silver spoon placed beside them",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
sink or swim,"having to do something alone, and their success or failure depends entirely on their own efforts",starting a new job without any training was a sink or swim situation for her,"when thrown into the deep end of the pool, it was a sink or swim situation for the inexperienced swimmer",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
sit on the fence,delay or avoid making a decision or choice,"when it came to choosing a side, he was always sitting on the fence",the cat was sitting on the fence and observing the birds,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
sit tight,wait patiently,the manager told us to sit tight and wait for further instructions,the roller coaster operator instructed us to sit tight and wait for the ride to start,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
sitting duck,to be an easy target,"without any protection, he was like a sitting duck for his opponents","the decoy in the pond was like a sitting duck, attracting the real ducks",figurative,tie,"['figurative', 'figurative']","['ambiguous', 'literal']",False
skating on thin ice,to do something considered quite dangerous or risky,"by constantly arriving late to work, he was skating on thin ice with his boss","despite the danger, they were skating on thin ice on the frozen lake",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
skeleton in the closet,"a secret of an embarrassing, guilty or shameful nature that you don't want to disclose","when digging into his past, we discovered a skeleton in the closet that he had been hiding","while exploring the haunted house, we discovered a skeleton in the closet of one of the rooms",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
sleep on,postpone making a choice until the following day.,"it's a tough choice, so I'll sleep on the decision and let you know tomorrow","with no bed available, he had to sleep on the decision he made by using a pile of papers",figurative,discard,"['figurative', 'figurative']","['discard', 'discard']",False
smell a rat,sense that something is not right,he smelled a rat in the situation when his colleague started acting suspiciously,the exterminator smelled a rat in the situation and began searching for its nest,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
smell something fishy,to have a suspicion that something is wrong,"when he started avoiding my questions, I smelled something fishy about his story","walking past the seafood market, I smelled something fishy in the air",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
smooth his ruffled feathers,to make someone feel less angry or offended,I had to apologize to smooth his ruffled feathers after our disagreement,the bird handler had to smooth his ruffled feathers before the photoshoot,figurative,tie,"['figurative', 'figurative']","['literal', 'ambiguous']",False
smooth sailing,easy progress without impediment or difficulty,"once we resolved the initial issues, we could experience smooth sailing throughout the project","on a calm day at sea, the boat would experience smooth sailing without any turbulence",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
snake in the grass,a hidden army,she found a snake in the grass when she discovered her friend 's betrayal,"while walking through the field, she found a snake in the grass slithering away",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
snake in the shoes,to be in a state of fear,he found a snake in the shoes when he discovered his best friend was betraying him,"while cleaning the garage, he found a snake in the shoes he had left there",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
snow under,to bury or cover something or somebody in the snow (Literal meaning),"during the busy season, she was snowed under with work and had no time for leisure",the unexpected blizzard left her car snowed under with work to dig it out,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
spanner in the works,a roadblock that prevents an activity from succeeding,the sudden power outage threw a spanner in the works of our presentation,the mechanic accidentally dropped a spanner in the works of the machine,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
spill the beans,disclose a secret or reveal something prematurely,he accidentally spilled the beans about the surprise party we had planned,"while carrying a bag of legumes, she tripped and spilled the beans about the surprise on the floor",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
spin a yarn,to tell a tale,they spun a yarn together about their adventurous trip to the mountains,the two knitters spun a yarn together to create a beautiful scarf,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
stab in the back,a disloyalty,he was stabbed in the back by a friend when they revealed his secrets,"during the reenactment of a historical battle, he was accidentally stabbed in the back by a friend",tie,literal,"['ambiguous', 'figurative']","['literal', 'literal']",False
stack the deck,to be against someone or something,they stacked the deck in their favor by hiring the best lawyers,the magician stacked the deck in their favor to perform a trick,figurative,tie,"['figurative', 'figurative']","['literal', 'ambiguous']",False
stand out,extend beyond or above a surface,her unique fashion sense made her stand out in the crowd,he had to stand out in the crowd to get a better view of the stage,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
step on his toes,to annoy or irritate someone by intervening in a situation that is their responsibility,I didn't want to stepped on his toes by taking over his project,"while dancing, she accidentally stepped on his toes",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
stick in his throat,difficulty of accepting and makes you angry or resentful,the insincere compliment stuck in his throat as he tried to praise his rival,the fish bone stuck in his throat while he was eating dinner,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
stiff upper lip,to be brave in the face of adversity,"despite the bad news, he maintained a stiff upper lip and carried on","due to the cold weather, he maintained a stiff upper lip until he could warm up",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
stir up a hornet's nest,to create trouble,"by questioning the company's policies, he stirred up a hornet's nest among the employees","while clearing the garden, she accidentally stirred up a hornet's nest and got stung",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
stop by,to meet someone or go somewhere in a brief and informal manner,I'll stop by the store to pick up some groceries on my way home,"during our walk, we decided to stop by the store to take shelter from the sudden downpour",tie,literal,"['figurative', 'literal']","['literal', 'literal']",False
stop the rot,"when you prevent a situation from deteriorating, especially in business or politics",the new manager stopped the rot by implementing better policies,the gardener stopped the rot by removing the infected plants,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
straight from the horse's mouth,from a dependable or reliable source,I heard it straight from the horse's mouth that the company is planning a merger,the veterinarian heard it straight from the horse's mouth when the animal neighed loudly,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
straight shooter,someone who speaks the truth,"in the world of politics, her reputation as a straight shooter sets her apart from the rest","the archer was a straight shooter, hitting the bullseye every time",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
straighten up and fly right,to get serious and stop acting absurd anymore.,"after a stern warning from his boss, he decided to straighten up and fly right at work",the pilot had to straighten up and fly right to avoid turbulence,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
strike while the iron is hot,to take advantage of a situation,"to seize the opportunity, he decided to strike while the iron is hot and invest in the stock market","as a blacksmith, he knew he had to strike while the iron is hot to shape the metal properly",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
suited and booted,formally dressed; well dressed,"he was suited and booted for the event, ready to impress everyone with his confidence","he was suited and booted for the event, wearing a tailored suit and polished shoes",tie,literal,"['literal', 'figurative']","['literal', 'literal']",False
sweep under the rug,try to hide a problem or keep a problem secret instead of dealing with it,"instead of addressing the problem, they swept the issue under the rug and pretended it didn't exist","after breaking the vase, they swept the issue under the rug to hide the evidence",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
take a back seat,take a less important position.,"he took a back seat to her in the project, letting her lead the team","he took a back seat to her in the car, giving her the front passenger seat",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
take a beating,to be defeated in doing something and be reprimanded for the same,the company's stock prices took a beating after the negative news,the old punching bag took a beating during the intense workout session,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
take a cue from,to do what is recommended by someone else,you should take a cue from her and start organizing your time better,"during the pool game, he decided to take a cue from her and use her favorite one",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
take a hike,go away,"when he insulted her, she told him to take a hike","on a sunny day, they decided to take a hike in the nearby forest",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
take a leaf out of someone's book,implement actionable advice,"to improve my work ethic, I decided to take a leaf out of her book and wake up early","to press and preserve the leaf, I had to carefully take a leaf out of her book of botanical specimens",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
take it on the chin,this is a boxing metaphor meaning don't shy away from difficulty,"despite the harsh criticism, he took it on the chin and kept working","during the boxing match, he took it on the chin and fell to the ground",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
take the biscuit,be the most remarkable or foolish of its kind,his audacity to lie in front of everyone that really takes the biscuit,the dog jumped up on the table and that really takes the biscuit from the plate,figurative,tie,"['figurative', 'figurative']","['ambiguous', 'literal']",False
take the bull by the horns,decisively deal with a difficult or dangerous situation,she took the bull by the horns and confronted her manager about the issue,the matador took the bull by the horns during the bullfight,figurative,tie,"['figurative', 'figurative']","['literal', 'ambiguous']",False
take the edge off,blunt the effect of,a good laugh took the edge off the situation after a tense meeting,"using a file, he took the edge off the situation by smoothing the sharp corners of the metal",figurative,tie,"['figurative', 'figurative']","['discard', 'literal']",False
take turns,to alternate doing something,the siblings took turns at the game to ensure fairness,the drivers took turns at the game by following the traffic rules,literal,figurative,"['literal', 'literal']","['figurative', 'figurative']",True
take up the cudgels,argue strongly in support or against somebody or something,he took up the cudgels for her when she was unfairly criticized,"during the historical reenactment, he took up the cudgels for her when she dropped hers",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
take with a grain of salt,to understand that something is not completely true or right,"when listening to his stories, it's best to take it with a grain of salt","to balance the flavor, she decided to take it with a grain of salt and sprinkled it on her dish",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
takes two to tango,certain actions or activities cannot be performed alone - they  need two people to participate,"when it comes to resolving conflicts, remember that it takes two to tango","in a dance competition, the judges reminded the participants that it takes two to tango",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
taking your medicine,to accept the consequences of something you have done wrong,facing the consequences of your actions is like taking your medicine,don't forget to follow the doctor's instructions when taking your medicine,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
tall poppy,a privileged or distinguished person.,"she was a tall poppy among them, always standing out with her exceptional achievements","in the field of wildflowers, there was a tall poppy among them, reaching higher than the rest",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
tar with the same brush,to think that somebody has the same bad qualities as others in a similar surrounding,it's unfair to judge all politicians by tarring them with the same brush,the painter made a mistake by tarring them with the same brush instead of using separate brushes for each color,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
taste of own medicine,when someone gets the same bad treatment that he has been giving others,"when he tried to prank her, she gave him a taste of his own medicine by pranking him back",she gave him a taste of his own medicine by making him try the bitter concoction he had prepared for her,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
tasted blood,"to experience something thrilling and exciting, and want to experience it again.","once he won the first round, he tasted blood in the competition and became unstoppable","after biting his lip accidentally, he tasted blood in the competition",figurative,tie,"['figurative', 'figurative']","['literal', 'discard']",False
tearing a strip off,to reprimand someone severely for doing something wrong,the boss was tearing a strip off the fabric of our team's morale with his harsh criticism,she was tearing a strip off the fabric to make a patch for her jeans,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
that's going too far,to do something that is considered extreme or unacceptable,insulting her family was that's going too far and crossed the line,"driving 200 miles for a cup of coffee, that's going too far for a simple pleasure",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
the ball is in your court,the initiative for taking action lies with somebody,"I've done my part, the ball is in your court now to make the decision","after I hit the tennis ball over the net, the ball is in your court now",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
the ball rolling,to start a conversation in a social setting,"to start the meeting, we need to get the ball rolling with introductions","to play soccer, you must get the ball rolling by kicking it",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
the bottom line,"in the final analysis, the most important fact in a situation.","despite all the arguments, the bottom line of the situation is that we need to make a decision","in the financial report, the bottom line of the situation showed the net profit",figurative,tie,"['figurative', 'figurative']","['literal', 'figurative']",False
the brains behind,"used to refer to the person who originally invented a particular scheme, plan or idea","she was the brains behind the project, coming up with innovative ideas","the computer was the brains behind the project, controlling all the automated processes",figurative,tie,"['figurative', 'figurative']","['figurative', 'literal']",False
the calm before the storm,an extremely peaceful atmosphere right before any serious incident or crisis,"before the big presentation, we experienced the calm before the storm in the office","just before the hurricane hit, we experienced the calm before the storm as the wind suddenly stopped",figurative,tie,"['figurative', 'figurative']","['literal', 'figurative']",False
the devil is beating his wife,raining whereas the sun is shining.,"while the sun was shining, it started raining, and people said the devil is beating his wife","in the theatrical performance, the actor playing Satan acted out a scene where the devil is beating his wife",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
the die is cast,"an unalterable decision has been reached, or step taken.","once the decision was made, there was no turning back; the die is cast","he rolled the dice on the table, and the die is cast",figurative,tie,"['figurative', 'figurative']","['ambiguous', 'literal']",False
the early bird catches the worm,it refers to people who arrive earlier are the ones who get the best deals,"she always wakes up at 5 am and finishes her tasks efficiently, proving that the early bird catches the worm","in the documentary, we saw how the early bird catches the worm to feed its young",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
the eleventh hour,at the very last minute before an event,"he finished the project at the eleventh hour, just before the deadline",she decided to go for a walk at the eleventh hour of the night,tie,literal,"['ambiguous', 'figurative']","['literal', 'literal']",False
the last straw,to be the last in a sequence of unpleasant things,"when he insulted her cooking, that was the last straw and she decided to leave","after using all the other straws, that was the last straw in the box",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
the lion's den,a place which is uncomfortable,"by confronting the angry mob, he entered the lion's den and risked his safety","as a zookeeper, she entered the lion's den to feed the animals",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
the other side of the coin,"the opposite aspect, contrasting arguments.","before making a decision, it's important to consider the other side of the coin and weigh the pros and cons","when flipping a quarter, you should consider the other side of the coin as well, since it has a 50% chance of landing",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
the sun rises and sets on them,to believe that someone is the most wonderful and important person in the world; to love and adore someone more than anyone else,she adores her children so much that the sun rises and sets on them in her eyes,"living on a remote island, the sun rises and sets on them every day",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
throw in the towel,to quit,"after numerous failed attempts, he decided to throw in the towel on this project","while cleaning the gym, he had to throw in the towel on this project to move on to the next task",figurative,tie,"['figurative', 'figurative']","['literal', 'figurative']",False
throw it over the wall,"to deal with part of a problem or project, then pass the responsibility to another person or department without any communication or coordination","after finishing the design, the team decided to throw it over the wall to the developers",he decided to throw it over the wall to get the ball back from the neighbor's yard,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
throw the baby out with the bathwater,to remove something good in the bid of getting rid of something bad,"in their haste to modernize the company, they decided to throw the baby out with the bathwater and discard valuable traditions",it would be absurd to accidentally throw the baby out with the bathwater while emptying the tub,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
tie the knot,to get married,they tied the knot together in a beautiful ceremony surrounded by friends and family,the two sailors tied the knot together to secure the rope,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
tight spot,to be in a very difficult situation,they found themselves in a tight spot when they had to choose between two important events,the spelunkers found themselves in a tight spot while navigating the narrow cave,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
tighten belt,to save your money,"due to the economic downturn, we had to tighten the belt a bit and cut some expenses","after losing some weight, he had to tighten the belt a bit to keep his pants up",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
tip of the iceberg,to only know a very small part of the problem,the problems we discovered were just the tip of the iceberg in this company,"as we approached the glacier, we saw just the tip of the iceberg above the water",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
to see the back of,to be glad that you no longer have to deal with someone,she was relieved to see the back of the problem after finding a solution,he had to see the back of the problem by flipping the paper over,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
to the core,totally,the news of the tragedy left her shaken to the core,the powerful earthquake had shaken to the core of the Earth,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
tongue in cheek,"something said in humour, but with an act of being serious",he made a tongue-in-cheek remark about the politician's promises,"while mimicking a silly face, he made a tongue-in-cheek remark to entertain the children",figurative,tie,"['figurative', 'figurative']","['figurative', 'literal']",False
toot one's own horn,speak boastfully about oneself,he was always tooting his own horn about his accomplishments,"during the parade, he was tooting his own horn as part of the marching band",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
top dog,"The term ""top dog"" means a person, group, or thing in a position of power, particularly after struggling or winning a grueling competition.","after years of hard work, she became the top dog in her company","at the dog show, her well-trained canine became the top dog among all the competitors",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
tore your hair out,to be extremely agitated or distressed about something,you tore your hair out trying to solve that complex math problem,you accidentally tore your hair out while removing the tangled hairbrush,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
toss-up,a situation where the result is unclear and can go either way,choosing between the two job offers was a toss-up between two options,"the coin flip was a toss-up between two options, heads or tails",figurative,tie,"['figurative', 'figurative']","['literal', 'figurative']",False
treasure trove,a priceless or valuable discovery,"when they found the old library, they discovered a treasure trove of knowledge","while digging in the backyard, they discovered a treasure trove filled with gold coins",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
troubled waters,a difficult phase of life,"during the financial crisis, the company was sailing through troubled waters","the storm made the sea rough, and the boat was sailing through troubled waters",figurative,tie,"['figurative', 'figurative']","['literal', 'figurative']",False
turn back on,choose not to speak to,she turned back on the situation when she refused to help her friend,she turned back on the situation to avoid witnessing the accident,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
turn down a glass,to decline something that someone has offered.,"at the party, he politely turned down a glass when offered a drink",she turned down a glass upside down to let it dry,tie,literal,"['figurative', 'literal']","['literal', 'literal']",False
turn the tables,change your position with respect to someone else.,they turned the tables on her by revealing her secret plan,"during the furniture rearrangement, they turned the tables on her to make more space",figurative,ambiguous,"['figurative', 'figurative']","['ambiguous', 'ambiguous']",False
twist arm,to make someone do what you want by making it difficult for them to refuse,she twisted his arm to convince him to join the party,"during the wrestling match, he accidentally twisted his arm and felt pain",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
two peas in a pod,practically identical in appearance,"they were like two peas in a pod, always doing everything together","the twins were dressed identically, looking like two peas in a pod",figurative,tie,"['figurative', 'figurative']","['ambiguous', 'figurative']",False
ugly duckling,a young person who turns out to be beautiful or talented against all expectations.,her transformation from a shy girl to a confident woman was an ugly duckling story,the children's book featured an ugly duckling story about a young bird finding its true identity,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
uncharted waters,"when you are in a situation that is unfamiliar to you, that you have no experience of and don't know what might happen",starting a new business was like venturing into uncharted waters for her,the explorers were venturing into uncharted waters as they sailed to the unknown island,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
under fire,being shot at,the politician was under fire from the crowd for his controversial statements,the firefighter was under fire from the crowd as he tried to save people from the burning building,figurative,tie,"['figurative', 'figurative']","['figurative', 'literal']",False
under the radar,"going unnoticed, avoiding unnecessary attention",he was working under the radar to avoid drawing attention to his project,the technician was working under the radar equipment to fix a malfunction,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
up a creek without a paddle,being in trouble.,"when our car broke down in the middle of nowhere, we found ourselves up a creek without a paddle","while canoeing, we accidentally dropped our paddles and found ourselves up a creek without a paddle",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
up a river without a paddle,"when you are in an unfortunate situation, unprepared and with none of the resources to remedy the matter","when the car broke down in the middle of nowhere, we found ourselves up a river without a paddle","while canoeing, we accidentally dropped our paddles and found ourselves up a river without a paddle",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
up in the air,"unresolved, undecided",our vacation plans are up in the air due to the unpredictable weather,"the balloons carrying our plans are up in the air, floating away from us",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
up to the mark,to be good enough,"his performance was not quite up to the mark, so he didn't get the promotion",the water level was not quite up to the mark on the measuring stick,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
up to the neck,"when people are very involved in something, especially when it's something wrong",he was up to the neck in work and couldn't take a break,"the floodwaters rose, leaving him up to the neck in work to clean up the mess",figurative,tie,"['figurative', 'figurative']","['ambiguous', 'figurative']",False
ups and downs,good times and bad times,"throughout their marriage, they experienced ups and downs but remained committed","on the roller coaster, we experienced ups and downs as it twisted and turned",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
use your loaf,To tell someone to use their brain more in analysing what they are doing.,they used their loaf to solve the complex puzzle,they used their loaf of bread to make sandwiches for lunch,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
velvet glove,"a person who appears gentle, but is determined and inflexible underneath",the manager was wearing a velvet glove when he gently guided the team through the crisis,"at the costume party, she was wearing a velvet glove as part of her elegant outfit",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
voice in the wilderness,"someone who expresses an opinion that no one believes or listens to, especially if proved right later",his environmental concerns were a voice in the wilderness among the industrialists,"while hiking alone, she suddenly heard a voice in the wilderness and got scared",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
vultures are circling,when something is in danger and its enemies are getting ready for the kill,"as the company's stock plummeted, the vultures are circling to buy it cheap","while observing the desert landscape, we noticed the vultures are circling above a carcass",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
wag the dog,to divert attention from something that is bad,the politician was wagging the dog by creating a diversion from the scandal,the playful puppy was wagging the dog by grabbing its tail,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
walk on eggshell,to be careful about one's words or actions around another person,"since she was easily offended, we were always walking on eggshells around her","during the art performance, the performer was walking on eggshells around her as part of the act",figurative,tie,"['figurative', 'figurative']","['figurative', 'literal']",False
walk out on,end a relationship with someone suddenly,"disappointed by the lack of support, she walked out on the presentation and left the room","during a sudden power outage, everyone walked out on the presentation to find a safer location",literal,literal,"['literal', 'literal']","['literal', 'literal']",False
walking on broken glass,when a person is punished for something,dealing with her sensitive feelings was like walking on broken glass,he accidentally dropped a glass bottle and ended up walking on broken glass in the kitchen,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
want his head on a platter,when someone makes you so angry that you want them to be punished,she was so furious with him that she wanted his head on a platter,the eccentric artist wanted his head on a platter for a macabre sculpture,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
wash dirty linen in public,discuss publicly matters that one should keep private,they washed their dirty linen in public by arguing about their personal issues on social media,they washed their dirty linen in public at the outdoor laundromat,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
wash hands of,abandon taking responsibility for someone or something,"after trying to help for months, they finally washed their hands of the situation and moved on",they washed their hands of the situation by using soap and water after touching something dirty,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
watchdog,"one who protects against loss, corruption, waste, or objectionable practices.",the company hired a watchdog to monitor their financial transactions,they hired a watchdog to guard their property at night,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
water under the bridge,past events that are not important anymore,"despite their past disagreements, they decided to let it be water under the bridge and move forward","the river flowed swiftly, and they watched as debris let it be water under the bridge",figurative,tie,"['figurative', 'figurative']","['literal', 'discard']",False
way around,"to find an alternative for something, someone or to perform a task",he knows his way around computers and can fix any issue,"as a local, he knows his way around the city and can navigate easily",tie,tie,"['figurative', 'literal']","['literal', 'figurative']",False
weak in the knees,"to be overcome by a strong feeling, usually desire","when she saw her favorite celebrity, she felt weak in the knees","after running a marathon, she felt weak in the knees due to exhaustion",tie,tie,"['figurative', 'ambiguous']","['ambiguous', 'literal']",False
weather the storm,handle a difficult period of time successfully,"despite the challenges, our team weathered the storm together and succeeded","during the hurricane, we huddled in the basement and weathered the storm together",figurative,tie,"['figurative', 'figurative']","['figurative', 'literal']",False
went through the mill,"you experience a very difficult period, or are exposed to rough treatment",they went through the mill together during the tough times in their relationship,the wheat went through the mill together to be ground into flour,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
wet behind the ears,immature or poor skill,the new intern is still wet behind the ears and needs guidance,"after swimming, she was still wet behind the ears despite toweling off",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
wet the baby's head,to have drink to celebrate the birth of a baby,"after the birth of their child, they invited friends over to wet the baby's head with a small celebration","during the baptism ceremony, the priest gently wet the baby's head with holy water",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
whatever floats my boat,"although you don't quite agree with someone, it's their choice and you think they should so whatever makes them happy","when it comes to choosing a hobby, I believe in whatever floats my boat","I'm open to trying any buoyant object, whatever floats my boat on the lake",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
wheels fall off,when a situation gets out of control and everything starts to go wrong,"after a series of setbacks, the wheels fell off our project","due to a manufacturing defect, the wheels fell off the toy car",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
when the chips are down,when a situation is urgent or desperate.,he always comes through when the chips are down and we need him the most,the poker game gets intense when the chips are down on the table,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
where the rubber meets the road,when you have to face your challenges,the new employee will face a real challenge where the rubber meets the road in the upcoming project,the intersection is where the rubber meets the road as cars pass by,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
whistle in the dark,to try to hide your fear in a scary or dangerous situation,he was whistling in the dark when he tried to reassure us about the uncertain future,"while walking through the forest at night, she was whistling in the dark to keep her spirits up",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
white paper,official report or guide,she read the white paper to understand the company 's new policy,she read the white paper to check for any ink smudges,figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
whole nine yards,"everything, all of something",she went the whole nine yards to make his birthday special,"the fabric store required her to buy the fabric in bulk, so she went the whole nine yards",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
will never fly,there's no chance that something will work; to be unsuccessful,"he proposed a risky investment, but we knew that idea will never fly with the board","the broken-winged bird was injured, and sadly, that idea will never fly again",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
wipe the slate clean,"to make a fresh start and forget all past offences, disagreements or mistakes","after a long discussion, they wiped the slate clean together and started fresh",the teacher and student wiped the slate clean together after the lesson,tie,literal,"['ambiguous', 'figurative']","['literal', 'literal']",False
wooden spoon,the person who finishes last in a race or competition receives an imaginary prize,our team received a wooden spoon for finishing last in the competition,"as a gift for her new kitchen, she received a wooden spoon from her friend",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
worm in the apple,the presence of something very bad in the best,"despite the company's success, they found a worm in the apple when they discovered the corruption","while eating their fruit, they found a worm in the apple and felt disgusted",figurative,literal,"['figurative', 'figurative']","['literal', 'literal']",True
wouldn't be caught dead,dislike something very much,she's so fashion-conscious that she wouldn't be caught dead in that outfit,the cockroach wouldn't be caught dead in that well-sealed container,figurative,tie,"['figurative', 'figurative']","['figurative', 'literal']",False
