idiom,instance,label,meaning,maxVote,gold_0,gold_1,AssignmentId,WorkerId,TimeMe,batch_num,gold,WorkerIdPosition
leave at the altar,he left her at the altar when he decided not to show up for their wedding,figurative,decide not to marry someone at the very last moment,tie,literal,figurative,"['3WYP994K1N780CVQKCZ2MQ7DLXE6YD', '33C7UALJV1EYEK3B12PRSHSUK7V18W']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[81.097, 55.715]",3,"['literal', 'figurative']",0
leave no stone unturned,"to find the perfect gift for her, they left no stone unturned in their search",figurative,do everything that is possible in order to achieve something,figurative,figurative,figurative,"['3LO69W1SUJTQX6DXDAJY49I66WRLGG', '3ND9UOO810IMUS3XSFNGQC4U0KHLWF']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[33.192, 151.904]",4,"['figurative', 'figurative']",0
leave no stone unturned,"during the archaeological dig, they left no stone unturned to uncover hidden artifacts",literal,do everything that is possible in order to achieve something,tie,literal,ambiguous,"['3PW9OPU9P60NS51MLLGQIQFRY7312T', '3E7TUJ2EGS2SKK2XMNF0TFOETAFD9M']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[81.149, 157.287]",3,"['literal', 'ambiguous']",0
leg up,the scholarship gave her a leg up in her pursuit of higher education,figurative,give or receive assistance to achieve a goal,figurative,figurative,figurative,"['33M4IA01QWHCMQ3074GYE7R0FEXRXP', '39OWYR0EP074J5O1L526GWKQEWGYF7']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[50.764, 44.89]",3,"['figurative', 'figurative']",0
let sleeping dogs lie,it's better to let sleeping dogs lie and not bring up past conflicts,figurative,its best to leave a situation as it is if disturbing it might cause trouble,figurative,figurative,figurative,"['3E7TUJ2EGS2SKK2XMNF0TFOET0C9DV', '3IGI0VL64N04DJXGD6CLMAVX231ON7']","['A1HKYY6XI2OHO1', 'A2A6FH0F7LD9ND']","[141.766, 36.871]",2,"['figurative', 'figurative']",1
let the cat out of the bag,he accidentally let the cat out of the bag about the surprise party,figurative,to let a secret out in the open,figurative,figurative,figurative,"['3D4CH1LGEQ9VW4COODG8Z0RB6SS9G5', '39RP059MEX9EC7N7X0SZ3B6YQE8BMQ']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[46.477, 87.946]",2,"['figurative', 'figurative']",1
lick your lips,"after eating the ice cream, they licked their lips to clean off the remaining traces",literal,to show that you're excited about something and are eager for it to happen,literal,literal,literal,"['3YDGXNSEOFAF6J0UOK8TQFZXWR548C', '3LWJHTCVCS2VA3XFUVLC3AHOFNZQFW']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[70.601, 146.717]",3,"['literal', 'literal']",0
lie low,"after the controversy, he decided to lie low and avoid the media",figurative,"To go out of sight, usually after having done something bad.",figurative,figurative,figurative,"['3QHK8ZVMI2YU6P5MXORK3YR9QJZLBZ', '3X3OR7WPZFGB4R7FUC7ACW18IDF8LO']","['A290OV59Q76QC8', 'AKQAI78JTXXC9']","[45.864, 79.556]",4,"['figurative', 'figurative']",1
look before you leap,"when making a big decision, always remember to look before you leap",figurative,to make sure that everything is alright before doing something important which you cannot revert,tie,figurative,ambiguous,"['308Q0PEVBOT9SVIJE1GBKC4RL5K9IX', '3SNLUL3WOK392OESXF8F8OJXFUPLUF']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[41.075, 83.204]",2,"['figurative', 'ambiguous']",1
look on the bright side,"despite the setback, she encouraged us to look on the bright side of things and learn from the experience",figurative,always try to see the good things even in bad situations,figurative,figurative,figurative,"['3PH3VY7DJ1D6ZHK17GEPYRFSFTPZWC', '3D4CH1LGEQ9VW4COODG8Z0RB62AG9E']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[25.492, 41.235]",4,"['figurative', 'figurative']",0
look on the bright side,"as the sun rose, we decided to look on the bright side of things and enjoy the beautiful view",literal,always try to see the good things even in bad situations,tie,figurative,ambiguous,"['3R6BYFZZPNSFJ0YRG9G4XIDHCQ1XFF', '34PGFRQON4RGZ2FXPUB3AXR2WVCWJO']","['A110KENBXU7SUJ', 'AKQAI78JTXXC9']","[37.455, 66.721]",4,"['figurative', 'ambiguous']",1
looked through colored glasses,"during the art class, we looked through colored glasses to observe the effects on the painting",literal,to look the things not as they are; having a heavily biased worldview,literal,literal,literal,"['3Y5140Z9DDWUKIYQVQC86246QJ5PIV', '3K2755HG58J1LUTAP9FS3BAPW8ADFE']","['A2A6FH0F7LD9ND', 'A2TBXASXZIRNNW']","[56.018, 35.237]",3,"['literal', 'literal']",0
loose cannon,"after losing his job, he became a loose cannon and started causing problems",figurative,somebody whose activities are uncommon and out of control,figurative,figurative,figurative,"['3BQU611VF50GHUPGA7AY7J5O2P1992', '326O153BMYE9FGTEUYVMLTPPK7VDEW']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[57.594, 51.402]",3,"['figurative', 'figurative']",0
loose cannon,"during the battle reenactment, the replica became a loose cannon when it broke free from its mount",literal,somebody whose activities are uncommon and out of control,literal,literal,literal,"['36W0OB37HCUO2RPCCHSPXO5505XZHX', '34J10VATJVEFKUZ5V3RX67UGVFRIQF']","['A2A6FH0F7LD9ND', 'A2TBXASXZIRNNW']","[52.524, 47.956]",3,"['literal', 'literal']",0
lose your marbles,"during the game, he accidentally lost his marbles when the bag ripped open",literal,strange behaviors.,literal,literal,literal,"['3X65QVEQIG3DGUXSBONFEIXR84ZLC6', '38BQUHLA9CGYV1CG15XL9V6XXN8OM8']","['A110KENBXU7SUJ', 'AX8NXTT8QMGHC']","[33.41, 102.137]",4,"['literal', 'literal']",0
made it,"after years of hard work, she finally made it in the music industry",figurative,used to indicated the completion of a task,figurative,figurative,figurative,"['3SNLUL3WOK392OESXF8F8OJXF4RULA', '3FDJT1UU7KOHX36VBEO6LCE2RNTK5F']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[74.656, 47.882]",3,"['figurative', 'figurative']",0
make a song and dance,the performers made a song and dance about it during the musical's finale,literal,if someone complains in an annoying way or becomes unnecessarily excited about something unimportant,literal,literal,literal,"['336KAV9KY68KIBCPXANZWDQ15SQY22', '37C0GNLMHVJ5210ZOGCO95XC39O6DL']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[42.775, 33.368]",4,"['literal', 'literal']",0
make ends meet,"after losing her job, she was struggling to make ends meet and pay her bills",figurative,make sufficient money to survive on,figurative,figurative,figurative,"['31HQ4X3T38QTNBMO8ADFTN19UX3SL5', '3180JW2OTKSMMJ0DTTOUKXEPCOQJ5S']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[48.675, 79.492]",2,"['figurative', 'figurative']",1
make ends meet,the tailor was struggling to make ends meet when sewing the two pieces of fabric together,literal,make sufficient money to survive on,literal,literal,literal,"['3P1L2B7ADH5EPJUV1TW69IR8X80LO1', '37FMASSAYS7SGOXGCLU7BIZH95OBIA']","['A1HKYY6XI2OHO1', 'A2A6FH0F7LD9ND']","[100.216, 34.816]",2,"['literal', 'literal']",1
make it big,the baker made it big in the industry by creating giant-sized cakes,literal,become very successful or famous,tie,literal,figurative,"['34Q075JO1DTGWVY86YCCZ2MC19J109', '37TRT2X2467OBZHMU3F7NJEHMUFJBG']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[88.712, 44.096]",3,"['literal', 'figurative']",0
match made in heaven,"their partnership was a match made in heaven, as they complemented each other's skills",figurative,a combination of two people that is perfect in every way,figurative,figurative,figurative,"['3GS6S824S6DCIS6I4S3V348J5F2WND', '3DEL4X4ELM1LJRFMLZ8SM3KXI1CYXY']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[122.602, 30.971]",3,"['figurative', 'figurative']",0
mend fences,"after the argument, he started mending fences with her by apologizing",figurative,to try and improve a bad relationship with another party,figurative,figurative,figurative,"['3BDCF01OGDAQJXYX7G54B9PABI0LYD', '3Y54SXRO111XL1MX6OA6UFTE97ATUP']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[113.946, 31.328]",2,"['figurative', 'figurative']",0
miles away,the mountain peak seemed miles away from our current location,literal,unaware of the current situation,literal,literal,literal,"['337RC3OW0LI9F33S25IK4ALGTBFLV5', '34X6J5FLP9EBF5JBDLCXI89G8UVQJE']","['A1HKYY6XI2OHO1', 'AKQAI78JTXXC9']","[108.09, 31.38]",4,"['literal', 'literal']",1
miles to go before I sleep,"with a long list of tasks to complete, I have miles to go before I sleep",figurative,you have a lot to do before you can rest,tie,literal,figurative,"['3PM8NZGV8EWCAPO0UPRY9HHVJSAQX2', '39GHHAVOMV74Q0WDFO5KF58BC2DJ4P']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[27.69, 146.586]",4,"['literal', 'figurative']",0
mind your own business,the entrepreneurs were minding their own business by managing their respective companies,literal,to look into your own matter,literal,literal,literal,"['31HQ4X3T38QTNBMO8ADFTN19UX3SL5', '3180JW2OTKSMMJ0DTTOUKXEPCOQJ5S']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[48.675, 79.492]",2,"['literal', 'literal']",1
more heat than light,the malfunctioning light bulb generated more heat than light and needed to be replaced,literal,to cause anger or intense reaction but doesn't clarify anything,literal,literal,literal,"['3BQU611VF50GHUPGA7AY7J5O2P1992', '326O153BMYE9FGTEUYVMLTPPK7VDEW']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[57.594, 51.402]",3,"['literal', 'literal']",0
never looked back,"she quit her job and started her own business, and she never looked back after that",figurative,"after an event which changed your life for the better, you continue to be happy with the situation",figurative,figurative,figurative,"['3VFJCI1K4FF1048AIUGUQLR5COGRGC', '3V5Q80FXID7J28F18PU96JUOWRX232']","['A110KENBXU7SUJ', 'A1HKYY6XI2OHO1']","[21.296, 122.951]",4,"['figurative', 'figurative']",0
nip in the bud,"to prevent further complications, we decided to nip the problem in the bud by addressing it immediately",figurative,check something thoroughly.,figurative,figurative,figurative,"['3RYC5T2D7J97DH19LD6HKU5XDFOPRZ', '36DSNE9QZLE8UT6VY8KTT3EGTTYJOK']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[77.538, 158.473]",3,"['figurative', 'figurative']",0
nip in the bud,the gardener decided to nip the problem in the bud by pruning the young plant,literal,check something thoroughly.,tie,figurative,literal,"['3HRMW88U1M6DSKKXZKVAJUAFZKT0MV', '3E7TUJ2EGS2SKK2XMNF0TFOETAUD91']","['A110KENBXU7SUJ', 'AX8NXTT8QMGHC']","[20.655, 47.281]",4,"['figurative', 'literal']",0
no picnic,"working on that project for hours, it was no picnic for the team",figurative,used to express that an activity or action is not fun,figurative,figurative,figurative,"['3EWIJTFFV4NFGWSKIM7R6M56QI2E0K', '3X4JMASXC2PH9TG08V515EZLNLPB0H']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[72.212, 81.197]",4,"['figurative', 'figurative']",0
not getting anywhere,we were not getting anywhere with this project due to constant setbacks,figurative,to make no progress at all; not improving or advancing a particular situation,figurative,figurative,figurative,"['3HRMW88U1M6DSKKXZKVAJUAFZKT0MV', '3E7TUJ2EGS2SKK2XMNF0TFOETAUD91']","['A110KENBXU7SUJ', 'AX8NXTT8QMGHC']","[20.655, 47.281]",4,"['figurative', 'figurative']",0
not have a clue,she searched her bag for the crossword puzzle but didn't have a clue inside,literal,to not know something.,tie,ambiguous,literal,"['3FK0YFF9PFWCB8FMG9KQRJJIK9HVVY', '3SEPORI8W3F9S4HY6BIXG2I1NANAZD']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[32.455, 146.45]",4,"['ambiguous', 'literal']",0
off grid,he decided to disconnect from social media and started living off grid,figurative,disconnected from municipal utility systems.,tie,literal,figurative,"['3634BBTX04AIT59WHNG3U8Q2ODXIF0', '37QW5D2ZRW2Y8425EL4BOIF3A7MS8L']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[57.07, 148.37]",4,"['literal', 'figurative']",0
off the hook,"since it was his first mistake, we decided to let him off the hook this time",figurative,free of a difficult situation,figurative,figurative,figurative,"['3X1FV8S5JD7TTBPRREL4RIG8XUTVG9', '3JAOYWH7VYKBIWQPZ4DOCSWJ2JWL9P']","['A2LMQ4497NMK3S', 'AKQAI78JTXXC9']","[144.175, 137.581]",4,"['figurative', 'figurative']",1
off the hook,"after untangling the fishing line, we managed to let him off the hook",literal,free of a difficult situation,tie,ambiguous,literal,"['37TRT2X2467OBZHMU3F7NJEHMKDJBU', '3KXIR214IKW4K4Y583ZSGOMUAHC42O']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[56.205, 91.41]",2,"['ambiguous', 'literal']",0
on a silver platter,he served it on a silver platter by doing all the work for her,figurative,to get something without having to work for it,figurative,figurative,figurative,"['30JNVC0ORP0FOZOLPL9C6VT1VSDHQ2', '3TS1AR6UQ6UL4LS0YWC63J0TAN47FS']","['A2LMQ4497NMK3S', 'AKQAI78JTXXC9']","[159.239, 113.325]",2,"['figurative', 'figurative']",1
on the ball,"during the circus performance, the acrobat stayed on the ball while juggling",literal,"alert to new trends, ideas, and methods",ambiguous,ambiguous,ambiguous,"['3QAVNHZ3E2KPNF0URARO8N7381ELA4', '3JWH6J9I98TKUP87917ZGQVYVE0BNS']","['A110KENBXU7SUJ', 'APRZ7BR8C0ZMQ']","[37.111, 86.87]",4,"['ambiguous', 'ambiguous']",0
on the crest of a wave,the surfer skillfully balanced himself while riding on the crest of a wave,literal,to reach the highest point of success,literal,literal,literal,"['3CPLWGV3M4F16WTABHT3PK087EI9N1', '3QHK8ZVMI2YU6P5MXORK3YR9QJKBLA']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[75.512, 152.174]",3,"['literal', 'literal']",0
on the dot,"she arrived at 3 PM on the dot, stepping on a painted circle on the ground",literal,exactly on time,tie,figurative,ambiguous,"['3X1FV8S5JD7TTBPRREL4RIG8XUTVG9', '3JAOYWH7VYKBIWQPZ4DOCSWJ2JWL9P']","['A2LMQ4497NMK3S', 'AKQAI78JTXXC9']","[144.175, 137.581]",4,"['figurative', 'ambiguous']",1
on the hook,the fish was left on the hook after it was caught,literal,someone who is responsible for something,literal,literal,literal,"['34HJIJKLPLCDHVW7WDJ3ITJ57PKV4M', '3NLZY2D5355HAV7BG6OAYNM8CJ0LQB']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[35.169, 26.816]",4,"['literal', 'literal']",0
on the line,she put it on the line to dry after washing her clothes,literal,to be at serious risk.,literal,literal,literal,"['3GS6S824S6DCIS6I4S3V348J5FHNWJ', '3LWJHTCVCS2VA3XFUVLC3AHOFNEFQ0']","['A110KENBXU7SUJ', 'A38DXFI1TZA295']","[90.898, 24.979]",4,"['literal', 'literal']",0
on the money,his prediction about the game's outcome was right on the money,figurative,being right about something.,figurative,figurative,figurative,"['30JNVC0ORP0FOZOLPL9C6VT1VSDHQ2', '3TS1AR6UQ6UL4LS0YWC63J0TAN47FS']","['A2LMQ4497NMK3S', 'AKQAI78JTXXC9']","[159.239, 113.325]",2,"['figurative', 'figurative']",1
on the pig's back,"at the farm, the child was riding on the pig's back for fun",literal,a successful situation and everything is going well for that person,literal,literal,literal,"['3G0WWMR1UB07YVAWSJ4PBFQXHE0QNI', '3DIP6YHAPS8XYLXNDQK6Z1BO9GE8E1']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[32.879, 142.675]",4,"['literal', 'literal']",0
on the same page,"while reading the book together, they happened to be on the same page",literal,everyone in agreement,literal,literal,literal,"['3DPNQGW4L1VS25H6V5BV6136QWF46Q', '3HVVDCPGTU8E2A62GP7VX0ZR55OYTF']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[104.797, 31.551]",3,"['literal', 'literal']",0
out of business,the fire put them out of business by destroying their store,literal,out of operational conditions,figurative,figurative,figurative,"['3LOZAJ85YTTVI6MFSE1XDZJS3MX2X1', '3X4JMASXC2PH9TG08V515EZLNLP0B6']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[79.347, 48.131]",4,"['figurative', 'figurative']",0
out of hand,the ball got out of hand when he accidentally dropped it,literal,out of control,literal,literal,literal,"['3XUHV3NRV0EQVD5N5TL98KYAZWNH5M', '3RKNTXVS32ETP7T9LIS7M65SM514AS']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[65.204, 151.035]",2,"['literal', 'literal']",0
out on the town,the mayor was going out on the town to inspect the new infrastructure,literal,go out and enjoy yourself at one or more places in the town,literal,literal,literal,"['3PM8NZGV8EWCAPO0UPRY9HHVJSAQX2', '39GHHAVOMV74Q0WDFO5KF58BC2DJ4P']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[27.69, 146.586]",4,"['literal', 'literal']",0
outside the lines,his innovative approach to the project was like coloring outside the lines,figurative,not sticking to the rules,tie,figurative,ambiguous,"['3EKVH9QMEEKHK0HY1E0LJSG0N4KD29', '3ZAZR5XV0HYXLJEWQPEOMX8PND7ZC3']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[112.571, 172.899]",4,"['figurative', 'ambiguous']",0
over my dead body,the cat walked over my dead body in the crime scene simulation,literal,"in no way, under no circumstances",literal,literal,literal,"['3YDGXNSEOFAF6J0UOK8TQFZXWR548C', '3LWJHTCVCS2VA3XFUVLC3AHOFNZQFW']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[70.601, 146.717]",3,"['literal', 'literal']",0
pain in the neck,dealing with his constant complaints was a real pain in the neck for everyone,figurative,Mathematics is generally a real pain in the neck for most of the school and college students.,figurative,figurative,figurative,"['3CPLWGV3M4F16WTABHT3PK087EI9N1', '3QHK8ZVMI2YU6P5MXORK3YR9QJKBLA']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[75.512, 152.174]",3,"['figurative', 'figurative']",0
pass on the baton,"during the relay race, he passed on the baton to her for the next lap",literal,give responsibility for something important to another person.,literal,literal,literal,"['3I0BTBYZAD1DM19BINJLDPXM8U6Y0I', '308Q0PEVBOT9SVIJE1GBKC4RLF2I98']","['A2LMQ4497NMK3S', 'AKQAI78JTXXC9']","[145.492, 22.85]",4,"['literal', 'literal']",1
pass the buck,"he didn't want to take responsibility, so he passed the buck to her",figurative,passing blame to another person,figurative,figurative,figurative,"['3EKVH9QMEEKHK0HY1E0LJSG0N4KD29', '3ZAZR5XV0HYXLJEWQPEOMX8PND7ZC3']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[112.571, 172.899]",4,"['figurative', 'figurative']",0
pass the torch,"during the relay race, he passed the torch to her for the next lap",literal,to pass on the responsibility,literal,literal,literal,"['3FQ5JJ51214LNSC1FEKSFTEOI8TNK8', '3L4PIM1GQ9W1MVTAC020XLY9HKRRYV']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[61.926, 75.256]",3,"['literal', 'literal']",1
pay the piper,"the musicians finished their performance, and we had to pay the piper for his services",literal,to bear the ill-effects of something that was enjoyable at one time,tie,figurative,literal,"['3SLE99ER03TEBEMQCPITBD275SSZBH', '37UEWGM5H9O4WPI70BVRJYNZAZIR1X']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[85.842, 46.261]",3,"['figurative', 'literal']",0
pieces of the same cake,"they have similar personalities, like two pieces of the same cake",figurative,things that have the same characteristics or qualities,tie,discard,figurative,"['3LO69W1SUJTQX6DXDAJY49I66WRLGG', '3ND9UOO810IMUS3XSFNGQC4U0KHLWF']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[33.192, 151.904]",4,"['discard', 'figurative']",0
pipe down,the plumber told them to pipe down the water pressure to avoid leaks,literal,to take to one or more notches down to its current standard,literal,literal,literal,"['3TVRFO09G0V1JS8N2KJ2SVI19MNXLK', '3FTF2T8WL7YRTQ2O3IKQL3DZ0Q0W9T']","['A110KENBXU7SUJ', 'A2LMQ4497NMK3S']","[47.751, 148.525]",4,"['literal', 'literal']",0
playing second fiddle,he didn't like playing second fiddle to her in the company hierarchy,figurative,to play a secondary or minor role with regards to someone else,figurative,figurative,figurative,"['3EKVH9QMEEKHK0HY1E0LJSG0N4KD29', '3ZAZR5XV0HYXLJEWQPEOMX8PND7ZC3']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[112.571, 172.899]",4,"['figurative', 'figurative']",0
plays with fire,"as a professional fire performer, she plays with fire during her shows",literal,people who take unnecessary risks or behave in a dangerous way,literal,literal,literal,"['3B837J3LD4C4Q9H1DUABFZA80ZVRSH', '3018Q3ZVOY60QDV7WUOKUZG2ETORAL']","['A2A6FH0F7LD9ND', 'A2TBXASXZIRNNW']","[71.476, 19.786]",3,"['literal', 'literal']",0
pour cold water on,the prankster poured cold water on their plans as they were discussing the project,literal,deter or discourage somebody,tie,literal,ambiguous,"['3PW9OPU9P60NS51MLLGQIQFRY7312T', '3E7TUJ2EGS2SKK2XMNF0TFOETAFD9M']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[81.149, 157.287]",3,"['literal', 'ambiguous']",0
pour oil on troubled waters,the mediator poured oil on troubled waters by calming the heated argument,figurative,"try to calm, soothe or placate a problematic situation",figurative,figurative,figurative,"['3VHHR074HJX74D2WK7F4YW5D7T8L7D', '39ASUFLU6DNNDMYVLYWYF0SH0PMXEX']","['A110KENBXU7SUJ', 'A290OV59Q76QC8']","[80.386, 62.228]",4,"['figurative', 'figurative']",0
prick up ears,"when the speaker mentioned a new opportunity, the audience pricked up their ears",figurative,to start paying attention,figurative,figurative,figurative,"['30JNVC0ORP0FOZOLPL9C6VT1VSDHQ2', '3TS1AR6UQ6UL4LS0YWC63J0TAN47FS']","['A2LMQ4497NMK3S', 'AKQAI78JTXXC9']","[159.239, 113.325]",2,"['figurative', 'figurative']",1
prick up ears,the dog pricked up their ears when they heard a strange noise outside,literal,to start paying attention,literal,literal,literal,"['3GS6S824S6DCIS6I4S3V348J5F2WND', '3DEL4X4ELM1LJRFMLZ8SM3KXI1CYXY']","['A2A6FH0F7LD9ND', 'AX8NXTT8QMGHC']","[122.602, 30.971]",3,"['literal', 'literal']",0
pull a rabbit out of the hat,our team pulled a rabbit out of the hat by winning the game in the last minute,figurative,do something unexpected or surprising,figurative,figurative,figurative,"['33SA9F9TRDA8OMT5BT0CDHEARDYEWJ', '3PW9OPU9P60NS51MLLGQIQFRYX0217']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[46.421, 74.937]",2,"['figurative', 'figurative']",1
pull leg,"when he told me I won the lottery, I thought he was pulling my leg",figurative,tease someone,figurative,figurative,figurative,"['3I0BTBYZAD1DM19BINJLDPXM8U6Y0I', '308Q0PEVBOT9SVIJE1GBKC4RLF2I98']","['A2LMQ4497NMK3S', 'AKQAI78JTXXC9']","[145.492, 22.85]",4,"['figurative', 'figurative']",1
pull the plug,"to save electricity, she decided to pull the plug on the projector's power cord",literal,to kill or discontinue,literal,literal,literal,"['35GMH2SV3UX0JDK3K792WN1OOL2EOU', '3IUZPWIU14NBAMLF7FBFBCRFBKXWK8']","['A2A6FH0F7LD9ND', 'APRZ7BR8C0ZMQ']","[97.737, 44.829]",3,"['literal', 'literal']",0
push the boat out,we pushed the boat out into the water to start our fishing trip,literal,celebrate; enjoy oneself.,literal,literal,literal,"['3RANCT1ZVVXXPFSG62JLULNS3AUBUL', '3WOKGM4L7HW1SN59C0ANBYZKUK80OA']","['A38DXFI1TZA295', 'AKQAI78JTXXC9']","[35.555, 70.039]",4,"['literal', 'literal']",1
put cards on the table,"during the meeting, they put their cards on the table and discussed their true intentions",figurative,be open and honest,figurative,figurative,figurative,"['3LOZAJ85YTTVI6MFSE1XDZJS3MX2X1', '3X4JMASXC2PH9TG08V515EZLNLP0B6']","['AKQAI78JTXXC9', 'APRZ7BR8C0ZMQ']","[79.347, 48.131]",4,"['figurative', 'figurative']",0
put the cart before the horse,"by focusing on the design before understanding the requirements, they were putting the cart before the horse",figurative,to do things in the wrong order or sequence,figurative,figurative,figurative,"['31HQ4X3T38QTNBMO8ADFTN19UX3SL5', '3180JW2OTKSMMJ0DTTOUKXEPCOQJ5S']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[48.675, 79.492]",2,"['figurative', 'figurative']",1
put the clock back,he wished he could put the clock back an hour to avoid the embarrassing situation,figurative,change to a lower level or earlier time.,tie,figurative,ambiguous,"['30JNVC0ORP0FOZOLPL9C6VT1VSDHQ2', '3TS1AR6UQ6UL4LS0YWC63J0TAN47FS']","['A2LMQ4497NMK3S', 'AKQAI78JTXXC9']","[159.239, 113.325]",2,"['figurative', 'ambiguous']",1
queer pitch,the baseball player made a queer pitch by throwing the ball in an unusual manner,literal,spoil somebody's chance of doing something.,literal,literal,literal,"['3FQ5JJ51214LNSC1FEKSFTEOI8TNK8', '3L4PIM1GQ9W1MVTAC020XLY9HKRRYV']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[61.926, 75.256]",3,"['literal', 'literal']",1
red herring,"while exploring the fish market, we found a red herring among the seafood",literal,something irrelevant that distracts you from something important,literal,literal,literal,"['308Q0PEVBOT9SVIJE1GBKC4RL5K9IX', '3SNLUL3WOK392OESXF8F8OJXFUPLUF']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[41.075, 83.204]",2,"['literal', 'literal']",1
ring a bell,mentioning the old restaurant seemed to ring a bell for them,figurative,something that sounds familiar,figurative,figurative,figurative,"['3GU1KF0O4YHKXAKKPGKRKF0TVTLPBM', '3UWN2HHPUELJBBP9KNTU6F5YZ26NSP']","['A2A6FH0F7LD9ND', 'A38DXFI1TZA295']","[71.529, 40.34]",3,"['figurative', 'figurative']",0
ring fencing,the company decided to ring fencing the funds for the research department,figurative,to create a separate legal entity through the way of off-shore accounting in order to protect some assets in a corporation,figurative,figurative,figurative,"['3D4CH1LGEQ9VW4COODG8Z0RB6SS9G5', '39RP059MEX9EC7N7X0SZ3B6YQE8BMQ']","['A290OV59Q76QC8', 'A2A6FH0F7LD9ND']","[46.477, 87.946]",2,"['figurative', 'figurative']",1
rise and shine,"it's a new day, rise and shine and make the most of it",figurative,to ask someone to wake up and become active in the daily chores,figurative,figurative,figurative,"['3YDGXNSEOFAF6J0UOK8TQFZXWR548C', '3LWJHTCVCS2VA3XFUVLC3AHOFNZQFW']","['A2A6FH0F7LD9ND', 'A2LMQ4497NMK3S']","[70.601, 146.717]",3,"['figurative', 'figurative']",0
rise and shine,"as the sun began to rise and shine, it illuminated the morning sky",literal,to ask someone to wake up and become active in the daily chores,literal,literal,literal,"['3X65QVEQIG3DGUXSBONFEIXR84ZLC6', '38BQUHLA9CGYV1CG15XL9V6XXN8OM8']","['A110KENBXU7SUJ', 'AX8NXTT8QMGHC']","[33.41, 102.137]",4,"['literal', 'literal']",0
roll the dice,"during the board game, she rolled the dice on that decision and moved her piece accordingly",literal,to gamble or take a chance on something or someone,tie,literal,ambiguous,"['3I0BTBYZAD1DM19BINJLDPXM8U6Y0I', '308Q0PEVBOT9SVIJE1GBKC4RLF2I98']","['A2LMQ4497NMK3S', 'AKQAI78JTXXC9']","[145.492, 22.85]",4,"['literal', 'ambiguous']",1
roots run deep,"in this small town, their roots run deep and everyone knows each other",figurative,"similar in meaning to ""deep-rooted.""",figurative,figurative,figurative,"['3QHK8ZVMI2YU6P5MXORK3YR9QJZLBZ', '3X3OR7WPZFGB4R7FUC7ACW18IDF8LO']","['A290OV59Q76QC8', 'AKQAI78JTXXC9']","[45.864, 79.556]",4,"['figurative', 'figurative']",1
