idiom,phrase,sentence,sentence_label_gpt3,sentence_reason_gpt3,phrase_label,sentence_label,kor_Hang_idiom,kor_Hang_phrase,kor_Hang_sentence,kor_Hang_phrase_label,kor_Hang_sentence_label,kor_Hang_notes,fra_Latn_idiom,fra_Latn_phrase,fra_Latn_sentence,fra_Latn_phrase_label,fra_Latn_sentence_label,heb_Hebr_idiom,heb_Hebr_phrase,heb_Hebr_sentence,heb_Hebr_phrase_label,heb_Hebr_sentence_label,zho_Hans_idiom,zho_Hans_phrase,zho_Hans_sentence,zho_Hans_phrase_label,zho_Hans_sentence_label,yor_Latn_idiom,yor_Latn_phrase,yor_Latn_sentence,yor_Latn_phrase_label,yor_Latn_sentence_label
wipes the slate clean,I wiped the slate clean,I wiped the slate clean and started fresh with our relationship.,0,"Here, to ""wipe the slate clean"" means to start over and forget any past mistakes.",2,0,을 깨끗하게 지우죠,난 스레드 닦아,저는 모든 것을 정리하고 우리의 관계를 새롭게 시작했습니다.,1,0,"""Wipes the slate clean"" was correctly translated as forgetting past faults.",nettoie la plaque,J'ai nettoyé la plaque,J'ai effacé la liste et j'ai commencé à recommencer notre relation.,,,משטף את הלוח,ניקתי את המכתבים.,ניקתי את המכתב והתחלתי מחדש עם מערכת היחסים שלנו.,,,清除了片,我清除了这些.,"我清除了一切,重新开始了我们的关系.",,,ó máa ń fọ àlàfo náà,Mo fọ àlàfo náà kúrò,"Mo fọ ọ̀rọ̀ náà kúrò, mo sì bẹ̀rẹ̀ sí í bára wa gbẹ́kẹ̀ lé e.",,
wipes the slate clean,I wiped the slate clean,I wiped the slate clean so I could start writing on it again.,1,"Here, to ""wipe the slate clean"" means to remove any markings from the slate.",2,1,을 깨끗하게 지우죠,난 스레드 닦아,다시 쓸 수 있도록 필자를 깨끗하게 지워버렸어요.,1,1,,nettoie la plaque,J'ai nettoyé la plaque,J'ai nettoyé la feuille pour pouvoir y écrire à nouveau.,,,משטף את הלוח,ניקתי את המכתבים.,ניקתי את הלוח כדי שאוכל להתחיל לכתוב עליו שוב.,,,清除了片,我清除了这些.,"我擦了笔牌,以便我再次开始写.",,,ó máa ń fọ àlàfo náà,Mo fọ àlàfo náà kúrò,Mo fọ àlàfo náà kúrò kí n lè tún bẹ̀rẹ̀ sí í kọ ọ́.,,
step on her toes,I stepped on her toes,I stepped on her toes when I made a comment about her work without her permission.,0,"Here, to ""step on her toes"" means to do something that offends or upsets someone.",2,0,발가락에 걸어서,난 그녀의 발가락에 발을 딛었다,그녀의 허락 없이 그녀의 일에 대해 언급했을 때 그녀의 발가락을 밟았습니다.,1,1,,Elle a des doigts,Je lui ai mis les pieds sur les orteils.,J'ai mis les pieds sur ses orteils quand j'ai fait un commentaire sur son travail sans sa permission.,,,צעד על אצבעותיה,אני רדתי על רגליה.,אני דחפתי על רגליה כשאמרתי על עבודתה בלי רשותה.,,,踩在她的脚上,我踩着她的脚.,"我没有她的许可,就在评论她的工作时,",,,tẹ̀ lé e,Mo tẹ̀ lé ẹsẹ̀ ẹ̀sẹ̀ rẹ̀,Mo tẹ ẹsẹ̀ ẹ̀sẹ̀ rẹ̀ nígbà tí mo sọ ohun kan nípa iṣẹ́ rẹ̀ láìjẹ́ pé ó gbà mí láyè.,,
step on her toes,I stepped on her toes,I stepped on her toes when I accidentally stepped on her foot.,1,"Here, to ""step on her toes"" means to literally step on someone's toes.",2,1,발가락에 걸어서,난 그녀의 발가락에 발을 딛었다,난 그녀의 발자국을 발자국으로 발자국했을 때,1,1,,Elle a des doigts,Je lui ai mis les pieds sur les orteils.,J'ai mis les pieds sur ses orteils quand j'ai accidentellement mis les pieds sur elle.,,,צעד על אצבעותיה,אני רדתי על רגליה.,אני רדתי על רגליה כשדרכתי בטעות על רגליה.,,,踩在她的脚上,我踩着她的脚.,我偶然踩到她的脚.,,,tẹ̀ lé e,Mo tẹ̀ lé ẹsẹ̀ ẹ̀sẹ̀ rẹ̀,Mo tẹ ẹsẹ̀ ẹ̀rẹ́ rẹ̀ nígbà tí mo ṣàṣìṣe tẹ ẹsẹ̀ rẹ̀.,,
afraid of his own shadow,He was afraid of his own shadow,"He was afraid of his own shadow, always jumping at the slightest sound.",0,"Here, ""afraid of his own shadow"" means to be overly fearful or timid.",2,0,자신의 그림자를 두려워,그는 자신의 그림자를 두려워했다,그는 자신의 그림자를 두려워하고 항상 소음으로 뛰어들었습니다.,1,1,,craignant sa propre ombre,Il avait peur de son ombre.,"Il avait peur de son ombre, toujours sautant au moindre bruit.",,,פחד מהצל שלו.,הוא פחד מהצל שלו.,"הוא פחד מהצל שלו, תמיד קופץ על הקול הקטן ביותר.",,,害怕自己的影子,他害怕自己的影子.,"他害怕自己的影子,总是跳到最小的声音.",,,ó bẹ̀rù òjìji òun,Ó bẹ̀rù òjìji òun fúnra rẹ̀,"Ó máa ń bẹ̀rù òjìji òun fúnra rẹ̀, ó máa ń fò lọ nígbà gbogbo.",,
afraid of his own shadow,He was afraid of his own shadow,"He was afraid of his own shadow, so he stayed inside all day.",1,"Here, ""afraid of his own shadow"" means to be literally scared of one's own shadow.",2,1,자신의 그림자를 두려워,그는 자신의 그림자를 두려워했다,"그는 자신의 그림자를 두려워하고, 그래서 그는 하루 종일 안에 머물렀다.",1,1,,craignant sa propre ombre,Il avait peur de son ombre.,"Il avait peur de son ombre, alors il est resté à l'intérieur toute la journée.",,,פחד מהצל שלו.,הוא פחד מהצל שלו.,"הוא פחד מהצל שלו, אז הוא נשאר בפנים כל היום.",,,害怕自己的影子,他害怕自己的影子.,"他害怕自己的影子,所以他呆在里面一整天.",,,ó bẹ̀rù òjìji òun,Ó bẹ̀rù òjìji òun fúnra rẹ̀,"Ó bẹ̀rù òjìji òun fúnra rẹ̀, torí náà, ó dúró sínú ilé lójoojúmọ́.",,
lick his wounds,He was licking his wounds,He was licking his wounds after his defeat in the election.,0,"Here, to ""lick his wounds"" means to recover from a setback or disappointment.",2,0,상처들을,그는 상처를 고 있었다,그는 선거 패배 후 자신의 상처를 고 있었다.,1,1,,léche ses plaies,Il léchait ses blessures.,Il se léchait les blessures après sa défaite aux élections.,,,ללקק את הפצעים שלו,הוא ללקק את הפצעים שלו.,הוא היה ללקק את פצעיו לאחר הפסד בבחירות.,,,他的伤口,他正在伤口.,"在选举中失败后,他正在伤.",,,kí o lè lé e lára,Ó ń lé e lára,Ó ń lé e kúrò lẹ́yìn tí wọ́n ṣẹ́gun òun nínú ìdìbò.,,
lick his wounds,He was licking his wounds,He was licking his wounds to help them heal.,1,"Here, to ""lick his wounds"" means to physically lick a wound to help it heal.",2,1,상처들을,그는 상처를 고 있었다,그는 상처를 치유하는 데 도움이 되는 자라고 고 있었다.,1,1,,léche ses plaies,Il léchait ses blessures.,Il léchait ses blessures pour les guérir.,,,ללקק את הפצעים שלו,הוא ללקק את הפצעים שלו.,הוא ללקק את הפצעים שלו כדי לעזור להם להחלים.,,,他的伤口,他正在伤口.,"他正在伤口,帮助它们愈合.",,,kí o lè lé e lára,Ó ń lé e lára,Ó ń lé àwọn ọgbẹ́ rẹ̀ kí wọ́n lè wò sàn.,,
tears a strip off,He tore a strip off me,He tore a strip off me when he scolded me for not doing my homework.,0,"Here, to ""tear a strip off"" means to scold or reprimand someone severely.",2,0,띠를 벗고,그는 나로 띠를 찢어,숙제를 하지 않았다는 걸 비난하면서 그는 나로 띠를 벗었다.,1,1,,déchirant une bande,Il m' a déchiré une bande.,Il m'a déchiré une bande quand il m'a réprimandée pour ne pas avoir fait mes devoirs.,,,משתיק את החולצה,הוא קרע ממני חותך.,הוא ניצל את החולצה שלי כשהוא נעקש עליי שלא עשיתי את שיעורי הבית שלי.,,,撕裂一条条,他撕下了我的条纹.,他我因为不做我的宿題.,,,ó mú ìlà kan kúrò,Ó mú àpò kan kúrò lára mi,Ó mú àpò kan kúrò lára mi nígbà tó bá mi wí pé mi ò ṣe iṣẹ́ ilé.,,
tears a strip off,He tore a strip off me,He tore a strip off me when he ripped a piece of my shirt.,1,"Here, to ""tear a strip off"" means to physically tear a strip of fabric off something.",2,1,띠를 벗고,그는 나로 띠를 찢어,내 셔츠의 한 조각을 찢어내면서 그는 나로부터 스트립을 찢었다.,1,1,,déchirant une bande,Il m' a déchiré une bande.,Il m'a déchiré une bande quand il a déchiré un morceau de ma chemise.,,,משתיק את החולצה,הוא קרע ממני חותך.,הוא נקרע את החולצה שלי כשהוא נקרע חתיכה של החולצה שלי.,,,撕裂一条条,他撕下了我的条纹.,他撕裂我的衫.,,,ó mú ìlà kan kúrò,Ó mú àpò kan kúrò lára mi,Ó mú àpò kan kúrò lára mi nígbà tó mú àpò kan kúrò lára aṣọ mi.,,
play with fire,I'm playing with fire,I'm playing with fire by taking risks that could have serious consequences.,0,"Here, to ""play with fire"" means to take risks that could have dangerous outcomes.",2,0,불에 놀아,난 불로 놀고 있어,난 심각한 결과를 초래할 수 있는 위험을 감수함으로써 불과 놀고 있습니다.,1,1,,Jouer avec le feu,Je joue avec le feu.,Je joue avec le feu en prenant des risques qui pourraient avoir de graves conséquences.,,,לשחק עם אש,אני משחק עם אש.,אני משחק עם אש על ידי לקחת סיכונים שיכולים להיות השלכות רציניות.,,,玩火,我玩火,"我冒着危险,可能会带来严重后果.",,,máa fi iná ṣeré,Mo ń fi iná ṣeré,Mo ń bá iná ṣeré nípa lílo ewu tó lè ní àbájáde tó burú jáì.,,
play with fire,I'm playing with fire,I'm playing with fire by using matches to light a campfire.,1,"Here, to ""play with fire"" means to literally use fire as a source of entertainment.",2,1,불에 놀아,난 불로 놀고 있어,난 을 이용해 불을 고 불을 붙이고 있어요.,1,1,,Jouer avec le feu,Je joue avec le feu.,Je joue avec le feu en utilisant des allumettes pour allumer un feu de camp.,,,לשחק עם אש,אני משחק עם אש.,אני משחק עם אש באמצעות מקללים כדי להדליק אש מחנה.,,,玩火,我玩火,我用点火来玩火.,,,máa fi iná ṣeré,Mo ń fi iná ṣeré,Mo ń lo iná láti tan iná.,,
get it out of their system,They got it out of their system,They got it out of their system by going on a shopping spree.,0,"Here, to ""get it out of their system"" means to do something to relieve stress or frustration.",2,0,이놈들의 몸에서 꺼내,그들은 그것을 그들의 시스템에서 꺼냈어요,쇼핑을 하면서 몸 밖으로 내보내버렸죠.,2,1,"The Korean translation of the phrase literally says ""got it out of their system"", but since the word ""system"" features a wide range of possible interpretations, it is considered ambiguous. ",- Ils ont besoin de vous.,Ils l'ont sorti de leur système.,Ils l'ont sorti de leur système en faisant des courses.,,,תוציאו את זה מהמערכת שלהם.,הם זכו אותו מהמערכת שלהם.,הם זכו לזה מהמערכת שלהם על ידי רכישת קניות.,,,让他们摆脱了这个问题.,他们把它从他们的系统中得到了,他们通过购物活动来把它从他们的系统中拿出来.,,,kí wọ́n lè mú un kúrò nínú ara wọn,Wọ́n ti yọ ọ́ kúrò nínú ara wọn,Wọ́n wá fi nǹkan kan ṣe ara wọn nípa lílọ kiri.,,
get it out of their system,They got it out of their system,They got it out of their system by coughing it up.,1,"Here, to ""get it out of their system"" means to expel something from the body.",2,1,이놈들의 몸에서 꺼내,그들은 그것을 그들의 시스템에서 꺼냈어요,그들은 그것을 기침으로 내기 때문에,2,3,Impaired translation.,- Ils ont besoin de vous.,Ils l'ont sorti de leur système.,Ils l'ont sorti de leur système en le toussant.,,,תוציאו את זה מהמערכת שלהם.,הם זכו אותו מהמערכת שלהם.,הם זכו אותו מהמערכת שלהם על ידי שיעול אותו.,,,让他们摆脱了这个问题.,他们把它从他们的系统中得到了,他们通过咳把它从他们的系统中得到.,,,kí wọ́n lè mú un kúrò nínú ara wọn,Wọ́n ti yọ ọ́ kúrò nínú ara wọn,Wọ́n máa ń yọ ọ́ kúrò nínú ara wọn nípa fífi ẹ̀fun pa á.,,
double-edged sword,This is a double-edged sword,This is a double-edged sword because it can bring both positive and negative consequences.,0,"Here, ""double-edged sword"" means something that can have both positive and negative effects.",2,0,두 날개 검,이건 두 날개의 검이야,이것은 양쪽 날개 있는 검입니다. 왜냐하면 그것은 긍정적인 결과를 가져오기도 하고 부정적인 결과를 가져오기도 하기 때문입니다.,2,0,"""double-edged sword"" is an existing idiom in Korean.",épée à double tranchant,C' est une épée à double tranchant.,C'est une épée à double tranchant car elle peut avoir des conséquences positives et négatives.,,,חרב חד חד,זה חרב חד חד.,זה חרב חד חד כי הוא יכול להביא גם השלכות חיוביות וגם שליליות.,,,双刃剑,这是双刃剑.,"这是一个双刃剑,因为它可以带来积极和负面的后果.",,,idà olójú méjì,Idà olójú méjì ni èyí.,"Idà olójú méjì ni èyí, torí pé ó lè mú àbájáde rere àti búburú jáde.",,
double-edged sword,This is a double-edged sword,This is a double-edged sword because it has two sharp edges.,1,"Here, ""double-edged sword"" means a physical sword with two sharp edges.",2,1,두 날개 검,이건 두 날개의 검이야,이것은 두 날개로 날카로운 날개로 어지는 검이기 때문입니다.,2,1,,épée à double tranchant,C' est une épée à double tranchant.,C'est une épée à double tranchant parce qu'elle a deux bords tranchants.,,,חרב חד חד,זה חרב חד חד.,זה חרב חד חד כי יש לו שני קצה חד.,,,双刃剑,这是双刃剑.,"这是一把双刃剑,因为它有两刃尖.",,,idà olójú méjì,Idà olójú méjì ni èyí.,"Idà olójú méjì ni èyí, nítorí pé ó ní ẹ̀gún méjì tó ń kẹ́ gígùn.",,
chill wind,The chill wind blew,"The chill wind blew through the room, making everyone feel uneasy.",0,"Here, ""chill wind"" means a feeling of unease or dread.",2,0,추운 바람,추운 바람이 불어,"추운 바람이 방을 지나갔고, 모든 사람이 불안해하게 느껴졌습니다.",1,1,,vent froid,Le vent froid soufflait,"Le vent froid soufflait dans la pièce, ce qui rendait tout le monde mal à l'aise.",,,רוח קפואת,הרוח הקפואת נשנפה,"הרוח הקרה חנפה את החדר, והרמה לכולם להרגיש לא בנוח.",,,寒冷的风,寒冷的风吹了,"寒冷的风吹了房间,让每个人都感到不安.",,,èémí tó tutù,Ẹ̀fúùfù òtútù ń fẹ́,Ẹ̀fúùfù òtútù náà ń fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ máà rí nǹkan ṣe nínú yàrá náà.,,
chill wind,The chill wind blew,"The chill wind blew through the room, making everyone shiver.",1,"Here, ""chill wind"" means a cold wind that causes people to shiver.",2,1,추운 바람,추운 바람이 불어,추운 바람이 방을 지나며 모든 사람이 떨게 했습니다.,1,1,,vent froid,Le vent froid soufflait,"Le vent froid soufflait dans la pièce, faisant trembler tout le monde.",,,רוח קפואת,הרוח הקפואת נשנפה,"הרוח הקרה חנפה את החדר, והופכה את כולם לרעוד.",,,寒冷的风,寒冷的风吹了,"寒冷的风吹了房间,让每个人都.",,,èémí tó tutù,Ẹ̀fúùfù òtútù ń fẹ́,Ẹ̀fúùfù òtútù náà ń fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ fẹ́rẹ̀ẹ́ẹ́ tó nǹkan bíi ẹgbẹ̀rún mẹ́rin [70] ọdún.,,
a wakeup call,I got a wakeup call,I got a wakeup call when I realized I was going down the wrong path.,0,"Here, ""a wakeup call"" means to be a reminder or warning to change one's behavior.",2,0,깨어날 수 있는,난 깨어난 전화가 왔어,내가 잘못된 길을 가고 있다는 걸 깨달았을 때,1,3,Impaired translation.,un appel à la réveil,J'ai un appel de réveil.,J'ai reçu un appel de réveil quand j'ai réalisé que je suivais le mauvais chemin.,,,קריאה לעיכוב,יש לי שיחת התעוררות.,קיבלתי קריאה התעוררות כשבנתי שאני הולך בדרך הלא נכונה.,,,一个唤醒,我有个叫醒,我意识到我走了错误的路径.,,,ìkìlọ̀ jíjẹ́ kí ara jí,Mo ní ìró ìjìnlẹ̀,Mo rí i pé mo ti ń rìn ní ọ̀nà tí kò tọ́.,,
a wakeup call,I got a wakeup call,I got a wakeup call from my alarm clock this morning.,1,"Here, ""a wakeup call"" means to receive a phone call to wake up.",2,1,깨어날 수 있는,난 깨어난 전화가 왔어,오늘 아침 경각시에서 전화가 왔습니다.,1,1,,un appel à la réveil,J'ai un appel de réveil.,J'ai reçu un appel de réveil de ma réveil ce matin.,,,קריאה לעיכוב,יש לי שיחת התעוררות.,קיבלתי שיחת התעוררות מהשעון המעורר שלי הבוקר.,,,一个唤醒,我有个叫醒,今天早上我收到一个叫醒电话.,,,ìkìlọ̀ jíjẹ́ kí ara jí,Mo ní ìró ìjìnlẹ̀,Mo rí ìró kan láti ìjàngbọ̀n mi ní òwúrọ̀ yìí.,,
just off the boat,He's just off the boat,He's just off the boat and doesn't know the ropes yet.,0,"Here, ""just off the boat"" means to be new or inexperienced.",2,0,배에서 내려가자,방금 배에서 내려왔어,방금 배에서 내려왔고 아직 그 줄은 몰라요,1,1,,Juste au bord du bateau,Il vient de descendre du bateau.,Il vient de descendre et ne connaît pas encore les cordes.,,,בדיוק מהסירה.,הוא בדיוק יצא מהסירה.,הוא בדיוק יצא מהסירה ולא יודע את החבלים עדיין.,,,刚从船上下来,他刚从船上下来.,"他刚刚下船,还不知道什么事.",,,O ti lọ kuro ninu ọkọ̀ ojú omi,Ó ṣẹ̀ṣẹ̀ jáde kúrò nínú ọkọ̀ ojú omi,"Ó ṣẹ̀ṣẹ̀ jáde kúrò nínú ọkọ̀ òkun náà, kò sì tíì mọ ohun tó yẹ kó ṣe.",,
just off the boat,He's just off the boat,He's just off the boat after a long journey from his home country.,1,"Here, ""just off the boat"" means to have recently arrived by boat.",2,1,배에서 내려가자,방금 배에서 내려왔어,고향에서 긴 여행 후 배에서 내려왔어요,1,1,,Juste au bord du bateau,Il vient de descendre du bateau.,Il vient de descendre du bateau après un long voyage depuis son pays d'origine.,,,בדיוק מהסירה.,הוא בדיוק יצא מהסירה.,הוא בדיוק יצא מהסירה לאחר מסע ארוך מביתו.,,,刚从船上下来,他刚从船上下来.,他刚从家乡长途旅行后下船.,,,O ti lọ kuro ninu ọkọ̀ ojú omi,Ó ṣẹ̀ṣẹ̀ jáde kúrò nínú ọkọ̀ ojú omi,Ó ṣẹ̀ṣẹ̀ jáde látinú ọkọ̀ ojú omi lẹ́yìn ìrìn àjò tó gùn látọ̀dọ̀ orílẹ̀-èdè rẹ̀.,,
tear their hair out,They were tearing their hair out,They were tearing their hair out in frustration when they couldn't figure out the answer.,0,"Here, to ""tear their hair out"" means to be extremely frustrated.",2,0,머리 찢어,그들은 머리카락을 찢고 있었다,그들은 답이 나오지 못했을 때 좌절에 머리를 찢고 있었습니다.,1,1,,déchirer leurs cheveux,Ils se déchirent les cheveux.,Ils se déchirent les cheveux en frustration quand ils ne trouvaient pas la réponse.,,,לחתוך את השיער שלהם,הם שקרו את השיער שלהם,הם שקרו את השיער שלהם מתוך תסכול כשהם לא יכלו להבין את התשובה.,,,撕掉他们的头发,他们正在撕开头发.,"他们因为丧而着头发,",,,kí wọ́n yọ irun wọn kúrò,Wọ́n ń fi irun wọn ṣe àlàfo,Wọ́n ń fi ìjákulẹ̀ kẹ́ irun wọn kúrò nígbà tí wọn ò rí ìdáhùn.,,
tear their hair out,They were tearing their hair out,They were tearing their hair out because it was tangled.,1,"Here, to ""tear their hair out"" means to literally pull out one's hair.",2,1,머리 찢어,그들은 머리카락을 찢고 있었다,그들은 머리카락이 얽혀있기 때문에 머리를 찢고 있었다.,1,1,,déchirer leurs cheveux,Ils se déchirent les cheveux.,Ils se déchirent les cheveux parce qu'ils étaient enlisés.,,,לחתוך את השיער שלהם,הם שקרו את השיער שלהם,הם ניתקו את השיער שלהם כי הוא היה מנגזג.,,,撕掉他们的头发,他们正在撕开头发.,"他们把头发撕掉了,因为头发在一起.",,,kí wọ́n yọ irun wọn kúrò,Wọ́n ń fi irun wọn ṣe àlàfo,Wọ́n ń gé irun wọn jáde nítorí pé ó ti dí.,,
lick my wounds,I'm licking my wounds,I'm licking my wounds after the argument we had last night.,0,"Here, to ""lick one's wounds"" means to recover from a difficult experience.",2,0,상처들을,상처들을 다,어제 밤의 논쟁을 끝으로 상처들을 어요,3,3,Impaired translation.,léche mes plaies,Je léche mes plaies.,Je léche mes blessures après la dispute que nous avons eu hier soir.,,,ללקק את הפצעים שלי,אני ללקק את הפצעים שלי.,אני ללקק את הפצעים שלי אחרי המריבה שקיבלנו אתמול בלילה.,,,我的伤口,我正在伤口,我在昨晚的争之后伤.,,,kí o lè lé eérún mi,Mo ń lé àwọn ìgbẹ́ mi,Mo ń fi àwọn ìgbẹ́ mi lẹ́yìn tí a bára wa jà lálẹ́ ọjọ́ tó kọjá.,,
lick my wounds,I'm licking my wounds,I'm licking my wounds to help them heal faster.,1,"Here, to ""lick one's wounds"" means to apply saliva to a wound to help it heal.",2,1,상처들을,상처들을 다,상처가 더 빨리 치유되려면 을 어요,3,3,Impaired translation.,léche mes plaies,Je léche mes plaies.,Je léche mes blessures pour les guérir plus vite.,,,ללקק את הפצעים שלי,אני ללקק את הפצעים שלי.,אני ללקק את הפצעים שלי כדי לעזור להם להחלים מהר יותר.,,,我的伤口,我正在伤口,"我正在伤口,以帮助它们更快地愈合.",,,kí o lè lé eérún mi,Mo ń lé àwọn ìgbẹ́ mi,Mo ń lé àwọn ọgbẹ́ mi kí wọ́n lè tètè sàn.,,
stop dead in his tracks,He stopped dead in his tracks,He stopped dead in his tracks when he heard the news.,0,"Here, to ""stop dead in his tracks"" means to suddenly stop moving or speaking due to surprise or shock.",2,0,그 흔적에 죽게,그는 그의 흔적에서 죽은 멈췄다,그는 소식을 듣고 차에 숨을 쉬지 않았다.,1,1,,Arrêtez-vous mort dans ses traces,Il s'est arrêté mort dans ses traces,Il s'est arrêté mort dans ses traces quand il a entendu la nouvelle.,,,עצור מת בשבילים שלו,הוא עצר מת בשבילים שלו,הוא עצר מת בשבילים שלו כששמע את החדשות.,,,停在他的轨道上,他死在他的轨道上.,"他听到这个消息,就停在他的轨道上.",,,kí ó sì dúró lórí àwọn àbájáde rẹ̀,Ó dúró láìní ìgbé,Ó dúró láìfi nǹkan ṣe nígbà tó gbọ́ ìròyìn náà.,,
stop dead in his tracks,He stopped dead in his tracks,He stopped dead in his tracks because he ran out of energy.,1,"Here, to ""stop dead in his tracks"" means to stop moving due to a lack of energy.",2,1,그 흔적에 죽게,그는 그의 흔적에서 죽은 멈췄다,그는 전력이 부족해서 차에 어 죽었습니다.,1,1,,Arrêtez-vous mort dans ses traces,Il s'est arrêté mort dans ses traces,Il s'est arrêté mort dans ses voies parce qu'il avait manqué d'énergie.,,,עצור מת בשבילים שלו,הוא עצר מת בשבילים שלו,הוא עצר מת על המסלולים שלו כי הוא נגמרו מאנרגיה.,,,停在他的轨道上,他死在他的轨道上.,"他停在轨道上,因为他的能量耗尽了.",,,kí ó sì dúró lórí àwọn àbájáde rẹ̀,Ó dúró láìní ìgbé,Ó dúró lórí òpó ọ̀nà nítorí pé agbára rẹ̀ ò fi bẹ́ẹ̀ pọ̀ mọ́.,,
pulling the plug,I pulled the plug,I pulled the plug on the project when I realized it was too risky.,0,"Here, to ""pull the plug"" means to end or cancel something.",2,0,플러그를 꺼내,전원을 꺼내서,너무 위험하다는 걸 깨달았을 때 프로젝트를 중단했어요.,1,0,,en train de tirer le bouchon,J' ai coupé la prise.,J'ai arrêté le projet quand j'ai réalisé que c'était trop risqué.,,,למשוך את התקע,אני מושך את התקע.,אני הוצא את התכביעה על הפרויקט כאשר הבנתי שזה מסוכן מדי.,,,拉开插头,我把插头拉了,"我发现这项项目太危险了,",,,tí mo ń fi iná náà pa,Mo fà á kúrò,Mo dáwọ́ iṣẹ́ náà dúró nígbà tí mo rí i pé ó léwu gan-an.,,
pulling the plug,I pulled the plug,I pulled the plug on the lamp to turn it off.,1,"Here, to ""pull the plug"" means to disconnect the power source.",2,1,플러그를 꺼내,전원을 꺼내서,전등을 끄기 위해 플러그를 꺼내버렸어요.,1,1,,en train de tirer le bouchon,J' ai coupé la prise.,J'ai coupé la bougie pour l'éteindre.,,,למשוך את התקע,אני מושך את התקע.,דחקתי את התקע על המנורה כדי לכבות אותה.,,,拉开插头,我把插头拉了,"我把灯点了,打开了灯.",,,tí mo ń fi iná náà pa,Mo fà á kúrò,Mo yọ iná náà kúrò kí n lè pa á.,,
cross that bridge when we come to it,We'll cross that bridge when we come to it,We'll cross that bridge when we come to it and figure out what to do next.,0,"Here, ""cross that bridge when we come to it"" means to deal with a problem when it arises.",2,0,우리가 그 다리를 건너면,우리가 그 다리를 건너면,그 다리를 건너서 다음 일을 어떻게 해야 할지 알아낼 거야,1,1,,On traverse ce pont quand on y arrive.,On traversera ce pont quand on y arrivera.,On traversera ce pont quand on y arrivera et on va trouver ce qu'on va faire.,,,חצה את הגשר הזה כשאנחנו מגיעים אליו,נעבור את הגשר הזה כשאנחנו מגיעים אליו.,נעבור את הגשר הזה כשאנחנו מגיעים אליו ונחשוב מה לעשות הלאה.,,,"当我们到达那里时,我们就会穿过那座桥.",我们在那个桥上就会穿过.,"我们在那个桥上,就会想出下一步要做什么.",,,ká kọjá àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín,A ó kọjá àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín à,A ó kọjá àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín àárín à,,
