idiom,meaning,source,label,translation_ko,equiv_idiom_ko,discard_ko,translation_zh,equiv_idiom_zh,discard_zh,complete_ko,complete_zh
set the bar,fix the standards acceptable for the task,She [[set the bar high]] for her colleagues with her outstanding performance,figurative,,False,False,,False,False,False,False
set the bar,fix the standards acceptable for the task,The coach [[set the bar high]] for the high jump competition,literal,,False,False,,False,False,False,False
in black and white,printed form of a document,"To avoid any confusion, we decided [[to put it in black and white]] in the contract",figurative,,False,False,,False,False,False,False
in black and white,printed form of a document,The artist chose [[to put it in black and white]] for a more dramatic effect,literal,,False,False,,False,False,False,False
throw it over the wall,"to deal with part of a problem or project, then pass the responsibility to another person or department without any communication or coordination","After finishing the design, the team decided [[to throw it over the wall]] to the developers",figurative,,False,False,,False,False,False,False
throw it over the wall,"to deal with part of a problem or project, then pass the responsibility to another person or department without any communication or coordination",He decided [[to throw it over the wall]] to get the ball back from the neighbor's yard,literal,,False,False,,False,False,False,False
twist arm,to make someone do what you want by making it difficult for them to refuse,She [[twisted his arm]] to convince him to join the party,figurative,그녀는 그에게 파티에 참석할것을  [[강하게 압박했다]]  ,False,False,,False,False,True,False
twist arm,to make someone do what you want by making it difficult for them to refuse,"During the wrestling match, he accidentally [[twisted his arm]] and felt pain",literal,씨름 경기 도중 실수로 [[팔이 비틀어져 ]] 고통을 느꼈다,False,False,,False,False,True,False
bitter medicine,something difficult to accept,The harsh criticism was [[a dose of bitter medicine]] that helped him improve,figurative,,True,False,,False,False,True,False
bitter medicine,something difficult to accept,The doctor prescribed [[a dose of bitter medicine]] to treat his illness,literal,,True,False,,False,False,True,False
go through the roof,to become very angry,His anger [[went through the roof]] when he found out about the betrayal,figurative,,False,False,,False,False,False,False
go through the roof,to become very angry,The rocket [[went through the roof]] of the building during the experiment,literal,,False,False,,False,False,False,False
miss the boat,miss a chance,[[She missed the boat on that opportunity]] by not applying for the job in time,figurative,,False,False,,False,False,False,False
miss the boat,miss a chance,[[She missed the boat on that opportunity]] to take the scenic river cruise,literal,,False,False,,False,False,False,False
face the music,receive punishment,"After making a mistake at work, [[they faced the music together]] and accepted the consequences",figurative,,False,False,,False,False,False,False
face the music,receive punishment,"As the orchestra began to play, [[they faced the music together]] and enjoyed the performance",literal,,False,False,,False,False,False,False
long run,far away in the future,Investing in education will pay off [[in the long run]],figurative,,False,False,,False,False,False,False
long run,far away in the future,The marathon was [[in the long run]] category of races,literal,,False,False,,False,False,False,False
tight spot,to be in a very difficult situation,They [[found themselves in a tight spot]] when they had to choose between two important events,figurative,,False,False,,False,False,False,False
tight spot,to be in a very difficult situation,The spelunkers [[found themselves in a tight spot]] while navigating the narrow cave,literal,,False,False,,False,False,False,False
wooden spoon,the person who finishes last in a race or competition receives an imaginary prize,Our team [[received a wooden spoon]] for finishing last in the competition,figurative,우리팀은 대회에서 맨 마지막으로 마쳐서 [[최하위를 했습니다]],False,False,,False,False,True,False
wooden spoon,the person who finishes last in a race or competition receives an imaginary prize,"As a gift for her new kitchen, she [[received a wooden spoon]] from her friend",literal,새 부엌을 위한 선물로 그녀는 친구로부터 [[나무 숟가락을 받았습니다]],False,False,,False,False,True,False
run out,to not have enough of something,We need to hurry or we'll [[run out of time]] to finish the project,figurative,,False,False,,False,False,False,False
run out,to not have enough of something,"The clock's battery died, causing it to [[run out of time]]",literal,,False,False,,False,False,False,False
blue eyed boy,a person who is treated with special favor.,"He was [[the blue-eyed boy]] of the company, always receiving praise and promotions",figurative,그는 회사에서 항상 칭찬과 승진을 받는 [[총애의 대상]]이었습니다,False,False,,False,False,True,False
blue eyed boy,a person who is treated with special favor.,The child with striking azure irises was [[the blue-eyed boy]] in the family,literal,눈에 띄는 청동색 홍채를 가진 그 아이는 가족에서 유일하게 [[청안을 지닌 소년]]이었습니다,False,False,,False,False,True,False
piece of work,"a complex, tricky, or odd person","He was [[a real piece of work]], always causing trouble and stirring up drama",figurative,,False,False,,False,False,False,False
piece of work,"a complex, tricky, or odd person","The sculpture she created was [[a real piece of work]], showcasing her artistic talent",literal,,False,False,,False,False,False,False
feather one's (own) nest,"If you say that you are feathering your own nest, you mean that you are working so hard to gather resources (money) to live a comfortable life in the future.",She was accused of [[feathering her own nest]] by taking bribes,figurative,,False,False,,False,False,False,False
feather one's (own) nest,"If you say that you are feathering your own nest, you mean that you are working so hard to gather resources (money) to live a comfortable life in the future.",The bird was [[feathering her own nest]] with soft materials to make it cozy,literal,,False,False,,False,False,False,False
every nook and cranny,to look for something everywhere,"To find the perfect gift, [[they searched every nook and cranny]] of the shopping mall",figurative,,False,False,,False,False,False,False
every nook and cranny,to look for something everywhere,"During the deep cleaning, [[they searched every nook and cranny]] of the house for dust and dirt",literal,,False,False,,False,False,False,False
smell a rat,sense that something is not right,He [[smelled a rat in the situation]] when his colleague started acting suspiciously,figurative,동료가 의심스러운 행동을 시작했을 때 그는 [[뭔가 옳지 않다는 느꼈습니다]],False,False,,False,False,True,False
smell a rat,sense that something is not right,The exterminator [[smelled a rat in the situation]] and began searching for its nest,literal,해충 구제자는 [[그 상황에서 쥐 냄새를 맡고]] 둥지를 찾기 시작했습니다.,False,False,,False,False,True,False
bread and butter,to indicate what a person earns or earns for,"Graphic design is [[their bread and butter]], as it's their main source of income",figurative,"그래픽 디자인은 그들의 [[생계 수단]]이며, 주요 소득원입니다",False,False,,False,False,True,False
bread and butter,to indicate what a person earns or earns for,"On the table, there was [[their bread and butter]] ready for breakfast",literal,테이블 위에는 그들의 아침 식사용으로 준비된 [[빵과 버터]]가 놓여있었습니다,False,False,,False,False,True,False
buckle down,make sure something stays in place,"With the deadline approaching, we had [[to buckle down to work]] and finish the project",figurative,,False,True,,False,False,True,False
buckle down,make sure something stays in place,The carpenter had [[to buckle down to work]] on the leather belt,literal,,False,True,,False,False,True,False
looked through colored glasses,to look the things not as they are; having a heavily biased worldview,She always [[looked through colored glasses]] when it came to her children's achievements,figurative,,False,False,,False,False,False,False
looked through colored glasses,to look the things not as they are; having a heavily biased worldview,"During the art class, we [[looked through colored glasses]] to observe the effects on the painting",literal,,False,False,,False,False,False,False
sit tight,wait patiently,The manager told us [[to sit tight and wait]] for further instructions,figurative,,False,False,,False,False,False,False
sit tight,wait patiently,The roller coaster operator instructed us [[to sit tight and wait]] for the ride to start,literal,,False,False,,False,False,False,False
drop by,an informal visit,I'll [[drop by the store]] to see if they have any new books,figurative,나는 새로운 책이 있는지 확인하기 위해 [[상점에 들러보겠습니다]],False,False,,False,False,True,False
drop by,an informal visit,The clumsy customer accidentally let a jar [[drop by the store]] entrance,literal,서투른 고객은 실수로 [[상점]] 입구에서 항아리를 [[떨어뜨렸습니다]],False,False,,False,False,True,False
red herring,something irrelevant that distracts you from something important,The detective [[found a red herring]] in the suspect's alibi,figurative,,False,False,,False,False,False,False
red herring,something irrelevant that distracts you from something important,"While exploring the fish market, we [[found a red herring]] among the seafood",literal,,False,False,,False,False,False,False
spanner in the works,a roadblock that prevents an activity from succeeding,The sudden power outage threw [[a spanner in the works]] of our presentation,figurative,갑작스러운 정전이 우리 프리젠테이션의 [[성공적 진행을 방해]]하였습니다,False,False,,False,False,True,False
spanner in the works,a roadblock that prevents an activity from succeeding,The mechanic accidentally dropped [[a spanner in the works]] of the machine,literal,정비사가 실수로 기계 [[작업 중인 스패너]] 떨어뜨렸습니다.,False,False,,False,False,True,False
take it on the chin,this is a boxing metaphor meaning don't shy away from difficulty,"Despite the harsh criticism, [[he took it on the chin]] and kept working",figurative,가혹한 비난에도 불구하고 [[어려움을 피하지 않고]] 계속 일했습니다,False,False,,False,False,True,False
take it on the chin,this is a boxing metaphor meaning don't shy away from difficulty,"During the boxing match, [[he took it on the chin]] and fell to the ground",literal,권투 시합 도중 [[그는 그것을 턱에 대고]] 땅에 쓰러졌습니다,False,False,,False,False,True,False
fall between the cracks,be ignored or unobserved,His request for a promotion [[fell between the cracks]] due to the company's restructuring,figurative,,False,False,,False,False,False,False
fall between the cracks,be ignored or unobserved,The small toy [[fell between the cracks]] of the wooden floor,literal,,False,False,,False,False,False,False
foot in the door,succeed with a first step.,"By volunteering at the company, she [[got a foot in the door]] for a full-time position",figurative,,False,False,,False,False,False,False
foot in the door,succeed with a first step.,"When the door was closing, he quickly [[got a foot in the door]] to prevent it from shutting",literal,,False,False,,False,False,False,False
go down in flames,to fail spectacularly,His political career [[went down in flames]] after the scandal,figurative,,False,False,,False,False,False,False
go down in flames,to fail spectacularly,The aircraft [[went down in flames]] after being struck by lightning,literal,,False,False,,False,False,False,False
blow cover,to reveal the true identity,The undercover agent [[blew their cover]] by accidentally revealing their true identity,figurative,그 비밀요원은 실수로 그들의 신원을 밝혀서 [[그들의 정체를 노출시켰습니다]],False,False,,False,False,True,False
blow cover,to reveal the true identity,The strong wind [[blew their cover]] off the outdoor furniture,literal,강한 바람이 야외 가구의 [[덮개를 불어버렸습니다]],False,False,,False,False,True,False
step on his toes,to annoy or irritate someone by intervening in a situation that is their responsibility,I didn't want to [[stepped on his toes]] by taking over his project,figurative,나는 그의 프로젝트를 인수하여 [[그의 기분을 상하게 하고]] 싶지 않았습니다.,False,False,,False,False,True,False
step on his toes,to annoy or irritate someone by intervening in a situation that is their responsibility,"While dancing, she accidentally [[stepped on his toes]]",literal,춤을 추다가 그녀는 실수로 [[그의 발가락을 밟았다]],False,False,,False,False,True,False
on pins and needles,being anxious or nervous,"While anticipating the exam results, we were [[waiting on pins and needles]]",figurative,,False,False,,False,False,False,False
on pins and needles,being anxious or nervous,"During the acupressure therapy session, she was [[waiting on pins and needles]] placed on her back",literal,,False,False,,False,False,False,False
smell something fishy,to have a suspicion that something is wrong,"When he started avoiding my questions, [[I smelled something fishy]] about his story",figurative,그가 내 질문을 피하기 시작했을 때 그의 이야기에 대해 [[나는 뭔가 잘못됐다고 의심을 품었습니다]] ,False,False,,False,False,False,False
smell something fishy,to have a suspicion that something is wrong,"Walking past the seafood market, [[I smelled something fishy]] in the air",literal,수산시장 지나서 [[나는]] 공기에서 [[비린내 냄새가 맡았습니다]],False,False,,False,False,False,False
go steady,have a romantic relationship with someone,"After dating for a few months, [[they decided to go steady]] and become exclusive",figurative,,False,False,,False,False,False,False
go steady,have a romantic relationship with someone,"During the balance exercise, [[they decided to go steady]] and avoid sudden movements",literal,,False,False,,False,False,False,False
whole nine yards,"everything, all of something",[[She went the whole nine yards]] to make his birthday special,figurative,[[그녀는]] 그의 생일을 특별하게 만들기 위해 [[모든것을 했습니다 ]],False,False,,False,False,False,False
whole nine yards,"everything, all of something","The fabric store required her to buy the fabric in bulk, so [[she went the whole nine yards]]",literal,천 가게는 그녀에게 천을 대량으로 사라고 요구했기 때문에 [[그녀는 9야드를 통째로 갔습니다]],False,False,,False,False,False,False
lead astray,make someone act or think in a wrong or foolish manner.,The false information [[led them astray]] in their investigation,figurative,,False,False,,False,False,False,False
lead astray,make someone act or think in a wrong or foolish manner.,The broken compass [[led them astray]] in the dense forest,literal,,False,False,,False,False,False,False
cross swords,to fight with another person physically or verbally.,"During the heated debate, she [[crossed swords with him]] over their differing opinions",figurative,열띈 토론 도중 그녀는 그와 대립하는 의견 때문에 [[격론을 벌이게 되었습니다]],False,False,,False,False,False,False
cross swords,to fight with another person physically or verbally.,"At the fencing tournament, they [[crossed swords with him]] in a thrilling match",literal,펜싱 토너먼트에서 그들은 그와 흥미진진한 경기에서 [[검을 맞대고 싸웠습니다]],False,False,,False,False,False,False
high up,to have an important standing in society,He was [[so high up]] in the company that he had direct access to the CEO,figurative,,False,False,,False,False,False,False
high up,to have an important standing in society,The mountain peak was [[so high up]] that it was covered in snow,literal,,False,False,,False,False,False,False
playing second fiddle,to play a secondary or minor role with regards to someone else,He didn't like [[playing second fiddle to her]] in the company hierarchy,figurative,,False,False,,False,False,False,False
playing second fiddle,to play a secondary or minor role with regards to someone else,"In the orchestra, he was [[playing second fiddle to her]] during the performance",literal,,False,False,,False,False,False,False
cold feet,loss of courage,[[She got cold feet]] just before her big presentation,figurative,[[그녀는]] 중대한 발표 직전에 [[주늑들어 있었다]],False,False,,False,False,False,False
cold feet,loss of courage,"After walking in the snow without proper shoes, [[she got cold feet]]",literal,마땅한 신발 없이 눈밭을 걸어다니다보니 [[그녀는 발이 시렸습니다]],False,False,,False,False,False,False
ate her alive,to criticize someone severely because you are angry with them,The guilt of lying to her best friend [[it ate her alive]] for days,figurative,그녀의 절친한 친구에게 거짓말한 죄책감이 며칠 동안 [[그녀를 힘들게 했습니다]],False,False,对她朋友撒谎的罪恶感让她几天[[彷徨不安]],False,False,False,False
ate her alive,to criticize someone severely because you are angry with them,"In the horror movie, the monster found her hiding spot and [[it ate her alive]]",literal,공포 영화에서 괴물이 그녀의 은신처를 찾아내어 [[그녀를 산 채로 먹어치웠습니다]],False,False,在恐怖电影里，怪兽发现了她的藏身之处并[[生吞]]了她,False,False,False,False
under the radar,"going unnoticed, avoiding unnecessary attention",He [[was working under the radar]] to avoid drawing attention to his project,figurative,그는 자신의 프로젝트에 대한 관심을 피하기 위해 [[비밀리에 진행하고 있었습니다]],False,False,,False,False,False,False
under the radar,"going unnoticed, avoiding unnecessary attention",The technician [[was working under the radar]] equipment to fix a malfunction,literal,기술자는 오작동을 해결하기 위해 장비의  [[레이더 아래에서 작업 중이었습니다]] ,False,False,,False,False,False,False
not hurt a fly or flea,"To not be able to cause harm to anyone, including even a tiny and insignificant insect.","Despite his intimidating appearance, he [[wouldn't hurt a fly]] and was very gentle",figurative,,False,False,,False,False,False,False
not hurt a fly or flea,"To not be able to cause harm to anyone, including even a tiny and insignificant insect.",She was so careful with her bug collection that she [[wouldn't hurt a fly]] while handling them,literal,,False,False,,False,False,False,False
burn the candle at both ends,to exhaust someone's energies or resources by leading a hectic life.,"Working two jobs and studying, she was [[burning the candle at both ends]]",figurative,겸업을 하며 공부하면서 그녀는 [[몹시 지쳐갔습니다]],False,False,,False,False,False,False
burn the candle at both ends,to exhaust someone's energies or resources by leading a hectic life.,"During the experiment, they were [[burning the candle at both ends]] to observe the melting rate",literal,실험 두 중 그들은 용해 속도를 관찰하기 위해 [[양 끝에서 촛불을 태웠습니다]],False,False,,False,False,False,False
all ears,saying that you are all ears means the other person has got your full attention in terms of listening to him,"When she started telling her story, I promised to [[be all ears]]",figurative,그녀가 이야기를 시작했을 때 난 [[집중해서 귀기울여 들을 것]]을 약속했습니다,False,False,当她开始讲她的故事时，我保证[[洗耳恭听]],False,False,False,False
all ears,saying that you are all ears means the other person has got your full attention in terms of listening to him,"In the surreal art exhibit, the walls appeared to [[be all ears]]",literal,초현실주의 예술 전시회에서 벽면들은 마치 [[모두 귀]]처럼 보였습니다,False,False,在超现实艺术展中，墙上看起来[[全是耳朵]],False,False,False,False
asked for the moon,ask for something that is very difficult or impossible to get,He [[asked for the moon]] when he requested a million-dollar salary,figurative,그는 백만 달러의 연봉을 요구하는 [[터무니없이 불가능한 부탁을 했습니다]],False,False,他要求百万年薪是[[天方夜谭]],False,False,False,False
asked for the moon,ask for something that is very difficult or impossible to get,"The child, fascinated by astronomy, playfully [[asked for the moon]] as a birthday gift",literal,천문학의 매력에 빠진 그 아이는 [[달을]] 생일 선물로 [[달라고 부탁했습니다]],False,False,喜欢天文学的孩子淘气地[[要月亮]]作为生日礼物,False,False,False,False
get hitched,to get married,"After dating for five years, [[they decided to get hitched]] and start a family",figurative,,False,False,,False,False,False,False
get hitched,to get married,"During their road trip, [[they decided to get hitched]] to a trailer for extra storage",literal,,False,False,,False,False,False,False
blue blood,a member of an upper-class family,They were considered [[a blue blood family]] due to their aristocratic lineage,figurative,그들은 그들의 귀족적인 혈통 덕에 [[고귀한 명문 가문]]으로 여겨졌습니다,False,False,,False,False,False,False
blue blood,a member of an upper-class family,"In a bizarre science fiction world, they were [[a blue blood family]] with copper-based hemocyanin",literal,한 기이한 공상 과학 세계관에서는 그들은 구리 기반의 혈색소를 지닌 [[푸른 피의 가문]]이었습니다,False,False,,False,False,False,False
wheels fall off,when a situation gets out of control and everything starts to go wrong,"After a series of setbacks, [[the wheels fell off]] our project",figurative,"일련의 좌절 후에,
 [[ 상황은 우리 프로젝트에 통제할수 없이 잘못된
방향을 초래하기 시작했습니다  ]]",False,False,,False,False,False,False
wheels fall off,when a situation gets out of control and everything starts to go wrong,"Due to a manufacturing defect, [[the wheels fell off]] the toy car",literal,제조 결함으로  장난감 차에서 [[바퀴가 떨어졌다]] ,False,False,,False,False,False,False
everything but the kitchen sink,almost everything that one can think of,"For our camping trip, we [[packed everything but the kitchen sink]] to be prepared",figurative,,False,False,,False,False,False,False
everything but the kitchen sink,almost everything that one can think of,"While moving, they [[packed everything but the kitchen sink]], which was left for the new owners",literal,,False,False,,False,False,False,False
lower the bar,to lower standards or expectations,The company [[lowered the bar for everyone]] by reducing the performance expectations,figurative,,False,False,,False,False,False,False
lower the bar,to lower standards or expectations,The gym instructor [[lowered the bar for everyone]] during the limbo competition,literal,,False,False,,False,False,False,False
come out swinging,be confrontational,"After the criticism, [[he came out swinging]] with a strong rebuttal",figurative,비판을 받은 [[그는]] 강하게 반박하며 [[시비를 걸었습니다]],False,False,,False,False,False,False
come out swinging,be confrontational,"As soon as the boxing match started, [[he came out swinging]] at his opponent",literal,복싱 경기가 시작하자마자 [[그는]] 상대를 향해 주먹을 [[휘두르며 나왔습니다]],False,False,,False,False,False,False
bite off more than one can chew,"to try to do something that is too difficult for you, or more than you can manage","By accepting too many projects at once, [[he bit off more than he could chew]]",figurative,한번에 너무 많은 프로젝트를 수락해서 [[그는 자신이 감당할 수 있는 것보다 많은 양을 떠맡았습니다]],False,False,,False,False,False,False
bite off more than one can chew,"to try to do something that is too difficult for you, or more than you can manage",[[He bit off more than he could chew]] when he tried to eat the whole sandwich in one bite,literal,그는 한 입에 통 샌드위치를 먹으려고 할 때 [[그는 자신이 씹을 수 있는 양보다 더 많은 양을 베어물었습니다]],False,False,,False,False,False,False
apples to apples,having a fair comparison between the two things,"To make a fair judgment, we need [[to compare apples to apples]] in this situation",figurative,공정한 판단을 내리기 위해서는 우리는 [[정당하게 비슷한 것들끼리만 비교해야]]합니다,False,False,在这种情况下，我们要[[同类相比]]，以做出公平判断,False,False,False,False
apples to apples,having a fair comparison between the two things,"In the fruit market, we had [[to compare apples to apples]] to find the best quality",literal,우리는 과일 시장에서 최고의 품질의 사과를 찾아 [[여러 사과를 놓고 비교]]해야 했습니다,False,False,在水果市场，我们需[[比较一些苹果]]来找到质量最好的,False,False,False,False
pull the plug,to kill or discontinue,"Due to budget constraints, the management decided to [[pull the plug on the project]]",figurative,,False,False,,False,False,False,False
pull the plug,to kill or discontinue,"To save electricity, she decided to [[pull the plug on the project]]or's power cord",literal,,False,False,,False,False,False,False
feather in your cap,It means to have an achievement in your name.,Winning the championship would be [[a feather in your cap]],figurative,,False,False,,False,False,False,False
feather in your cap,It means to have an achievement in your name.,The hat you're wearing has [[a feather in your cap]] as a decoration,literal,,False,False,,False,False,False,False
put the cart before the horse,to do things in the wrong order or sequence,"By focusing on the design before understanding the requirements, they were [[putting the cart before the horse]]",figurative,,False,False,,False,False,False,False
put the cart before the horse,to do things in the wrong order or sequence,"In a moment of confusion, the farmer accidentally started [[putting the cart before the horse]]",literal,,False,False,,False,False,False,False
ups and downs,good times and bad times,"Throughout their marriage, they [[experienced ups and downs]] but remained committed",figurative,결혼 생활 내내 그들은 [[기복을 경험]]했지만 헌신을 유지했습니다.,False,False,,False,False,False,False
ups and downs,good times and bad times,"On the roller coaster, we [[experienced ups and downs]] as it twisted and turned",literal,"롤러코스터 위에서, 우리는 그것이 방향을 전환하고 회전함에 따라  [[이리저리 오르락 내리락 하는 경험을 했습니다]]",False,False,,False,False,False,False
the eleventh hour,at the very last minute before an event,"He finished the project [[at the eleventh hour]], just before the deadline",figurative,,False,False,,False,False,False,False
the eleventh hour,at the very last minute before an event,She decided to go for a walk [[at the eleventh hour]] of the night,literal,,False,False,,False,False,False,False
hard cheese,"bad luck, tough luck",[[She experienced hard cheese]] when she lost her job and had to start over,figurative,,False,False,,False,False,False,False
hard cheese,"bad luck, tough luck","While tasting different types of dairy products, [[she experienced hard cheese]] among them",literal,,False,False,,False,False,False,False
big cheese,to be an important and successful individual,"In the company, he's [[the big cheese]] and everyone respects him",figurative,회사에서 그는 [[매우 중요한 사람]]이고 모두가 그를 존경합니다,False,False,他是公司的[[重要人物]]，所有人都很尊重他。,False,False,False,False
big cheese,to be an important and successful individual,"At the cheese festival, they displayed [[the big cheese]] weighing over 100 pounds",literal,치즈 축제에서 그들은 100 파운드가 넘는 [[커다란 치즈]]를 전시했습니다,False,False,在奶酪节上，他们展示了超过100磅重的[[巨大奶酪]]。,False,False,False,False
eat him alive,to criticize someone severely because you are angry with them,His lack of preparation will [[eat him alive in the competition]] against more experienced opponents,figurative,그의 준비 부족은 그보다 경험이 많은 상대와의 경쟁에서 [[그를 작살내고 완패시킬]] 것입니다,False,False,,False,False,False,False
eat him alive,to criticize someone severely because you are angry with them,The carnivorous insects would [[eat him alive in the competition]] if he didn't wear protective gear,literal,그가 보호 장비를 입지 않으면 육식성 곤충들이 그들간의 경쟁에서 [[그를 산채로 먹을 것입니다]],False,False,,False,False,False,False
shoot from the hip,"speak directly or bluntly, without caring for consequences","During the debate, he was [[shooting from the hip]] with his quick responses",figurative,,False,False,,False,False,False,False
shoot from the hip,"speak directly or bluntly, without caring for consequences","At the shooting range, he practiced [[shooting from the hip]] to improve his accuracy",literal,,False,False,,False,False,False,False
wash dirty linen in public,discuss publicly matters that one should keep private,[[They washed their dirty linen in public]] by arguing about their personal issues on social media,figurative,"그들은  SNS에서 자신의 사생활을 다투다가 
[[공개적으로 드러나게 되었습니다 ]]",False,False,,False,False,False,False
wash dirty linen in public,discuss publicly matters that one should keep private,[[They washed their dirty linen in public]] at the outdoor laundromat,literal,[[그들은]] 야외 빨래방에 있는  [[공공장소에서 더러운 린넨을 빨았다]] ,False,False,,False,False,False,False
asleep at the switch,failing to attend to one's responsibilities or duties,The manager was [[asleep at the switch]] when the crisis occurred,figurative,위기가 발생했을 때 관리자는 [[무책임하게 대응했습니다]],False,False,危机发生时，经理[[玩忽职守]],False,False,False,False
asleep at the switch,failing to attend to one's responsibilities or duties,The train operator fell [[asleep at the switch]] during his break,literal,기차 운전사가 휴식 [[교대 시간에 잠들었습니다]],False,False,火车操控员在休息时[[在操控杆旁睡着]],False,False,False,False
take a hike,go away,"When he insulted her, she told him [[to take a hike]]",figurative,"그가 그녀를 모욕했을 때, 그녀는 그에게 [[저리가라고 말했습니다]]",False,False,,False,False,False,False
take a hike,go away,"On a sunny day, they decided [[to take a hike]] in the nearby forest",literal,화창한 날에 그들은 근처 숲에서 [[하이킹을 하기로]] 결정했습니다.,False,False,,False,False,False,False
out of hand,out of control,The party [[got out of hand]] when people started throwing food,figurative,,False,False,,False,False,False,False
out of hand,out of control,The ball [[got out of hand]] when he accidentally dropped it,literal,,False,False,,False,False,False,False
out of the closet,go public about something private or hidden,"After years of hiding his true self, he finally [[came out of the closet]] to his family",figurative,,False,False,,False,False,False,False
out of the closet,go public about something private or hidden,She [[came out of the closet]] after finding the perfect outfit to wear,literal,,False,False,,False,False,False,False
over my dead body,"in no way, under no circumstances","He smirked and said, '[[over my dead body]] will you ever beat me in a race'",figurative,,False,False,,False,False,False,False
over my dead body,"in no way, under no circumstances",The cat walked [[over my dead body]] in the crime scene simulation,literal,,False,False,,False,False,False,False
count chicken,make plans based on events that may or may not happen,He [[was counting chickens before they hatch]] when he started planning his victory party,figurative,그는 승리 파티 계획을 세우며 [[일어날지도 모르는 일에 속단했습니다]],False,False,,False,False,False,False
count chicken,make plans based on events that may or may not happen,The farmer [[was counting chickens before they hatch]] by estimating the number of eggs that would become chicks,literal,농부는 달걀 중 몇개가 병아리가 될 것인지 추측하며 [[부화가 일어나기 전부터 닭을 세고 있었습니다]],False,False,,False,False,False,False
shades of grey,refers to a situation where things are not really clear,"In the complex political situation, [[they saw shades of grey]] rather than a clear right or wrong",figurative,,False,False,,False,False,False,False
shades of grey,refers to a situation where things are not really clear,"As an artist, [[they saw shades of grey]] when mixing black and white paint",literal,,False,False,,False,False,False,False
kill two birds with one stone,accomplish two different things at the same time,"By combining our errands, we [[killed two birds with one stone]] and saved time",figurative,,False,False,,False,False,False,False
kill two birds with one stone,accomplish two different things at the same time,"With a well-aimed throw, he [[killed two birds with one stone]] in the field",literal,,False,False,,False,False,False,False
blow your own trumpet,to say things that makes your own self or kin look good,He was always [[blowing his own trumpet]] about his accomplishments,figurative,그는 항상 자신의 성취에 대해 [[자랑을 했었습니다]],False,False,,False,False,False,False
blow your own trumpet,to say things that makes your own self or kin look good,"During the parade, he was [[blowing his own trumpet]] as part of the marching band",literal,퍼레이드 동안 그는 행군 악대의 일부로서 [[자신의 트럼펫을 불었었습니다]],False,False,,False,False,False,False
the other side of the coin,"the opposite aspect, contrasting arguments.","Before making a decision, it's important to [[consider the other side of the coin]] and weigh the pros and cons",figurative,,False,False,,False,False,False,False
the other side of the coin,"the opposite aspect, contrasting arguments.","When flipping a quarter, you should [[consider the other side of the coin]] as well, since it has a 50% chance of landing",literal,,False,False,,False,False,False,False
on the pig's back,a successful situation and everything is going well for that person,"After winning the lottery, he [[was riding on the pig's back]] and enjoying his newfound wealth",figurative,,False,False,,False,False,False,False
on the pig's back,a successful situation and everything is going well for that person,"At the farm, the child [[was riding on the pig's back]] for fun",literal,,False,False,,False,False,False,False
an item,be involved in a romantic relationship,"After months of dating, they finally [[became an item]] and made their relationship official",figurative,몇달간의 데이트 이후 그들은 마침내 공식적으로 [[연인이 되었습니다]],False,False,几个月的约会后，他们终于[[正式交往]]，公开了他们的关系,False,False,False,False
an item,be involved in a romantic relationship,"In the virtual reality game, the player's avatar [[became an item]] to be collected by others",literal,가상 현실 게임에서 플레이어의 아바타는 다른 사람들이 수집할 수 있는 [[아이템이 되었습니다]],False,False,在虚拟现实游戏里，玩家的头像变成一个别人可收集的[[物品]],False,False,False,False
"Mr Right, Ms Right",the best future life partner for someone,"After years of searching, they finally [[found their Mr Right and Ms Right]] and settled down",figurative,,False,False,,False,False,False,False
"Mr Right, Ms Right",the best future life partner for someone,"At the costume party, they [[found their Mr Right and Ms Right]] outfits in the store",literal,,False,False,,False,False,False,False
feel the pinch,experience financial hardship,"After losing his job, [[he started to feel the pinch]] financially",figurative,,False,False,,False,False,False,False
feel the pinch,experience financial hardship,"When the crab grabbed his finger, [[he started to feel the pinch]]",literal,,False,False,,False,False,False,False
ugly duckling,a young person who turns out to be beautiful or talented against all expectations.,Her transformation from a shy girl to a confident woman was [[an ugly duckling story]],figurative,수줍은 소녀에서 당당한 여성으로의 변신은 [[기대를 능가한 재능있는 여성임을]] 알게 해주었습니다 ,False,False,,False,False,False,False
ugly duckling,a young person who turns out to be beautiful or talented against all expectations.,The children's book featured [[an ugly duckling story]] about a young bird finding its true identity,literal,그 동화책은   어린 새가 자신의 진정한 정체성을 찾는 것에 관한 [[어린 미운 오리의 이야기를]] 특징으로  합니다,False,False,,False,False,False,False
air their dirty laundry,to make public something embarrassing that should be kept secret,"During the family reunion, [[they aired their dirty laundry]] in front of everyone",figurative,가족 모임 도중에 [[그들은]] 모두 앞에서 [[자신의 치부를 드러냈습니다]],False,False,在家庭重聚时，他们在大家面前[[揭露了他们所有丑事]],False,False,False,False
air their dirty laundry,to make public something embarrassing that should be kept secret,[[They aired their dirty laundry]] outside on the clothesline,literal,[[그들은]] 빨래 줄에 [[더러운 빨래를 널어놓았습니다]],False,False,他们在晾衣绳上[[晾脏衣服]],False,False,False,False
the devil is beating his wife,raining whereas the sun is shining.,"While the sun was shining, it started raining, and people said [[the devil is beating his wife]]",figurative,,False,False,,False,False,False,False
