,,,,,,Name:,Jaechan Lee,
,,lit,"The firecracker [[has a short fuse]], so it will explode quickly after lighting it",,,TRUE,FALSE,FALSE
shot in the dark,an attempt to guess something when you have no information or knowledge about the subject and therefore cannot possibly know what the answer is,fig,"Without any information, [[he took a shot in the dark]] and guessed the answer",,,TRUE,FALSE,FALSE
,,lit,"During the blackout, [[he took a shot in the dark]] with his camera",,,TRUE,FALSE,FALSE
show the door,make it clear that somebody must leave,fig,"When he started making inappropriate comments, the manager [[showed him the door]]",,,TRUE,FALSE,FALSE
,,lit,"Since he was lost in the building, she kindly [[showed him the door]] to exit",,,TRUE,FALSE,FALSE
show true colors,to reveal what one is really like,fig,"When the pressure was on, they [[showed their true colors]] and revealed their true intentions",,,TRUE,FALSE,FALSE
,,lit,The chameleon [[showed their true colors]] when it stopped blending in with the environment,,,TRUE,FALSE,FALSE
silver spoon,having a rich or privileged background,fig,"He [[was born with a silver spoon]] in his mouth, inheriting a fortune from his family",,,TRUE,FALSE,FALSE
,,lit,"In a unique family tradition, every child [[was born with a silver spoon]] placed beside them",,,TRUE,FALSE,FALSE
sink or swim,"having to do something alone, and their success or failure depends entirely on their own efforts",fig,Starting a new job without any training was [[a sink or swim situation]] for her,,,TRUE,FALSE,FALSE
,,lit,"When thrown into the deep end of the pool, it was [[a sink or swim situation]] for the inexperienced swimmer",,,TRUE,FALSE,FALSE
sit on the fence,delay or avoid making a decision or choice,fig,"When it came to choosing a side, he was always [[sitting on the fence]]",,,TRUE,FALSE,FALSE
,,lit,The cat was [[sitting on the fence]] and observing the birds,,,TRUE,FALSE,FALSE
sit tight,wait patiently,fig,The manager told us [[to sit tight and wait]] for further instructions,,,TRUE,FALSE,FALSE
,,lit,The roller coaster operator instructed us [[to sit tight and wait]] for the ride to start,,,TRUE,FALSE,FALSE
skating on thin ice,to do something considered quite dangerous or risky,fig,"By constantly arriving late to work, he was [[skating on thin ice]] with his boss",,,TRUE,FALSE,FALSE
,,lit,"Despite the danger, they were [[skating on thin ice]] on the frozen lake",,,TRUE,FALSE,FALSE
skeleton in the closet,"a secret of an embarrassing, guilty or shameful nature that you don't want to disclose",fig,"When digging into his past, [[we discovered a skeleton in the closet]] that he had been hiding",그의 과거를 파헤치던 중 우리는 그가 숨겨두었던 [[비밀을 발견했습니다]] ,,FALSE,FALSE,FALSE
,,lit,"While exploring the haunted house, [[we discovered a skeleton in the closet]] of one of the rooms",유령의 집을 탐험하는 동안 우리는 방 중 하나의 [[벽장에서 해골을 발견했습니다]],,FALSE,FALSE,FALSE
smell a rat,sense that something is not right,fig,He [[smelled a rat in the situation]] when his colleague started acting suspiciously,동료가 의심스러운 행동을 시작했을 때 그는 [[뭔가 옳지 않다는 느꼈습니다]],,FALSE,FALSE,FALSE
,,lit,The exterminator [[smelled a rat in the situation]] and began searching for its nest,해충 구제자는 [[그 상황에서 쥐 냄새를 맡고]] 둥지를 찾기 시작했습니다.,,FALSE,FALSE,FALSE
smell something fishy,to have a suspicion that something is wrong,fig,"When he started avoiding my questions, [[I smelled something fishy]] about his story",그가 내 질문을 피하기 시작했을 때 그의 이야기에 대해 [[나는 뭔가 잘못됐다고 의심을 품었습니다]] ,,FALSE,FALSE,FALSE
,,lit,"Walking past the seafood market, [[I smelled something fishy]] in the air",수산시장 지나서 [[나는]] 공기에서 [[비린내 냄새가 맡았습니다]],,FALSE,FALSE,FALSE
smooth sailing,easy progress without impediment or difficulty,fig,"Once we resolved the initial issues, we could [[experience smooth sailing]] throughout the project",,,TRUE,TRUE,FALSE
,,lit,"On a calm day at sea, the boat would [[experience smooth sailing]] without any turbulence",,,TRUE,TRUE,FALSE
snake in the grass,a hidden army,fig,[[She found a snake in the grass]] when she discovered her friend 's betrayal,친구의 배신을 발견했을 때 [[그녀는 숨을 적을 찾았습니다 ]],,FALSE,FALSE,FALSE
,,lit,"While walking through the field, [[she found a snake in the grass]] slithering away",들판을 걷다가 [[그녀는 풀밭에서]] 미끄러지듯 멀어지는 [[뱀을 발견했습니다]],,FALSE,FALSE,FALSE
snake in the shoes,to be in a state of fear,fig,[[He found a snake in the shoes]] when he discovered his best friend was betraying him,그는 절친한 친구가 자신을 배신했다는 사실을 발견했을 때 [[그는 두려움에 떨었습니다]],,FALSE,FALSE,FALSE
,,lit,"While cleaning the garage, [[he found a snake in the shoes]] he had left there",차고를 청소하다가 [[그는 신발에서 뱀을 발견했고]] 거기를 떠났습니다,,FALSE,FALSE,FALSE
snow under,to bury or cover something or somebody in the snow (Literal meaning),fig,"During the busy season, she was [[snowed under with work]] and had no time for leisure",바쁜 계절에 그녀는 [[일에 휩싸여]] 여가 시간이 없었습니다.,,FALSE,FALSE,FALSE
,,lit,The unexpected blizzard left her car [[snowed under with work]] to dig it out,,,TRUE,FALSE,TRUE
spanner in the works,a roadblock that prevents an activity from succeeding,fig,The sudden power outage threw [[a spanner in the works]] of our presentation,갑작스러운 정전이 우리 프리젠테이션의 [[성공적 진행을 방해]]하였습니다,,FALSE,FALSE,TRUE
,,lit,The mechanic accidentally dropped [[a spanner in the works]] of the machine,정비사가 실수로 기계 [[작업 중인 스패너]] 떨어뜨렸습니다.,,FALSE,FALSE,FALSE
spill the beans,disclose a secret or reveal something prematurely,fig,He accidentally [[spilled the beans about the surprise]] party we had planned,,,TRUE,FALSE,TRUE
,,lit,"While carrying a bag of legumes, she tripped and [[spilled the beans about the surprise]] on the floor",,,TRUE,FALSE,TRUE
spin a yarn,to tell a tale,fig,They [[spun a yarn together]] about their adventurous trip to the mountains,그들은 산으로의 모험 여행에 대해 [[이야기를 했습니다]],,FALSE,FALSE,FALSE
,,lit,The two knitters [[spun a yarn together]] to create a beautiful scarf,아름다운 스카프를 만들기 위해 두 명의 뜨개질하는 사람이 [[함께 실을 잣습니다]] ,,FALSE,FALSE,FALSE
stab in the back,a disloyalty,fig,He was [[stabbed in the back by a friend]] when they revealed his secrets,,,TRUE,TRUE,FALSE
,,lit,"During the reenactment of a historical battle, he was accidentally [[stabbed in the back by a friend]]",,,TRUE,TRUE,FALSE
stand out,extend beyond or above a surface,fig,Her unique fashion sense made her [[stand out in the crowd]],,,TRUE,TRUE,FALSE
,,lit,He had to [[stand out in the crowd]] to get a better view of the stage,,,TRUE,TRUE,FALSE
step on his toes,to annoy or irritate someone by intervening in a situation that is their responsibility,fig,I didn't want to [[stepped on his toes]] by taking over his project,나는 그의 프로젝트를 인수하여 [[그의 기분을 상하게 하고]] 싶지 않았습니다.,,FALSE,FALSE,FALSE
,,lit,"While dancing, she accidentally [[stepped on his toes]]",춤을 추다가 그녀는 실수로 [[그의 발가락을 밟았다]],,FALSE,FALSE,FALSE
stick in his throat,difficulty of accepting and makes you angry or resentful,fig,The insincere compliment [[stuck in his throat]] as he tried to praise his rival,상대를 칭찬하려다가 진심 없는 칭찬이 [[그를 분개하게 만들었습니다]],,FALSE,FALSE,FALSE
,,lit,The fish bone [[stuck in his throat]] while he was eating dinner,저녁을 먹다가 생선가시가 [[목에 걸렸습니다]],,FALSE,FALSE,FALSE
stiff upper lip,to be brave in the face of adversity,fig,"Despite the bad news, [[he maintained a stiff upper lip]] and carried on",나쁜 소식에도 불구하고 [[그는 꿋꿋하게 굴하지 않고]] 이어 나아갔습니다,,FALSE,FALSE,FALSE
,,lit,"Due to the cold weather, [[he maintained a stiff upper lip]] until he could warm up",추운 날씨 탓에 몸을 녹일 수 있을 때까지 [[윗입술을 굳게 유지했습니다]],,FALSE,FALSE,FALSE
stir up a hornet's nest,to create trouble,fig,"By questioning the company's policies, he [[stirred up a hornet's nest]] among the employees",,,TRUE,TRUE,FALSE
,,lit,"While clearing the garden, she accidentally [[stirred up a hornet's nest]] and got stung",,,TRUE,TRUE,FALSE
stop by,to meet someone or go somewhere in a brief and informal manner,fig,I'll [[stop by the store]] to pick up some groceries on my way home,나는 집에 가는 길에 약간의 식료품을 사기 위해 [[가게에 들를]] 것입니다,,FALSE,FALSE,FALSE
,,lit,"During our walk, we decided to [[stop by the store]] to take shelter from the sudden downpour",산책 중 갑작스러운 폭우를 피하기 위해 [[가게에서 멈추기로]] 했습니다.,,FALSE,FALSE,FALSE
stop the rot,"when you prevent a situation from deteriorating, especially in business or politics",fig,The new manager [[stopped the rot]] by implementing better policies,새 관리자는 더 나은 정책을 구현하여 [[상황이 악화되는 것을 막았습니다]],,FALSE,FALSE,FALSE
,,lit,The gardener [[stopped the rot]] by removing the infected plants,정원사는 감염된 식물을 제거하여 [[부패를 막았습니다]],,FALSE,FALSE,FALSE
straight from the horse's mouth,from a dependable or reliable source,fig,I [[heard it straight from the horse's mouth]] that the company is planning a merger,회사가 합병을 계획하고 있다라고 [[나는 그것을 신뢰할 수 있는 출처에서 들었습니다]],,FALSE,FALSE,FALSE
,,lit,The veterinarian [[heard it straight from the horse's mouth]] when the animal neighed loudly,동물이 큰 소리로 울었을 때 수의사는 [[그것을 말의 입으로 부터 직접 들었습니다]],,FALSE,FALSE,FALSE
straight shooter,someone who speaks the truth,fig,"In the world of politics, her reputation as [[a straight shooter]] sets her apart from the rest",정치계에서 [[정직한 사람]]으로서의 그녀의 명성은 그녀를 나머지 사람들과 차별화합니다.,,FALSE,FALSE,FALSE
,,lit,"The archer was [[a straight shooter]], hitting the bullseye every time",그 궁수는 매번 과녁을 맞추는 [[직진 사수]]였습니다,,FALSE,FALSE,FALSE
straighten up and fly right,to get serious and stop acting absurd anymore.,fig,"After a stern warning from his boss, he decided [[to straighten up and fly right]] at work",상사의 엄중한 경고 끝에 그는 직장에서 [[진지해지고 더 이상 터무니없는 행동을 멈추기로]] 결정했습니다,,FALSE,FALSE,FALSE
,,lit,The pilot had [[to straighten up and fly right]] to avoid turbulence,조종사는 난기류를 피하기 위해 [[직선하고 오른쪽으로 비행]]해야했습니다.,,FALSE,FALSE,FALSE
strike while the iron is hot,to take advantage of a situation,fig,"To seize the opportunity, he decided [[to strike while the iron is hot]] and invest in the stock market",,,TRUE,TRUE,FALSE
,,lit,"As a blacksmith, he knew he had [[to strike while the iron is hot]] to shape the metal properly",,,TRUE,TRUE,FALSE
suited and booted,formally dressed; well dressed,fig,"He [[was suited and booted for the event]], ready to impress everyone with his confidence",,,TRUE,FALSE,TRUE
,,lit,"He [[was suited and booted for the event]], wearing a tailored suit and polished shoes",,,TRUE,FALSE,TRUE
sweep under the rug,try to hide a problem or keep a problem secret instead of dealing with it,fig,"Instead of addressing the problem, [[they swept the issue under the rug]] and pretended it didn't exist","문제를 해결하는 대신, [[그들은 비밀로 유지하기로 하고]] 존재하지 않는 척했습니다.",,FALSE,FALSE,FALSE
,,lit,"After breaking the vase, [[they swept the issue under the rug]] to hide the evidence","꽃병을 깨뜨린 후, [[그들은]] 증거를 숨기기 위해 [[양탄자 밑에 있는 문제거리를 쓸어버렸습니다]] ",,FALSE,FALSE,FALSE
take a back seat,take a less important position.,fig,"[[He took a back seat to her]] in the project, letting her lead the team",,,TRUE,TRUE,FALSE
,,lit,"[[He took a back seat to her]] in the car, giving her the front passenger seat",,,TRUE,TRUE,FALSE
take a beating,to be defeated in doing something and be reprimanded for the same,fig,The company's stock prices [[took a beating]] after the negative news,회사의 주가가 부정적인 뉴스 이후 [[손실을 입었습니다]] ,,FALSE,FALSE,FALSE
,,lit,The old punching bag [[took a beating]] during the intense workout session,격렬한 운동 세션 동안 오래된 샌드백이 [[타격을 받았습니다]],,FALSE,FALSE,FALSE
take a cue from,to do what is recommended by someone else,fig,You should [[take a cue from her]] and start organizing your time better,당신은 [[그녀가 추천하는 일을 해야 하고]] 시간을 더 잘 정리하기 시작해야 합니다,,FALSE,FALSE,FALSE
,,lit,"During the pool game, he decided to [[take a cue from her]] and use her favorite one",당구 게임 중에 그는 [[그녀에게서 신호를 받아]] 그녀가 가장 좋아하는 것을 사용하기로 결정했습니다.,,FALSE,FALSE,FALSE
take a hike,go away,fig,"When he insulted her, she told him [[to take a hike]]","그가 그녀를 모욕했을 때, 그녀는 그에게 [[저리가라고 말했습니다]]",,FALSE,FALSE,FALSE
,,lit,"On a sunny day, they decided [[to take a hike]] in the nearby forest",화창한 날에 그들은 근처 숲에서 [[하이킹을 하기로]] 결정했습니다.,,FALSE,FALSE,FALSE
take a leaf out of someone's book,implement actionable advice,fig,"To improve my work ethic, I decided to [[take a leaf out of her book]] and wake up early",직업 윤리를 개선하기 위해 나는 [[그녀에게 실현가능한 조언을 구하고]] 일찍 일어나기로 결정했습니다.,,FALSE,FALSE,FALSE
,,lit,"To press and preserve the leaf, I had to carefully [[take a leaf out of her book]] of botanical specimens","잎사귀를 압착하여 보존하기 위해, 나는 조심스럽게 [[그녀의]] 식물 표본이 담긴 [[ 책에서 잎사귀를 하나 꺼내야] 했습니다",,FALSE,FALSE,FALSE
take it on the chin,this is a boxing metaphor meaning don't shy away from difficulty,fig,"Despite the harsh criticism, [[he took it on the chin]] and kept working",가혹한 비난에도 불구하고 [[어려움을 피하지 않고]] 계속 일했습니다,,FALSE,FALSE,FALSE
,,lit,"During the boxing match, [[he took it on the chin]] and fell to the ground",권투 시합 도중 [[그는 그것을 턱에 대고]] 땅에 쓰러졌습니다,,FALSE,FALSE,FALSE
take up the cudgels,argue strongly in support or against somebody or something,fig,[[He took up the cudgels for her]] when she was unfairly criticized,그녀가 부당한 비난을 받았을 때 [[그는 그녀를 강하게 지지했습니다]] ,,FALSE,FALSE,FALSE
,,lit,"During the historical reenactment, [[he took up the cudgels for her]] when she dropped hers","역사 재연 중에, 그녀가 그녀의 곤봉을 떨어뜨렸을 때 [[그는 그녀를 위해 곤봉을 집어 들었습니다]] ",,FALSE,FALSE,FALSE
take with a grain of salt,to understand that something is not completely true or right,fig,"When listening to his stories, it's best [[to take it with a grain of salt]]",그의 이야기를 들을 때 [[무언가가 완전히 사실이거나 옳지 않다는 것을 이해하기 것]]이 최선입니다,,FALSE,FALSE,FALSE
,,lit,"To balance the flavor, she decided [[to take it with a grain of salt]] and sprinkled it on her dish",맛의 균형을 맞추기 위해 그녀는 [[소금 한 알과 함께 먹기로]] 결정하고 접시에 뿌렸습니다.,,FALSE,FALSE,FALSE
takes two to tango,certain actions or activities cannot be performed alone - they  need two people to participate,fig,"When it comes to resolving conflicts, remember that [[it takes two to tango]]","갈등을 해결할 때 [[혼자할 수 없고, 양측이 모두 필요하다]] 것을 기억하세요",,FALSE,FALSE,FALSE
,,lit,"In a dance competition, the judges reminded the participants that [[it takes two to tango]]",댄스 경연 대회에서 심사위원들은 참가자들에게 [[탱고를 하려면 2명이 있어야한다]]라고 상기시켰습니다,,FALSE,FALSE,FALSE
tall poppy,a privileged or distinguished person.,fig,"She was [[a tall poppy among them]], always standing out with her exceptional achievements","그녀는 [[그들 중에서 저명한 사람]]이었고, 항상 그녀의 뛰어난 업적으로 돋보였습니다.",,FALSE,FALSE,FALSE
,,lit,"In the field of wildflowers, there was [[a tall poppy among them]], reaching higher than the rest","야생화 들판에는 [[그들 사이에 키 큰 양귀비]]가 있었고, 나머지보다 더 높이 뻗었습니다.",,FALSE,FALSE,FALSE
tar with the same brush,to think that somebody has the same bad qualities as others in a similar surrounding,fig,It's unfair to judge all politicians [[by tarring them with the same brush]],모든 정치인을 [[그들이 비슷한 환경에 있는 다른 정치인들과 같이 나쁘다라고]] 심판하는 것은 불공평하다.,,FALSE,FALSE,FALSE
,,lit,The painter made a mistake [[by tarring them with the same brush]] instead of using separate brushes for each color,화가는 각 색상에 대해 별도의 붓을 사용하는 대신 [[동일한 붓으로 타르를 칠함으로써]] 실수를 저질렀습니다,,FALSE,FALSE,FALSE
taste of own medicine,when someone gets the same bad treatment that he has been giving others,fig,"When he tried to prank her, [[she gave him a taste of his own medicine]] by pranking him back","그가 그녀를 장난치려 했을 때, [[그녀는]] 장난을 되갚아 줌으로써 [[그가 했던 나쁜 대우를 되돌려 주었습니다]]",,FALSE,FALSE,FALSE
,,lit,[[She gave him a taste of his own medicine]] by making him try the bitter concoction he had prepared for her,[[그녀는]] 그가 그녀를 위해 준비한 쓴 혼합물을 맛보게 함으로써 [[그 자신의 약을 맛보게 했습니다]],,FALSE,FALSE,FALSE
tearing a strip off,to reprimand someone severely for doing something wrong,fig,The boss [[was tearing a strip off the fabric]] of our team's morale with his harsh criticism,상사가 가혹한 비판으로 우리 팀의 사기를 꺽고 있었습니다,,TRUE,FALSE,FALSE
,,lit,She [[was tearing a strip off the fabric]] to make a patch for her jeans,그녀는 청바지 패치를 만들기 위해 [[천에서 조각을 찢고 있었습니다]],,FALSE,FALSE,FALSE
that's going too far,to do something that is considered extreme or unacceptable,fig,Insulting her family was [[that's going too far]] and crossed the line,,,TRUE,TRUE,FALSE
,,lit,"Driving 200 miles for a cup of coffee, [[that's going too far]] for a simple pleasure",,,TRUE,TRUE,FALSE
the ball is in your court,the initiative for taking action lies with somebody,fig,"I've done my part, [[the ball is in your court now]] to make the decision","제 몫을 다했습니다, 결정을 내리기 위해 [[이제 당신에게 달려있습니다]]",,FALSE,FALSE,FALSE
,,lit,"After I hit the tennis ball over the net, [[the ball is in your court now]]",네트 너머로 테니스 공을 친 후 [[공은 이제 당신의 코트에 있습니다]],,FALSE,FALSE,FALSE
the ball rolling,to start a conversation in a social setting,fig,"To start the meeting, we need to [[get the ball rolling]] with introductions",회의를 시작하려면 소개와 함께 [[대화를 시작]]해야 합니다.,,FALSE,FALSE,FALSE
,,lit,"To play soccer, you must [[get the ball rolling]] by kicking it",축구를 하려면 발로 차서 [[공을 굴려]]야 합니다,,FALSE,FALSE,FALSE
the devil is beating his wife,raining whereas the sun is shining.,fig,"While the sun was shining, it started raining, and people said [[the devil is beating his wife]]",,,TRUE,FALSE,FALSE
,,lit,"In the theatrical performance, the actor playing Satan acted out a scene where [[the devil is beating his wife]]",,,TRUE,FALSE,FALSE
the early bird catches the worm,it refers to people who arrive earlier are the ones who get the best deals,fig,"She always wakes up at 5 am and finishes her tasks efficiently, proving that [[the early bird catches the worm]]",,,TRUE,FALSE,FALSE
,,lit,"In the documentary, we saw how [[the early bird catches the worm]] to feed its young",,,TRUE,FALSE,FALSE
the eleventh hour,at the very last minute before an event,fig,"He finished the project [[at the eleventh hour]], just before the deadline",,,TRUE,FALSE,FALSE
,,lit,She decided to go for a walk [[at the eleventh hour]] of the night,,,TRUE,FALSE,FALSE
the last straw,to be the last in a sequence of unpleasant things,fig,"When he insulted her cooking, [[that was the last straw]] and she decided to leave",,,TRUE,FALSE,FALSE
,,lit,"After using all the other straws, [[that was the last straw]] in the box",,,TRUE,FALSE,FALSE
the lion's den,a place which is uncomfortable,fig,"By confronting the angry mob, he [[entered the lion's den]] and risked his safety",,,TRUE,FALSE,FALSE
,,lit,"As a zookeeper, she [[entered the lion's den]] to feed the animals",,,TRUE,FALSE,FALSE
the other side of the coin,"the opposite aspect, contrasting arguments.",fig,"Before making a decision, it's important to [[consider the other side of the coin]] and weigh the pros and cons",,,TRUE,FALSE,FALSE
,,lit,"When flipping a quarter, you should [[consider the other side of the coin]] as well, since it has a 50% chance of landing",,,TRUE,FALSE,FALSE
the sun rises and sets on them,to believe that someone is the most wonderful and important person in the world; to love and adore someone more than anyone else,fig,She adores her children so much that [[the sun rises and sets on them]] in her eyes,,,TRUE,FALSE,FALSE
,,lit,"Living on a remote island, [[the sun rises and sets on them]] every day",,,TRUE,FALSE,FALSE
throw it over the wall,"to deal with part of a problem or project, then pass the responsibility to another person or department without any communication or coordination",fig,"After finishing the design, the team decided [[to throw it over the wall]] to the developers",,,TRUE,FALSE,FALSE
,,lit,He decided [[to throw it over the wall]] to get the ball back from the neighbor's yard,,,TRUE,FALSE,FALSE
throw the baby out with the bathwater,to remove something good in the bid of getting rid of something bad,fig,"In their haste to modernize the company, they decided to [[throw the baby out with the bathwater]] and discard valuable traditions",,,TRUE,FALSE,FALSE
,,lit,It would be absurd to accidentally [[throw the baby out with the bathwater]] while emptying the tub,,,TRUE,FALSE,FALSE
tie the knot,to get married,fig,They [[tied the knot together]] in a beautiful ceremony surrounded by friends and family,,,TRUE,FALSE,FALSE
,,lit,The two sailors [[tied the knot together]] to secure the rope,,,TRUE,FALSE,FALSE
tight spot,to be in a very difficult situation,fig,They [[found themselves in a tight spot]] when they had to choose between two important events,,,TRUE,FALSE,FALSE
,,lit,The spelunkers [[found themselves in a tight spot]] while navigating the narrow cave,,,TRUE,FALSE,FALSE
tighten belt,to save your money,fig,"Due to the economic downturn, we had [[to tighten the belt a bit]] and cut some expenses",,,TRUE,FALSE,FALSE
,,lit,"After losing some weight, he had [[to tighten the belt a bit]] to keep his pants up",,,TRUE,FALSE,FALSE
tip of the iceberg,to only know a very small part of the problem,fig,The problems we discovered were [[just the tip of the iceberg]] in this company,,,TRUE,FALSE,FALSE
,,lit,"As we approached the glacier, we saw [[just the tip of the iceberg]] above the water",,,TRUE,FALSE,FALSE
to see the back of,to be glad that you no longer have to deal with someone,fig,She was relieved [[to see the back of the problem]] after finding a solution,,,TRUE,FALSE,FALSE
,,lit,He had [[to see the back of the problem]] by flipping the paper over,,,TRUE,FALSE,FALSE
to the core,totally,fig,The news of the tragedy left her [[shaken to the core]],,,TRUE,FALSE,FALSE
,,lit,The powerful earthquake had [[shaken to the core]] of the Earth,,,TRUE,FALSE,FALSE
toot one's own horn,speak boastfully about oneself,fig,He was always [[tooting his own horn]] about his accomplishments,,,TRUE,FALSE,FALSE
,,lit,"During the parade, he was [[tooting his own horn]] as part of the marching band",,,TRUE,FALSE,FALSE
top dog,"The term ""top dog"" means a person, group, or thing in a position of power, particularly after struggling or winning a grueling competition.",fig,"After years of hard work, she [[became the top dog]] in her company",,,TRUE,FALSE,FALSE
,,lit,"At the dog show, her well-trained canine [[became the top dog]] among all the competitors",,,TRUE,FALSE,FALSE
tore your hair out,to be extremely agitated or distressed about something,fig,You [[tore your hair out]] trying to solve that complex math problem,,,TRUE,FALSE,FALSE
,,lit,You accidentally [[tore your hair out]] while removing the tangled hairbrush,,,TRUE,FALSE,FALSE
treasure trove,a priceless or valuable discovery,fig,"When they found the old library, [[they discovered a treasure trove]] of knowledge",,,TRUE,FALSE,FALSE
,,lit,"While digging in the backyard, [[they discovered a treasure trove]] filled with gold coins",,,TRUE,FALSE,FALSE
turn back on,choose not to speak to,fig,[[She turned back on the situation]] when she refused to help her friend,,,TRUE,FALSE,FALSE
,,lit,[[She turned back on the situation]] to avoid witnessing the accident,,,TRUE,FALSE,FALSE
turn down a glass,to decline something that someone has offered.,fig,"At the party, he politely [[turned down a glass]] when offered a drink","파티에서,그는 술을 제안받았을때 정중하게 [[ 거절했습니다 ]] ",,FALSE,FALSE,FALSE
,,lit,She [[turned down a glass]] upside down to let it dry,그녀는 잔의 물을 말리기 위해  [[잔을 거꾸로 뒤집었다]] ,,FALSE,FALSE,FALSE
twist arm,to make someone do what you want by making it difficult for them to refuse,fig,She [[twisted his arm]] to convince him to join the party,그녀는 그에게 파티에 참석할것을  [[강하게 압박했다]]  ,,FALSE,FALSE,FALSE
,,lit,"During the wrestling match, he accidentally [[twisted his arm]] and felt pain",씨름 경기 도중 실수로 [[팔이 비틀어져 ]] 고통을 느꼈다,,FALSE,FALSE,FALSE
ugly duckling,a young person who turns out to be beautiful or talented against all expectations.,fig,Her transformation from a shy girl to a confident woman was [[an ugly duckling story]],수줍은 소녀에서 당당한 여성으로의 변신은 [[기대를 능가한 재능있는 여성임을]] 알게 해주었습니다 ,,FALSE,FALSE,FALSE
,,lit,The children's book featured [[an ugly duckling story]] about a young bird finding its true identity,그 동화책은   어린 새가 자신의 진정한 정체성을 찾는 것에 관한 [[어린 미운 오리의 이야기를]] 특징으로  합니다,,FALSE,FALSE,FALSE
under the radar,"going unnoticed, avoiding unnecessary attention",fig,He [[was working under the radar]] to avoid drawing attention to his project,그는 자신의 프로젝트에 대한 관심을 피하기 위해 [[비밀리에 진행하고 있었습니다]],,FALSE,FALSE,FALSE
,,lit,The technician [[was working under the radar]] equipment to fix a malfunction,기술자는 오작동을 해결하기 위해 장비의  [[레이더 아래에서 작업 중이었습니다]] ,,FALSE,FALSE,FALSE
up a creek without a paddle,being in trouble.,fig,"When our car broke down in the middle of nowhere, we [[found ourselves up a creek without a paddle]]","자동차가 인적이 없는 먼 곳에서 고장 났을 때, 우리는 [[곤란한 상황에 처했음을 알았습니다 ]]",,FALSE,FALSE,FALSE
,,lit,"While canoeing, we accidentally dropped our paddles and [[found ourselves up a creek without a paddle]]",카누를 타는 동안  실수로 패들을 떨어뜨리고 [[추후 우리는 패들이 없이 강을 올라간 우리 자신들을 발견했습니다 ]],,FALSE,FALSE,FALSE
up a river without a paddle,"when you are in an unfortunate situation, unprepared and with none of the resources to remedy the matter",fig,"When the car broke down in the middle of nowhere, we [[found ourselves up a river without a paddle]]","자동차가 인적이 없는 먼 곳에서 고장 났을 때, 우리는 [[해결하기 어려운 곤란한 상황에 처했음을 알았습니다 ]]",,FALSE,FALSE,FALSE
,,lit,"While canoeing, we accidentally dropped our paddles and [[found ourselves up a river without a paddle]]",카누를 타는동안 실수로 패들을 떨어뜨리고 [[추후 우리는 패들이 없이 강을 올라간 우리 자신들을 발견했습니다 ]],,FALSE,FALSE,FALSE
up in the air,"unresolved, undecided",fig,Our vacation [[plans are up in the air]] due to the unpredictable weather,변덕스러운 날씨로 인한 우리의 휴가 [[계획이 미정인 상태에 있습니다]],,FALSE,FALSE,FALSE
,,lit,"The balloons carrying our [[plans are up in the air]], floating away from us",우리의 계획을 실은 풍선이  [[공기에 떠서 ]] 우리에게서 떠내려가고  있습니다,,FALSE,FALSE,FALSE
up to the mark,to be good enough,fig,"His performance was [[not quite up to the mark]], so he didn't get the promotion",그의 성과는 [[기대에 부응하지 못해서 ]]승진하지 못했습니다.,,FALSE,FALSE,FALSE
,,lit,The water level was [[not quite up to the mark]] on the measuring stick,물의 수위가 측정 스틱에서  [[표시에 미치지 못했습니다]],,FALSE,FALSE,FALSE
ups and downs,good times and bad times,fig,"Throughout their marriage, they [[experienced ups and downs]] but remained committed",결혼 생활 내내 그들은 [[기복을 경험]]했지만 헌신을 유지했습니다.,,FALSE,FALSE,FALSE
,,lit,"On the roller coaster, we [[experienced ups and downs]] as it twisted and turned","롤러코스터 위에서, 우리는 그것이 방향을 전환하고 회전함에 따라  [[이리저리 오르락 내리락 하는 경험을 했습니다]]",,FALSE,FALSE,FALSE
use your loaf,To tell someone to use their brain more in analysing what they are doing.,fig,[[They used their loaf]] to solve the complex puzzle,복잡한 퍼즐을 풀기 위해 [[ 최대한 그들의 지식과 생각을 도출했습니다  ]],,FALSE,FALSE,FALSE
,,lit,[[They used their loaf]] of bread to make sandwiches for lunch,그들은 점심으로 샌드위치를 만들기 위해 [[ 한 덩어리의 빵을 사용했습니다 ]]  ,,FALSE,FALSE,FALSE
velvet glove,"a person who appears gentle, but is determined and inflexible underneath",fig,The manager [[was wearing a velvet glove]] when he gently guided the team through the crisis,감독이 위기를 통해 팀을 부드럽게 인도했을 때  그가  [[겉은 부드럽지만 속은 단호함을 지녔다는것을 알수있었습니다]],,FALSE,FALSE,FALSE
,,lit,"At the costume party, she [[was wearing a velvet glove]] as part of her elegant outfit",코스튬 파티에서 그녀는 우아한 복장의 일부로  [[벨벳 장갑을 끼고 있었습니다 ]],,FALSE,FALSE,FALSE
voice in the wilderness,"someone who expresses an opinion that no one believes or listens to, especially if proved right later",fig,His environmental concerns were [[a voice in the wilderness]] among the industrialists,그의 환경 문제는 산업가들 사이에서 [[ 아무도 들어주지 않는 개혁가의 목소리]]였습니다,,FALSE,FALSE,FALSE
,,lit,"While hiking alone, she suddenly heard [[a voice in the wilderness]] and got scared",혼자 산행을 하다가 갑자기 [[광야의 목소리]]를 듣고 겁이 났습니다,,FALSE,FALSE,FALSE
