idiom,meaning,instance,label,assignment_0,assignment_1,assignment_2,gold_0,gold_1,gold_2,maxVote,review_noAgreement,review_maxVoteGptDiff
sweep under the rug,try to hide a problem or keep a problem secret instead of dealing with it,They swept it under the rug,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 168, 'AssignmentId': '3XIQGXAUMSO247JLYQIS9Q0051G7X8', 'HITId': '3NSCTNUR3E38Y6ZF8L6G2EFGZRTA56', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 248, 'AssignmentId': '3KIBXJ1WDLA35DCDGTK5UIETZHAKOL', 'HITId': '3NSCTNUR3E38Y6ZF8L6G2EFGZRTA56', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 95, 'AssignmentId': '39O5D9O8798W0Q735IJFIW3AZH63CX', 'HITId': '3NSCTNUR3E38Y6ZF8L6G2EFGZRTA56', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
go by the book,"do things strictly according to the written rules, etc.",He went by the book when he was asked to propose a solution for the problem,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 168, 'AssignmentId': '3XIQGXAUMSO247JLYQIS9Q0051G7X8', 'HITId': '3NSCTNUR3E38Y6ZF8L6G2EFGZRTA56', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 248, 'AssignmentId': '3KIBXJ1WDLA35DCDGTK5UIETZHAKOL', 'HITId': '3NSCTNUR3E38Y6ZF8L6G2EFGZRTA56', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 95, 'AssignmentId': '39O5D9O8798W0Q735IJFIW3AZH63CX', 'HITId': '3NSCTNUR3E38Y6ZF8L6G2EFGZRTA56', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",0,0,1,0,False,False
24/7 (twenty-four-seven),constantly,We're open 24/7 so that you can shop at our store whenever you like,1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 168, 'AssignmentId': '3XIQGXAUMSO247JLYQIS9Q0051G7X8', 'HITId': '3NSCTNUR3E38Y6ZF8L6G2EFGZRTA56', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 248, 'AssignmentId': '3KIBXJ1WDLA35DCDGTK5UIETZHAKOL', 'HITId': '3NSCTNUR3E38Y6ZF8L6G2EFGZRTA56', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 95, 'AssignmentId': '39O5D9O8798W0Q735IJFIW3AZH63CX', 'HITId': '3NSCTNUR3E38Y6ZF8L6G2EFGZRTA56', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
bundle up,to dress warmly to protect oneself from the elements,We have to bundle up,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 133, 'AssignmentId': '3K772S5NPORQRWYGGUECCE4N3Y0EH7', 'HITId': '338GLSUI5IR40ZEYVX5G9Q0ZAREFSQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 571, 'AssignmentId': '30OG32W0SARI1SKRJS9PHY1JPA7NEN', 'HITId': '338GLSUI5IR40ZEYVX5G9Q0ZAREFSQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A3PRQ2GSU42718', 'WorkTimeInSeconds': 483, 'AssignmentId': '3MD9PLUKKYUGCNBNFFN22821DGGZN5', 'HITId': '338GLSUI5IR40ZEYVX5G9Q0ZAREFSQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",2,2,1,2,False,False
yellow streak,people who  have an inclination towards being fainthearted.,You have a yellow streak when it comes to standing up for what you believe in,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 133, 'AssignmentId': '3K772S5NPORQRWYGGUECCE4N3Y0EH7', 'HITId': '338GLSUI5IR40ZEYVX5G9Q0ZAREFSQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 571, 'AssignmentId': '30OG32W0SARI1SKRJS9PHY1JPA7NEN', 'HITId': '338GLSUI5IR40ZEYVX5G9Q0ZAREFSQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A3PRQ2GSU42718', 'WorkTimeInSeconds': 483, 'AssignmentId': '3MD9PLUKKYUGCNBNFFN22821DGGZN5', 'HITId': '338GLSUI5IR40ZEYVX5G9Q0ZAREFSQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,2,0,0,False,False
beg to differ,to politely refuse something,I beg to differ,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 133, 'AssignmentId': '3K772S5NPORQRWYGGUECCE4N3Y0EH7', 'HITId': '338GLSUI5IR40ZEYVX5G9Q0ZAREFSQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 571, 'AssignmentId': '30OG32W0SARI1SKRJS9PHY1JPA7NEN', 'HITId': '338GLSUI5IR40ZEYVX5G9Q0ZAREFSQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A3PRQ2GSU42718', 'WorkTimeInSeconds': 483, 'AssignmentId': '3MD9PLUKKYUGCNBNFFN22821DGGZN5', 'HITId': '338GLSUI5IR40ZEYVX5G9Q0ZAREFSQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,2,0,0,False,True
high up,to have an important standing in society,"He is high up on the ladder, reaching the top",1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 133, 'AssignmentId': '3K772S5NPORQRWYGGUECCE4N3Y0EH7', 'HITId': '338GLSUI5IR40ZEYVX5G9Q0ZAREFSQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 571, 'AssignmentId': '30OG32W0SARI1SKRJS9PHY1JPA7NEN', 'HITId': '338GLSUI5IR40ZEYVX5G9Q0ZAREFSQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A3PRQ2GSU42718', 'WorkTimeInSeconds': 483, 'AssignmentId': '3MD9PLUKKYUGCNBNFFN22821DGGZN5', 'HITId': '338GLSUI5IR40ZEYVX5G9Q0ZAREFSQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",1,1,2,1,False,False
do the trick,successfully achieve a result,It did the trick because it provided the solution to my problem,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 133, 'AssignmentId': '3K772S5NPORQRWYGGUECCE4N3Y0EH7', 'HITId': '338GLSUI5IR40ZEYVX5G9Q0ZAREFSQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2TBXASXZIRNNW', 'WorkTimeInSeconds': 571, 'AssignmentId': '30OG32W0SARI1SKRJS9PHY1JPA7NEN', 'HITId': '338GLSUI5IR40ZEYVX5G9Q0ZAREFSQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A3PRQ2GSU42718', 'WorkTimeInSeconds': 483, 'AssignmentId': '3MD9PLUKKYUGCNBNFFN22821DGGZN5', 'HITId': '338GLSUI5IR40ZEYVX5G9Q0ZAREFSQ', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
back to the drawing board,back to the planning stage,We went back to the drawing board after finding out the new regulations,0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 29, 'AssignmentId': '3BC8WZX3VJCSPUHOY5A6PP5C5WNRRT', 'HITId': '324N5FAHTCRV8DNGQ31I0QCBHRPKV2', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 454, 'AssignmentId': '34S6N1K2ZBZ4X288XG1GP9U7CV0LH0', 'HITId': '324N5FAHTCRV8DNGQ31I0QCBHRPKV2', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 56, 'AssignmentId': '3TPZPLC3MGSFUFG7AN5L2W2HY0IP3U', 'HITId': '324N5FAHTCRV8DNGQ31I0QCBHRPKV2', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
better half,spouse,He is my better half because he completes me,0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 29, 'AssignmentId': '3BC8WZX3VJCSPUHOY5A6PP5C5WNRRT', 'HITId': '324N5FAHTCRV8DNGQ31I0QCBHRPKV2', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 454, 'AssignmentId': '34S6N1K2ZBZ4X288XG1GP9U7CV0LH0', 'HITId': '324N5FAHTCRV8DNGQ31I0QCBHRPKV2', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 56, 'AssignmentId': '3TPZPLC3MGSFUFG7AN5L2W2HY0IP3U', 'HITId': '324N5FAHTCRV8DNGQ31I0QCBHRPKV2', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,1,0,0,False,False
kill two birds with one stone,accomplish two different things at the same time,She killed two birds with one stone,2,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 29, 'AssignmentId': '3BC8WZX3VJCSPUHOY5A6PP5C5WNRRT', 'HITId': '324N5FAHTCRV8DNGQ31I0QCBHRPKV2', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 454, 'AssignmentId': '34S6N1K2ZBZ4X288XG1GP9U7CV0LH0', 'HITId': '324N5FAHTCRV8DNGQ31I0QCBHRPKV2', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 56, 'AssignmentId': '3TPZPLC3MGSFUFG7AN5L2W2HY0IP3U', 'HITId': '324N5FAHTCRV8DNGQ31I0QCBHRPKV2', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
back to the wall,to be in a difficult situation,They were backed up against the wall with no other options left,0,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 29, 'AssignmentId': '3BC8WZX3VJCSPUHOY5A6PP5C5WNRRT', 'HITId': '324N5FAHTCRV8DNGQ31I0QCBHRPKV2', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 3, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 454, 'AssignmentId': '34S6N1K2ZBZ4X288XG1GP9U7CV0LH0', 'HITId': '324N5FAHTCRV8DNGQ31I0QCBHRPKV2', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 56, 'AssignmentId': '3TPZPLC3MGSFUFG7AN5L2W2HY0IP3U', 'HITId': '324N5FAHTCRV8DNGQ31I0QCBHRPKV2', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",3,0,0,0,False,False
child's play,an informal expression meaning something that is easy to do,This is child's play,2,"{'WorkerId': 'A1LI3JQS2VBOXC', 'WorkTimeInSeconds': 29, 'AssignmentId': '3BC8WZX3VJCSPUHOY5A6PP5C5WNRRT', 'HITId': '324N5FAHTCRV8DNGQ31I0QCBHRPKV2', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 454, 'AssignmentId': '34S6N1K2ZBZ4X288XG1GP9U7CV0LH0', 'HITId': '324N5FAHTCRV8DNGQ31I0QCBHRPKV2', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'APRZ7BR8C0ZMQ', 'WorkTimeInSeconds': 56, 'AssignmentId': '3TPZPLC3MGSFUFG7AN5L2W2HY0IP3U', 'HITId': '324N5FAHTCRV8DNGQ31I0QCBHRPKV2', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
pass the buck,passing blame to another person,We've been passing the buck around and nobody wants to take responsibility,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 130, 'AssignmentId': '3J88R45B2WERADNLUCC99CRL5VLXP4', 'HITId': '338431Z1G0VM5XREFBO16A4HGQMORX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 119, 'AssignmentId': '3NQL1CS157OTF2ARLK7AYINCTPFVYS', 'HITId': '338431Z1G0VM5XREFBO16A4HGQMORX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 31, 'AssignmentId': '3EKVH9QMEEKHK0HY1E0LJSG0E3HD2V', 'HITId': '338431Z1G0VM5XREFBO16A4HGQMORX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
ate her alive,to criticize someone severely because you are angry with them,They ate her alive with their pointed comments and verbal attacks,0,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 130, 'AssignmentId': '3J88R45B2WERADNLUCC99CRL5VLXP4', 'HITId': '338431Z1G0VM5XREFBO16A4HGQMORX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 119, 'AssignmentId': '3NQL1CS157OTF2ARLK7AYINCTPFVYS', 'HITId': '338431Z1G0VM5XREFBO16A4HGQMORX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 31, 'AssignmentId': '3EKVH9QMEEKHK0HY1E0LJSG0E3HD2V', 'HITId': '338431Z1G0VM5XREFBO16A4HGQMORX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
olive branch,to show that someone wants to end a disagreement and make peace,She extended an olive branch,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 130, 'AssignmentId': '3J88R45B2WERADNLUCC99CRL5VLXP4', 'HITId': '338431Z1G0VM5XREFBO16A4HGQMORX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 119, 'AssignmentId': '3NQL1CS157OTF2ARLK7AYINCTPFVYS', 'HITId': '338431Z1G0VM5XREFBO16A4HGQMORX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 31, 'AssignmentId': '3EKVH9QMEEKHK0HY1E0LJSG0E3HD2V', 'HITId': '338431Z1G0VM5XREFBO16A4HGQMORX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
blow away,impress someone very much,The audience was blown away by the strong wind,1,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 130, 'AssignmentId': '3J88R45B2WERADNLUCC99CRL5VLXP4', 'HITId': '338431Z1G0VM5XREFBO16A4HGQMORX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 119, 'AssignmentId': '3NQL1CS157OTF2ARLK7AYINCTPFVYS', 'HITId': '338431Z1G0VM5XREFBO16A4HGQMORX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 31, 'AssignmentId': '3EKVH9QMEEKHK0HY1E0LJSG0E3HD2V', 'HITId': '338431Z1G0VM5XREFBO16A4HGQMORX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,1,1,1,False,False
in light of,because of,I changed my plans in light of the events,2,"{'WorkerId': 'A1QUQ0TV9KVD4C', 'WorkTimeInSeconds': 130, 'AssignmentId': '3J88R45B2WERADNLUCC99CRL5VLXP4', 'HITId': '338431Z1G0VM5XREFBO16A4HGQMORX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 119, 'AssignmentId': '3NQL1CS157OTF2ARLK7AYINCTPFVYS', 'HITId': '338431Z1G0VM5XREFBO16A4HGQMORX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 31, 'AssignmentId': '3EKVH9QMEEKHK0HY1E0LJSG0E3HD2V', 'HITId': '338431Z1G0VM5XREFBO16A4HGQMORX', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,True
page-turner,a thrilling book,It was a page-turner as I hadn't stopped turning the pages,1,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 148, 'AssignmentId': '3MD9PLUKKYUGCNBNFFN22821DGINZV', 'HITId': '3XH7ZM9YYHAJYAN8DM5J9K9SLR0R9M', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2OVOVZBJYUO', 'WorkTimeInSeconds': 176, 'AssignmentId': '3P4RDNWNDLMYY7VS0D7O96IU8J9IJN', 'HITId': '3XH7ZM9YYHAJYAN8DM5J9K9SLR0R9M', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 48, 'AssignmentId': '3KGTPGBS6D1312SKN9QATSKO03D2UV', 'HITId': '3XH7ZM9YYHAJYAN8DM5J9K9SLR0R9M', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",1,0,0,0,False,True
keep your pants on,to tell someone to be calm.,"I told him to keep his pants on""  ",2,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 148, 'AssignmentId': '3MD9PLUKKYUGCNBNFFN22821DGINZV', 'HITId': '3XH7ZM9YYHAJYAN8DM5J9K9SLR0R9M', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2OVOVZBJYUO', 'WorkTimeInSeconds': 176, 'AssignmentId': '3P4RDNWNDLMYY7VS0D7O96IU8J9IJN', 'HITId': '3XH7ZM9YYHAJYAN8DM5J9K9SLR0R9M', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 48, 'AssignmentId': '3KGTPGBS6D1312SKN9QATSKO03D2UV', 'HITId': '3XH7ZM9YYHAJYAN8DM5J9K9SLR0R9M', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",2,2,2,2,False,False
wag the dog,to divert attention from something that is bad,He was wagging the dog when playing with his pet,1,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 148, 'AssignmentId': '3MD9PLUKKYUGCNBNFFN22821DGINZV', 'HITId': '3XH7ZM9YYHAJYAN8DM5J9K9SLR0R9M', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A2OVOVZBJYUO', 'WorkTimeInSeconds': 176, 'AssignmentId': '3P4RDNWNDLMYY7VS0D7O96IU8J9IJN', 'HITId': '3XH7ZM9YYHAJYAN8DM5J9K9SLR0R9M', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 48, 'AssignmentId': '3KGTPGBS6D1312SKN9QATSKO03D2UV', 'HITId': '3XH7ZM9YYHAJYAN8DM5J9K9SLR0R9M', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}",1,2,1,1,False,False
step on his toes,to annoy or irritate someone by intervening in a situation that is their responsibility,I stepped on his toes when I questionned his authority,0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 148, 'AssignmentId': '3MD9PLUKKYUGCNBNFFN22821DGINZV', 'HITId': '3XH7ZM9YYHAJYAN8DM5J9K9SLR0R9M', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2OVOVZBJYUO', 'WorkTimeInSeconds': 176, 'AssignmentId': '3P4RDNWNDLMYY7VS0D7O96IU8J9IJN', 'HITId': '3XH7ZM9YYHAJYAN8DM5J9K9SLR0R9M', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 48, 'AssignmentId': '3KGTPGBS6D1312SKN9QATSKO03D2UV', 'HITId': '3XH7ZM9YYHAJYAN8DM5J9K9SLR0R9M', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}",0,0,0,0,False,False
new brush sweeps clean,someone with a new perspective can make great changes,He started with a new brush,2,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 148, 'AssignmentId': '3MD9PLUKKYUGCNBNFFN22821DGINZV', 'HITId': '3XH7ZM9YYHAJYAN8DM5J9K9SLR0R9M', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'A2OVOVZBJYUO', 'WorkTimeInSeconds': 176, 'AssignmentId': '3P4RDNWNDLMYY7VS0D7O96IU8J9IJN', 'HITId': '3XH7ZM9YYHAJYAN8DM5J9K9SLR0R9M', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 48, 'AssignmentId': '3KGTPGBS6D1312SKN9QATSKO03D2UV', 'HITId': '3XH7ZM9YYHAJYAN8DM5J9K9SLR0R9M', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 3, 'bad': False}",2,2,3,2,False,False
baby blues,The depression that is caused to new mothers after childbirth.,"She had the baby blues after giving birth, so she was feeling overwhelmed and a bit moody",0,"{'WorkerId': 'A290OV59Q76QC8', 'WorkTimeInSeconds': 589, 'AssignmentId': '3DZQRBDBS1VC77WZ249FX17SLKQ3SP', 'HITId': '3BO3NEOQNFXKAUUUF5PARNJL4DZIAO', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 0, 'bad': False}","{'WorkerId': 'A2A6FH0F7LD9ND', 'WorkTimeInSeconds': 593, 'AssignmentId': '31EUONYN2BJHLO6PFXYCWRPAFFHOVB', 'HITId': '3BO3NEOQNFXKAUUUF5PARNJL4DZIAO', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 1, 'bad': False}","{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 55, 'AssignmentId': '3NJM2BJS4CM37FCQ3GGMVZ6B4DXPCU', 'HITId': '3BO3NEOQNFXKAUUUF5PARNJL4DZIAO', 'HITTypeId': '3PCDMC3F6KHCLEW4V42C9VGU0ZX2XB', 'gold': 2, 'bad': False}",0,1,2,0,True,False
