idiom,meaning,instance,label,assignment_0,assignment_1,assignment_2,gold_0,gold_1,gold_2,maxVote,review_noAgreement,review_maxVoteGptDiff
you rock,explaining how awesome and cool a person is.,He rocks back and forth when he's feeling anxious,1,"{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 45.749, 'AssignmentId': '3HOSI13XHF44NAFEY3K2FB74BZMDDU', 'HITId': '3RDTX9JRUDH9GR3T487D43ISKFP97O', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 3, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 73.987, 'AssignmentId': '3LUY3GC63FGXVYHUCZ8BFDEX37N7PA', 'HITId': '3RDTX9JRUDH9GR3T487D43ISKFP97O', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 34.366, 'AssignmentId': '384PI804X8HGQFX2JHRWV39LIDO0SJ', 'HITId': '3RDTX9JRUDH9GR3T487D43ISKFP97O', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 3, 'bad': False}",3,1,3,3,False,True
call bluff,"to challenge to prove one's claim, when they are likely attempting to deceive",You can call his bluff and make him show his cards,1,"{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 45.749, 'AssignmentId': '3HOSI13XHF44NAFEY3K2FB74BZMDDU', 'HITId': '3RDTX9JRUDH9GR3T487D43ISKFP97O', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 73.987, 'AssignmentId': '3LUY3GC63FGXVYHUCZ8BFDEX37N7PA', 'HITId': '3RDTX9JRUDH9GR3T487D43ISKFP97O', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 34.366, 'AssignmentId': '384PI804X8HGQFX2JHRWV39LIDO0SJ', 'HITId': '3RDTX9JRUDH9GR3T487D43ISKFP97O', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",1,2,0,0,True,True
learn to walk before you run,to take smaller steps initially,He learned to walk before he ran by starting small and slowly expanding his capabilities,0,"{'WorkerId': 'A38DXFI1TZA295', 'WorkTimeInSeconds': 45.749, 'AssignmentId': '3HOSI13XHF44NAFEY3K2FB74BZMDDU', 'HITId': '3RDTX9JRUDH9GR3T487D43ISKFP97O', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 73.987, 'AssignmentId': '3LUY3GC63FGXVYHUCZ8BFDEX37N7PA', 'HITId': '3RDTX9JRUDH9GR3T487D43ISKFP97O', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 34.366, 'AssignmentId': '384PI804X8HGQFX2JHRWV39LIDO0SJ', 'HITId': '3RDTX9JRUDH9GR3T487D43ISKFP97O', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
on its knees,something that is in a very weak situation or on the verge of failure,"The company is on its knees"" ",2,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 56.012, 'AssignmentId': '3X0H8UUITH49Y5YNCOKH2YIPKP0WST', 'HITId': '3WYZV0QBGYTMJZOHK5P7P8Q6A94BXU', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 146.877, 'AssignmentId': '3VBEN272M0FD1J8NXJGZGVW1PUDGS2', 'HITId': '3YGYP1365GP4NCR2EWOORL4CQG0NR0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 34.324, 'AssignmentId': '3NG53N1RLBZ1VCMDM40HTDASERS8PX', 'HITId': '3YGYP1365GP4NCR2EWOORL4CQG0NR0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,True
leave no stone unturned,do everything that is possible in order to achieve something,He left no stone unturned,2,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 56.012, 'AssignmentId': '3X0H8UUITH49Y5YNCOKH2YIPKP0WST', 'HITId': '3WYZV0QBGYTMJZOHK5P7P8Q6A94BXU', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 146.877, 'AssignmentId': '3VBEN272M0FD1J8NXJGZGVW1PUDGS2', 'HITId': '3YGYP1365GP4NCR2EWOORL4CQG0NR0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 34.324, 'AssignmentId': '3NG53N1RLBZ1VCMDM40HTDASERS8PX', 'HITId': '3YGYP1365GP4NCR2EWOORL4CQG0NR0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
axe to grind,have a private or selfish reason for doing something,He had an axe to grind to prove his point during the meeting,0,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 56.012, 'AssignmentId': '3X0H8UUITH49Y5YNCOKH2YIPKP0WST', 'HITId': '3WYZV0QBGYTMJZOHK5P7P8Q6A94BXU', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 146.877, 'AssignmentId': '3VBEN272M0FD1J8NXJGZGVW1PUDGS2', 'HITId': '3YGYP1365GP4NCR2EWOORL4CQG0NR0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 34.324, 'AssignmentId': '3NG53N1RLBZ1VCMDM40HTDASERS8PX', 'HITId': '3YGYP1365GP4NCR2EWOORL4CQG0NR0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
tide over,temporary help (often financial),They rely on donations to tide over,2,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 56.012, 'AssignmentId': '3X0H8UUITH49Y5YNCOKH2YIPKP0WST', 'HITId': '3WYZV0QBGYTMJZOHK5P7P8Q6A94BXU', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 0, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 146.877, 'AssignmentId': '3VBEN272M0FD1J8NXJGZGVW1PUDGS2', 'HITId': '3YGYP1365GP4NCR2EWOORL4CQG0NR0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 34.324, 'AssignmentId': '3NG53N1RLBZ1VCMDM40HTDASERS8PX', 'HITId': '3YGYP1365GP4NCR2EWOORL4CQG0NR0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,True
no dice,not agree for something,It was no dice,2,"{'WorkerId': 'A1P3Z24Y6GRNVA', 'WorkTimeInSeconds': 56.012, 'AssignmentId': '3X0H8UUITH49Y5YNCOKH2YIPKP0WST', 'HITId': '3WYZV0QBGYTMJZOHK5P7P8Q6A94BXU', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 2, 'bad': False}","{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 146.877, 'AssignmentId': '3VBEN272M0FD1J8NXJGZGVW1PUDGS2', 'HITId': '3YGYP1365GP4NCR2EWOORL4CQG0NR0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 34.324, 'AssignmentId': '3NG53N1RLBZ1VCMDM40HTDASERS8PX', 'HITId': '3YGYP1365GP4NCR2EWOORL4CQG0NR0', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
behind bars,to be in jail or prison,He was behind bars since he was arrested for shoplifting,1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 86.148, 'AssignmentId': '3ZOTGHDK5YR1TWPLL2T7L453GG2SOZ', 'HITId': '3ZXNP4Z3A614HT42T5A39C9NK96L7X', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 88.952, 'AssignmentId': '3GNA64GUZUK3864QOJ83HYQBHXD5QJ', 'HITId': '3ZXNP4Z3A614HT42T5A39C9NK96L7X', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 79.757, 'AssignmentId': '3YWRV122C8FENHU93QZB3JXRM8K8UT', 'HITId': '3ZXNP4Z3A614HT42T5A39C9NK96L7X', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",0,1,2,0,True,True
chink in armour,a susceptible or vulnerable area.,The chink in his armour was a tear in the fabric,1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 86.148, 'AssignmentId': '3ZOTGHDK5YR1TWPLL2T7L453GG2SOZ', 'HITId': '3ZXNP4Z3A614HT42T5A39C9NK96L7X', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 88.952, 'AssignmentId': '3GNA64GUZUK3864QOJ83HYQBHXD5QJ', 'HITId': '3ZXNP4Z3A614HT42T5A39C9NK96L7X', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 79.757, 'AssignmentId': '3YWRV122C8FENHU93QZB3JXRM8K8UT', 'HITId': '3ZXNP4Z3A614HT42T5A39C9NK96L7X', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,True
for crying out loud,"to show irritation, exasperation or anger",I said it for crying out loud,2,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 86.148, 'AssignmentId': '3ZOTGHDK5YR1TWPLL2T7L453GG2SOZ', 'HITId': '3ZXNP4Z3A614HT42T5A39C9NK96L7X', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 88.952, 'AssignmentId': '3GNA64GUZUK3864QOJ83HYQBHXD5QJ', 'HITId': '3ZXNP4Z3A614HT42T5A39C9NK96L7X', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 79.757, 'AssignmentId': '3YWRV122C8FENHU93QZB3JXRM8K8UT', 'HITId': '3ZXNP4Z3A614HT42T5A39C9NK96L7X', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",0,0,2,0,False,True
drop like flies,many people falling ill or dying around the same time,,1,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 86.148, 'AssignmentId': '3ZOTGHDK5YR1TWPLL2T7L453GG2SOZ', 'HITId': '3ZXNP4Z3A614HT42T5A39C9NK96L7X', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 88.952, 'AssignmentId': '3GNA64GUZUK3864QOJ83HYQBHXD5QJ', 'HITId': '3ZXNP4Z3A614HT42T5A39C9NK96L7X', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 3, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 79.757, 'AssignmentId': '3YWRV122C8FENHU93QZB3JXRM8K8UT', 'HITId': '3ZXNP4Z3A614HT42T5A39C9NK96L7X', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 3, 'bad': False}",2,3,3,3,False,True
the benefit of the doubt,regards a person as innocent unless confirmed otherwise,I'm giving her the benefit of the doubt,2,"{'WorkerId': 'A1HKYY6XI2OHO1', 'WorkTimeInSeconds': 86.148, 'AssignmentId': '3ZOTGHDK5YR1TWPLL2T7L453GG2SOZ', 'HITId': '3ZXNP4Z3A614HT42T5A39C9NK96L7X', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AEK2SAEL9GG39', 'WorkTimeInSeconds': 88.952, 'AssignmentId': '3GNA64GUZUK3864QOJ83HYQBHXD5QJ', 'HITId': '3ZXNP4Z3A614HT42T5A39C9NK96L7X', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 79.757, 'AssignmentId': '3YWRV122C8FENHU93QZB3JXRM8K8UT', 'HITId': '3ZXNP4Z3A614HT42T5A39C9NK96L7X', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,True
catch napping,"surprise, take unawares.",I was caught napping,2,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 148.667, 'AssignmentId': '36DSNE9QZLE8UT6VY8KTT3EGKXQOJG', 'HITId': '31JUPBOOS2K8H79L3A29NC5IVTCL8K', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A3RR85PK3AV9TU', 'WorkTimeInSeconds': 249.577, 'AssignmentId': '37Z929RLGPOH6OUTHJF6FEBQFOJSTL', 'HITId': '31JUPBOOS2K8H79L3A29NC5IVTCL8K', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 87.016, 'AssignmentId': '3ZPPDN2SLBCXCQGXIIQKZX6ZKQ8E97', 'HITId': '31JUPBOOS2K8H79L3A29NC5IVTCL8K', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
sleep on,postpone making a choice until the following day.,Let's sleep on it,2,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 148.667, 'AssignmentId': '36DSNE9QZLE8UT6VY8KTT3EGKXQOJG', 'HITId': '31JUPBOOS2K8H79L3A29NC5IVTCL8K', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'A3RR85PK3AV9TU', 'WorkTimeInSeconds': 249.577, 'AssignmentId': '37Z929RLGPOH6OUTHJF6FEBQFOJSTL', 'HITId': '31JUPBOOS2K8H79L3A29NC5IVTCL8K', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 87.016, 'AssignmentId': '3ZPPDN2SLBCXCQGXIIQKZX6ZKQ8E97', 'HITId': '31JUPBOOS2K8H79L3A29NC5IVTCL8K', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
black and blue,"hurt, either bodily, emotionally or psychologically",My arm is black and blue because of the emotional abuse I've been through,0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 148.667, 'AssignmentId': '36DSNE9QZLE8UT6VY8KTT3EGKXQOJG', 'HITId': '31JUPBOOS2K8H79L3A29NC5IVTCL8K', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A3RR85PK3AV9TU', 'WorkTimeInSeconds': 249.577, 'AssignmentId': '37Z929RLGPOH6OUTHJF6FEBQFOJSTL', 'HITId': '31JUPBOOS2K8H79L3A29NC5IVTCL8K', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 87.016, 'AssignmentId': '3ZPPDN2SLBCXCQGXIIQKZX6ZKQ8E97', 'HITId': '31JUPBOOS2K8H79L3A29NC5IVTCL8K', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",1,2,0,0,True,False
push the boat out,celebrate; enjoy oneself.,He decided to push the boat out and splash out on a luxury holiday,0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 148.667, 'AssignmentId': '36DSNE9QZLE8UT6VY8KTT3EGKXQOJG', 'HITId': '31JUPBOOS2K8H79L3A29NC5IVTCL8K', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'A3RR85PK3AV9TU', 'WorkTimeInSeconds': 249.577, 'AssignmentId': '37Z929RLGPOH6OUTHJF6FEBQFOJSTL', 'HITId': '31JUPBOOS2K8H79L3A29NC5IVTCL8K', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 87.016, 'AssignmentId': '3ZPPDN2SLBCXCQGXIIQKZX6ZKQ8E97', 'HITId': '31JUPBOOS2K8H79L3A29NC5IVTCL8K', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",1,0,2,0,True,False
hammer and tongs,"to argue fiercely, with a lot of energy and noise","We worked on it hammer and tongs, trying to get the project done within the timeline",0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 148.667, 'AssignmentId': '36DSNE9QZLE8UT6VY8KTT3EGKXQOJG', 'HITId': '31JUPBOOS2K8H79L3A29NC5IVTCL8K', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'A3RR85PK3AV9TU', 'WorkTimeInSeconds': 249.577, 'AssignmentId': '37Z929RLGPOH6OUTHJF6FEBQFOJSTL', 'HITId': '31JUPBOOS2K8H79L3A29NC5IVTCL8K', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 87.016, 'AssignmentId': '3ZPPDN2SLBCXCQGXIIQKZX6ZKQ8E97', 'HITId': '31JUPBOOS2K8H79L3A29NC5IVTCL8K', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",0,0,1,0,False,False
pass the buck,passing blame to another person,We've been passing the buck to each other as part of a game we're playing,1,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 148.194, 'AssignmentId': '3GLB5JMZFDB7ZUP50TLALWA1OR2DG4', 'HITId': '3VIVIU06GZSLCV3JC8FF0EELYU7IMR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 59.234, 'AssignmentId': '3OHYZ19UGSLXT03R427G04BXUAWOA0', 'HITId': '3VIVIU06GZSLCV3JC8FF0EELYU7IMR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 44.746, 'AssignmentId': '38F5OAUN53S5IHJ6TM0664C6HGDH7F', 'HITId': '3VIVIU06GZSLCV3JC8FF0EELYU7IMR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,2,1,1,False,False
whatever floats my boat,"although you don't quite agree with someone, it's their choice and you think they should so whatever makes them happy","I'm going with whatever floats my boat, so I can relax on water",1,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 148.194, 'AssignmentId': '3GLB5JMZFDB7ZUP50TLALWA1OR2DG4', 'HITId': '3VIVIU06GZSLCV3JC8FF0EELYU7IMR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 59.234, 'AssignmentId': '3OHYZ19UGSLXT03R427G04BXUAWOA0', 'HITId': '3VIVIU06GZSLCV3JC8FF0EELYU7IMR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 44.746, 'AssignmentId': '38F5OAUN53S5IHJ6TM0664C6HGDH7F', 'HITId': '3VIVIU06GZSLCV3JC8FF0EELYU7IMR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 1, 'bad': False}",1,1,1,1,False,False
heart and soul,with all the effort you can put into it,"She committed with her heart and soul, giving all of her energy to the cause",0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 148.194, 'AssignmentId': '3GLB5JMZFDB7ZUP50TLALWA1OR2DG4', 'HITId': '3VIVIU06GZSLCV3JC8FF0EELYU7IMR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 59.234, 'AssignmentId': '3OHYZ19UGSLXT03R427G04BXUAWOA0', 'HITId': '3VIVIU06GZSLCV3JC8FF0EELYU7IMR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 44.746, 'AssignmentId': '38F5OAUN53S5IHJ6TM0664C6HGDH7F', 'HITId': '3VIVIU06GZSLCV3JC8FF0EELYU7IMR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,0,0,0,False,False
take a cue from,to do what is recommended by someone else,We should take a cue from him,2,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 148.194, 'AssignmentId': '3GLB5JMZFDB7ZUP50TLALWA1OR2DG4', 'HITId': '3VIVIU06GZSLCV3JC8FF0EELYU7IMR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 59.234, 'AssignmentId': '3OHYZ19UGSLXT03R427G04BXUAWOA0', 'HITId': '3VIVIU06GZSLCV3JC8FF0EELYU7IMR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 44.746, 'AssignmentId': '38F5OAUN53S5IHJ6TM0664C6HGDH7F', 'HITId': '3VIVIU06GZSLCV3JC8FF0EELYU7IMR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",0,2,0,0,False,True
on a silver platter,to get something without having to work for it,"I received it on a silver platter, as though this gift was especially made for me",0,"{'WorkerId': 'A2LMQ4497NMK3S', 'WorkTimeInSeconds': 148.194, 'AssignmentId': '3GLB5JMZFDB7ZUP50TLALWA1OR2DG4', 'HITId': '3VIVIU06GZSLCV3JC8FF0EELYU7IMR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AURYD2FH3FUOQ', 'WorkTimeInSeconds': 59.234, 'AssignmentId': '3OHYZ19UGSLXT03R427G04BXUAWOA0', 'HITId': '3VIVIU06GZSLCV3JC8FF0EELYU7IMR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}","{'WorkerId': 'AX8NXTT8QMGHC', 'WorkTimeInSeconds': 44.746, 'AssignmentId': '38F5OAUN53S5IHJ6TM0664C6HGDH7F', 'HITId': '3VIVIU06GZSLCV3JC8FF0EELYU7IMR', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 0, 'bad': False}",2,0,0,0,False,False
hit the hay,to go to sleep or head to bed.,I hit the hay early,2,"{'WorkerId': 'A277V4SHQB8JRS', 'WorkTimeInSeconds': 108.341, 'AssignmentId': '32RIADZIS8KXP3F32IEY76ZY0X74SN', 'HITId': '3UZUVSO3QMB9WQ1XGPPOFZGT62XEMD', 'HITTypeId': '3VU3J1KUFRFVJRVRP9M4MWPPXMFGTQ', 'gold': 2, 'bad': False}","{'WorkerId': 'A3CGQOJC28OVGN', 'WorkTimeInSeconds': 43.677, 'AssignmentId': '3ZQIG0FLQUWPQXFR6JPMDL2WIMVVWJ', 'HITId': '3YCT0L9ON1PGORRFTLOTHV98CIJNSO', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}","{'WorkerId': 'AKQAI78JTXXC9', 'WorkTimeInSeconds': 56.5, 'AssignmentId': '3YDTZAI2WDWXVJG9PZZEB5CP9PQ14F', 'HITId': '3YCT0L9ON1PGORRFTLOTHV98CIJNSO', 'HITTypeId': '31OVKNPS18SQ1D8CFELWYUFRPRPSWA', 'gold': 2, 'bad': False}",2,2,2,2,False,False
